,m&t_male,m&t_female,tuple,bank_male,bank_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.7504772,-0.872745,"('unsociable', 'sociable')",-1.6277542,-1.83781,-0.22649044,-0.3849766,-0.8682407,-1.0318439,-0.1636032
1,-1.731107,-1.7076744,"('unfriendly', 'friendly')",-0.7317455,-0.678375,-0.6878557,-0.7692156,-1.0502361,-1.051755,-0.0015189
2,1.4763352,1.5501435,"('unlikable', 'likable')",1.567361,1.7109495,1.5915232,1.6400284,1.5450732,1.6337072,0.088634
3,0.96968275,0.99126434,"('repellent', 'pleasant')",-1.4829068,-1.4833467,-0.92045796,-0.92023426,-0.477894,-0.4707722,0.0071218
4,1.6615192,1.6563727,"('disliked', 'liked')",0.71968454,0.7224019,0.5994023,0.58278835,0.9935354,0.9871877,-0.0063477
5,0.770165,0.869109,"('distant', 'outgoing')",1.130056,1.2653198,0.38052478,0.5378347,0.7602487,0.8907545,0.1305058
6,0.44944638,0.576788,"('distant', 'open')",1.278638,1.5121267,-0.049081497,0.13448732,0.5596676,0.741134,0.1814664
7,-0.3020647,-0.36326662,"('insensitive', 'sensitive')",-1.1737901,-1.196143,-0.22977228,-0.33797926,-0.5685424,-0.632463,-0.0639206
8,-1.9261802,-1.804307,"('unaffectionate', 'affectionate')",0.0037811399,0.23549053,0.1634459,0.14136939,-0.5863177,-0.4758157,0.110502
9,-1.3167496,-1.2636687,"('unaffectionate', 'caring')",-0.51826435,-0.40616,0.51159906,0.4721765,-0.4411383,-0.3992174,0.0419209
10,-1.0282117,-1.119965,"('unsympathetic', 'sympathetic')",-1.7623136,-1.8166717,-0.5166122,-0.6823287,-1.1023792,-1.2063218,-0.1039426
11,-0.053498123,-0.12977225,"('unhelpful', 'helpful')",-1.4876207,-1.6141882,0.8553613,0.8229497,-0.2285859,-0.3070036,-0.0784177
12,-0.116654046,-0.050806094,"('unsupportive', 'supportive')",-0.7100264,-0.54978544,0.9912359,1.1795316,0.0548518,0.19298,0.1381282
13,-0.5318491,-0.6140653,"('impolite', 'polite')",-1.3614967,-1.4472176,0.03654071,0.057392146,-0.618935,-0.6679636,-0.0490286
14,0.25218982,0.12619102,"('antisocial', 'social')",-0.7824446,-0.98188156,0.5470528,0.44001022,0.0055993,-0.1385601,-0.1441594
15,0.8688738,0.6945181,"('boring', 'funny')",1.2311404,1.0562335,1.25172,0.9806755,1.1172447,0.9104757,-0.206769
16,0.9127103,0.94100726,"('unpopular', 'popular')",0.34393337,0.4091424,-0.43403262,-0.48157066,0.2742037,0.2895263,0.0153226
17,0.5766122,0.61176103,"('nasty', 'nice')",-0.4173208,-0.304629,0.15807359,0.1980125,0.1057883,0.1683815,0.0625932
18,-0.8516762,-0.65664005,"('disagreeable', 'welcoming')",0.29029876,0.56597424,-0.3874287,-0.27377522,-0.3162687,-0.1214803,0.1947884
19,0.09109574,0.20426401,"('inhospitable', 'hospitable')",0.39643547,0.6100806,-0.10007447,-0.020048734,0.1291522,0.2647653,0.1356131
20,-0.8653727,-0.8176266,"('rough', 'thoughtful')",-0.9058529,-0.80017245,-1.244975,-1.1955523,-1.0054002,-0.9377838,0.0676164
21,0.16134986,0.13336036,"('immoral', 'moral')",-0.4625759,-0.51995736,0.02023942,-0.056658525,-0.0936622,-0.1477518,-0.0540896
22,-0.8650802,-0.84446055,"('untrustworthy', 'trustworthy')",-0.21909773,-0.20229185,-0.43854234,-0.37131596,-0.5075734,-0.4726895,0.0348839
23,-1.0077977,-1.0507492,"('insincere', 'sincere')",-1.6771868,-1.7798687,0.21116306,0.1046539,-0.8246072,-0.9086547,-0.0840475
24,-1.3708005,-1.3494806,"('dishonest', 'honest')",-0.58296335,-0.5830134,0.88780916,0.8354259,-0.3553182,-0.3656894,-0.0103712
25,-0.4435509,-0.43704247,"('egoistic', 'altruistic')",-0.3519747,-0.36563104,-0.27572393,-0.36847278,-0.3570832,-0.3903821,-0.0332989
26,-0.56640244,-0.6036751,"('hardhearted', 'benevolent')",1.2082249,1.2197224,0.11072499,0.1738802,0.2508491,0.2633092,0.0124601
27,-1.3263053,-1.2515469,"('hardhearted', 'softhearted')",-1.2084085,-1.0934664,-0.2546682,-0.13903137,-0.929794,-0.8280149,0.1017791
28,-0.7310578,-0.85648096,"('disloyal', 'loyal')",-0.5523915,-0.628218,-0.027657263,-0.26605624,-0.4370356,-0.5835851,-0.1465495
29,0.6887193,0.686814,"('unfair', 'fair')",0.44415483,0.4085359,-0.17468074,-0.12212019,0.3193978,0.3244099,0.0050121
30,0.30415344,0.25507045,"('intolerant', 'tolerant')",-0.8206805,-0.8827565,0.13342252,0.110666394,-0.1277015,-0.1723399,-0.0446384
31,-0.5792716,-0.38439167,"('evil', 'good')",0.74035895,1.010861,-0.32911637,-0.10208746,-0.0560097,0.174794,0.2308037
32,-0.86641777,-0.9312139,"('unkind', 'kind')",-0.19285491,-0.19972044,0.64937264,0.48973438,-0.1366333,-0.2137333,-0.0771
33,0.11960549,0.13487619,"('wrong', 'right')",0.39237982,0.4183948,0.25510097,0.33520913,0.2556954,0.29616,0.0404646
34,-0.9625315,-0.8340224,"('mean', 'honorable')",-1.0174931,-0.9473906,0.31228754,0.43085194,-0.5559123,-0.450187,0.1057253
35,0.30130255,0.22052623,"('corrupt', 'incorrupt')",1.0971453,1.0080652,0.13898672,-0.048617885,0.5124782,0.3933245,-0.1191537
36,0.3989007,0.45738134,"('hostile', 'amicable')",-0.40581584,-0.32037228,0.30870473,0.14025837,0.1005965,0.0924225,-0.008174
37,-0.83414525,-0.78373456,"('fake', 'genuine')",-0.75948447,-0.67206,0.06265348,-0.046731506,-0.5103254,-0.500842,0.0094834
38,-0.15748298,-0.16017677,"('untruthful', 'truthful')",-1.1096803,-1.150792,0.59582245,0.5759035,-0.2237803,-0.2450218,-0.0212415
39,-0.4476316,-0.34149754,"('exploitative', 'cooperative')",-0.77881384,-0.7015611,0.5964913,0.7461896,-0.2099847,-0.0989563,0.1110284
40,-0.5818842,-0.4540929,"('stingy', 'generous')",-1.0467985,-0.89402974,-0.5613502,-0.47550583,-0.730011,-0.6078761,0.1221349
41,-0.58902085,-0.52723026,"('unforgiving', 'forgiving')",-1.3154794,-1.2589463,0.108115435,0.042075224,-0.5987949,-0.5813671,0.0174278
42,1.3123478,1.3952528,"('unreliable', 'reliable')",1.4497194,1.5053246,0.8948493,0.98089504,1.2189722,1.2938242,0.074852
43,-0.5781979,-0.523177,"('irresponsible', 'responsible')",-1.6767268,-1.6549178,0.47566321,0.6353328,-0.5930872,-0.514254,0.0788332
44,-0.19516473,-0.10543942,"('prejudiced', 'unprejudiced')",0.23844059,0.33998108,0.2714592,0.3616116,0.1049117,0.1987178,0.0938061
45,0.15457326,0.12981275,"('incompetent', 'competent')",-1.5406902,-1.5763313,-0.17874284,-0.23477776,-0.52162,-0.5604321,-0.0388121
46,-0.47808346,-0.49566892,"('uncompetitive', 'competitive')",-1.3665663,-1.458322,-0.8363465,-0.86437607,-0.8936655,-0.9394557,-0.0457902
47,-0.9925492,-0.96494263,"('stupid', 'smart')",-0.5319017,-0.49932277,0.23735349,0.3928374,-0.4290325,-0.3571426,0.0718899
48,-1.1202914,-1.1283025,"('unintelligent', 'intelligent')",-1.5101728,-1.5671549,-1.584276,-1.6999307,-1.4049133,-1.4651294,-0.0602161
49,-0.34397304,-0.29196897,"('unable', 'able')",-0.5830298,-0.4753395,-0.5588203,-0.43175417,-0.4952744,-0.3996875,0.0955869
50,1.0760416,1.0872988,"('clumsy', 'skillful')",0.7139957,0.843027,0.15388925,0.12350131,0.6479755,0.684609,0.0366335
51,1.246337,1.040693,"('uneducated', 'educated')",-0.07201625,-0.31996062,-0.43833315,-0.67814755,0.2453292,0.014195,-0.2311342
52,-0.04007733,-0.08980392,"('irrational', 'rational')",1.0255663,0.91138816,0.6900619,0.47457188,0.558517,0.4320521,-0.1264649
53,-0.8752785,-0.9265528,"('uncreative', 'creative')",-0.36836225,-0.34247476,-1.2432065,-1.3435946,-0.8289491,-0.870874,-0.0419249
54,-0.2010554,-0.29086757,"('incapable', 'capable')",0.22213534,0.18698168,1.1696376,1.0595633,0.3969058,0.3185591,-0.0783467
55,-0.52877104,-0.5036278,"('incompetent', 'clever')",-1.3394327,-1.2451249,-1.3983693,-1.3254977,-1.0888577,-1.0247502,0.0641075
56,0.23361583,0.10767487,"('impractical', 'practical')",-1.1427534,-1.3528547,0.856661,0.7959311,-0.0174922,-0.1497496,-0.1322574
57,-0.28266484,-0.5045061,"('unimaginative', 'imaginative')",-1.3612914,-1.5757924,-0.6519416,-0.9221046,-0.7652992,-1.000801,-0.2355018
58,-0.011531491,-0.028657228,"('undiscriminating', 'discriminating')",-0.27969423,-0.30587053,-1.196139,-1.2677813,-0.4957883,-0.534103,-0.0383147
