,type_male,type_female,tuple,average_male,average_female,female-male
0,-0.03319398,-0.07465684,"('unsociable', 'sociable')",-0.033194,-0.0746568,-0.0414628
1,1.0741726,1.0685271,"('unfriendly', 'friendly')",1.0741726,1.0685271,-0.0056455
2,0.0663681,0.24794887,"('unlikable', 'likable')",0.0663681,0.2479489,0.1815808
3,0.77030784,0.80193335,"('repellent', 'pleasant')",0.7703078,0.8019333,0.0316255
4,-7.199061,-7.4161315,"('disliked', 'liked')",-7.1990609,-7.4161315,-0.2170706
5,-0.7433692,-0.722693,"('distant', 'outgoing')",-0.7433692,-0.722693,0.0206762
6,-0.18184945,-0.20280412,"('distant', 'open')",-0.1818494,-0.2028041,-0.0209547
7,1.2581313,1.2817819,"('insensitive', 'sensitive')",1.2581313,1.2817819,0.0236506
8,0.90163565,0.8116753,"('unaffectionate', 'affectionate')",0.9016356,0.8116753,-0.0899603
9,1.4302458,1.4269894,"('unaffectionate', 'caring')",1.4302458,1.4269894,-0.0032564
10,0.98734933,1.0689718,"('unsympathetic', 'sympathetic')",0.9873493,1.0689718,0.0816225
11,1.6042686,1.7501028,"('unhelpful', 'helpful')",1.6042686,1.7501028,0.1458342
12,-1.6923716,-1.7165301,"('unsupportive', 'supportive')",-1.6923716,-1.7165301,-0.0241585
13,-0.043938924,0.05557975,"('impolite', 'polite')",-0.0439389,0.0555798,0.0995187
14,-0.0851396,-0.13585427,"('antisocial', 'social')",-0.0851396,-0.1358543,-0.0507147
15,0.07652026,0.006895533,"('boring', 'funny')",0.0765203,0.0068955,-0.0696248
16,-0.10385889,-0.09122007,"('unpopular', 'popular')",-0.1038589,-0.0912201,0.0126388
17,-0.25385234,-0.29452813,"('nasty', 'nice')",-0.2538523,-0.2945281,-0.0406758
18,-0.65070903,-0.6249305,"('disagreeable', 'welcoming')",-0.650709,-0.6249305,0.0257785
19,-0.7681259,-0.7734734,"('inhospitable', 'hospitable')",-0.7681259,-0.7734734,-0.0053475
20,1.1150074,1.0069157,"('rough', 'thoughtful')",1.1150074,1.0069157,-0.1080917
21,-0.09992852,0.124519385,"('immoral', 'moral')",-0.0999285,0.1245194,0.2244479
22,-0.24645133,-0.18311834,"('untrustworthy', 'trustworthy')",-0.2464513,-0.1831183,0.063333
23,6.31767,6.4553776,"('insincere', 'sincere')",6.3176699,6.4553776,0.1377077
24,1.5234343,1.49626,"('dishonest', 'honest')",1.5234343,1.49626,-0.0271743
25,0.39826104,0.39641333,"('egoistic', 'altruistic')",0.398261,0.3964133,-0.0018477
26,0.9369457,0.76667255,"('hardhearted', 'benevolent')",0.9369457,0.7666726,-0.1702731
27,1.5595633,1.4694493,"('hardhearted', 'softhearted')",1.5595633,1.4694493,-0.090114
28,1.2869394,1.240515,"('disloyal', 'loyal')",1.2869394,1.240515,-0.0464244
29,-0.61237925,-0.7436674,"('unfair', 'fair')",-0.6123793,-0.7436674,-0.1312881
30,0.9150682,0.99879193,"('intolerant', 'tolerant')",0.9150682,0.9987919,0.0837237
31,-1.4666687,-1.6480516,"('evil', 'good')",-1.4666687,-1.6480516,-0.1813829
32,1.6160105,1.5182794,"('unkind', 'kind')",1.6160105,1.5182794,-0.0977311
33,-0.54124796,-0.61249655,"('wrong', 'right')",-0.541248,-0.6124966,-0.0712486
34,4.4815574,4.7139616,"('mean', 'honorable')",4.4815574,4.7139616,0.2324042
35,-0.7147722,-1.1398034,"('corrupt', 'incorrupt')",-0.7147722,-1.1398034,-0.4250312
36,-0.78440154,-0.97113496,"('hostile', 'amicable')",-0.7844015,-0.971135,-0.1867335
37,0.9532354,0.8975577,"('fake', 'genuine')",0.9532354,0.8975577,-0.0556777
38,-0.5347607,-0.43182823,"('untruthful', 'truthful')",-0.5347607,-0.4318282,0.1029325
39,0.061381202,0.113055035,"('exploitative', 'cooperative')",0.0613812,0.113055,0.0516738
40,-1.3479568,-1.5283086,"('stingy', 'generous')",-1.3479568,-1.5283086,-0.1803518
