,toothpick_male,toothpick_female,tuple,average_male,average_female,female-male
0,0.049636804,-0.057209313,"('unsociable', 'sociable')",0.0496368,-0.0572093,-0.1068461
1,0.13967665,0.002936303,"('unfriendly', 'friendly')",0.1396766,0.0029363,-0.1367403
2,0.10600176,0.18463337,"('unlikable', 'likable')",0.1060018,0.1846334,0.0786316
3,-1.0328336,-0.86308056,"('repellent', 'pleasant')",-1.0328336,-0.8630806,0.169753
4,-1.4903444,-1.531704,"('disliked', 'liked')",-1.4903444,-1.5317039,-0.0413595
5,-0.096423745,-0.04617015,"('distant', 'outgoing')",-0.0964237,-0.0461701,0.0502536
6,-0.2029707,-0.17889154,"('distant', 'open')",-0.2029707,-0.1788915,0.0240792
7,-0.8118557,-0.77276003,"('insensitive', 'sensitive')",-0.8118557,-0.77276,0.0390957
8,-0.23489958,-0.34904832,"('unaffectionate', 'affectionate')",-0.2348996,-0.3490483,-0.1141487
9,-0.045209,-0.13974161,"('unaffectionate', 'caring')",-0.045209,-0.1397416,-0.0945326
10,-0.7292196,-0.75971705,"('unsympathetic', 'sympathetic')",-0.7292196,-0.759717,-0.0304974
11,0.12344394,0.15485363,"('unhelpful', 'helpful')",0.1234439,0.1548536,0.0314097
12,-0.98759216,-1.0114383,"('unsupportive', 'supportive')",-0.9875922,-1.0114383,-0.0238461
13,-0.15506217,-0.25306094,"('impolite', 'polite')",-0.1550622,-0.2530609,-0.0979987
14,-0.70296556,-0.813765,"('antisocial', 'social')",-0.7029656,-0.813765,-0.1107994
15,1.1206715,1.0142913,"('boring', 'funny')",1.1206715,1.0142913,-0.1063802
16,0.33871764,0.32387197,"('unpopular', 'popular')",0.3387176,0.323872,-0.0148456
17,-0.306823,-0.16246186,"('nasty', 'nice')",-0.306823,-0.1624619,0.1443611
18,-1.056229,-0.99381274,"('disagreeable', 'welcoming')",-1.056229,-0.9938127,0.0624163
19,-0.7434508,-0.56901747,"('inhospitable', 'hospitable')",-0.7434508,-0.5690175,0.1744333
20,-0.60315204,-0.5083262,"('rough', 'thoughtful')",-0.603152,-0.5083262,0.0948258
21,-0.31363842,-0.21263346,"('immoral', 'moral')",-0.3136384,-0.2126335,0.1010049
22,-0.1277411,-0.22347544,"('untrustworthy', 'trustworthy')",-0.1277411,-0.2234754,-0.0957343
23,1.2433649,1.2993805,"('insincere', 'sincere')",1.2433649,1.2993805,0.0560156
24,-0.27296874,-0.32192498,"('dishonest', 'honest')",-0.2729687,-0.321925,-0.0489563
25,-0.19245869,-0.19110791,"('egoistic', 'altruistic')",-0.1924587,-0.1911079,0.0013508
26,0.5517333,0.34159312,"('hardhearted', 'benevolent')",0.5517333,0.3415931,-0.2101402
27,0.10772278,0.12179214,"('hardhearted', 'softhearted')",0.1077228,0.1217921,0.0140693
28,-0.67238533,-0.7950881,"('disloyal', 'loyal')",-0.6723853,-0.7950881,-0.1227028
29,-0.255861,-0.26751858,"('unfair', 'fair')",-0.255861,-0.2675186,-0.0116576
30,-0.781031,-0.7322418,"('intolerant', 'tolerant')",-0.781031,-0.7322418,0.0487892
31,-0.54497916,-0.526909,"('evil', 'good')",-0.5449792,-0.526909,0.0180702
32,0.1805758,0.09342637,"('unkind', 'kind')",0.1805758,0.0934264,-0.0871494
33,0.3176517,0.23588471,"('wrong', 'right')",0.3176517,0.2358847,-0.081767
34,1.1734761,1.4260215,"('mean', 'honorable')",1.1734761,1.4260215,0.2525454
35,-0.053384848,-0.12348491,"('corrupt', 'incorrupt')",-0.0533848,-0.1234849,-0.0701001
36,-0.10081052,-0.13982552,"('hostile', 'amicable')",-0.1008105,-0.1398255,-0.039015
37,-0.8879839,-0.84652644,"('fake', 'genuine')",-0.8879839,-0.8465264,0.0414575
38,-0.021981928,-0.075503156,"('untruthful', 'truthful')",-0.0219819,-0.0755032,-0.0535213
39,-0.42549813,-0.2735491,"('exploitative', 'cooperative')",-0.4254981,-0.2735491,0.151949
40,-1.72319,-1.7886173,"('stingy', 'generous')",-1.7231899,-1.7886173,-0.0654274
41,-0.688233,-0.76619685,"('unforgiving', 'forgiving')",-0.688233,-0.7661968,-0.0779638
