,conocophillips_male,conocophillips_female,tuple,average_male,average_female,female-male
0,-0.9508785,-1.0079865,"('unsociable', 'sociable')",-0.9508785,-1.0079865,-0.057108
1,0.45914432,0.15830429,"('unfriendly', 'friendly')",0.4591443,0.1583043,-0.30084
2,0.6229347,0.6784437,"('unlikable', 'likable')",0.6229347,0.6784437,0.055509
3,-0.7970151,-0.670343,"('repellent', 'pleasant')",-0.7970151,-0.670343,0.1266721
4,-0.5874715,-0.49851707,"('disliked', 'liked')",-0.5874715,-0.4985171,0.0889544
5,1.0342668,0.9607551,"('distant', 'outgoing')",1.0342668,0.9607551,-0.0735117
6,0.9461597,0.8217055,"('distant', 'open')",0.9461597,0.8217055,-0.1244542
7,-1.1234528,-1.0685725,"('insensitive', 'sensitive')",-1.1234528,-1.0685725,0.0548803
8,-0.64252234,-0.8273346,"('unaffectionate', 'affectionate')",-0.6425223,-0.8273346,-0.1848123
9,-0.52794373,-0.71662503,"('unaffectionate', 'caring')",-0.5279437,-0.716625,-0.1886813
10,-2.3335125,-2.404539,"('unsympathetic', 'sympathetic')",-2.3335125,-2.4045391,-0.0710266
11,-1.227438,-1.2188088,"('unhelpful', 'helpful')",-1.227438,-1.2188088,0.0086292
12,-1.2837672,-1.2652539,"('unsupportive', 'supportive')",-1.2837672,-1.2652539,0.0185133
13,-1.4912577,-1.3801911,"('impolite', 'polite')",-1.4912577,-1.3801911,0.1110666
14,-0.5425337,-0.5101234,"('antisocial', 'social')",-0.5425337,-0.5101234,0.0324103
15,0.46865013,0.32184058,"('boring', 'funny')",0.4686501,0.3218406,-0.1468095
16,-0.075980425,-0.016002692,"('unpopular', 'popular')",-0.0759804,-0.0160027,0.0599777
17,0.10761128,0.18605004,"('nasty', 'nice')",0.1076113,0.18605,0.0784387
18,-0.6951936,-0.69069105,"('disagreeable', 'welcoming')",-0.6951936,-0.6906911,0.0045025
