,goggles_male,goggles_female,tuple,average_male,average_female,female-male
0,0.24876079,0.03914776,"('unsociable', 'sociable')",0.2487608,0.0391478,-0.209613
1,-0.2637026,-0.2812857,"('unfriendly', 'friendly')",-0.2637026,-0.2812857,-0.0175831
2,0.22381952,0.2339393,"('unlikable', 'likable')",0.2238195,0.2339393,0.0101198
3,-0.4907826,-0.39121622,"('repellent', 'pleasant')",-0.4907826,-0.3912162,0.0995664
4,-3.9248378,-4.0179286,"('disliked', 'liked')",-3.9248378,-4.0179286,-0.0930908
5,-1.0163777,-1.03747,"('distant', 'outgoing')",-1.0163777,-1.03747,-0.0210923
6,-1.2362479,-1.2257558,"('distant', 'open')",-1.2362479,-1.2257558,0.0104921
7,0.30971932,0.33655602,"('insensitive', 'sensitive')",0.3097193,0.336556,0.0268367
8,-0.21656482,-0.18819214,"('unaffectionate', 'affectionate')",-0.2165648,-0.1881921,0.0283727
9,0.16126008,0.2393195,"('unaffectionate', 'caring')",0.1612601,0.2393195,0.0780594
10,0.19504404,0.050295472,"('unsympathetic', 'sympathetic')",0.195044,0.0502955,-0.1447485
11,1.4681312,1.5565811,"('unhelpful', 'helpful')",1.4681312,1.5565811,0.0884499
12,-1.1044879,-1.0526415,"('unsupportive', 'supportive')",-1.1044879,-1.0526415,0.0518464
13,0.11794108,-0.022529071,"('impolite', 'polite')",0.1179411,-0.0225291,-0.1404702
14,0.6629471,0.48203903,"('antisocial', 'social')",0.6629471,0.482039,-0.1809081
15,0.31504738,0.22261886,"('boring', 'funny')",0.3150474,0.2226189,-0.0924285
16,-0.3305578,-0.13746639,"('unpopular', 'popular')",-0.3305578,-0.1374664,0.1930914
17,-0.5454319,-0.48427287,"('nasty', 'nice')",-0.5454319,-0.4842729,0.061159
18,-0.7121983,-0.6044226,"('disagreeable', 'welcoming')",-0.7121983,-0.6044226,0.1077757
19,-1.9245995,-1.925764,"('inhospitable', 'hospitable')",-1.9245995,-1.925764,-0.0011645
20,0.22162537,0.31471595,"('rough', 'thoughtful')",0.2216254,0.314716,0.0930906
21,-0.3867823,-0.23897938,"('immoral', 'moral')",-0.3867823,-0.2389794,0.1478029
