,weatherford_male,weatherford_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.5966141,-0.7095044,"('unsociable', 'sociable')",0.27194384,0.078635976,-0.55823237,-0.6620712,-0.2943009,-0.4309799,-0.136679
1,-1.889247,-1.982167,"('unfriendly', 'friendly')",0.13970448,0.016186941,1.9879494,1.6688571,0.079469,-0.099041,-0.17851
2,-0.4311634,-0.35006204,"('unlikable', 'likable')",0.9775056,1.1573017,0.36464354,0.46304536,0.3036619,0.4234283,0.1197664
3,-0.758024,-0.6723444,"('repellent', 'pleasant')",-0.64734626,-0.6325207,-0.2584038,-0.15939453,-0.5545913,-0.4880865,0.0665048
4,0.2221298,0.1873725,"('disliked', 'liked')",0.26901335,0.25573745,-4.241832,-4.0059757,-1.2502295,-1.1876219,0.0626076
5,-0.47611803,-0.43418452,"('distant', 'outgoing')",0.00542634,0.087128714,0.60400414,0.44142273,0.0444375,0.0314556,-0.0129819
6,-1.3272539,-1.2504597,"('distant', 'open')",-0.15086251,-0.11245063,0.48546422,0.30332214,-0.3308841,-0.3531961,-0.022312
7,0.12752794,0.116057485,"('insensitive', 'sensitive')",-0.073579594,-0.15319017,0.35925645,0.3191785,0.1377349,0.0940153,-0.0437196
8,-1.4002177,-1.4759138,"('unaffectionate', 'affectionate')",-0.59883976,-0.6825677,0.7004638,0.3529978,-0.4328645,-0.6018279,-0.1689634
9,-1.3062676,-1.3809011,"('unaffectionate', 'caring')",-0.072171174,-0.16984567,1.1531225,0.86437225,-0.0751054,-0.2287915,-0.1536861
10,-0.5994426,-0.6561272,"('unsympathetic', 'sympathetic')",-1.1077738,-1.2097921,-0.8581675,-0.8952858,-0.855128,-0.9204017,-0.0652737
11,-0.39944956,-0.42308602,"('unhelpful', 'helpful')",0.11020788,0.036395326,1.0814241,0.90519184,0.2640608,0.1728337,-0.0912271
12,-0.064752325,-0.03997594,"('unsupportive', 'supportive')",0.2060011,0.2747568,-1.1321744,-1.0597076,-0.3303085,-0.2749756,0.0553329
13,-0.014248973,-0.11107214,"('impolite', 'polite')",0.7403923,0.6635089,-0.6895259,-0.71846354,0.0122058,-0.0553423,-0.0675481
14,0.40553924,0.4400909,"('antisocial', 'social')",1.1283299,1.1748893,0.45641494,0.64748347,0.663428,0.7541545,0.0907265
15,-0.82944316,-0.8368886,"('boring', 'funny')",0.18516538,0.121588215,-0.018562112,-0.053667843,-0.2209466,-0.2563227,-0.0353761
16,-0.58736616,-0.51156193,"('unpopular', 'popular')",0.37896186,0.46067485,0.065780625,0.055888973,-0.0475412,0.0016673,0.0492085
17,0.056132365,0.13304459,"('nasty', 'nice')",-0.8825834,-0.76830035,-1.0354356,-1.0866404,-0.6206288,-0.5739654,0.0466634
18,-1.367645,-1.2390423,"('disagreeable', 'welcoming')",0.39397907,0.5274798,-1.1178489,-1.0946995,-0.6971716,-0.6020873,0.0950843
19,-0.9975072,-0.9475458,"('inhospitable', 'hospitable')",-1.0725495,-1.10593,-0.45738474,-0.61930823,-0.8424805,-0.890928,-0.0484475
20,-0.43788153,-0.3866451,"('rough', 'thoughtful')",0.43097454,0.44411963,1.3141496,1.284188,0.4357475,0.4472208,0.0114733
21,-0.4492238,-0.44191182,"('immoral', 'moral')",-0.4156201,-0.42607242,-1.6123159,-1.460609,-0.8257199,-0.7761978,0.0495221
22,0.15031165,0.062188424,"('untrustworthy', 'trustworthy')",0.06518969,-0.024236903,-0.629853,-0.6753629,-0.1381172,-0.2124705,-0.0743533
23,-0.49749812,-0.5541415,"('insincere', 'sincere')",-0.36908132,-0.45572126,4.0843477,3.6353467,1.0725894,0.8751613,-0.1974281
24,-0.19970165,-0.28594562,"('dishonest', 'honest')",-0.13878451,-0.1612196,0.47032154,0.33401307,0.0439451,-0.0377174,-0.0816625
25,-1.2912637,-1.33633,"('egoistic', 'altruistic')",0.02816549,0.023571633,1.3764154,1.2319294,0.0377724,-0.026943,-0.0647154
26,-0.707143,-0.7781537,"('hardhearted', 'benevolent')",1.6070551,1.5519584,2.6519594,2.4999752,1.1839572,1.09126,-0.0926972
27,-0.78411,-0.7585678,"('hardhearted', 'softhearted')",-0.32337868,-0.37112886,0.28495416,-0.031848527,-0.2741781,-0.3871817,-0.1130036
28,-0.6944364,-0.7557017,"('disloyal', 'loyal')",-0.46150124,-0.5814927,0.8676686,0.5596935,-0.0960897,-0.259167,-0.1630773
29,0.2817961,0.2790837,"('unfair', 'fair')",-0.04838203,-0.09754981,-0.0132793,-0.22182429,0.0733783,-0.0134301,-0.0868084
30,0.1523372,0.11597858,"('intolerant', 'tolerant')",0.5817614,0.5888998,0.26763225,0.34221905,0.3339103,0.3490325,0.0151222
31,-1.0461642,-0.9339952,"('evil', 'good')",-0.39172328,-0.3237486,0.0639741,-0.015092932,-0.4579711,-0.4242789,0.0336922
32,-0.8147567,-0.8636386,"('unkind', 'kind')",-0.7492647,-0.8037397,0.0043980367,-0.22425663,-0.5198745,-0.630545,-0.1106705
33,-0.1712996,-0.19610393,"('wrong', 'right')",0.7358874,0.7868325,0.34905246,0.20898624,0.3045468,0.2665716,-0.0379752
34,-0.7961857,-0.75727135,"('mean', 'honorable')",0.037353188,0.1301874,3.8227541,3.685785,1.0213072,1.019567,-0.0017402
35,0.32129252,0.3332273,"('corrupt', 'incorrupt')",-0.5742419,-0.62484854,-0.0110605825,-0.21671958,-0.0880033,-0.1694469,-0.0814436
36,-1.5462862,-1.5274562,"('hostile', 'amicable')",0.2016949,0.112317614,1.22477,0.9979002,-0.0399405,-0.1390795,-0.099139
37,0.18663707,0.12583363,"('fake', 'genuine')",-0.5811479,-0.64682347,0.48372677,0.35984582,0.0297386,-0.0537147,-0.0834533
38,-0.31456465,-0.34020272,"('untruthful', 'truthful')",-0.38702285,-0.37921834,0.39211085,0.26738068,-0.1031589,-0.1506801,-0.0475212
39,0.28817585,0.2983833,"('exploitative', 'cooperative')",0.54606444,0.5661371,0.47733128,0.48952794,0.4371905,0.4513494,0.0141589
40,-0.804363,-0.7801671,"('stingy', 'generous')",0.004605895,0.07014028,-1.2856708,-1.317157,-0.6951426,-0.6757279,0.0194147
41,-0.943768,-0.9255623,"('unforgiving', 'forgiving')",-0.08532989,-0.0931156,0.47700697,0.43947822,-0.1840303,-0.1930666,-0.0090363
42,0.29474103,0.3846967,"('unreliable', 'reliable')",0.27395213,0.45318508,-2.142329,-1.9291025,-0.5245453,-0.3637402,0.1608051
