,regions_male,regions_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,0.76141685,0.83441645,"('unsociable', 'sociable')",-0.18967782,-0.30230722,0.33541015,0.2565091,0.3023831,0.2628728,-0.0395103
1,-1.4878067,-1.4934028,"('unfriendly', 'friendly')",1.2288734,1.1874249,0.9049227,0.83831036,0.2153298,0.1774441,-0.0378857
2,0.47501966,0.39086556,"('unlikable', 'likable')",2.4521937,2.5252619,1.007471,0.9525806,1.3115614,1.2895694,-0.021992
3,0.9569586,1.1926703,"('repellent', 'pleasant')",-0.3553216,-0.26489535,1.1900331,1.180739,0.5972234,0.702838,0.1056146
4,-1.4863422,-1.7166896,"('disliked', 'liked')",0.3209355,0.23844336,-7.00894,-7.269956,-2.7247823,-2.9160674,-0.1912851
5,-2.314203,-2.4478679,"('distant', 'outgoing')",0.66146857,0.6945341,-1.4474524,-1.3631698,-1.0333956,-1.0388346,-0.005439
6,-2.4431264,-2.4571524,"('distant', 'open')",-0.2066428,-0.11779025,-1.4230925,-1.2834846,-1.3576206,-1.2861423,0.0714783
7,2.1602683,2.3996356,"('insensitive', 'sensitive')",0.54175997,0.6001457,1.1059254,1.1693523,1.2693179,1.3897111,0.1203932
8,-1.051461,-1.1125187,"('unaffectionate', 'affectionate')",0.2576987,0.24923594,0.025265124,0.080490366,-0.2561657,-0.2609308,-0.0047651
9,0.36354515,0.328296,"('unaffectionate', 'caring')",1.180019,1.1810526,0.88897896,1.0019774,0.8108478,0.8371087,0.0262609
10,2.4105763,2.7054305,"('unsympathetic', 'sympathetic')",-1.1265333,-1.0295532,0.4785212,0.60475475,0.5875214,0.7602107,0.1726893
11,1.2320485,1.321268,"('unhelpful', 'helpful')",0.3877011,0.40229547,2.6835923,2.7690933,1.4344473,1.4975522,0.0631049
12,2.007889,2.2196002,"('unsupportive', 'supportive')",1.034211,1.1957662,-1.9704365,-1.9158841,0.3572212,0.4998274,0.1426062
13,1.8980759,1.9723629,"('impolite', 'polite')",0.057930246,0.12170763,-0.078330025,-0.05306912,0.625892,0.6803338,0.0544418
14,2.2811613,2.2717237,"('antisocial', 'social')",2.0037243,2.0010924,0.8745624,0.70569354,1.7198159,1.6595033,-0.0603126
15,0.023848765,-0.115406126,"('boring', 'funny')",0.5284568,0.4377121,-0.32119358,-0.3375674,0.0770373,-0.0050871,-0.0821244
16,-2.2696302,-2.3899965,"('unpopular', 'popular')",-0.5929034,-0.61128515,-0.3491955,-0.32667726,-1.0705763,-1.1093197,-0.0387434
17,-0.13284782,-0.15872382,"('nasty', 'nice')",-0.2191367,-0.11996472,-0.56995046,-0.44919875,-0.3073117,-0.2426291,0.0646826
18,-0.0849386,0.024271682,"('disagreeable', 'welcoming')",-0.3086095,-0.18980427,-0.75605637,-0.7471272,-0.3832015,-0.3042199,0.0789816
