,burlington_male,burlington_female,tuple,northern_male,northern_female,santa_male,santa_female,fe_male,fe_female,cp_male,cp_female,average_male,average_female,female-male
0,-0.623104,-0.6877822,"('unsociable', 'sociable')",-0.43846706,-0.40306386,-1.5524206,-1.6161603,-1.3696413,-1.4276462,-0.6659023,-0.5765753,-0.929907,-0.9422456,-0.0123386
1,-0.64903814,-0.5430171,"('unfriendly', 'friendly')",-0.24240445,-0.26928544,-0.7995068,-0.7843529,0.72521794,0.7013939,2.1700208,1.9559081,0.2408579,0.2121293,-0.0287286
2,-0.7803604,-0.6886513,"('unlikable', 'likable')",-0.0674157,0.10572697,0.15163288,0.28510165,0.67708844,0.84338886,0.35302868,0.5412531,0.0667948,0.2173638,0.150569
3,-0.2640844,-0.24207559,"('repellent', 'pleasant')",-0.27101332,-0.20718652,-0.5760644,-0.5095785,-0.7894347,-0.71976995,0.044094063,0.2969862,-0.3713006,-0.2763249,0.0949757
4,0.4598627,0.40484425,"('disliked', 'liked')",-0.028132189,-0.21608922,0.108193606,-0.0022404324,0.8344049,0.70935297,-7.4951158,-7.7499695,-1.2241573,-1.3708204,-0.1466631
5,0.2510603,0.28913707,"('distant', 'outgoing')",-0.045505952,-0.14630869,0.7073327,0.69560456,0.7185978,0.6159292,0.057448924,-0.13147712,0.3377868,0.264577,-0.0732098
6,0.024209112,0.04594405,"('distant', 'open')",0.104924455,-0.045820832,1.0575197,1.0676278,1.2616485,1.164473,0.7543131,0.5623159,0.640523,0.558908,-0.081615
7,0.3474142,0.3139487,"('insensitive', 'sensitive')",-0.60650444,-0.36231083,-0.8809331,-0.8497435,-0.8383111,-0.7438731,0.41005394,0.6034231,-0.3136561,-0.2077111,0.105945
8,-0.7685641,-0.6123745,"('unaffectionate', 'affectionate')",0.055659294,0.005253341,-0.7517611,-0.7462348,0.47980312,0.4697439,1.3708705,1.2144657,0.0772015,0.0661708,-0.0110307
9,0.40114415,0.5139378,"('unaffectionate', 'caring')",0.19217652,0.1823929,-0.62150145,-0.62863404,0.11898394,0.086798035,2.0718122,1.9231869,0.4325231,0.4155363,-0.0169868
