,anthem_male,anthem_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.6554859,0.5635135,"('unsociable', 'sociable')",-0.18054973,-0.28525457,0.2374681,0.1391295,-0.0983386
1,-0.21920007,-0.2622346,"('unfriendly', 'friendly')",1.6632483,1.5766422,0.7220241,0.6572038,-0.0648203
2,0.14034793,0.2621677,"('unlikable', 'likable')",0.19066131,0.26705343,0.1655046,0.2646106,0.099106
3,0.3516789,0.5007063,"('repellent', 'pleasant')",0.1262146,0.1844534,0.2389468,0.3425798,0.103633
4,-1.5451149,-1.6208762,"('disliked', 'liked')",-6.8368874,-6.84619,-4.1910009,-4.2335329,-0.042532
5,-1.1293235,-1.0959051,"('distant', 'outgoing')",-0.2496435,-0.3012264,-0.6894835,-0.6985657,-0.0090822
6,-1.3869693,-1.3020401,"('distant', 'open')",0.060672313,-0.0012036674,-0.6631485,-0.6516219,0.0115266
7,1.9139112,1.9376969,"('insensitive', 'sensitive')",1.0911642,1.1051067,1.5025377,1.5214019,0.0188642
8,0.04962689,0.14321005,"('unaffectionate', 'affectionate')",1.1895591,1.0678719,0.619593,0.605541,-0.014052
9,0.79979306,0.918424,"('unaffectionate', 'caring')",1.2584281,1.1984261,1.0291106,1.0584251,0.0293145
10,1.2644426,1.3807847,"('unsympathetic', 'sympathetic')",-0.23627216,-0.28674373,0.5140852,0.5470205,0.0329353
11,0.30657256,0.44523707,"('unhelpful', 'helpful')",1.7441789,1.8604503,1.0253757,1.1528437,0.127468
12,0.8823666,1.0070171,"('unsupportive', 'supportive')",-1.7049248,-1.6298953,-0.4112791,-0.3114391,0.09984
13,1.2419152,1.0887897,"('impolite', 'polite')",-0.5992314,-0.5714582,0.3213419,0.2586657,-0.0626762
14,1.34819,1.2299957,"('antisocial', 'social')",-0.28921774,-0.35146737,0.5294861,0.4392642,-0.0902219
15,-0.08096411,-0.2853576,"('boring', 'funny')",0.37396345,0.279391,0.1464997,-0.0029833,-0.149483
16,-1.7831466,-1.7109371,"('unpopular', 'popular')",-0.38290286,-0.2259675,-1.0830247,-0.9684523,0.1145724
17,-0.41843158,-0.4428747,"('nasty', 'nice')",-0.28080854,-0.27018666,-0.34962,-0.3565307,-0.0069107
18,0.20876034,0.24963872,"('disagreeable', 'welcoming')",-0.37159276,-0.3305415,-0.0814162,-0.0404514,0.0409648
19,-0.9220675,-0.83858275,"('inhospitable', 'hospitable')",0.036482967,0.13865371,-0.4427923,-0.3499645,0.0928278
20,0.43218118,0.46412796,"('rough', 'thoughtful')",0.9442156,0.93199503,0.6881984,0.6980615,0.0098631
21,0.7606168,0.85052747,"('immoral', 'moral')",-0.6645868,-0.5256639,0.048015,0.1624318,0.1144168
