,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3729036,-1.4662071,"('unsociable', 'sociable')",-0.2940487,-0.39276096,-0.8334761,-0.9294841,-0.096008
1,-0.599785,-0.5760975,"('unfriendly', 'friendly')",1.4307472,1.2435235,0.4154811,0.333713,-0.0817681
2,0.7395214,0.73113817,"('unlikable', 'likable')",0.8158386,0.81524515,0.77768,0.7731917,-0.0044883
3,-0.8429184,-0.7388836,"('repellent', 'pleasant')",0.6097058,0.7279938,-0.1166063,-0.0054449,0.1111614
4,0.23924352,0.26734158,"('disliked', 'liked')",-6.4219112,-6.295496,-3.0913339,-3.0140772,0.0772567
5,0.981082,0.9960175,"('distant', 'outgoing')",0.07520899,0.04003643,0.5281455,0.5180269,-0.0101186
6,0.7363581,0.7700241,"('distant', 'open')",-0.16260591,-0.22164622,0.2868761,0.2741889,-0.0126872
7,-0.30166236,-0.23451057,"('insensitive', 'sensitive')",0.2787449,0.29159516,-0.0114587,0.0285423,0.040001
8,-0.39065203,-0.3512642,"('unaffectionate', 'affectionate')",0.46145976,0.34402835,0.0354039,-0.0036179,-0.0390218
9,0.19461963,0.28492522,"('unaffectionate', 'caring')",1.3034817,1.2840071,0.7490507,0.7844661,0.0354154
10,-1.7452483,-1.7037568,"('unsympathetic', 'sympathetic')",-0.57989043,-0.6134307,-1.1625694,-1.1585938,0.0039756
11,0.06391154,0.063040264,"('unhelpful', 'helpful')",2.0132701,2.0204332,1.0385908,1.0417367,0.0031459
12,0.366897,0.48597404,"('unsupportive', 'supportive')",-1.8487114,-1.7942365,-0.7409072,-0.6541312,0.086776
13,-0.778251,-0.87141556,"('impolite', 'polite')",-0.4903151,-0.5042116,-0.6342831,-0.6878136,-0.0535305
14,-1.0261673,-1.0402111,"('antisocial', 'social')",-0.4318913,-0.43149394,-0.7290293,-0.7358525,-0.0068232
15,0.7719517,0.6822164,"('boring', 'funny')",0.10916722,0.0787013,0.4405594,0.3804589,-0.0601005
16,-0.28797895,-0.23018953,"('unpopular', 'popular')",0.55216223,0.54689366,0.1320916,0.1583521,0.0262605
17,-0.14155385,-0.072337545,"('nasty', 'nice')",-0.33632565,-0.28850067,-0.2389397,-0.1804191,0.0585206
18,0.018903725,0.08183241,"('disagreeable', 'welcoming')",-0.26481572,-0.3896579,-0.122956,-0.1539128,-0.0309568
19,0.21841091,0.23777795,"('inhospitable', 'hospitable')",-0.03058021,-0.04488973,0.0939154,0.0964441,0.0025287
20,-0.35645014,-0.31047425,"('rough', 'thoughtful')",0.65784603,0.6427108,0.1506979,0.1661183,0.0154204
21,-0.44308478,-0.462339,"('immoral', 'moral')",-0.5915525,-0.52598065,-0.5173186,-0.4941598,0.0231588
22,-1.1288466,-1.1433245,"('untrustworthy', 'trustworthy')",-1.2628901,-1.2168534,-1.1958684,-1.180089,0.0157794
23,0.007170152,0.021739803,"('insincere', 'sincere')",5.8928013,5.7524753,2.9499857,2.8871076,-0.0628781
24,-0.26218525,-0.29905343,"('dishonest', 'honest')",0.98041767,0.9726433,0.3591162,0.3367949,-0.0223213
25,0.724821,0.7432865,"('egoistic', 'altruistic')",1.1786449,1.1161851,0.9517329,0.9297358,-0.0219971
26,-0.2748251,-0.29751092,"('hardhearted', 'benevolent')",1.4022503,1.2428707,0.5637126,0.4726799,-0.0910327
27,0.46824795,0.5384131,"('hardhearted', 'softhearted')",1.340035,1.2164885,0.9041414,0.8774508,-0.0266906
28,-0.5745863,-0.6175758,"('disloyal', 'loyal')",0.92877716,0.8514072,0.1770954,0.1169157,-0.0601797
29,-0.07535582,-0.091077656,"('unfair', 'fair')",-0.28887454,-0.4037463,-0.1821152,-0.247412,-0.0652968
30,-0.26946056,-0.28600544,"('intolerant', 'tolerant')",0.8985529,0.84338844,0.3145462,0.2786915,-0.0358547
31,-0.104121655,-0.07912395,"('evil', 'good')",-0.7601273,-0.86326814,-0.4321245,-0.4711961,-0.0390716
32,0.8962681,0.85984457,"('unkind', 'kind')",0.8273358,0.68607,0.861802,0.7729573,-0.0888447
33,1.1308061,1.1105727,"('wrong', 'right')",-0.39502066,-0.37138405,0.3678927,0.3695943,0.0017016
34,0.5687665,0.65373266,"('mean', 'honorable')",5.666827,5.703631,3.1177969,3.1786819,0.060885
35,0.12255207,0.12002015,"('corrupt', 'incorrupt')",-0.28650844,-0.32677197,-0.0819782,-0.1033759,-0.0213977
36,-0.54581255,-0.50911087,"('hostile', 'amicable')",-0.25877756,-0.38324144,-0.4022951,-0.4461762,-0.0438811
37,0.04127138,0.042886265,"('fake', 'genuine')",-0.1798825,-0.1806487,-0.0693056,-0.0688812,0.0004244
38,0.23005156,0.2317729,"('untruthful', 'truthful')",0.5353205,0.6865836,0.382686,0.4591782,0.0764922
39,0.5699534,0.5077673,"('exploitative', 'cooperative')",-0.05620908,0.0013299268,0.2568721,0.2545486,-0.0023235
40,0.21155536,0.30649555,"('stingy', 'generous')",-1.8386755,-1.8813308,-0.8135601,-0.7874177,0.0261424
41,-0.11954408,-0.10270292,"('unforgiving', 'forgiving')",-0.0064617046,-0.059137017,-0.0630029,-0.08092,-0.0179171
42,0.32499328,0.3773882,"('unreliable', 'reliable')",-2.9670367,-2.883253,-1.3210217,-1.2529324,0.0680893
43,-0.25209427,-0.23381026,"('irresponsible', 'responsible')",0.3341744,0.26765883,0.0410401,0.0169243,-0.0241158
44,0.6565764,0.6592286,"('prejudiced', 'unprejudiced')",-1.4980906,-1.5536315,-0.4207571,-0.4472015,-0.0264444
45,-1.208926,-1.0974721,"('incompetent', 'competent')",0.015579317,0.0045374297,-0.5966733,-0.5464673,0.050206
46,-1.0269773,-0.9611245,"('uncompetitive', 'competitive')",-1.0920563,-1.0285074,-1.0595168,-0.9948159,0.0647009
47,0.15380545,0.1688793,"('stupid', 'smart')",5.4525027,5.456875,2.803154,2.8128772,0.0097232
48,-0.45495772,-0.5047524,"('unintelligent', 'intelligent')",0.9990172,0.938523,0.2720297,0.2168853,-0.0551444
49,0.34559175,0.45947012,"('unable', 'able')",-0.037718117,0.12961869,0.1539368,0.2945444,0.1406076
50,0.4671718,0.52879757,"('clumsy', 'skillful')",0.17794925,0.11503345,0.3225605,0.3219155,-0.000645
51,-0.7541976,-0.830502,"('uneducated', 'educated')",0.49993744,0.38588494,-0.1271301,-0.2223085,-0.0951784
52,-0.03614388,-0.1712847,"('irrational', 'rational')",0.084089294,0.007040303,0.0239727,-0.0821222,-0.1060949
53,-0.5080778,-0.49099088,"('uncreative', 'creative')",0.4560122,0.35488644,-0.0260328,-0.0680522,-0.0420194
54,0.013319667,0.013268694,"('incapable', 'capable')",0.8178844,0.83892417,0.415602,0.4260964,0.0104944
55,-1.2321905,-1.2406957,"('incompetent', 'clever')",0.1805983,0.17666748,-0.5257961,-0.5320141,-0.006218
56,0.52564925,0.47663683,"('impractical', 'practical')",-0.5059178,-0.45690647,0.0098657,0.0098652,-5e-07
57,-1.9149847,-1.9514822,"('unimaginative', 'imaginative')",-3.4342515,-3.4293413,-2.6746182,-2.6904118,-0.0157936
58,-1.2657653,-1.2732564,"('undiscriminating', 'discriminating')",-0.18516323,-0.23916537,-0.7254643,-0.7562109,-0.0307466
59,0.68820846,0.62504756,"('foolish', 'wise')",0.26340747,0.37151992,0.475808,0.4982837,0.0224757
60,0.06582674,0.057101604,"('inefficient', 'efficient')",-0.04317368,0.011027631,0.0113265,0.0340646,0.0227381
61,-0.27253136,-0.38204408,"('illogical', 'logical')",0.47341588,0.35589123,0.1004423,-0.0130764,-0.1135187
62,-0.16816033,-0.060455576,"('incompetent', 'brilliant')",0.70863026,0.8839721,0.270235,0.4117583,0.1415233
63,-0.27036354,-0.22780225,"('unperceptive', 'insightful')",0.68066084,0.74947363,0.2051487,0.2608357,0.055687
64,-0.5278728,-0.65767485,"('shy', 'confident')",-6.315206,-6.196396,-3.4215393,-3.4270353,-0.005496
65,-1.232243,-1.3442774,"('insecure', 'secure')",-0.42864418,-0.36997107,-0.8304436,-0.8571242,-0.0266806
66,-0.20277277,-0.25175315,"('inactive', 'active')",0.74529713,0.67553526,0.2712622,0.2118911,-0.0593711
67,0.5897763,0.5058235,"('doubtful', 'determined')",-0.36980698,-0.4269314,0.1099847,0.039446,-0.0705387
68,-0.7201723,-0.8023635,"('dependent', 'independent')",-0.51258063,-0.47153497,-0.6163765,-0.6369492,-0.0205727
69,1.6057122,1.6122941,"('lazy', 'industrious')",-0.19497713,-0.12603281,0.7053675,0.7431306,0.0377631
70,-0.745311,-0.67981476,"('lethargic', 'energetic')",0.0007125139,0.025755014,-0.3722993,-0.3270299,0.0452694
71,1.4746836,1.5375986,"('diffident', 'self-confident')",0.6396827,0.635548,1.0571831,1.0865734,0.0293903
72,-0.7303011,-0.72776324,"('unambitious', 'ambitious')",-0.5008505,-0.39306346,-0.6155758,-0.5604134,0.0551624
73,0.9908559,0.94955367,"('helpless', 'self-reliant')",-3.3462942,-3.2038689,-1.1777191,-1.1271576,0.0505615
74,-0.13921294,-0.09091769,"('undedicated', 'dedicated')",-0.5129317,-0.59279406,-0.3260723,-0.3418559,-0.0157836
75,0.24391395,0.27388135,"('meek', 'impulsive')",-0.5494478,-0.45754004,-0.1527669,-0.0918293,0.0609376
76,-0.53970975,-0.52071095,"('anxious', 'daring')",-0.4245499,-0.3877374,-0.4821298,-0.4542242,0.0279056
77,-0.017863426,0.021083511,"('unmotivated', 'motivated')",-0.81257117,-0.6974276,-0.4152173,-0.338172,0.0770453
78,0.0141888,0.18927225,"('nonresilient', 'resilient')",0.24161519,0.28125584,0.127902,0.235264,0.107362
79,0.2107081,0.21378261,"('wavering', 'unwavering')",-0.20972842,-0.3016187,0.0004898,-0.043918,-0.0444078
80,0.1047802,0.09759184,"('dominated', 'dominating')",-0.68530303,-0.5002016,-0.2902614,-0.2013049,0.0889565
81,-0.32224607,-0.4527019,"('submissive', 'aggressive')",-0.5368165,-0.41494167,-0.4295313,-0.4338218,-0.0042905
82,-0.76452786,-0.7154491,"('poor', 'rich')",6.317144,6.253369,2.7763081,2.76896,-0.0073481
83,0.24649172,0.19256547,"('powerless', 'powerful')",-1.1513603,-1.1497281,-0.4524343,-0.4785813,-0.026147
84,0.09621284,0.056502815,"('inferior', 'superior')",0.7491714,0.7327152,0.4226921,0.394609,-0.0280831
85,0.7954613,0.82054263,"('insignificant', 'prestigious')",0.07476354,-0.06338056,0.4351124,0.378581,-0.0565314
86,-1.0916513,-1.1445612,"('uninfluential', 'influential')",-0.3493806,-0.4459815,-0.720516,-0.7952713,-0.0747553
87,0.08049611,0.06490508,"('unsuccessful', 'successful')",0.83844346,0.98678935,0.4594698,0.5258472,0.0663774
88,-0.21551585,-0.27782616,"('low', 'eminent')",-0.46420723,-0.5527924,-0.3398615,-0.4153093,-0.0754478
