,centex_male,centex_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5532079,-0.73559,"('unsociable', 'sociable')",-0.18789107,-0.4026226,-0.3705495,-0.5691063,-0.1985568
1,-1.5148674,-1.6413801,"('unfriendly', 'friendly')",1.6350205,1.5990897,0.0600765,-0.0211452,-0.0812217
2,0.37189987,0.340136,"('unlikable', 'likable')",0.92130727,0.83522564,0.6466036,0.5876808,-0.0589228
3,0.13568524,0.21799739,"('repellent', 'pleasant')",0.9389916,0.98077863,0.5373384,0.599388,0.0620496
4,-0.42276555,-0.45664623,"('disliked', 'liked')",-6.143894,-6.2980437,-3.28333,-3.3773451,-0.0940151
5,-1.936553,-1.8967557,"('distant', 'outgoing')",-0.57639945,-0.29028618,-1.2564762,-1.0935209,0.1629553
6,-2.1896925,-2.1325014,"('distant', 'open')",-0.67160416,-0.37449986,-1.4306483,-1.2535006,0.1771477
7,-0.08066676,-0.009238489,"('insensitive', 'sensitive')",0.17934361,0.16559727,0.0493384,0.0781794,0.028841
8,-1.1115621,-1.1861148,"('unaffectionate', 'affectionate')",0.7576207,0.7355938,-0.1769707,-0.2252605,-0.0482898
9,-1.2603521,-1.3104656,"('unaffectionate', 'caring')",0.9261229,1.0130779,-0.1671146,-0.1486939,0.0184207
10,-0.63482124,-0.71319264,"('unsympathetic', 'sympathetic')",-0.78844917,-0.9043762,-0.7116352,-0.8087844,-0.0971492
11,-0.054501053,-0.13916937,"('unhelpful', 'helpful')",1.6932198,1.7718682,0.8193594,0.8163494,-0.00301
12,-0.7315978,-0.69574636,"('unsupportive', 'supportive')",-2.1481667,-2.1005602,-1.4398823,-1.3981533,0.041729
13,-0.25062945,-0.37164515,"('impolite', 'polite')",-0.8559838,-0.92257077,-0.5533066,-0.647108,-0.0938014
14,0.49092954,0.514874,"('antisocial', 'social')",0.29895908,0.09291189,0.3949443,0.3038929,-0.0910514
15,0.45651323,0.35029072,"('boring', 'funny')",0.23356517,0.21928528,0.3450392,0.284788,-0.0602512
16,-0.59974414,-0.61138165,"('unpopular', 'popular')",0.5368236,0.5360379,-0.0314603,-0.0376719,-0.0062116
17,-0.29595885,-0.258136,"('nasty', 'nice')",-0.4455279,-0.39105013,-0.3707434,-0.3245931,0.0461503
18,-0.6492249,-0.6896709,"('disagreeable', 'welcoming')",-0.39631885,-0.3698869,-0.5227718,-0.5297789,-0.0070071
19,-1.5508084,-1.5857968,"('inhospitable', 'hospitable')",-0.49414796,-0.37548822,-1.0224782,-0.9806426,0.0418356
20,0.31587264,0.38017038,"('rough', 'thoughtful')",0.66163284,0.629715,0.4887527,0.5049427,0.01619
21,0.6316167,0.51239073,"('immoral', 'moral')",-0.2933916,-0.45873716,0.1691126,0.0268268,-0.1422858
22,0.12871051,0.080794476,"('untrustworthy', 'trustworthy')",-0.76490855,-0.8644203,-0.318099,-0.3918129,-0.0737139
23,-0.27500916,-0.38590023,"('insincere', 'sincere')",5.793035,5.948254,2.7590129,2.781177,0.0221641
24,-0.2701141,-0.30295387,"('dishonest', 'honest')",0.5218564,0.59405965,0.1258712,0.1455529,0.0196817
25,-0.3769332,-0.31001836,"('egoistic', 'altruistic')",1.3556209,1.3504943,0.4893438,0.5202379,0.0308941
26,-0.011792846,-0.15958363,"('hardhearted', 'benevolent')",1.7169708,1.4625393,0.852589,0.6514778,-0.2011112
27,-0.117037274,0.044439085,"('hardhearted', 'softhearted')",0.96404004,0.9660217,0.4235014,0.5052304,0.081729
28,-0.04593741,-0.10274263,"('disloyal', 'loyal')",1.2156135,1.0773019,0.584838,0.4872796,-0.0975584
29,-0.5252979,-0.42145416,"('unfair', 'fair')",-0.35609874,-0.5015317,-0.4406983,-0.461493,-0.0207947
30,0.58367807,0.4683944,"('intolerant', 'tolerant')",0.971722,0.8537878,0.7777001,0.6610911,-0.116609
31,-1.0148448,-0.9167301,"('evil', 'good')",-0.57535815,-0.5081644,-0.7951015,-0.7124473,0.0826542
32,-0.12242542,-0.3138481,"('unkind', 'kind')",0.8996251,0.5584917,0.3885998,0.1223218,-0.266278
33,-0.21129654,-0.2884285,"('wrong', 'right')",-0.5441767,-0.54066926,-0.3777366,-0.4145489,-0.0368123
34,0.0095678475,0.120974414,"('mean', 'honorable')",5.6242423,6.010626,2.816905,3.0658002,0.2488952
35,-0.7441907,-0.66626334,"('corrupt', 'incorrupt')",-0.51212275,-0.45760044,-0.6281567,-0.5619319,0.0662248
36,-0.9807709,-1.0037144,"('hostile', 'amicable')",-0.10919889,-0.18958461,-0.5449849,-0.5966495,-0.0516646
37,0.037030313,0.08360729,"('fake', 'genuine')",-0.05624764,0.02544752,-0.0096087,0.0545274,0.0641361
38,-0.9194642,-1.0082991,"('untruthful', 'truthful')",0.21156228,0.4125492,-0.3539509,-0.297875,0.0560759
39,1.5230342,1.5162132,"('exploitative', 'cooperative')",0.16212456,0.1635309,0.8425794,0.8398721,-0.0027073
40,0.17307366,0.24599047,"('stingy', 'generous')",-1.6299585,-1.6334647,-0.7284424,-0.6937371,0.0347053
41,-0.16955212,-0.21146923,"('unforgiving', 'forgiving')",0.20295893,0.040293902,0.0167034,-0.0855877,-0.1022911
42,0.15997908,0.18432043,"('unreliable', 'reliable')",-3.6496859,-3.7604077,-1.7448534,-1.7880436,-0.0431902
43,-0.7206538,-0.7309287,"('irresponsible', 'responsible')",0.060455784,0.005366983,-0.330099,-0.3627809,-0.0326819
44,0.33729044,0.2610587,"('prejudiced', 'unprejudiced')",-1.6931882,-1.7793351,-0.6779489,-0.7591382,-0.0811893
45,-0.74182504,-0.7098278,"('incompetent', 'competent')",0.18820351,0.051131357,-0.2768108,-0.3293482,-0.0525374
46,0.10547373,0.047132798,"('uncompetitive', 'competitive')",-0.8922694,-1.0240227,-0.3933978,-0.488445,-0.0950472
47,-0.46055338,-0.31678486,"('stupid', 'smart')",5.1029167,5.440292,2.3211818,2.5617535,0.2405717
48,0.28487906,0.28763065,"('unintelligent', 'intelligent')",0.5975988,0.5140149,0.4412389,0.4008228,-0.0404161
49,0.10224001,0.26249534,"('unable', 'able')",-0.38572335,-0.2792486,-0.1417417,-0.0083766,0.1333651
50,-0.14263329,-0.0875591,"('clumsy', 'skillful')",-0.04244805,-0.061554015,-0.0925407,-0.0745566,0.0179841
51,-0.56560516,-0.6832675,"('uneducated', 'educated')",0.69067854,0.5375666,0.0625367,-0.0728504,-0.1353871
52,-0.95242435,-1.0790826,"('irrational', 'rational')",0.284563,0.29440325,-0.3339307,-0.3923397,-0.058409
53,-1.3973236,-1.3638762,"('uncreative', 'creative')",0.27488405,0.27545023,-0.5612198,-0.544213,0.0170068
54,-0.916055,-1.0750335,"('incapable', 'capable')",0.62519807,0.64329267,-0.1454285,-0.2158704,-0.0704419
55,0.4251015,0.40949687,"('incompetent', 'clever')",0.36545876,0.22386454,0.3952801,0.3166807,-0.0785994
56,-0.0380518,-0.16539362,"('impractical', 'practical')",-0.50023365,-0.5725248,-0.2691427,-0.3689592,-0.0998165
57,-0.92537457,-1.0764452,"('unimaginative', 'imaginative')",-2.8819344,-3.0905433,-1.9036545,-2.0834942,-0.1798397
58,0.001644833,-0.063117936,"('undiscriminating', 'discriminating')",0.4199697,0.3900885,0.2108073,0.1634853,-0.047322
59,-1.0686518,-1.002176,"('foolish', 'wise')",-0.067392446,0.11180803,-0.5680221,-0.445184,0.1228381
60,0.19405001,0.20658776,"('inefficient', 'efficient')",-0.2942021,-0.22916159,-0.050076,-0.0112869,0.0387891
61,-0.55771637,-0.6887634,"('illogical', 'logical')",0.47092742,0.25856742,-0.0433945,-0.215098,-0.1717035
62,0.32854807,0.4087583,"('incompetent', 'brilliant')",0.46366647,0.6098007,0.3961073,0.5092795,0.1131722
63,-0.7193811,-0.71783465,"('unperceptive', 'insightful')",0.54871285,0.59708303,-0.0853341,-0.0603758,0.0249583
64,-0.43747008,-0.5018101,"('shy', 'confident')",-6.420037,-6.6200576,-3.4287534,-3.5609338,-0.1321804
65,0.5404596,0.42422542,"('insecure', 'secure')",-0.44531125,-0.4768202,0.0475742,-0.0262974,-0.0738716
66,-1.1873372,-1.1727328,"('inactive', 'active')",0.011668514,0.052869618,-0.5878343,-0.5599316,0.0279027
67,0.2603868,0.20934951,"('doubtful', 'determined')",-0.6336388,-0.7404873,-0.186626,-0.2655689,-0.0789429
68,-0.58841556,-0.6302133,"('dependent', 'independent')",-0.6859019,-0.6118568,-0.6371588,-0.6210351,0.0161237
69,-0.63118285,-0.51244694,"('lazy', 'industrious')",-0.85389924,-0.7126384,-0.7425411,-0.6125426,0.1299985
70,-0.11683385,-0.15065911,"('lethargic', 'energetic')",-0.10617582,-0.08274549,-0.1115048,-0.1167023,-0.0051975
71,-0.35531163,-0.2656823,"('diffident', 'self-confident')",0.11972362,0.17071682,-0.117794,-0.0474827,0.0703113
72,-0.49342787,-0.5280641,"('unambitious', 'ambitious')",-0.5830402,-0.51048195,-0.538234,-0.519273,0.018961
73,0.9366376,0.91009045,"('helpless', 'self-reliant')",-3.3147712,-3.2545211,-1.1890668,-1.1722153,0.0168515
74,-0.38886115,-0.4098989,"('undedicated', 'dedicated')",-0.12092011,-0.28086302,-0.2548906,-0.345381,-0.0904904
75,-0.021963034,-0.0059675537,"('meek', 'impulsive')",-0.682301,-0.5341578,-0.352132,-0.2700627,0.0820693
76,0.7251663,0.7968,"('anxious', 'daring')",-0.5205546,-0.5418803,0.1023059,0.1274599,0.025154
77,-0.3775428,-0.32997483,"('unmotivated', 'motivated')",-1.2513584,-1.1230085,-0.8144506,-0.7264917,0.0879589
78,-0.7863392,-0.59413403,"('nonresilient', 'resilient')",0.05650056,0.111874744,-0.3649193,-0.2411296,0.1237897
79,-1.2272775,-1.2763363,"('wavering', 'unwavering')",-0.50412506,-0.38966286,-0.8657013,-0.8329996,0.0327017
80,0.5119506,0.57105666,"('dominated', 'dominating')",-1.0282362,-1.0097773,-0.2581428,-0.2193603,0.0387825
81,0.5524417,0.39856946,"('submissive', 'aggressive')",-0.6970716,-0.7838187,-0.0723149,-0.1926246,-0.1203097
82,-0.48306087,-0.48124576,"('poor', 'rich')",6.511441,6.6320305,3.0141902,3.0753922,0.061202
83,0.2565155,0.1919239,"('powerless', 'powerful')",-1.0642804,-1.117697,-0.4038824,-0.4628865,-0.0590041
84,0.24220873,0.2363914,"('inferior', 'superior')",0.58251566,0.62633824,0.4123622,0.4313648,0.0190026
85,-1.0014508,-1.1045802,"('insignificant', 'prestigious')",0.2585322,0.2402332,-0.3714593,-0.4321735,-0.0607142
86,-1.2559314,-1.457816,"('uninfluential', 'influential')",-0.021686178,-0.24047837,-0.6388088,-0.8491472,-0.2103384
87,-0.15334503,-0.20380999,"('unsuccessful', 'successful')",0.93675095,0.9597608,0.391703,0.3779754,-0.0137276
88,-0.5701102,-0.8131353,"('low', 'eminent')",-0.27064347,-0.41104,-0.4203768,-0.6120877,-0.1917109
