,noble_male,noble_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.0012345,0.79523957,"('unsociable', 'sociable')",0.17635512,0.050244883,0.5887948,0.4227422,-0.1660526
1,0.5800437,0.55786175,"('unfriendly', 'friendly')",1.1750048,1.0197445,0.8775243,0.7888031,-0.0887212
2,2.102838,2.1354647,"('unlikable', 'likable')",0.5362442,0.44488528,1.3195411,1.290175,-0.0293661
3,0.21726261,0.42815447,"('repellent', 'pleasant')",1.0013406,1.1245869,0.6093016,0.7763707,0.1670691
4,-0.5914224,-0.55451757,"('disliked', 'liked')",-7.5513253,-7.665549,-4.0713739,-4.110033,-0.0386591
5,-0.095219165,-0.08412379,"('distant', 'outgoing')",-0.59811527,-0.52516085,-0.3466672,-0.3046423,0.0420249
6,0.20277129,0.24860962,"('distant', 'open')",-0.48031685,-0.49593505,-0.1387728,-0.1236627,0.0151101
7,1.3071065,1.3646672,"('insensitive', 'sensitive')",0.75077146,0.8590668,1.028939,1.111867,0.082928
8,0.50851816,0.3609615,"('unaffectionate', 'affectionate')",0.5434816,0.39484987,0.5259999,0.3779057,-0.1480942
9,1.4832395,1.4790671,"('unaffectionate', 'caring')",1.2385137,1.2617997,1.3608766,1.3704333,0.0095567
10,1.2023352,1.068191,"('unsympathetic', 'sympathetic')",0.105163306,0.0027762763,0.6537493,0.5354837,-0.1182656
11,0.34532553,0.36718872,"('unhelpful', 'helpful')",1.8108369,2.0292885,1.0780813,1.1982386,0.1201573
12,0.96514046,1.0651346,"('unsupportive', 'supportive')",-1.9911423,-1.945462,-0.5130009,-0.4401637,0.0728372
13,0.97032917,0.7815057,"('impolite', 'polite')",-0.74443763,-0.68654305,0.1129458,0.0474813,-0.0654645
14,1.3009604,1.2163837,"('antisocial', 'social')",0.19271694,0.050225172,0.7468387,0.6333044,-0.1135343
15,0.13762502,-0.09415689,"('boring', 'funny')",-0.19982558,-0.28160256,-0.0311003,-0.1878797,-0.1567794
16,-1.3552958,-1.2274877,"('unpopular', 'popular')",0.10215734,0.14102662,-0.6265692,-0.5432305,0.0833387
17,1.182786,1.171304,"('nasty', 'nice')",-0.68402195,-0.60347086,0.249382,0.2839166,0.0345346
