,monsanto_male,monsanto_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.80236644,-0.845888,"('unsociable', 'sociable')",-0.2628429,-0.42446783,-0.5326047,-0.6351779,-0.1025732
1,0.047114618,-0.16365643,"('unfriendly', 'friendly')",1.1713853,1.0569603,0.6092499,0.446652,-0.1625979
2,-0.0053594112,0.051907644,"('unlikable', 'likable')",0.7871462,1.0059679,0.3908934,0.5289378,0.1380444
3,-1.8990055,-1.899985,"('repellent', 'pleasant')",0.59400797,0.59463525,-0.6524988,-0.6526749,-0.0001761
4,-0.004180738,0.00056758476,"('disliked', 'liked')",-7.091245,-7.082886,-3.547713,-3.5411594,0.0065536
5,0.27924237,0.22581317,"('distant', 'outgoing')",-0.77568704,-0.6299949,-0.2482223,-0.2020909,0.0461314
6,-0.054746717,-0.13777056,"('distant', 'open')",-0.72143954,-0.56493664,-0.3880931,-0.3513536,0.0367395
7,-0.99980664,-1.010036,"('insensitive', 'sensitive')",-0.4417143,-0.43728924,-0.7207605,-0.7236626,-0.0029021
8,-0.1494857,-0.3518346,"('unaffectionate', 'affectionate')",0.220966,0.22319922,0.0357401,-0.0643177,-0.1000578
9,-0.15879582,-0.2877629,"('unaffectionate', 'caring')",0.83934045,0.84172785,0.3402723,0.2769825,-0.0632898
10,-1.2596864,-1.3414528,"('unsympathetic', 'sympathetic')",-0.35569322,-0.38839358,-0.8076898,-0.8649232,-0.0572334
11,-0.3153164,-0.24997789,"('unhelpful', 'helpful')",2.0502543,2.1186357,0.867469,0.9343289,0.0668599
12,-0.5820688,-0.5162615,"('unsupportive', 'supportive')",-2.4583664,-2.3435264,-1.5202177,-1.429894,0.0903237
13,-0.8863566,-0.8500262,"('impolite', 'polite')",-0.25335836,-0.2806594,-0.5698575,-0.5653428,0.0045147
14,-1.1818099,-1.1687064,"('antisocial', 'social')",-0.24642727,-0.33277935,-0.7141186,-0.7507429,-0.0366243
15,0.36519644,0.33428937,"('boring', 'funny')",0.6480925,0.66166264,0.5066445,0.497976,-0.0086685
16,-0.15128581,-0.1446879,"('unpopular', 'popular')",0.5009746,0.47850353,0.1748444,0.1669078,-0.0079366
17,-0.4371301,-0.37470877,"('nasty', 'nice')",-0.08890246,-0.07395424,-0.2630163,-0.2243315,0.0386848
18,-0.7295141,-0.6757012,"('disagreeable', 'welcoming')",-1.0909872,-1.0894513,-0.9102507,-0.8825762,0.0276745
19,-0.8127116,-0.89112514,"('inhospitable', 'hospitable')",-0.6786697,-0.5383454,-0.7456906,-0.7147353,0.0309553
20,0.31874135,0.27518755,"('rough', 'thoughtful')",0.5641982,0.51723284,0.4414698,0.3962102,-0.0452596
21,-0.15486658,-0.21833909,"('immoral', 'moral')",-0.50875324,-0.5070095,-0.3318099,-0.3626743,-0.0308644
22,-1.1500913,-1.1615492,"('untrustworthy', 'trustworthy')",-0.68115073,-0.7179562,-0.915621,-0.9397527,-0.0241317
23,-0.30818605,-0.38588077,"('insincere', 'sincere')",6.0205846,5.8965707,2.8561993,2.7553449,-0.1008544
24,-0.2547133,-0.27283472,"('dishonest', 'honest')",0.80589235,0.7988102,0.2755895,0.2629877,-0.0126018
25,0.37214097,0.33602777,"('egoistic', 'altruistic')",1.1222394,1.0176334,0.7471902,0.6768306,-0.0703596
26,0.8558364,0.69303626,"('hardhearted', 'benevolent')",1.2049977,1.1429734,1.030417,0.9180049,-0.1124121
27,-0.82106894,-0.8233052,"('hardhearted', 'softhearted')",0.48429847,0.4283247,-0.1683852,-0.1974902,-0.029105
28,-0.51147467,-0.6562376,"('disloyal', 'loyal')",0.8814038,0.6904608,0.1849646,0.0171116,-0.167853
29,-0.40426832,-0.4186683,"('unfair', 'fair')",-0.57920146,-0.7011814,-0.4917349,-0.5599248,-0.0681899
30,-0.45798957,-0.45713413,"('intolerant', 'tolerant')",0.67223746,0.72521335,0.1071239,0.1340396,0.0269157
31,-0.37370753,-0.30468178,"('evil', 'good')",-1.2581156,-1.2272174,-0.8159116,-0.7659496,0.049962
32,-0.048003033,-0.066231154,"('unkind', 'kind')",0.87650084,0.75185275,0.4142489,0.3428108,-0.0714381
33,0.6589416,0.58901197,"('wrong', 'right')",-0.521819,-0.5943905,0.0685613,-0.0026893,-0.0712506
34,-0.1414125,-0.05797558,"('mean', 'honorable')",5.2351866,5.3947196,2.5468869,2.6683719,0.121485
35,0.24638706,0.16496861,"('corrupt', 'incorrupt')",-0.71452165,-0.7702432,-0.2340673,-0.3026373,-0.06857
36,-0.48164028,-0.6320428,"('hostile', 'amicable')",-0.12624323,-0.29547888,-0.3039418,-0.4637609,-0.1598191
37,-0.3285959,-0.42941716,"('fake', 'genuine')",-0.23170447,-0.23112735,-0.2801502,-0.3302723,-0.0501221
38,-0.13346945,-0.09521746,"('untruthful', 'truthful')",0.03604021,0.13575253,-0.0487146,0.0202675,0.0689821
39,0.0895659,0.19528069,"('exploitative', 'cooperative')",0.35662904,0.45897415,0.2230975,0.3271274,0.1040299
40,-0.09656452,-0.1499414,"('stingy', 'generous')",-2.795133,-2.917073,-1.4458488,-1.5335072,-0.0876584
41,-0.09228188,-0.12939979,"('unforgiving', 'forgiving')",0.14401911,0.0915,0.0258686,-0.0189499,-0.0448185
42,0.061440237,-0.0130786905,"('unreliable', 'reliable')",-3.1841364,-3.0819917,-1.5613481,-1.5475352,0.0138129
43,-0.4353475,-0.42227188,"('irresponsible', 'responsible')",0.26440424,0.41860977,-0.0854716,-0.0018311,0.0836405
44,0.10078879,0.17935427,"('prejudiced', 'unprejudiced')",-1.134609,-1.0864307,-0.5169101,-0.4535382,0.0633719
45,-0.837264,-0.8617496,"('incompetent', 'competent')",-0.29953206,-0.3325379,-0.568398,-0.5971438,-0.0287458
46,-1.157063,-1.1517118,"('uncompetitive', 'competitive')",-0.9478833,-0.97816765,-1.0524732,-1.0649397,-0.0124665
47,-0.23639049,-0.15206279,"('stupid', 'smart')",5.4761972,5.5879264,2.6199033,2.7179317,0.0980284
48,0.64899886,0.6576696,"('unintelligent', 'intelligent')",0.056611285,0.020743439,0.3528051,0.3392065,-0.0135986
