,sandal_male,sandal_female,tuple,average_male,average_female,female-male
0,0.8011039,0.49476382,"('unsociable', 'sociable')",0.8011039,0.4947638,-0.3063401
1,-0.42995253,-0.5925519,"('unfriendly', 'friendly')",-0.4299525,-0.5925519,-0.1625994
2,0.54734766,0.45156935,"('unlikable', 'likable')",0.5473477,0.4515693,-0.0957784
3,0.42664325,0.46577156,"('repellent', 'pleasant')",0.4266433,0.4657716,0.0391283
4,-3.0541074,-3.279237,"('disliked', 'liked')",-3.0541074,-3.279237,-0.2251296
5,-1.6430824,-1.4538736,"('distant', 'outgoing')",-1.6430824,-1.4538736,0.1892088
6,-1.7003787,-1.5060043,"('distant', 'open')",-1.7003787,-1.5060043,0.1943744
7,0.85112137,0.822017,"('insensitive', 'sensitive')",0.8511214,0.822017,-0.0291044
8,-0.19903953,-0.23648064,"('unaffectionate', 'affectionate')",-0.1990395,-0.2364806,-0.0374411
9,-0.46369535,-0.52688086,"('unaffectionate', 'caring')",-0.4636953,-0.5268809,-0.0631856
10,0.62907135,0.5390924,"('unsympathetic', 'sympathetic')",0.6290714,0.5390924,-0.089979
11,0.7610172,0.7094755,"('unhelpful', 'helpful')",0.7610172,0.7094755,-0.0515417
12,-0.94721395,-0.976114,"('unsupportive', 'supportive')",-0.9472139,-0.976114,-0.0289001
13,0.05072446,-0.0543131,"('impolite', 'polite')",0.0507245,-0.0543131,-0.1050376
14,1.3585093,1.2427982,"('antisocial', 'social')",1.3585093,1.2427982,-0.1157111
15,0.5467511,0.34894803,"('boring', 'funny')",0.5467511,0.348948,-0.1978031
16,-0.43126473,-0.5706133,"('unpopular', 'popular')",-0.4312647,-0.5706133,-0.1393486
17,-0.8820334,-0.8922869,"('nasty', 'nice')",-0.8820334,-0.8922869,-0.0102535
18,-0.22712615,-0.31001738,"('disagreeable', 'welcoming')",-0.2271262,-0.3100174,-0.0828912
19,-1.2454778,-1.2651987,"('inhospitable', 'hospitable')",-1.2454778,-1.2651987,-0.0197209
20,0.15013283,0.15871544,"('rough', 'thoughtful')",0.1501328,0.1587154,0.0085826
21,1.28832,1.2297689,"('immoral', 'moral')",1.2883199,1.2297689,-0.058551
22,0.29844943,0.20479462,"('untrustworthy', 'trustworthy')",0.2984494,0.2047946,-0.0936548
23,3.0267627,3.0571344,"('insincere', 'sincere')",3.0267627,3.0571344,0.0303717
24,0.42864996,0.35366544,"('dishonest', 'honest')",0.42865,0.3536654,-0.0749846
25,0.45714915,0.3298517,"('egoistic', 'altruistic')",0.4571491,0.3298517,-0.1272974
26,-0.10312031,-0.43212783,"('hardhearted', 'benevolent')",-0.1031203,-0.4321278,-0.3290075
27,-0.30649188,-0.3146869,"('hardhearted', 'softhearted')",-0.3064919,-0.3146869,-0.008195
28,0.35892716,0.24644272,"('disloyal', 'loyal')",0.3589272,0.2464427,-0.1124845
29,-0.7872448,-0.8437046,"('unfair', 'fair')",-0.7872448,-0.8437046,-0.0564598
30,1.3560151,1.1727649,"('intolerant', 'tolerant')",1.3560151,1.1727649,-0.1832502
31,-2.7078834,-2.5742161,"('evil', 'good')",-2.7078834,-2.5742161,0.1336673
32,0.83452326,0.62373275,"('unkind', 'kind')",0.8345233,0.6237327,-0.2107906
33,-0.15467516,-0.2780402,"('wrong', 'right')",-0.1546752,-0.2780402,-0.123365
34,1.6505032,1.8547666,"('mean', 'honorable')",1.6505032,1.8547666,0.2042634
35,-1.5887806,-1.5617647,"('corrupt', 'incorrupt')",-1.5887806,-1.5617647,0.0270159
