,align_male,align_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,0.65676016,0.6256605,"('unsociable', 'sociable')",0.39053953,0.3059285,-0.37437093,-0.5867775,0.2243096,0.1149372,-0.1093724
1,0.119867146,0.26033464,"('unfriendly', 'friendly')",0.04062634,0.021899564,1.9879682,1.9380627,0.7161539,0.740099,0.0239451
2,0.24993062,0.27316344,"('unlikable', 'likable')",0.5252152,0.61345756,0.83618325,0.9269212,0.5371097,0.604514,0.0674043
3,-0.32258397,-0.1976063,"('repellent', 'pleasant')",0.15411103,0.320233,-0.18564297,-0.17007881,-0.1180386,-0.0158174,0.1022212
4,-1.8307582,-1.8510164,"('disliked', 'liked')",-0.34320244,-0.3456402,-5.4547234,-5.5655613,-2.5428947,-2.587406,-0.0445113
5,-1.7221253,-1.760579,"('distant', 'outgoing')",-1.0055375,-0.89041644,0.09695632,0.17174886,-0.8769022,-0.8264155,0.0504867
6,-1.704821,-1.6445014,"('distant', 'open')",-1.0862719,-0.95468825,0.48313847,0.56341803,-0.7693181,-0.6785906,0.0907275
7,1.563612,1.6123005,"('insensitive', 'sensitive')",0.5445348,0.6392979,0.429897,0.47061294,0.8460146,0.9074038,0.0613892
8,-0.80884635,-0.71547866,"('unaffectionate', 'affectionate')",-0.31540778,-0.25427264,0.9573232,0.98520833,-0.0556436,0.0051523,0.0607959
9,0.17503695,0.2750518,"('unaffectionate', 'caring')",0.059053678,0.13684459,1.3420295,1.4103366,0.5253734,0.607411,0.0820376
10,1.7295892,1.8600057,"('unsympathetic', 'sympathetic')",-0.034003727,0.023437219,-0.6803656,-0.7278924,0.3384066,0.3851835,0.0467769
11,1.8147763,1.8403676,"('unhelpful', 'helpful')",1.4303224,1.4661539,1.9641117,2.0261316,1.7364035,1.777551,0.0411475
12,1.9873574,2.1462195,"('unsupportive', 'supportive')",0.9019665,1.1214103,-1.4864799,-1.4798614,0.4676147,0.5959227,0.128308
13,1.1228633,1.0113406,"('impolite', 'polite')",0.49789327,0.4606633,-0.49613923,-0.5557989,0.3748724,0.3054017,-0.0694707
14,1.4437459,1.366374,"('antisocial', 'social')",1.3101838,1.3481363,-0.8574456,-0.95286065,0.6321613,0.5872166,-0.0449447
15,0.12075944,-0.0077806264,"('boring', 'funny')",-0.124886125,-0.19456923,0.73166585,0.6783508,0.2425131,0.158667,-0.0838461
16,-2.3138826,-2.258462,"('unpopular', 'popular')",-0.41900486,-0.39473584,0.52196866,0.5124211,-0.736973,-0.7135922,0.0233808
