,buzzard_male,buzzard_female,tuple,average_male,average_female,female-male
0,-0.21056622,-0.44297713,"('unsociable', 'sociable')",-0.2105662,-0.4429771,-0.2324109
1,0.33865586,0.23660111,"('unfriendly', 'friendly')",0.3386559,0.2366011,-0.1020548
2,-0.19087967,-0.22638252,"('unlikable', 'likable')",-0.1908797,-0.2263825,-0.0355028
3,-1.4048247,-1.3677679,"('repellent', 'pleasant')",-1.4048247,-1.3677679,0.0370568
4,-2.6011987,-2.7953224,"('disliked', 'liked')",-2.6011987,-2.7953224,-0.1941237
5,0.636772,0.8205887,"('distant', 'outgoing')",0.636772,0.8205887,0.1838167
6,0.21020539,0.5014776,"('distant', 'open')",0.2102054,0.5014776,0.2912722
7,-0.25894532,-0.28687721,"('insensitive', 'sensitive')",-0.2589453,-0.2868772,-0.0279319
8,0.76649755,0.7347619,"('unaffectionate', 'affectionate')",0.7664976,0.7347619,-0.0317357
9,0.6112016,0.59518296,"('unaffectionate', 'caring')",0.6112016,0.595183,-0.0160186
10,-0.8613705,-0.9606772,"('unsympathetic', 'sympathetic')",-0.8613705,-0.9606772,-0.0993067
11,0.22713968,0.30705154,"('unhelpful', 'helpful')",0.2271397,0.3070515,0.0799118
12,-1.4337872,-1.4283179,"('unsupportive', 'supportive')",-1.4337872,-1.4283179,0.0054693
13,-0.2209484,-0.36607343,"('impolite', 'polite')",-0.2209484,-0.3660734,-0.145125
14,-0.24377126,-0.5615215,"('antisocial', 'social')",-0.2437713,-0.5615215,-0.3177502
15,0.00022457493,-0.0041701607,"('boring', 'funny')",0.0002246,-0.0041702,-0.0043948
16,-0.3037628,-0.17688909,"('unpopular', 'popular')",-0.3037628,-0.1768891,0.1268737
17,-0.60001546,-0.59375,"('nasty', 'nice')",-0.6000155,-0.59375,0.0062655
18,-0.9748447,-0.93944526,"('disagreeable', 'welcoming')",-0.9748447,-0.9394453,0.0353994
19,0.62781703,0.9094419,"('inhospitable', 'hospitable')",0.627817,0.9094419,0.2816249
20,0.0029834802,-0.038113464,"('rough', 'thoughtful')",0.0029835,-0.0381135,-0.041097
21,-0.85518306,-0.8470698,"('immoral', 'moral')",-0.8551831,-0.8470698,0.0081133
22,-0.29718223,-0.5139591,"('untrustworthy', 'trustworthy')",-0.2971822,-0.5139591,-0.2167769
23,2.1764345,2.1133578,"('insincere', 'sincere')",2.1764345,2.1133578,-0.0630767
24,-0.1356384,-0.2967889,"('dishonest', 'honest')",-0.1356384,-0.2967889,-0.1611505
25,0.51548517,0.46990994,"('egoistic', 'altruistic')",0.5154852,0.4699099,-0.0455753
26,0.6305971,0.3293179,"('hardhearted', 'benevolent')",0.6305971,0.3293179,-0.3012792
27,-0.09013847,-0.106543176,"('hardhearted', 'softhearted')",-0.0901385,-0.1065432,-0.0164047
28,0.7329734,0.5603506,"('disloyal', 'loyal')",0.7329734,0.5603506,-0.1726228
29,0.0744073,0.083207116,"('unfair', 'fair')",0.0744073,0.0832071,0.0087998
30,0.011190319,-0.06763084,"('intolerant', 'tolerant')",0.0111903,-0.0676308,-0.0788211
31,-0.8272329,-0.7075816,"('evil', 'good')",-0.8272329,-0.7075816,0.1196513
32,-0.10149208,-0.34444314,"('unkind', 'kind')",-0.1014921,-0.3444431,-0.242951
33,0.30326712,0.40178254,"('wrong', 'right')",0.3032671,0.4017825,0.0985154
34,1.9335535,2.2519374,"('mean', 'honorable')",1.9335535,2.2519374,0.3183839
35,0.4216795,0.63207835,"('corrupt', 'incorrupt')",0.4216795,0.6320783,0.2103988
36,0.16700305,0.21915655,"('hostile', 'amicable')",0.1670031,0.2191565,0.0521534
37,-0.022474898,0.032375142,"('fake', 'genuine')",-0.0224749,0.0323751,0.05485
38,0.54788536,0.63067317,"('untruthful', 'truthful')",0.5478854,0.6306732,0.0827878
39,0.045461476,-0.045602262,"('exploitative', 'cooperative')",0.0454615,-0.0456023,-0.0910638
40,-2.9493506,-3.0734515,"('stingy', 'generous')",-2.9493506,-3.0734515,-0.1241009
41,0.0008898196,-0.09418073,"('unforgiving', 'forgiving')",0.0008898,-0.0941807,-0.0950705
42,-1.4128358,-1.4653903,"('unreliable', 'reliable')",-1.4128358,-1.4653903,-0.0525545
43,-0.54260135,-0.5951999,"('irresponsible', 'responsible')",-0.5426013,-0.5951999,-0.0525986
44,-1.3351483,-1.330379,"('prejudiced', 'unprejudiced')",-1.3351483,-1.330379,0.0047693
45,-0.25248528,-0.4628927,"('incompetent', 'competent')",-0.2524853,-0.4628927,-0.2104074
46,-0.56965935,-0.8355671,"('uncompetitive', 'competitive')",-0.5696594,-0.8355671,-0.2659077
47,2.6371636,2.6761234,"('stupid', 'smart')",2.6371636,2.6761234,0.0389598
48,-0.71092504,-0.77258456,"('unintelligent', 'intelligent')",-0.710925,-0.7725846,-0.0616596
49,0.27971816,0.43940666,"('unable', 'able')",0.2797182,0.4394067,0.1596885
50,-0.402985,-0.40290907,"('clumsy', 'skillful')",-0.402985,-0.4029091,7.59e-05
51,0.44451776,0.3728192,"('uneducated', 'educated')",0.4445178,0.3728192,-0.0716986
52,-0.49664402,-0.45914972,"('irrational', 'rational')",-0.496644,-0.4591497,0.0374943
53,-0.15515764,-0.19169107,"('uncreative', 'creative')",-0.1551576,-0.1916911,-0.0365335
54,0.89377415,1.0189164,"('incapable', 'capable')",0.8937742,1.0189164,0.1251422
55,0.07576182,-0.08410152,"('incompetent', 'clever')",0.0757618,-0.0841015,-0.1598633
56,0.69049937,0.6363678,"('impractical', 'practical')",0.6904994,0.6363678,-0.0541316
57,-1.6118436,-1.7785957,"('unimaginative', 'imaginative')",-1.6118436,-1.7785957,-0.1667521
58,0.21637304,0.12707509,"('undiscriminating', 'discriminating')",0.216373,0.1270751,-0.0892979
59,-0.19190213,-0.106374554,"('foolish', 'wise')",-0.1919021,-0.1063746,0.0855275
60,0.24128361,0.17955813,"('inefficient', 'efficient')",0.2412836,0.1795581,-0.0617255
61,0.11888471,0.021111988,"('illogical', 'logical')",0.1188847,0.021112,-0.0977727
62,0.012781363,0.0077524073,"('incompetent', 'brilliant')",0.0127814,0.0077524,-0.005029
63,0.11891491,0.106167816,"('unperceptive', 'insightful')",0.1189149,0.1061678,-0.0127471
64,-3.2036443,-3.4657483,"('shy', 'confident')",-3.2036443,-3.4657483,-0.262104
65,-0.6392093,-0.8499859,"('insecure', 'secure')",-0.6392093,-0.8499859,-0.2107766
66,-0.20861779,-0.1428196,"('inactive', 'active')",-0.2086178,-0.1428196,0.0657982
67,0.21628195,0.23230648,"('doubtful', 'determined')",0.216282,0.2323065,0.0160245
68,-0.4232855,-0.2951644,"('dependent', 'independent')",-0.4232855,-0.2951644,0.1281211
69,-0.31561157,-0.07926399,"('lazy', 'industrious')",-0.3156116,-0.079264,0.2363476
70,-0.49179575,-0.63625515,"('lethargic', 'energetic')",-0.4917957,-0.6362551,-0.1444594
71,0.923435,0.87779206,"('diffident', 'self-confident')",0.923435,0.8777921,-0.0456429
72,-0.28324738,-0.38924423,"('unambitious', 'ambitious')",-0.2832474,-0.3892442,-0.1059968
73,-1.3633307,-1.3421539,"('helpless', 'self-reliant')",-1.3633307,-1.3421539,0.0211768
74,0.38811737,0.28214294,"('undedicated', 'dedicated')",0.3881174,0.2821429,-0.1059745
75,0.12678944,0.227752,"('meek', 'impulsive')",0.1267894,0.227752,0.1009626
76,-0.63789886,-0.70529246,"('anxious', 'daring')",-0.6378989,-0.7052925,-0.0673936
77,-1.221462,-1.1041552,"('unmotivated', 'motivated')",-1.221462,-1.1041552,0.1173068
78,-0.22913548,-0.14717919,"('nonresilient', 'resilient')",-0.2291355,-0.1471792,0.0819563
79,0.123063475,0.27261704,"('wavering', 'unwavering')",0.1230635,0.272617,0.1495535
80,-0.5710698,-0.7169683,"('dominated', 'dominating')",-0.5710698,-0.7169683,-0.1458985
81,-0.4315381,-0.5594861,"('submissive', 'aggressive')",-0.4315381,-0.5594861,-0.127948
82,2.6020522,2.6811047,"('poor', 'rich')",2.6020522,2.6811047,0.0790525
83,0.15750578,-0.046351425,"('powerless', 'powerful')",0.1575058,-0.0463514,-0.2038572
84,-0.30983296,-0.33611354,"('inferior', 'superior')",-0.309833,-0.3361135,-0.0262805
85,-0.2251267,-0.18101223,"('insignificant', 'prestigious')",-0.2251267,-0.1810122,0.0441145
86,0.10233143,-0.08924063,"('uninfluential', 'influential')",0.1023314,-0.0892406,-0.191572
87,0.34507912,0.34605968,"('unsuccessful', 'successful')",0.3450791,0.3460597,0.0009806
88,-0.8754777,-0.91655445,"('low', 'eminent')",-0.8754777,-0.9165545,-0.0410768
