,carnival_male,carnival_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.4089361,1.3756717,"('unsociable', 'sociable')",-0.13032301,-0.27867168,0.6393065,0.5485001,-0.0908064
1,-0.725615,-0.72002906,"('unfriendly', 'friendly')",1.0566777,1.0294995,0.1655313,0.1547352,-0.0107961
2,0.13699342,0.1335718,"('unlikable', 'likable')",0.5822273,0.59632134,0.3596103,0.3649466,0.0053363
3,0.5323695,0.6259336,"('repellent', 'pleasant')",0.9681971,0.9725222,0.7502833,0.7992279,0.0489446
4,-1.3064426,-1.248439,"('disliked', 'liked')",-7.951703,-7.9695644,-4.6290727,-4.6090016,0.0200711
5,-1.1437515,-1.153513,"('distant', 'outgoing')",-0.4658998,-0.33248028,-0.8048257,-0.7429966,0.0618291
6,-1.9369162,-1.9454901,"('distant', 'open')",-0.50198877,-0.3110588,-1.2194525,-1.1282744,0.0911781
7,0.9137486,1.022669,"('insensitive', 'sensitive')",0.14700845,0.27197447,0.5303785,0.6473217,0.1169432
8,-0.2315616,-0.21758106,"('unaffectionate', 'affectionate')",0.5860932,0.6642213,0.1772658,0.2233201,0.0460543
9,0.5389693,0.6396935,"('unaffectionate', 'caring')",1.2076178,1.4472867,0.8732935,1.0434902,0.1701967
10,1.0073192,0.99046427,"('unsympathetic', 'sympathetic')",-0.040610127,0.14443436,0.4833545,0.5674493,0.0840948
11,0.8449344,0.9406418,"('unhelpful', 'helpful')",2.2246988,2.366342,1.5348166,1.653492,0.1186754
12,0.99176633,1.0398921,"('unsupportive', 'supportive')",-2.2061281,-2.1170635,-0.6071809,-0.5385857,0.0685952
13,1.4915826,1.3489666,"('impolite', 'polite')",-0.44688013,-0.46231127,0.5223513,0.4433277,-0.0790236
14,1.9291929,1.9597602,"('antisocial', 'social')",-0.16531639,-0.34947905,0.8819383,0.8051406,-0.0767977
15,0.45486945,0.320504,"('boring', 'funny')",-0.30757064,-0.29753825,0.0736494,0.0114829,-0.0621665
16,-1.009996,-0.9227573,"('unpopular', 'popular')",0.044623777,0.018506825,-0.4826861,-0.4521253,0.0305608
17,-0.8228412,-0.6658993,"('nasty', 'nice')",-0.3775057,-0.32474807,-0.6001735,-0.4953237,0.1048498
18,-0.05931887,-0.2663863,"('disagreeable', 'welcoming')",-0.67993987,-0.82823724,-0.3696294,-0.5473118,-0.1776824
19,-1.5592394,-1.5294718,"('inhospitable', 'hospitable')",-0.6821561,-0.55018574,-1.1206977,-1.0398288,0.0808689
20,-0.35493457,-0.26981077,"('rough', 'thoughtful')",0.8030547,0.75586045,0.2240601,0.2430248,0.0189647
21,1.549309,1.5088325,"('immoral', 'moral')",-0.22382109,-0.17551936,0.662744,0.6666566,0.0039126
22,-0.23214775,-0.25447044,"('untrustworthy', 'trustworthy')",-1.0203545,-0.9283285,-0.6262511,-0.5913995,0.0348516
23,1.4993505,1.5241034,"('insincere', 'sincere')",6.677825,6.6733794,4.0885878,4.0987415,0.0101537
24,0.7992718,0.89829093,"('dishonest', 'honest')",1.0400897,1.1559525,0.9196808,1.0271217,0.1074409
25,-0.9973461,-1.0104477,"('egoistic', 'altruistic')",0.8883515,0.6705585,-0.0544973,-0.1699446,-0.1154473
26,1.2480148,1.0728933,"('hardhearted', 'benevolent')",0.97462064,0.7189241,1.1113178,0.8959087,-0.2154091
27,0.4361129,0.48841283,"('hardhearted', 'softhearted')",1.0674134,1.1038736,0.7517632,0.7961432,0.04438
28,0.07110867,0.03314796,"('disloyal', 'loyal')",1.5069,1.4665416,0.7890043,0.7498448,-0.0391595
29,-0.590912,-0.6078559,"('unfair', 'fair')",-0.33727205,-0.464609,-0.464092,-0.5362325,-0.0721405
30,2.509554,2.508893,"('intolerant', 'tolerant')",0.96268797,0.91716456,1.7361209,1.7130288,-0.0230921
31,-2.8038573,-2.8202925,"('evil', 'good')",-1.3338907,-1.3175,-2.0688739,-2.0688963,-2.24e-05
32,1.2878919,1.1759187,"('unkind', 'kind')",1.0227172,0.86866444,1.1553046,1.0222915,-0.1330131
33,-0.83054334,-0.7452511,"('wrong', 'right')",-0.655189,-0.5882598,-0.7428662,-0.6667554,0.0761108
34,0.55701303,0.7008515,"('mean', 'honorable')",5.7486477,5.9093037,3.1528304,3.3050776,0.1522472
35,-3.035192,-3.1114204,"('corrupt', 'incorrupt')",-0.7161831,-0.6719547,-1.8756876,-1.8916875,-0.0159999
36,-2.702693,-2.701655,"('hostile', 'amicable')",-0.51736337,-0.52100396,-1.6100281,-1.6113294,-0.0013013
37,-0.3319979,-0.2933901,"('fake', 'genuine')",0.3235761,0.5090612,-0.0042109,0.1078356,0.1120465
38,-0.16845301,-0.019847915,"('untruthful', 'truthful')",0.14499944,0.3620221,-0.0117268,0.1710871,0.1828139
39,1.4999874,1.528944,"('exploitative', 'cooperative')",0.10552265,0.088946916,0.802755,0.8089455,0.0061905
40,-0.02010628,0.026125414,"('stingy', 'generous')",-2.6628804,-2.6873941,-1.3414934,-1.3306344,0.010859
41,0.75279206,0.7097721,"('unforgiving', 'forgiving')",0.0027763704,-0.07609502,0.3777842,0.3168385,-0.0609457
42,0.36482385,0.39033008,"('unreliable', 'reliable')",-3.203591,-3.1408308,-1.4193836,-1.3752503,0.0441333
43,1.6251385,1.646001,"('irresponsible', 'responsible')",0.70014197,0.6934171,1.1626402,1.169709,0.0070688
44,-1.4976877,-1.5626525,"('prejudiced', 'unprejudiced')",-1.2612637,-1.3814448,-1.3794757,-1.4720486,-0.0925729
