,fry_male,fry_female,tuple,average_male,average_female,female-male
0,0.079523206,-0.074857205,"('unsociable', 'sociable')",0.0795232,-0.0748572,-0.1543804
1,1.2912692,1.1833684,"('unfriendly', 'friendly')",1.2912692,1.1833684,-0.1079008
2,0.30626535,0.55522346,"('unlikable', 'likable')",0.3062654,0.5552235,0.2489581
3,0.6811758,0.838787,"('repellent', 'pleasant')",0.6811758,0.838787,0.1576112
4,-7.136605,-7.1313367,"('disliked', 'liked')",-7.1366048,-7.1313367,0.0052681
5,-0.56608987,-0.43962163,"('distant', 'outgoing')",-0.5660899,-0.4396216,0.1264683
6,-0.17718405,-0.09217383,"('distant', 'open')",-0.177184,-0.0921738,0.0850102
7,0.630582,0.5946714,"('insensitive', 'sensitive')",0.630582,0.5946714,-0.0359106
8,1.0125523,0.9562744,"('unaffectionate', 'affectionate')",1.0125523,0.9562744,-0.0562779
9,1.4193425,1.4711423,"('unaffectionate', 'caring')",1.4193425,1.4711423,0.0517998
10,1.2931412,1.4343762,"('unsympathetic', 'sympathetic')",1.2931412,1.4343762,0.141235
11,1.9852896,2.037775,"('unhelpful', 'helpful')",1.9852896,2.037775,0.0524854
12,-1.5167476,-1.5664423,"('unsupportive', 'supportive')",-1.5167476,-1.5664423,-0.0496947
13,0.32054627,0.35537267,"('impolite', 'polite')",0.3205463,0.3553727,0.0348264
14,-0.09895978,-0.30292287,"('antisocial', 'social')",-0.0989598,-0.3029229,-0.2039631
15,0.49368995,0.37640172,"('boring', 'funny')",0.49369,0.3764017,-0.1172883
16,-0.62398756,-0.55336106,"('unpopular', 'popular')",-0.6239876,-0.5533611,0.0706265
17,-0.04209528,-0.0127482,"('nasty', 'nice')",-0.0420953,-0.0127482,0.0293471
18,-0.59959304,-0.70701164,"('disagreeable', 'welcoming')",-0.599593,-0.7070116,-0.1074186
19,-0.6162089,-0.48604727,"('inhospitable', 'hospitable')",-0.6162089,-0.4860473,0.1301616
20,0.6598499,0.47053245,"('rough', 'thoughtful')",0.6598499,0.4705324,-0.1893175
21,-0.06831952,0.24289691,"('immoral', 'moral')",-0.0683195,0.2428969,0.3112164
22,-0.29691473,-0.28184587,"('untrustworthy', 'trustworthy')",-0.2969147,-0.2818459,0.0150688
23,6.0849667,6.0773673,"('insincere', 'sincere')",6.0849667,6.0773673,-0.0075994
24,1.5382007,1.538501,"('dishonest', 'honest')",1.5382007,1.538501,0.0003003
25,0.23901597,0.23993328,"('egoistic', 'altruistic')",0.239016,0.2399333,0.0009173
26,0.40859795,0.15585467,"('hardhearted', 'benevolent')",0.4085979,0.1558547,-0.2527432
27,1.5885847,1.3779095,"('hardhearted', 'softhearted')",1.5885847,1.3779095,-0.2106752
