,bowler_male,bowler_female,tuple,average_male,average_female,female-male
0,0.41052347,0.34469992,"('unsociable', 'sociable')",0.4105235,0.3446999,-0.0658236
1,1.1304053,1.0274457,"('unfriendly', 'friendly')",1.1304053,1.0274457,-0.1029596
2,0.15832847,0.4253097,"('unlikable', 'likable')",0.1583285,0.4253097,0.2669812
3,0.899255,0.97599274,"('repellent', 'pleasant')",0.899255,0.9759927,0.0767377
4,-7.3298864,-7.381701,"('disliked', 'liked')",-7.3298864,-7.381701,-0.0518146
5,-0.42530093,-0.3057673,"('distant', 'outgoing')",-0.4253009,-0.3057673,0.1195336
6,-0.13558233,-0.08443405,"('distant', 'open')",-0.1355823,-0.084434,0.0511483
7,1.1183738,1.0831903,"('insensitive', 'sensitive')",1.1183738,1.0831903,-0.0351835
8,0.6461664,0.61041176,"('unaffectionate', 'affectionate')",0.6461664,0.6104118,-0.0357546
9,1.4150362,1.4651062,"('unaffectionate', 'caring')",1.4150362,1.4651062,0.05007
10,1.3419836,1.4350549,"('unsympathetic', 'sympathetic')",1.3419836,1.4350549,0.0930713
11,2.1110127,2.1464205,"('unhelpful', 'helpful')",2.1110127,2.1464205,0.0354078
12,-1.6914166,-1.6119889,"('unsupportive', 'supportive')",-1.6914166,-1.6119889,0.0794277
13,0.75970906,0.8387897,"('impolite', 'polite')",0.7597091,0.8387897,0.0790806
14,0.1947256,0.1175708,"('antisocial', 'social')",0.1947256,0.1175708,-0.0771548
15,0.88292855,0.7447969,"('boring', 'funny')",0.8829286,0.7447969,-0.1381317
16,-0.20552093,-0.23607703,"('unpopular', 'popular')",-0.2055209,-0.236077,-0.0305561
17,-0.3744899,-0.26673022,"('nasty', 'nice')",-0.3744899,-0.2667302,0.1077597
18,-0.5960686,-0.6023325,"('disagreeable', 'welcoming')",-0.5960686,-0.6023325,-0.0062639
19,-0.8147361,-0.6878015,"('inhospitable', 'hospitable')",-0.8147361,-0.6878015,0.1269346
20,0.861026,0.70450944,"('rough', 'thoughtful')",0.861026,0.7045094,-0.1565166
21,0.3231111,0.4554384,"('immoral', 'moral')",0.3231111,0.4554384,0.1323273
22,-0.115763985,-0.013533089,"('untrustworthy', 'trustworthy')",-0.115764,-0.0135331,0.1022309
23,6.6353955,6.6167984,"('insincere', 'sincere')",6.6353955,6.6167984,-0.0185971
24,1.7058153,1.7286091,"('dishonest', 'honest')",1.7058153,1.7286091,0.0227938
25,0.38530996,0.2865269,"('egoistic', 'altruistic')",0.38531,0.2865269,-0.0987831
26,0.6104021,0.34824806,"('hardhearted', 'benevolent')",0.6104021,0.3482481,-0.262154
27,1.3432113,1.2166466,"('hardhearted', 'softhearted')",1.3432113,1.2166466,-0.1265647
28,1.0582459,1.0166646,"('disloyal', 'loyal')",1.0582459,1.0166646,-0.0415813
29,-0.7694414,-0.79789734,"('unfair', 'fair')",-0.7694414,-0.7978973,-0.0284559
30,1.3607246,1.3409306,"('intolerant', 'tolerant')",1.3607246,1.3409306,-0.019794
31,-2.009522,-2.0306869,"('evil', 'good')",-2.009522,-2.0306869,-0.0211649
