,gun_male,gun_female,tuple,average_male,average_female,female-male
0,0.19807951,0.16540495,"('unsociable', 'sociable')",0.1980795,0.1654049,-0.0326746
1,1.4216137,1.4405028,"('unfriendly', 'friendly')",1.4216137,1.4405028,0.0188891
2,0.17086704,0.24665956,"('unlikable', 'likable')",0.170867,0.2466596,0.0757926
3,0.73713315,0.93454766,"('repellent', 'pleasant')",0.7371331,0.9345477,0.1974146
4,-7.090099,-7.2810636,"('disliked', 'liked')",-7.0900989,-7.2810636,-0.1909647
5,-0.6983431,-0.8278924,"('distant', 'outgoing')",-0.6983431,-0.8278924,-0.1295493
6,-0.012290776,-0.2134943,"('distant', 'open')",-0.0122908,-0.2134943,-0.2012035
7,1.4178721,1.6124408,"('insensitive', 'sensitive')",1.4178721,1.6124408,0.1945687
8,1.3235028,1.3153617,"('unaffectionate', 'affectionate')",1.3235028,1.3153617,-0.0081411
9,1.5570836,1.5769242,"('unaffectionate', 'caring')",1.5570836,1.5769242,0.0198406
10,1.1064107,1.292584,"('unsympathetic', 'sympathetic')",1.1064107,1.2925839,0.1861732
11,1.6212037,1.7864019,"('unhelpful', 'helpful')",1.6212037,1.7864019,0.1651982
12,-1.4528222,-1.342665,"('unsupportive', 'supportive')",-1.4528222,-1.342665,0.1101572
13,-0.5649114,-0.326872,"('impolite', 'polite')",-0.5649114,-0.326872,0.2380394
14,0.2718469,0.3739638,"('antisocial', 'social')",0.2718469,0.3739638,0.1021169
15,0.5656577,0.42404106,"('boring', 'funny')",0.5656577,0.4240411,-0.1416166
16,-0.6094635,-0.70165837,"('unpopular', 'popular')",-0.6094635,-0.7016584,-0.0921949
17,-0.032118,-0.019269139,"('nasty', 'nice')",-0.032118,-0.0192691,0.0128489
18,-0.9299934,-0.8036341,"('disagreeable', 'welcoming')",-0.9299934,-0.8036341,0.1263593
19,-0.4275149,-0.458998,"('inhospitable', 'hospitable')",-0.4275149,-0.458998,-0.0314831
20,0.5119885,0.45822263,"('rough', 'thoughtful')",0.5119885,0.4582226,-0.0537659
21,-0.48176762,-0.216342,"('immoral', 'moral')",-0.4817676,-0.216342,0.2654256
22,-0.3699433,-0.3891073,"('untrustworthy', 'trustworthy')",-0.3699433,-0.3891073,-0.019164
23,6.234629,6.511468,"('insincere', 'sincere')",6.2346292,6.5114679,0.2768387
24,1.460963,1.4744242,"('dishonest', 'honest')",1.460963,1.4744242,0.0134612
25,0.83097064,0.84584326,"('egoistic', 'altruistic')",0.8309706,0.8458433,0.0148727
26,1.5914605,1.450984,"('hardhearted', 'benevolent')",1.5914605,1.450984,-0.1404765
27,1.50234,1.3582609,"('hardhearted', 'softhearted')",1.50234,1.3582609,-0.1440791
28,1.7909127,1.711264,"('disloyal', 'loyal')",1.7909127,1.711264,-0.0796487
29,-0.2007026,-0.39794213,"('unfair', 'fair')",-0.2007026,-0.3979421,-0.1972395
30,0.7015042,0.8932027,"('intolerant', 'tolerant')",0.7015042,0.8932027,0.1916985
31,-0.82367027,-1.066603,"('evil', 'good')",-0.8236703,-1.0666029,-0.2429326
32,1.3641673,1.3391058,"('unkind', 'kind')",1.3641673,1.3391058,-0.0250615
33,-0.31873327,-0.46315414,"('wrong', 'right')",-0.3187333,-0.4631541,-0.1444208
34,4.1863246,4.4195113,"('mean', 'honorable')",4.1863246,4.4195113,0.2331867
35,-0.6725548,-1.1337682,"('corrupt', 'incorrupt')",-0.6725548,-1.1337682,-0.4612134
36,-0.710647,-0.97097796,"('hostile', 'amicable')",-0.710647,-0.970978,-0.260331
37,0.9015951,0.90791035,"('fake', 'genuine')",0.9015951,0.9079103,0.0063152
38,-0.36626875,-0.30182824,"('untruthful', 'truthful')",-0.3662688,-0.3018282,0.0644406
39,0.02896713,0.16400295,"('exploitative', 'cooperative')",0.0289671,0.164003,0.1350359
40,-1.410114,-1.3978876,"('stingy', 'generous')",-1.410114,-1.3978876,0.0122264
41,0.5644132,0.49269792,"('unforgiving', 'forgiving')",0.5644132,0.4926979,-0.0717153
42,-2.3210256,-2.315271,"('unreliable', 'reliable')",-2.3210256,-2.3152709,0.0057547
43,0.91945356,1.1297487,"('irresponsible', 'responsible')",0.9194536,1.1297487,0.2102951
44,-1.5326933,-1.5171056,"('prejudiced', 'unprejudiced')",-1.5326933,-1.5171056,0.0155877
45,0.61239994,0.46984285,"('incompetent', 'competent')",0.6123999,0.4698429,-0.142557
46,-0.8904073,-0.80538493,"('uncompetitive', 'competitive')",-0.8904073,-0.8053849,0.0850224
47,4.8119617,4.975365,"('stupid', 'smart')",4.8119617,4.9753652,0.1634035
48,0.23444796,0.41341206,"('unintelligent', 'intelligent')",0.234448,0.4134121,0.1789641
49,-0.1152786,0.03318373,"('unable', 'able')",-0.1152786,0.0331837,0.1484623
50,-0.23418269,-0.24465129,"('clumsy', 'skillful')",-0.2341827,-0.2446513,-0.0104686
51,0.09733689,0.23845181,"('uneducated', 'educated')",0.0973369,0.2384518,0.1411149
52,-0.13012916,-0.3493443,"('irrational', 'rational')",-0.1301292,-0.3493443,-0.2192151
53,0.24664402,0.28881806,"('uncreative', 'creative')",0.246644,0.2888181,0.0421741
54,1.1186678,1.2062416,"('incapable', 'capable')",1.1186678,1.2062416,0.0875738
55,0.87886286,1.0708693,"('incompetent', 'clever')",0.8788629,1.0708693,0.1920064
56,0.34302378,0.3818094,"('impractical', 'practical')",0.3430238,0.3818094,0.0387856
57,-1.6763647,-1.7322551,"('unimaginative', 'imaginative')",-1.6763647,-1.7322551,-0.0558904
58,0.35448468,0.4158854,"('undiscriminating', 'discriminating')",0.3544847,0.4158854,0.0614007
59,0.13078938,0.08500613,"('foolish', 'wise')",0.1307894,0.0850061,-0.0457833
60,-0.17183788,0.17424518,"('inefficient', 'efficient')",-0.1718379,0.1742452,0.3460831
61,0.28332004,0.14043719,"('illogical', 'logical')",0.28332,0.1404372,-0.1428828
62,0.34583232,0.5948946,"('incompetent', 'brilliant')",0.3458323,0.5948946,0.2490623
63,-0.10479054,0.07790333,"('unperceptive', 'insightful')",-0.1047905,0.0779033,0.1826938
64,-6.573061,-6.500214,"('shy', 'confident')",-6.573061,-6.5002141,0.0728469
65,0.16364443,0.38642073,"('insecure', 'secure')",0.1636444,0.3864207,0.2227763
66,0.120778054,-0.08031535,"('inactive', 'active')",0.1207781,-0.0803154,-0.2010935
67,-0.4267215,-0.36493984,"('doubtful', 'determined')",-0.4267215,-0.3649398,0.0617817
68,-1.4893378,-1.3537735,"('dependent', 'independent')",-1.4893378,-1.3537735,0.1355643
69,-1.7310318,-1.9512602,"('lazy', 'industrious')",-1.7310318,-1.9512602,-0.2202284
70,1.2792516,1.2931898,"('lethargic', 'energetic')",1.2792516,1.2931898,0.0139382
71,0.42591023,0.32931557,"('diffident', 'self-confident')",0.4259102,0.3293156,-0.0965946
72,0.54516405,0.80298424,"('unambitious', 'ambitious')",0.545164,0.8029842,0.2578202
73,-2.8709679,-2.8369093,"('helpless', 'self-reliant')",-2.8709679,-2.8369093,0.0340586
74,0.4850719,0.41963795,"('undedicated', 'dedicated')",0.4850719,0.4196379,-0.065434
75,-0.7983054,-0.8503834,"('meek', 'impulsive')",-0.7983054,-0.8503834,-0.052078
76,0.18901864,0.38573378,"('anxious', 'daring')",0.1890186,0.3857338,0.1967152
77,-1.7820224,-1.5944831,"('unmotivated', 'motivated')",-1.7820224,-1.5944831,0.1875393
78,-0.9672682,-0.9990965,"('nonresilient', 'resilient')",-0.9672682,-0.9990965,-0.0318283
79,0.12876213,0.0025094915,"('wavering', 'unwavering')",0.1287621,0.0025095,-0.1262526
80,0.24838863,0.17371069,"('dominated', 'dominating')",0.2483886,0.1737107,-0.0746779
81,-0.042804673,0.17801978,"('submissive', 'aggressive')",-0.0428047,0.1780198,0.2208245
82,6.477402,6.5018363,"('poor', 'rich')",6.4774022,6.5018363,0.0244341
83,-0.41457886,-0.35517895,"('powerless', 'powerful')",-0.4145789,-0.355179,0.0593999
84,0.73528755,0.69580597,"('inferior', 'superior')",0.7352875,0.695806,-0.0394815
85,-0.82115555,-0.93358696,"('insignificant', 'prestigious')",-0.8211555,-0.933587,-0.1124315
86,0.8177104,0.75730056,"('uninfluential', 'influential')",0.8177104,0.7573006,-0.0604098
87,0.14210948,0.12817499,"('unsuccessful', 'successful')",0.1421095,0.128175,-0.0139345
88,-0.1568814,-0.10558288,"('low', 'eminent')",-0.1568814,-0.1055829,0.0512985
