,interior_male,interior_female,tuple,average_male,average_female,female-male
0,0.21829571,0.094970986,"('unsociable', 'sociable')",0.2182957,0.094971,-0.1233247
1,0.954174,0.82632554,"('unfriendly', 'friendly')",0.954174,0.8263255,-0.1278485
2,0.19651565,0.29605865,"('unlikable', 'likable')",0.1965156,0.2960587,0.0995431
3,0.46123627,0.5849758,"('repellent', 'pleasant')",0.4612363,0.5849758,0.1237395
4,-6.5484476,-6.752123,"('disliked', 'liked')",-6.5484476,-6.7521229,-0.2036753
5,-0.68258774,-0.7228127,"('distant', 'outgoing')",-0.6825877,-0.7228127,-0.040225
6,-0.25914273,-0.3620613,"('distant', 'open')",-0.2591427,-0.3620613,-0.1029186
7,1.3952818,1.4237565,"('insensitive', 'sensitive')",1.3952818,1.4237565,0.0284747
8,0.77985007,0.65264356,"('unaffectionate', 'affectionate')",0.7798501,0.6526436,-0.1272065
9,1.3043057,1.2801057,"('unaffectionate', 'caring')",1.3043057,1.2801057,-0.0242
10,1.0489879,1.1153768,"('unsympathetic', 'sympathetic')",1.0489879,1.1153768,0.0663889
11,1.7804856,1.8149619,"('unhelpful', 'helpful')",1.7804856,1.8149619,0.0344763
12,-1.0723962,-1.0059398,"('unsupportive', 'supportive')",-1.0723962,-1.0059398,0.0664564
13,0.0044676885,0.17676912,"('impolite', 'polite')",0.0044677,0.1767691,0.1723014
14,0.38804522,0.42525163,"('antisocial', 'social')",0.3880452,0.4252516,0.0372064
15,0.55590224,0.46496287,"('boring', 'funny')",0.5559022,0.4649629,-0.0909393
16,-0.7439529,-0.7802706,"('unpopular', 'popular')",-0.7439529,-0.7802706,-0.0363177
17,0.043330405,0.10535886,"('nasty', 'nice')",0.0433304,0.1053589,0.0620285
18,-0.5139574,-0.3704129,"('disagreeable', 'welcoming')",-0.5139574,-0.3704129,0.1435445
19,-0.62326276,-0.59450924,"('inhospitable', 'hospitable')",-0.6232628,-0.5945092,0.0287536
20,0.34925142,0.28944397,"('rough', 'thoughtful')",0.3492514,0.289444,-0.0598074
21,0.37464422,0.6167763,"('immoral', 'moral')",0.3746442,0.6167763,0.2421321
22,-0.423623,-0.41788486,"('untrustworthy', 'trustworthy')",-0.423623,-0.4178849,0.0057381
23,5.6257725,5.765628,"('insincere', 'sincere')",5.6257725,5.7656279,0.1398554
24,1.372762,1.3635956,"('dishonest', 'honest')",1.372762,1.3635956,-0.0091664
25,0.6105485,0.63610744,"('egoistic', 'altruistic')",0.6105485,0.6361074,0.0255589
26,1.4571085,1.2334347,"('hardhearted', 'benevolent')",1.4571085,1.2334347,-0.2236738
27,1.6625192,1.4918602,"('hardhearted', 'softhearted')",1.6625192,1.4918602,-0.170659
28,0.9994825,0.7394664,"('disloyal', 'loyal')",0.9994825,0.7394664,-0.2600161
29,-0.64606243,-0.8533208,"('unfair', 'fair')",-0.6460624,-0.8533208,-0.2072584
30,0.9254832,1.0381767,"('intolerant', 'tolerant')",0.9254832,1.0381767,0.1126935
31,-1.1892964,-1.3617303,"('evil', 'good')",-1.1892964,-1.3617303,-0.1724339
32,1.2837032,1.1807879,"('unkind', 'kind')",1.2837032,1.1807879,-0.1029153
33,0.07975066,0.040590636,"('wrong', 'right')",0.0797507,0.0405906,-0.0391601
34,3.9710395,4.2092986,"('mean', 'honorable')",3.9710395,4.2092986,0.2382591
35,-1.1180278,-1.479815,"('corrupt', 'incorrupt')",-1.1180278,-1.479815,-0.3617872
36,-0.6164753,-0.8712008,"('hostile', 'amicable')",-0.6164753,-0.8712008,-0.2547255
37,1.0163413,0.94275594,"('fake', 'genuine')",1.0163413,0.9427559,-0.0735854
38,-0.36001638,-0.27497214,"('untruthful', 'truthful')",-0.3600164,-0.2749721,0.0850443
39,0.14738934,0.18337896,"('exploitative', 'cooperative')",0.1473893,0.183379,0.0359897
40,-1.1113787,-1.2003701,"('stingy', 'generous')",-1.1113787,-1.2003701,-0.0889914
41,0.61828077,0.43838942,"('unforgiving', 'forgiving')",0.6182808,0.4383894,-0.1798914
42,-1.7942374,-1.7791085,"('unreliable', 'reliable')",-1.7942374,-1.7791085,0.0151289
43,0.87824464,0.98534685,"('irresponsible', 'responsible')",0.8782446,0.9853469,0.1071023
44,-0.89826846,-0.9143505,"('prejudiced', 'unprejudiced')",-0.8982685,-0.9143505,-0.016082
45,0.54125243,0.29178345,"('incompetent', 'competent')",0.5412524,0.2917835,-0.2494689
46,-0.8733082,-0.86408997,"('uncompetitive', 'competitive')",-0.8733082,-0.86409,0.0092182
47,4.4010878,4.5268645,"('stupid', 'smart')",4.4010878,4.5268645,0.1257767
48,0.19814494,0.30095807,"('unintelligent', 'intelligent')",0.1981449,0.3009581,0.1028132
49,-0.44249237,-0.30378267,"('unable', 'able')",-0.4424924,-0.3037827,0.1387097
50,-0.53563637,-0.54359156,"('clumsy', 'skillful')",-0.5356364,-0.5435916,-0.0079552
51,0.61202085,0.7275895,"('uneducated', 'educated')",0.6120209,0.7275895,0.1155686
52,-0.041504603,-0.3634286,"('irrational', 'rational')",-0.0415046,-0.3634286,-0.321924
53,-0.21185488,-0.3140537,"('uncreative', 'creative')",-0.2118549,-0.3140537,-0.1021988
54,0.7807295,0.89345026,"('incapable', 'capable')",0.7807295,0.8934503,0.1127208
55,0.77782506,0.86244583,"('incompetent', 'clever')",0.7778251,0.8624458,0.0846207
56,0.7102623,0.7125417,"('impractical', 'practical')",0.7102623,0.7125417,0.0022794
57,-1.6005137,-1.803222,"('unimaginative', 'imaginative')",-1.6005137,-1.8032219,-0.2027082
58,0.5845495,0.4936921,"('undiscriminating', 'discriminating')",0.5845495,0.4936921,-0.0908574
59,0.10662779,0.024805583,"('foolish', 'wise')",0.1066278,0.0248056,-0.0818222
60,0.36828077,0.7217515,"('inefficient', 'efficient')",0.3682808,0.7217515,0.3534707
61,0.21529584,-0.037336223,"('illogical', 'logical')",0.2152958,-0.0373362,-0.252632
62,0.53345567,0.6958093,"('incompetent', 'brilliant')",0.5334557,0.6958093,0.1623536
63,0.015695374,0.05927656,"('unperceptive', 'insightful')",0.0156954,0.0592766,0.0435812
64,-5.739162,-5.591939,"('shy', 'confident')",-5.739162,-5.591939,0.147223
65,0.01266196,0.18583176,"('insecure', 'secure')",0.012662,0.1858318,0.1731698
66,0.13517597,-0.075979576,"('inactive', 'active')",0.135176,-0.0759796,-0.2111556
67,-0.24842896,-0.1774525,"('doubtful', 'determined')",-0.248429,-0.1774525,0.0709765
68,-0.9214728,-0.7888224,"('dependent', 'independent')",-0.9214728,-0.7888224,0.1326504
69,-1.5793692,-1.6514615,"('lazy', 'industrious')",-1.5793692,-1.6514615,-0.0720923
70,1.5996344,1.5411079,"('lethargic', 'energetic')",1.5996344,1.5411079,-0.0585265
71,0.24462931,0.202285,"('diffident', 'self-confident')",0.2446293,0.202285,-0.0423443
72,1.0336541,1.2780197,"('unambitious', 'ambitious')",1.0336541,1.2780197,0.2443656
73,-2.433672,-2.3873296,"('helpless', 'self-reliant')",-2.433672,-2.3873296,0.0463424
74,0.43963173,0.30556417,"('undedicated', 'dedicated')",0.4396317,0.3055642,-0.1340675
75,-0.91675913,-0.9068171,"('meek', 'impulsive')",-0.9167591,-0.9068171,0.009942
76,0.21197565,0.29210225,"('anxious', 'daring')",0.2119756,0.2921022,0.0801266
77,-1.5988421,-1.3398526,"('unmotivated', 'motivated')",-1.5988421,-1.3398526,0.2589895
78,-1.0262861,-1.0279713,"('nonresilient', 'resilient')",-1.0262861,-1.0279713,-0.0016852
79,-0.15540542,-0.2550359,"('wavering', 'unwavering')",-0.1554054,-0.2550359,-0.0996305
80,0.35327172,0.26361924,"('dominated', 'dominating')",0.3532717,0.2636192,-0.0896525
81,0.16418648,0.24753603,"('submissive', 'aggressive')",0.1641865,0.247536,0.0833495
82,5.6511545,5.6752763,"('poor', 'rich')",5.6511545,5.6752763,0.0241218
83,0.06655399,0.09907374,"('powerless', 'powerful')",0.066554,0.0990737,0.0325197
84,0.40313983,0.35797563,"('inferior', 'superior')",0.4031398,0.3579756,-0.0451642
