,fright_male,fright_female,tuple,average_male,average_female,female-male
0,-0.20043764,-0.1677859,"('unsociable', 'sociable')",-0.2004376,-0.1677859,0.0326517
1,0.8814292,0.8587342,"('unfriendly', 'friendly')",0.8814292,0.8587342,-0.022695
2,-0.30531198,-0.25809816,"('unlikable', 'likable')",-0.305312,-0.2580982,0.0472138
3,0.78788704,0.8151308,"('repellent', 'pleasant')",0.787887,0.8151308,0.0272438
4,-7.230888,-7.4199233,"('disliked', 'liked')",-7.2308879,-7.4199233,-0.1890354
5,-0.69968724,-0.71895015,"('distant', 'outgoing')",-0.6996872,-0.7189502,-0.019263
6,-0.107918516,-0.20447394,"('distant', 'open')",-0.1079185,-0.2044739,-0.0965554
7,0.80314314,0.8732042,"('insensitive', 'sensitive')",0.8031431,0.8732042,0.0700611
8,0.81714815,0.7596142,"('unaffectionate', 'affectionate')",0.8171481,0.7596142,-0.0575339
9,1.0178381,1.0930643,"('unaffectionate', 'caring')",1.0178381,1.0930643,0.0752262
10,1.1478983,1.2192906,"('unsympathetic', 'sympathetic')",1.1478983,1.2192906,0.0713923
11,1.1635182,1.2201737,"('unhelpful', 'helpful')",1.1635182,1.2201737,0.0566555
12,-1.898129,-1.8957591,"('unsupportive', 'supportive')",-1.898129,-1.8957591,0.0023699
13,-0.2958415,-0.22882752,"('impolite', 'polite')",-0.2958415,-0.2288275,0.067014
14,0.32448792,0.3290524,"('antisocial', 'social')",0.3244879,0.3290524,0.0045645
15,-0.015142882,-0.10849908,"('boring', 'funny')",-0.0151429,-0.1084991,-0.0933562
16,-0.67420447,-0.6973775,"('unpopular', 'popular')",-0.6742045,-0.6973775,-0.023173
17,-0.22899014,-0.20936182,"('nasty', 'nice')",-0.2289901,-0.2093618,0.0196283
18,-0.24464455,-0.31580925,"('disagreeable', 'welcoming')",-0.2446446,-0.3158092,-0.0711646
19,-0.8946366,-0.94866693,"('inhospitable', 'hospitable')",-0.8946366,-0.9486669,-0.0540303
20,1.05019,1.0025914,"('rough', 'thoughtful')",1.05019,1.0025914,-0.0475986
21,-0.46086276,-0.3377611,"('immoral', 'moral')",-0.4608628,-0.3377611,0.1231017
22,-0.32309246,-0.33629763,"('untrustworthy', 'trustworthy')",-0.3230925,-0.3362976,-0.0132051
23,5.910515,6.0025496,"('insincere', 'sincere')",5.9105148,6.0025496,0.0920348
24,1.2999719,1.2281675,"('dishonest', 'honest')",1.2999719,1.2281675,-0.0718044
25,0.62690204,0.5559434,"('egoistic', 'altruistic')",0.626902,0.5559434,-0.0709586
26,0.86281466,0.7583543,"('hardhearted', 'benevolent')",0.8628147,0.7583543,-0.1044604
27,1.6717744,1.5149387,"('hardhearted', 'softhearted')",1.6717744,1.5149387,-0.1568357
28,0.86153096,0.8485354,"('disloyal', 'loyal')",0.861531,0.8485354,-0.0129956
29,-0.54376763,-0.64391696,"('unfair', 'fair')",-0.5437676,-0.643917,-0.1001494
30,0.83507067,0.86176753,"('intolerant', 'tolerant')",0.8350707,0.8617675,0.0266968
31,-1.3390166,-1.4134548,"('evil', 'good')",-1.3390166,-1.4134548,-0.0744382
32,0.94288665,0.8882563,"('unkind', 'kind')",0.9428867,0.8882563,-0.0546304
33,-0.6513163,-0.71786374,"('wrong', 'right')",-0.6513163,-0.7178637,-0.0665474
34,4.2925878,4.427072,"('mean', 'honorable')",4.2925878,4.427072,0.1344842
35,-0.64390606,-0.88436365,"('corrupt', 'incorrupt')",-0.6439061,-0.8843637,-0.2404576
36,-0.8053955,-0.9145839,"('hostile', 'amicable')",-0.8053955,-0.9145839,-0.1091884
37,0.8123765,0.81539625,"('fake', 'genuine')",0.8123765,0.8153962,0.0030197
38,-0.695493,-0.6413685,"('untruthful', 'truthful')",-0.695493,-0.6413685,0.0541245
39,0.50089926,0.4968323,"('exploitative', 'cooperative')",0.5008993,0.4968323,-0.004067
40,-1.0296941,-1.2462808,"('stingy', 'generous')",-1.0296941,-1.2462808,-0.2165867
41,0.011302477,0.013264507,"('unforgiving', 'forgiving')",0.0113025,0.0132645,0.001962
42,-1.954412,-2.0501025,"('unreliable', 'reliable')",-1.954412,-2.0501025,-0.0956905
43,0.6936231,0.76238865,"('irresponsible', 'responsible')",0.6936231,0.7623886,0.0687655
44,-0.57948554,-0.5592371,"('prejudiced', 'unprejudiced')",-0.5794855,-0.5592371,0.0202484
