,childhood_male,childhood_female,tuple,average_male,average_female,female-male
22,-0.1016755,-0.07962344,"('untrustworthy', 'trustworthy')",-0.1016755,-0.0796234,0.0220521
23,6.9312677,6.9386997,"('insincere', 'sincere')",6.9312677,6.9386997,0.007432
24,1.8338277,1.8916893,"('dishonest', 'honest')",1.8338277,1.8916893,0.0578616
25,0.25468105,0.23332983,"('egoistic', 'altruistic')",0.2546811,0.2333298,-0.0213513
26,-0.005633898,-0.09442243,"('hardhearted', 'benevolent')",-0.0056339,-0.0944224,-0.0887885
27,1.4299217,1.396747,"('hardhearted', 'softhearted')",1.4299217,1.396747,-0.0331747
28,1.1200567,1.1147859,"('disloyal', 'loyal')",1.1200567,1.1147859,-0.0052708
29,-0.34739646,-0.42889237,"('unfair', 'fair')",-0.3473965,-0.4288924,-0.0814959
30,1.3141526,1.1644565,"('intolerant', 'tolerant')",1.3141526,1.1644565,-0.1496961
31,-1.8218042,-1.7128611,"('evil', 'good')",-1.8218042,-1.7128611,0.1089431
32,1.2639527,1.1739627,"('unkind', 'kind')",1.2639527,1.1739627,-0.08999
33,-0.599926,-0.45784208,"('wrong', 'right')",-0.599926,-0.4578421,0.1420839
34,4.499987,4.693925,"('mean', 'honorable')",4.4999871,4.6939249,0.1939378
35,-1.3180224,-1.3490866,"('corrupt', 'incorrupt')",-1.3180224,-1.3490866,-0.0310642
36,-1.0448341,-1.0859461,"('hostile', 'amicable')",-1.0448341,-1.0859461,-0.041112
37,1.0285214,1.019861,"('fake', 'genuine')",1.0285214,1.019861,-0.0086604
38,0.2536769,0.20638469,"('untruthful', 'truthful')",0.2536769,0.2063847,-0.0472922
39,-0.065562926,-0.10230227,"('exploitative', 'cooperative')",-0.0655629,-0.1023023,-0.0367394
40,-1.5228171,-1.4594924,"('stingy', 'generous')",-1.5228171,-1.4594924,0.0633247
41,-0.06860919,-0.12779483,"('unforgiving', 'forgiving')",-0.0686092,-0.1277948,-0.0591856
42,-2.0262616,-1.9720252,"('unreliable', 'reliable')",-2.0262616,-1.9720252,0.0542364
43,1.5543838,1.5316602,"('irresponsible', 'responsible')",1.5543838,1.5316602,-0.0227236
44,-0.98924667,-1.1190517,"('prejudiced', 'unprejudiced')",-0.9892467,-1.1190517,-0.129805
45,0.108447015,0.17425625,"('incompetent', 'competent')",0.108447,0.1742563,0.0658093
46,-0.32024434,-0.24966845,"('uncompetitive', 'competitive')",-0.3202443,-0.2496684,0.0705759
47,5.5274377,5.7814527,"('stupid', 'smart')",5.5274377,5.7814527,0.254015
48,1.0941596,1.0138108,"('unintelligent', 'intelligent')",1.0941596,1.0138108,-0.0803488
49,-0.0867383,0.08753931,"('unable', 'able')",-0.0867383,0.0875393,0.1742776
50,0.08457466,0.17048247,"('clumsy', 'skillful')",0.0845747,0.1704825,0.0859078
51,0.72946024,0.6713829,"('uneducated', 'educated')",0.7294602,0.6713829,-0.0580773
52,-0.8790077,-0.8695105,"('irrational', 'rational')",-0.8790077,-0.8695105,0.0094972
53,0.22621782,0.30719888,"('uncreative', 'creative')",0.2262178,0.3071989,0.0809811
54,1.2778122,1.4125804,"('incapable', 'capable')",1.2778122,1.4125804,0.1347682
55,1.1325662,1.0826287,"('incompetent', 'clever')",1.1325662,1.0826287,-0.0499375
56,0.663056,0.64189786,"('impractical', 'practical')",0.663056,0.6418979,-0.0211581
57,-2.772119,-2.6863995,"('unimaginative', 'imaginative')",-2.772119,-2.6863995,0.0857195
58,-0.25994977,-0.2099278,"('undiscriminating', 'discriminating')",-0.2599498,-0.2099278,0.050022
59,-0.10857092,0.042531565,"('foolish', 'wise')",-0.1085709,0.0425316,0.1511025
60,0.8541801,0.83676106,"('inefficient', 'efficient')",0.8541801,0.8367611,-0.017419
61,0.3627834,0.25116965,"('illogical', 'logical')",0.3627834,0.2511697,-0.1116137
62,1.4624553,1.5666646,"('incompetent', 'brilliant')",1.4624553,1.5666646,0.1042093
63,0.8248983,0.9482735,"('unperceptive', 'insightful')",0.8248983,0.9482735,0.1233752
64,-5.7691054,-5.737942,"('shy', 'confident')",-5.7691054,-5.7379422,0.0311632
65,0.9429007,0.9080498,"('insecure', 'secure')",0.9429007,0.9080498,-0.0348509
66,-0.2868396,-0.27097672,"('inactive', 'active')",-0.2868396,-0.2709767,0.0158629
67,-0.8193827,-0.81523764,"('doubtful', 'determined')",-0.8193827,-0.8152376,0.0041451
68,-0.33486256,-0.3046511,"('dependent', 'independent')",-0.3348626,-0.3046511,0.0302115
69,-2.0403364,-1.927556,"('lazy', 'industrious')",-2.0403364,-1.927556,0.1127804
70,1.523441,1.5618588,"('lethargic', 'energetic')",1.523441,1.5618588,0.0384178
71,0.44345,0.60383415,"('diffident', 'self-confident')",0.44345,0.6038342,0.1603842
72,0.94932926,1.0307685,"('unambitious', 'ambitious')",0.9493293,1.0307685,0.0814392
73,-3.1310446,-3.0185978,"('helpless', 'self-reliant')",-3.1310446,-3.0185978,0.1124468
74,0.010926716,-0.08614446,"('undedicated', 'dedicated')",0.0109267,-0.0861445,-0.0970712
75,-0.816838,-0.7097071,"('meek', 'impulsive')",-0.816838,-0.7097071,0.1071309
76,1.2778168,1.1204093,"('anxious', 'daring')",1.2778168,1.1204093,-0.1574075
77,-0.79518163,-0.7634217,"('unmotivated', 'motivated')",-0.7951816,-0.7634217,0.0317599
78,-0.29717436,-0.2472058,"('nonresilient', 'resilient')",-0.2971744,-0.2472058,0.0499686
79,-0.22439954,-0.19390045,"('wavering', 'unwavering')",-0.2243995,-0.1939005,0.030499
80,0.18249226,0.11502743,"('dominated', 'dominating')",0.1824923,0.1150274,-0.0674649
81,0.57058054,0.5429765,"('submissive', 'aggressive')",0.5705805,0.5429765,-0.027604
82,6.286078,6.4936643,"('poor', 'rich')",6.286078,6.4936643,0.2075863
83,-0.22801667,-0.22873753,"('powerless', 'powerful')",-0.2280167,-0.2287375,-0.0007208
84,0.07319772,0.10799484,"('inferior', 'superior')",0.0731977,0.1079948,0.0347971
85,-1.3050374,-1.3507868,"('insignificant', 'prestigious')",-1.3050374,-1.3507868,-0.0457494
86,0.4854378,0.53131765,"('uninfluential', 'influential')",0.4854378,0.5313177,0.0458799
87,-0.10086215,0.052266747,"('unsuccessful', 'successful')",-0.1008622,0.0522667,0.1531289
88,0.15444139,0.090437435,"('low', 'eminent')",0.1544414,0.0904374,-0.064004
