,scrap_male,scrap_female,tuple,average_male,average_female,female-male
0,0.0220116,-0.18401599,"('unsociable', 'sociable')",0.0220116,-0.184016,-0.2060276
1,1.20833,1.4073949,"('unfriendly', 'friendly')",1.20833,1.4073949,0.1990649
2,0.46960193,0.6377423,"('unlikable', 'likable')",0.4696019,0.6377423,0.1681404
3,0.67997205,1.016516,"('repellent', 'pleasant')",0.6799721,1.016516,0.3365439
4,-7.192003,-7.244433,"('disliked', 'liked')",-7.1920028,-7.2444329,-0.0524301
5,-0.7792953,-0.47936836,"('distant', 'outgoing')",-0.7792953,-0.4793684,0.2999269
6,-0.49975568,-0.17582284,"('distant', 'open')",-0.4997557,-0.1758228,0.3239329
7,1.3483095,1.5272926,"('insensitive', 'sensitive')",1.3483095,1.5272926,0.1789831
8,1.0415331,1.1881499,"('unaffectionate', 'affectionate')",1.0415331,1.1881499,0.1466168
9,1.6188211,1.7013035,"('unaffectionate', 'caring')",1.6188211,1.7013035,0.0824824
10,1.2569458,1.4285991,"('unsympathetic', 'sympathetic')",1.2569458,1.4285991,0.1716533
11,2.0869792,2.10598,"('unhelpful', 'helpful')",2.0869792,2.1059799,0.0190007
12,-1.382206,-1.2761205,"('unsupportive', 'supportive')",-1.382206,-1.2761205,0.1060855
13,0.12098131,-0.019230409,"('impolite', 'polite')",0.1209813,-0.0192304,-0.1402117
14,0.35828573,0.23159392,"('antisocial', 'social')",0.3582857,0.2315939,-0.1266918
15,0.26467434,0.24903478,"('boring', 'funny')",0.2646743,0.2490348,-0.0156395
16,-0.6105097,-0.51389337,"('unpopular', 'popular')",-0.6105097,-0.5138934,0.0966163
17,-0.3068109,-0.18407196,"('nasty', 'nice')",-0.3068109,-0.184072,0.1227389
18,-0.68251836,-0.43559054,"('disagreeable', 'welcoming')",-0.6825184,-0.4355905,0.2469279
19,-0.62331843,-0.22998814,"('inhospitable', 'hospitable')",-0.6233184,-0.2299881,0.3933303
20,0.8126565,0.6922017,"('rough', 'thoughtful')",0.8126565,0.6922017,-0.1204548
21,0.13674754,0.31278604,"('immoral', 'moral')",0.1367475,0.312786,0.1760385
22,-0.18250051,-0.15579565,"('untrustworthy', 'trustworthy')",-0.1825005,-0.1557956,0.0267049
23,6.5727487,6.8618217,"('insincere', 'sincere')",6.5727487,6.8618217,0.289073
24,2.0444758,2.2951334,"('dishonest', 'honest')",2.0444758,2.2951334,0.2506576
25,0.377823,0.27914956,"('egoistic', 'altruistic')",0.377823,0.2791496,-0.0986734
26,0.38197088,0.35981652,"('hardhearted', 'benevolent')",0.3819709,0.3598165,-0.0221544
27,1.2580949,1.3401202,"('hardhearted', 'softhearted')",1.2580949,1.3401202,0.0820253
28,1.3759115,1.464495,"('disloyal', 'loyal')",1.3759115,1.4644949,0.0885834
29,-0.20593144,-0.22646214,"('unfair', 'fair')",-0.2059314,-0.2264621,-0.0205307
