,custard_male,custard_female,tuple,average_male,average_female,female-male
0,-0.9002024,-1.0508726,"('unsociable', 'sociable')",-0.9002024,-1.0508726,-0.1506702
1,-0.68190634,-0.6736241,"('unfriendly', 'friendly')",-0.6819063,-0.6736241,0.0082822
2,0.0031449106,0.03459927,"('unlikable', 'likable')",0.0031449,0.0345993,0.0314544
3,-1.546943,-1.4306813,"('repellent', 'pleasant')",-1.5469429,-1.4306813,0.1162616
4,-1.3433604,-1.299204,"('disliked', 'liked')",-1.3433604,-1.299204,0.0441564
5,-0.06937991,0.07939344,"('distant', 'outgoing')",-0.0693799,0.0793934,0.1487733
6,-0.20798112,-0.07800973,"('distant', 'open')",-0.2079811,-0.0780097,0.1299714
7,-1.1227193,-1.0953771,"('insensitive', 'sensitive')",-1.1227193,-1.0953771,0.0273422
8,-0.37347052,-0.3664258,"('unaffectionate', 'affectionate')",-0.3734705,-0.3664258,0.0070447
9,-0.35128608,-0.38349336,"('unaffectionate', 'caring')",-0.3512861,-0.3834934,-0.0322073
10,-1.3744186,-1.3479977,"('unsympathetic', 'sympathetic')",-1.3744186,-1.3479977,0.0264209
11,0.29585126,0.28430957,"('unhelpful', 'helpful')",0.2958513,0.2843096,-0.0115417
12,-1.7868397,-1.6659855,"('unsupportive', 'supportive')",-1.7868397,-1.6659855,0.1208542
13,-0.35722384,-0.47933814,"('impolite', 'polite')",-0.3572238,-0.4793381,-0.1221143
14,-0.99192244,-1.0325943,"('antisocial', 'social')",-0.9919224,-1.0325943,-0.0406719
15,1.174131,1.0893137,"('boring', 'funny')",1.174131,1.0893137,-0.0848173
16,0.18402347,0.24996406,"('unpopular', 'popular')",0.1840235,0.2499641,0.0659406
17,0.119699955,0.20742176,"('nasty', 'nice')",0.1197,0.2074218,0.0877218
18,-0.90141994,-0.94045305,"('disagreeable', 'welcoming')",-0.9014199,-0.9404531,-0.0390332
19,-0.80561507,-0.7390858,"('inhospitable', 'hospitable')",-0.8056151,-0.7390858,0.0665293
20,0.022385027,0.07654546,"('rough', 'thoughtful')",0.022385,0.0765455,0.0541605
21,-0.5882535,-0.57650685,"('immoral', 'moral')",-0.5882535,-0.5765069,0.0117466
22,-0.8161076,-0.84333515,"('untrustworthy', 'trustworthy')",-0.8161076,-0.8433352,-0.0272276
23,0.936803,0.8940987,"('insincere', 'sincere')",0.936803,0.8940987,-0.0427043
24,-0.5228162,-0.63273585,"('dishonest', 'honest')",-0.5228162,-0.6327358,-0.1099196
25,0.2379115,0.15910241,"('egoistic', 'altruistic')",0.2379115,0.1591024,-0.0788091
26,0.194213,0.1177652,"('hardhearted', 'benevolent')",0.194213,0.1177652,-0.0764478
27,0.42935428,0.42263204,"('hardhearted', 'softhearted')",0.4293543,0.422632,-0.0067223
28,-0.12402998,-0.20820946,"('disloyal', 'loyal')",-0.12403,-0.2082095,-0.0841795
29,-0.6929461,-0.7433128,"('unfair', 'fair')",-0.6929461,-0.7433128,-0.0503667
30,-0.16396111,-0.24225208,"('intolerant', 'tolerant')",-0.1639611,-0.2422521,-0.078291
31,-1.5168251,-1.3448387,"('evil', 'good')",-1.5168251,-1.3448387,0.1719864
32,-0.035875555,-0.20983255,"('unkind', 'kind')",-0.0358756,-0.2098325,-0.1739569
33,0.012444362,-0.019593801,"('wrong', 'right')",0.0124444,-0.0195938,-0.0320382
34,1.1263189,1.3748997,"('mean', 'honorable')",1.1263189,1.3748997,0.2485808
