,sectional_male,sectional_female,tuple,average_male,average_female,female-male
0,0.22930917,0.005640095,"('unsociable', 'sociable')",0.2293092,0.0056401,-0.2236691
1,1.6850425,1.7387681,"('unfriendly', 'friendly')",1.6850425,1.7387681,0.0537256
2,0.05472526,0.1647725,"('unlikable', 'likable')",0.0547253,0.1647725,0.1100472
3,0.9712596,1.069267,"('repellent', 'pleasant')",0.9712596,1.069267,0.0980074
4,-7.451516,-7.496482,"('disliked', 'liked')",-7.4515162,-7.4964819,-0.0449657
5,-0.3486905,-0.055701796,"('distant', 'outgoing')",-0.3486905,-0.0557018,0.2929887
6,-0.03723326,0.23953944,"('distant', 'open')",-0.0372333,0.2395394,0.2767727
7,1.5624368,1.5630206,"('insensitive', 'sensitive')",1.5624368,1.5630206,0.0005838
8,1.3414526,1.3825573,"('unaffectionate', 'affectionate')",1.3414526,1.3825573,0.0411047
9,1.7791976,1.933575,"('unaffectionate', 'caring')",1.7791976,1.933575,0.1543774
10,1.0283519,0.9459779,"('unsympathetic', 'sympathetic')",1.0283519,0.9459779,-0.082374
11,2.0355043,2.0793974,"('unhelpful', 'helpful')",2.0355043,2.0793974,0.0438931
12,-0.8935197,-0.8568371,"('unsupportive', 'supportive')",-0.8935197,-0.8568371,0.0366826
13,0.068684995,-0.06929471,"('impolite', 'polite')",0.068685,-0.0692947,-0.1379797
14,0.30265638,0.049188472,"('antisocial', 'social')",0.3026564,0.0491885,-0.2534679
15,0.21659005,0.17424089,"('boring', 'funny')",0.21659,0.1742409,-0.0423491
16,-0.4263013,-0.37657318,"('unpopular', 'popular')",-0.4263013,-0.3765732,0.0497281
17,-0.18249331,-0.17404297,"('nasty', 'nice')",-0.1824933,-0.174043,0.0084503
18,-0.15766649,-0.101613924,"('disagreeable', 'welcoming')",-0.1576665,-0.1016139,0.0560526
19,-0.36233616,-0.078556515,"('inhospitable', 'hospitable')",-0.3623362,-0.0785565,0.2837797
20,0.8041012,0.67301404,"('rough', 'thoughtful')",0.8041012,0.673014,-0.1310872
21,0.09981566,0.12206528,"('immoral', 'moral')",0.0998157,0.1220653,0.0222496
22,-0.41820386,-0.31854856,"('untrustworthy', 'trustworthy')",-0.4182039,-0.3185486,0.0996553
