,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6290825,-0.8386877,"('unsociable', 'sociable')",-0.24186686,-0.4909727,-0.4354747,-0.6648302,-0.2293555
1,-0.5214985,-0.7839484,"('unfriendly', 'friendly')",1.5254647,1.428694,0.501983,0.3223728,-0.1796102
2,0.4609877,0.44931996,"('unlikable', 'likable')",0.7619442,0.83640164,0.6114659,0.6428608,0.0313949
3,-0.5341729,-0.44944778,"('repellent', 'pleasant')",0.10840677,0.11252634,-0.2128831,-0.1684607,0.0444224
4,-0.5074791,-0.61295956,"('disliked', 'liked')",-5.758042,-5.996194,-3.1327605,-3.3045766,-0.1718161
5,-0.6583167,-0.6476619,"('distant', 'outgoing')",-0.30807105,-0.18347147,-0.4831939,-0.4155667,0.0676272
6,-0.82489693,-0.8211423,"('distant', 'open')",0.1389763,0.24448434,-0.3429603,-0.288329,0.0546313
7,-0.4793787,-0.47988465,"('insensitive', 'sensitive')",0.3129551,0.2680823,-0.0832118,-0.1059012,-0.0226894
8,-1.0532595,-1.1522468,"('unaffectionate', 'affectionate')",0.38390678,0.43625015,-0.3346764,-0.3579983,-0.0233219
9,-0.6850141,-0.7998063,"('unaffectionate', 'caring')",0.9192398,0.9792988,0.1171128,0.0897462,-0.0273666
10,-0.80959564,-0.8698841,"('unsympathetic', 'sympathetic')",-0.42235473,-0.55137664,-0.6159752,-0.7106304,-0.0946552
11,0.25723207,0.29383844,"('unhelpful', 'helpful')",1.5935692,1.6890146,0.9254006,0.9914265,0.0660259
12,-0.23688038,-0.13365194,"('unsupportive', 'supportive')",-1.9022081,-1.8792017,-1.0695442,-1.0064268,0.0631174
13,-0.37516165,-0.5140667,"('impolite', 'polite')",-0.34652376,-0.39061642,-0.3608427,-0.4523416,-0.0914989
14,0.45258567,0.3617514,"('antisocial', 'social')",-0.44008785,-0.6126775,0.0062489,-0.1254631,-0.131712
15,-0.24925129,-0.4133791,"('boring', 'funny')",0.5843377,0.5282949,0.1675432,0.0574579,-0.1100853
16,-0.61152387,-0.5262587,"('unpopular', 'popular')",0.48178825,0.43722394,-0.0648678,-0.0445174,0.0203504
17,-0.46474126,-0.38103673,"('nasty', 'nice')",-0.39482552,-0.33036202,-0.4297834,-0.3556994,0.074084
18,-0.58350265,-0.7150427,"('disagreeable', 'welcoming')",-0.41080278,-0.48197564,-0.4971527,-0.5985092,-0.1013565
19,-0.9686292,-0.99790084,"('inhospitable', 'hospitable')",-0.3611157,-0.23085731,-0.6648724,-0.614379,0.0504934
20,0.36112085,0.4429011,"('rough', 'thoughtful')",1.2321693,1.1744429,0.796645,0.808672,0.012027
21,0.326066,0.16644695,"('immoral', 'moral')",-0.3393019,-0.49733242,-0.006618,-0.1654427,-0.1588247
22,0.08589441,-0.0051451474,"('untrustworthy', 'trustworthy')",-0.6513674,-0.80753666,-0.2827365,-0.4063409,-0.1236044
23,-0.37668073,-0.46380672,"('insincere', 'sincere')",5.419608,5.4561586,2.5214636,2.496176,-0.0252876
24,0.18626821,0.1115943,"('dishonest', 'honest')",0.8945715,0.8667019,0.5404198,0.4891481,-0.0512717
25,0.081483684,-0.07653624,"('egoistic', 'altruistic')",1.4494767,1.3725599,0.7654802,0.6480118,-0.1174684
26,0.6219348,0.40544096,"('hardhearted', 'benevolent')",1.7325124,1.5507431,1.1772236,0.978092,-0.1991316
27,-0.31896013,-0.27979666,"('hardhearted', 'softhearted')",1.0359973,1.038002,0.3585186,0.3791027,0.0205841
28,-0.29904902,-0.50176543,"('disloyal', 'loyal')",0.8229238,0.6811147,0.2619374,0.0896746,-0.1722628
29,-0.37902254,-0.4072451,"('unfair', 'fair')",-0.48302212,-0.6204337,-0.4310223,-0.5138394,-0.0828171
30,0.29913184,0.22755033,"('intolerant', 'tolerant')",1.3484957,1.2048753,0.8238138,0.7162129,-0.1076009
31,-0.4323165,-0.41465002,"('evil', 'good')",-1.1452352,-1.205955,-0.7887759,-0.8103025,-0.0215266
32,-0.04611515,-0.19786638,"('unkind', 'kind')",0.95722824,0.7429744,0.4555565,0.272554,-0.1830025
33,0.7935846,0.6638231,"('wrong', 'right')",-0.48296076,-0.48762977,0.1553119,0.0880967,-0.0672152
34,-0.065235876,0.14416921,"('mean', 'honorable')",5.707904,5.9829583,2.8213339,3.0635638,0.2422299
35,-0.3558363,-0.4166794,"('corrupt', 'incorrupt')",-0.17814504,-0.23439653,-0.2669907,-0.325538,-0.0585473
36,-0.8579662,-0.9932915,"('hostile', 'amicable')",0.14933962,-0.024805788,-0.3543133,-0.5090486,-0.1547353
37,-0.21480584,-0.18775466,"('fake', 'genuine')",0.098306805,0.18346927,-0.0582495,-0.0021427,0.0561068
38,-0.48588634,-0.4720198,"('untruthful', 'truthful')",-0.049403258,0.088708624,-0.2676448,-0.1916556,0.0759892
39,1.4550445,1.449839,"('exploitative', 'cooperative')",0.2429491,0.20431714,0.8489968,0.827078,-0.0219188
40,0.2779714,0.22890572,"('stingy', 'generous')",-1.5254036,-1.6777778,-0.6237161,-0.724436,-0.1007199
41,-0.44671205,-0.5067365,"('unforgiving', 'forgiving')",0.15892962,-0.022623574,-0.1438912,-0.2646801,-0.1207889
42,-0.07304779,0.049579296,"('unreliable', 'reliable')",-2.7439125,-2.7280407,-1.4084802,-1.3392307,0.0692495
43,-0.5836512,-0.44177607,"('irresponsible', 'responsible')",0.37082037,0.40376377,-0.1064154,-0.0190061,0.0874093
44,0.3994536,0.4798102,"('prejudiced', 'unprejudiced')",-1.3740455,-1.3332492,-0.4872959,-0.4267195,0.0605764
45,-0.722362,-0.6220436,"('incompetent', 'competent')",-0.21483397,-0.31049377,-0.468598,-0.4662687,0.0023293
46,-0.7789887,-0.6234332,"('uncompetitive', 'competitive')",-0.7397332,-0.9000192,-0.759361,-0.7617262,-0.0023652
47,0.37605232,0.5102753,"('stupid', 'smart')",5.358689,5.583096,2.8673706,3.0466857,0.1793151
48,0.9015375,0.8663263,"('unintelligent', 'intelligent')",0.8708429,0.85293293,0.8861902,0.8596296,-0.0265606
49,-0.5212332,-0.35934716,"('unable', 'able')",0.05810193,0.18570909,-0.2315656,-0.086819,0.1447466
50,-0.16645631,-0.09210437,"('clumsy', 'skillful')",0.011263873,0.04491566,-0.0775962,-0.0235944,0.0540018
51,-0.25951177,-0.4204493,"('uneducated', 'educated')",0.78153884,0.6285365,0.2610135,0.1040436,-0.1569699
52,0.19931208,-0.11180295,"('irrational', 'rational')",0.26415402,0.086432114,0.2317331,-0.0126854,-0.2444185
53,-0.7220291,-0.8321232,"('uncreative', 'creative')",0.76944077,0.7744683,0.0237058,-0.0288275,-0.0525333
54,-0.5340204,-0.55164945,"('incapable', 'capable')",0.9823655,1.0954709,0.2241725,0.2719107,0.0477382
55,-0.03789632,0.018251095,"('incompetent', 'clever')",0.11216607,-0.008394532,0.0371349,0.0049283,-0.0322066
56,0.59415644,0.60584533,"('impractical', 'practical')",0.44937718,0.4074102,0.5217668,0.5066278,-0.015139
57,-0.7204367,-0.7878556,"('unimaginative', 'imaginative')",-2.3576207,-2.5316372,-1.5390286,-1.6597464,-0.1207178
58,0.23309597,0.21475238,"('undiscriminating', 'discriminating')",-0.1350326,-0.15473247,0.0490317,0.03001,-0.0190217
59,0.45899412,0.3791255,"('foolish', 'wise')",0.560321,0.5506665,0.5096576,0.464896,-0.0447616
60,0.75333804,0.801228,"('inefficient', 'efficient')",0.080160074,0.20496732,0.4167491,0.5030977,0.0863486
61,0.66941345,0.45864084,"('illogical', 'logical')",0.41503346,0.23136686,0.5422235,0.3450038,-0.1972197
62,0.5290806,0.7018329,"('incompetent', 'brilliant')",0.4844435,0.6983282,0.506762,0.7000805,0.1933185
63,-0.49471888,-0.41489068,"('unperceptive', 'insightful')",0.90179324,0.9667347,0.2035372,0.275922,0.0723848
64,-0.06977117,-0.20500092,"('shy', 'confident')",-5.9869523,-6.186836,-3.0283618,-3.1959183,-0.1675565
65,0.38806078,0.21352352,"('insecure', 'secure')",-0.08111681,-0.1955494,0.153472,0.0089871,-0.1444849
66,-0.8479607,-0.8788921,"('inactive', 'active')",0.46431935,0.4452071,-0.1918207,-0.2168425,-0.0250218
67,-0.064092904,-0.03630431,"('doubtful', 'determined')",-0.62582594,-0.5734067,-0.3449594,-0.3048555,0.0401039
68,-0.40726656,-0.39390397,"('dependent', 'independent')",-0.35912752,-0.34677765,-0.383197,-0.3703408,0.0128562
69,0.352691,0.40332416,"('lazy', 'industrious')",-0.72316784,-0.6443483,-0.1852384,-0.1205121,0.0647263
70,-0.58602595,-0.4423654,"('lethargic', 'energetic')",0.5341881,0.566308,-0.0259189,0.0619713,0.0878902
71,0.04768746,0.07630353,"('diffident', 'self-confident')",0.63249934,0.62590456,0.3400934,0.3511041,0.0110107
72,-0.26935494,-0.19768836,"('unambitious', 'ambitious')",-0.7381322,-0.59591115,-0.5037435,-0.3967997,0.1069438
73,1.3127075,1.3216001,"('helpless', 'self-reliant')",-2.798575,-2.7419271,-0.7429337,-0.7101635,0.0327702
74,-0.07799869,-0.040744983,"('undedicated', 'dedicated')",0.23066834,0.10897083,0.0763348,0.0341129,-0.0422219
75,-0.46060565,-0.32453775,"('meek', 'impulsive')",-0.3537908,-0.16663086,-0.4071982,-0.2455843,0.1616139
76,0.37955764,0.5573388,"('anxious', 'daring')",0.3177873,0.33899418,0.3486724,0.4481665,0.0994941
77,-0.31301138,-0.34809613,"('unmotivated', 'motivated')",-0.9990662,-0.94396144,-0.6560388,-0.6460288,0.01001
78,-0.40070465,-0.23461857,"('nonresilient', 'resilient')",-0.1020439,-0.07101093,-0.2513743,-0.1528147,0.0985596
79,-0.42633036,-0.51867193,"('wavering', 'unwavering')",-0.13316108,-0.04469056,-0.2797457,-0.2816812,-0.0019355
80,0.7116344,0.73442525,"('dominated', 'dominating')",-1.0201899,-1.0934247,-0.1542777,-0.1794997,-0.025222
81,0.40360385,0.34756824,"('submissive', 'aggressive')",-0.42313012,-0.48262757,-0.0097631,-0.0675297,-0.0577666
82,-0.20755892,-0.15225218,"('poor', 'rich')",5.909503,6.0764046,2.8509719,2.9620762,0.1111043
83,0.7404765,0.6611282,"('powerless', 'powerful')",-0.56142986,-0.6502151,0.0895233,0.0054566,-0.0840667
84,0.19850738,0.20145997,"('inferior', 'superior')",0.73075557,0.70872325,0.4646315,0.4550916,-0.0095399
85,0.4765133,0.45585126,"('insignificant', 'prestigious')",0.5805559,0.6123217,0.5285346,0.5340865,0.0055519
86,-0.13444693,-0.39114588,"('uninfluential', 'influential')",0.09463019,-0.14985213,-0.0199084,-0.270499,-0.2505906
87,0.27122355,0.24107957,"('unsuccessful', 'successful')",0.96836984,0.89734876,0.6197967,0.5692142,-0.0505825
88,0.04195167,-0.046765756,"('low', 'eminent')",0.33913228,0.28566998,0.190542,0.1194521,-0.0710899
