,baxter_male,baxter_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,0.40988037,0.2878944,"('unsociable', 'sociable')",0.152364,0.07666298,-0.41568446,-0.5316094,0.0488533,-0.055684,-0.1045373
1,1.6212183,1.6006246,"('unfriendly', 'friendly')",0.49269062,0.4311804,2.055599,1.93362,1.389836,1.3218083,-0.0680277
2,0.461383,0.52339166,"('unlikable', 'likable')",1.02624,1.100894,0.59773225,0.6963553,0.6951184,0.773547,0.0784286
3,-1.4601493,-1.4495493,"('repellent', 'pleasant')",-0.36322045,-0.3320682,-0.116538525,-0.10929951,-0.6466361,-0.6303057,0.0163304
4,-0.5503902,-0.57170546,"('disliked', 'liked')",-0.105609156,-0.14022115,-6.1096354,-6.2015543,-2.2552115,-2.3044936,-0.0492821
5,0.597602,0.6799042,"('distant', 'outgoing')",-0.20465851,-0.18452358,0.020978905,0.042167224,0.1379741,0.1791826,0.0412085
6,-0.063736774,0.029128335,"('distant', 'open')",-0.40491822,-0.38327068,0.51047724,0.49269205,0.0139408,0.0461832,0.0322424
7,0.14367247,0.12342929,"('insensitive', 'sensitive')",-0.16261673,-0.092680536,0.38773292,0.37887526,0.1229296,0.1365413,0.0136117
8,1.1277424,1.1517025,"('unaffectionate', 'affectionate')",-0.2986859,-0.32385537,0.6886234,0.6324943,0.5058933,0.4867805,-0.0191128
9,1.811986,1.8381457,"('unaffectionate', 'caring')",0.2250352,0.23390359,1.1067655,1.1049455,1.0479289,1.0589983,0.0110694
10,-0.54074496,-0.59542364,"('unsympathetic', 'sympathetic')",-0.9340257,-0.8314488,-0.78010213,-0.8238437,-0.7516243,-0.7502387,0.0013856
11,0.04419685,0.048686314,"('unhelpful', 'helpful')",0.4215828,0.5042938,1.6708206,1.7042367,0.7122001,0.7524056,0.0402055
12,1.0554043,1.1232771,"('unsupportive', 'supportive')",0.26683113,0.46515986,-1.7908659,-1.7393488,-0.1562101,-0.0503039,0.1059062
13,-0.4551258,-0.5570384,"('impolite', 'polite')",0.34326228,0.37486553,-0.5129321,-0.5258269,-0.2082652,-0.2359999,-0.0277347
14,-0.0061978344,-0.13249229,"('antisocial', 'social')",0.59149706,0.57538795,-0.57647663,-0.6118134,0.0029409,-0.0563059,-0.0592468
15,0.34887034,0.3500192,"('boring', 'funny')",0.3216334,0.28549796,0.7566971,0.73671025,0.4757336,0.4574091,-0.0183245
16,-1.3194807,-1.3403789,"('unpopular', 'popular')",0.18038575,0.12121066,0.7238788,0.6707463,-0.1384054,-0.1828073,-0.0444019
17,-0.25639385,-0.19683945,"('nasty', 'nice')",-0.91941714,-0.9040684,-0.25606593,-0.19879428,-0.4772923,-0.433234,0.0440583
18,0.08879853,0.07366742,"('disagreeable', 'welcoming')",1.0281016,1.130913,-0.328523,-0.39725515,0.2627923,0.2691084,0.0063161
19,-0.032433797,0.027958026,"('inhospitable', 'hospitable')",-1.2571925,-1.2492805,-0.13787529,-0.07588184,-0.4758339,-0.4324014,0.0434325
20,-0.7129498,-0.7427763,"('rough', 'thoughtful')",0.49466246,0.45509896,1.1362337,1.0583459,0.3059821,0.2568895,-0.0490926
21,0.12751064,0.09388855,"('immoral', 'moral')",0.54684967,0.6133455,-0.85530543,-0.8094533,-0.0603151,-0.0340731,0.026242
22,0.21640635,0.16349244,"('untrustworthy', 'trustworthy')",0.25824922,0.312099,-0.88216794,-0.95316404,-0.1358375,-0.1591909,-0.0233534
23,0.39653653,0.36754036,"('insincere', 'sincere')",0.14434424,0.17578086,5.561209,5.453641,2.03403,1.9989874,-0.0350426
24,0.11135073,0.08602199,"('dishonest', 'honest')",-0.16217133,-0.085616454,0.63333565,0.5773241,0.1941717,0.1925765,-0.0015952
25,0.48404002,0.54042596,"('egoistic', 'altruistic')",0.518569,0.48938507,1.6698934,1.6571374,0.8908342,0.8956494,0.0048152
26,2.0327604,2.0035365,"('hardhearted', 'benevolent')",1.4632537,1.4860917,1.9386336,1.9183987,1.8115492,1.8026757,-0.0088735
27,0.7276114,0.74588895,"('hardhearted', 'softhearted')",-0.11593733,-0.09958595,1.370147,1.2798685,0.660607,0.6420572,-0.0185498
28,0.676135,0.57064325,"('disloyal', 'loyal')",0.06021932,-0.04661262,0.9223119,0.7906936,0.5528888,0.4382414,-0.1146474
29,0.0884598,0.05392975,"('unfair', 'fair')",-0.500294,-0.52396894,-0.3021534,-0.4205479,-0.2379959,-0.2968624,-0.0588665
30,0.36273208,0.26059088,"('intolerant', 'tolerant')",0.21567954,0.20440856,1.0593683,1.0051528,0.5459267,0.4900508,-0.0558759
31,0.39621332,0.46768263,"('evil', 'good')",-0.38692722,-0.37561855,-0.5181209,-0.5763403,-0.1696116,-0.1614254,0.0081862
32,1.1582849,1.1408083,"('unkind', 'kind')",0.083004035,0.11406454,1.0459875,0.9600019,0.7624254,0.7382916,-0.0241338
33,1.0315689,1.0088723,"('wrong', 'right')",0.32462236,0.3016796,-0.49372935,-0.5240947,0.2874873,0.2621524,-0.0253349
34,-0.62026054,-0.5275525,"('mean', 'honorable')",-0.12654231,-0.05586015,5.8865685,5.9214787,1.7132552,1.7793554,0.0661002
35,0.025151618,0.044572853,"('corrupt', 'incorrupt')",-0.1557425,-0.288119,0.22838816,0.10301264,0.0325991,-0.0468445,-0.0794436
36,0.074926056,0.08490373,"('hostile', 'amicable')",0.32685673,0.19249232,0.8214447,0.62623113,0.4077425,0.3012091,-0.1065334
37,-0.72700316,-0.7674046,"('fake', 'genuine')",-0.7085942,-0.6833748,0.12244028,0.1165573,-0.437719,-0.4447407,-0.0070217
38,0.33093157,0.33784118,"('untruthful', 'truthful')",-0.44191116,-0.36388096,-0.17032883,-0.15074928,-0.0937695,-0.0589297,0.0348398
39,1.648001,1.6667401,"('exploitative', 'cooperative')",0.9403223,1.0145437,0.12800395,0.1616593,0.9054424,0.9476477,0.0422053
40,-0.42617482,-0.40518147,"('stingy', 'generous')",0.12473537,0.21022773,-1.4419488,-1.5878823,-0.5811294,-0.5942787,-0.0131493
41,0.8970772,0.8231803,"('unforgiving', 'forgiving')",0.20366606,0.261749,0.18389636,0.05544916,0.4282132,0.3801262,-0.048087
42,0.12050527,0.15172516,"('unreliable', 'reliable')",0.7191586,0.87817305,-3.0932608,-3.0450199,-0.7511989,-0.6717072,0.0794917
43,0.6374491,0.6239099,"('irresponsible', 'responsible')",0.25877532,0.3350453,0.1991747,0.22914723,0.365133,0.3960341,0.0309011
44,-2.1411498,-2.139484,"('prejudiced', 'unprejudiced')",0.13784918,0.19335358,-1.377517,-1.3524457,-1.1269392,-1.0995254,0.0274138
45,-0.35907954,-0.46298027,"('incompetent', 'competent')",-0.22750768,-0.21810554,-0.63998514,-0.7297912,-0.4088574,-0.4702923,-0.0614349
46,-1.2379274,-1.3197793,"('uncompetitive', 'competitive')",-0.33544064,-0.2626885,-0.92476815,-0.98040557,-0.8327121,-0.8542911,-0.021579
47,0.111938566,0.12378042,"('stupid', 'smart')",0.18822098,0.28013924,5.538199,5.603886,1.9461195,2.0026019,0.0564824
48,0.8407697,0.8474523,"('unintelligent', 'intelligent')",0.2995713,0.31866413,0.57418364,0.57510746,0.5715082,0.580408,0.0088998
49,-0.7373973,-0.7295951,"('unable', 'able')",-0.5931284,-0.5256044,-0.3182639,-0.24206612,-0.5495965,-0.4990886,0.0505079
50,-0.8362474,-0.80667144,"('clumsy', 'skillful')",-0.24851154,-0.26084864,0.035584033,-0.01416105,-0.3497249,-0.3605604,-0.0108355
51,-0.52215046,-0.5754875,"('uneducated', 'educated')",0.45206535,0.3955566,0.49668497,0.4174024,0.1422,0.0791572,-0.0630428
52,-0.039995488,-0.07255448,"('irrational', 'rational')",-0.3696958,-0.4912456,0.6214549,0.53774476,0.0705879,-0.0086851,-0.079273
53,0.091162965,0.06541778,"('uncreative', 'creative')",-0.18862729,-0.25301546,0.9754489,0.8944639,0.2926615,0.2356221,-0.0570394
54,0.20632054,0.23650177,"('incapable', 'capable')",0.039954167,0.050024513,1.0975628,1.1652837,0.4479458,0.4839367,0.0359909
55,-0.35948673,-0.44748846,"('incompetent', 'clever')",-0.40489188,-0.38169652,-0.2793961,-0.3141444,-0.3479249,-0.3811098,-0.0331849
56,0.9881144,0.94948274,"('impractical', 'practical')",1.0484731,1.080994,-0.33104613,-0.33260155,0.5685138,0.5659584,-0.0025554
57,-0.9455896,-1.007675,"('unimaginative', 'imaginative')",-0.11285342,-0.11973186,-2.5785034,-2.62297,-1.2123155,-1.2501257,-0.0378102
58,0.36835384,0.27668643,"('undiscriminating', 'discriminating')",0.032126203,-0.0516091,-0.07835963,-0.18213995,0.1073735,0.0143125,-0.093061
59,1.2551299,1.3405929,"('foolish', 'wise')",0.87646234,0.90213966,0.7874549,0.81088513,0.9730157,1.0178726,0.0448569
60,-0.50677097,-0.5874527,"('inefficient', 'efficient')",0.38346738,0.41700628,-0.525129,-0.4567737,-0.2161442,-0.2090734,0.0070708
61,1.5321757,1.4011683,"('illogical', 'logical')",-0.28923726,-0.3848937,0.46680012,0.34214786,0.5699128,0.4528075,-0.1171053
62,-0.29594916,-0.32203585,"('incompetent', 'brilliant')",0.5443662,0.6653591,-0.19590035,-0.048990853,0.0175056,0.0981108,0.0806052
63,0.23218945,0.22113054,"('unperceptive', 'insightful')",0.80812436,0.9177373,0.70335305,0.7635289,0.5812223,0.6341322,0.0529099
64,-0.99552363,-0.9946867,"('shy', 'confident')",0.07144828,0.13621998,-6.5932183,-6.563871,-2.5057646,-2.4741125,0.0316521
65,-0.353965,-0.42838445,"('insecure', 'secure')",0.41684818,0.38938743,-0.40654266,-0.46136358,-0.1145532,-0.1667869,-0.0522337
66,-0.9866522,-0.91108096,"('inactive', 'active')",0.65919113,0.64021105,1.0315864,1.0601639,0.2347084,0.263098,0.0283896
67,0.22979705,0.2417297,"('doubtful', 'determined')",0.21604207,0.23678227,-0.6266244,-0.5706117,-0.0602618,-0.0306999,0.0295619
68,-0.9450732,-1.0402572,"('dependent', 'independent')",-0.08366898,-0.16130055,-0.8107364,-0.85866916,-0.6131595,-0.6867423,-0.0735828
69,0.09212443,0.12783366,"('lazy', 'industrious')",1.5107365,1.4887671,-0.3224341,-0.2672178,0.426809,0.4497943,0.0229853
70,-0.45752823,-0.5091982,"('lethargic', 'energetic')",0.2528557,0.39907393,0.20272113,0.24482755,-0.0006505,0.0449011,0.0455516
71,2.25467,2.3101547,"('diffident', 'self-confident')",0.72463304,0.80161506,0.65339714,0.66774815,1.2109,1.2598393,0.0489393
72,-0.36492655,-0.2883398,"('unambitious', 'ambitious')",-0.6719505,-0.5954933,-1.2496293,-1.2230031,-0.7621687,-0.7022788,0.0598899
