,nektar_male,nektar_female,tuple,therapeutics_male,therapeutics_female,average_male,average_female,female-male
0,-1.2925935,-1.4457393,"('unsociable', 'sociable')",0.31587708,0.18857054,-0.4883582,-0.6285844,-0.1402262
1,-0.9709018,-1.1737311,"('unfriendly', 'friendly')",0.6247848,0.49548614,-0.1730585,-0.3391225,-0.166064
2,0.89234376,0.8843296,"('unlikable', 'likable')",1.2747246,1.2790343,1.0835342,1.081682,-0.0018522
3,-1.2820746,-1.2722561,"('repellent', 'pleasant')",-1.0172635,-0.94477594,-1.1496691,-1.108516,0.0411531
4,0.20291464,0.14624287,"('disliked', 'liked')",-2.618198,-2.682592,-1.2076416,-1.2681745,-0.0605329
5,-1.2168111,-1.1593254,"('distant', 'outgoing')",-0.06935968,0.035475247,-0.6430854,-0.5619251,0.0811603
6,-1.2880397,-1.2505381,"('distant', 'open')",-0.13825479,-0.079807244,-0.7131472,-0.6651727,0.0479745
7,-1.5696228,-1.5438175,"('insensitive', 'sensitive')",-0.9125394,-0.8426419,-1.2410811,-1.1932297,0.0478514
8,-0.14607039,-0.30447826,"('unaffectionate', 'affectionate')",0.26122937,0.16288726,0.0575795,-0.0707955,-0.128375
9,-1.2619803,-1.4302621,"('unaffectionate', 'caring')",0.5286237,0.45112404,-0.3666783,-0.489569,-0.1228907
10,-2.2704885,-2.3689764,"('unsympathetic', 'sympathetic')",-1.0487465,-1.1264905,-1.6596174,-1.7477334,-0.088116
11,-0.9936571,-1.0711011,"('unhelpful', 'helpful')",1.2572824,1.2277744,0.1318126,0.0783367,-0.0534759
12,-0.68782294,-0.6817072,"('unsupportive', 'supportive')",0.09608062,0.1547733,-0.2958712,-0.263467,0.0324042
13,-1.2708533,-1.3165843,"('impolite', 'polite')",-0.05413468,-0.11532971,-0.662494,-0.715957,-0.053463
14,-0.44709626,-0.39040944,"('antisocial', 'social')",-0.5231674,-0.5241679,-0.4851318,-0.4572887,0.0278431
15,0.17505501,0.15693825,"('boring', 'funny')",0.6605167,0.5908278,0.4177859,0.373883,-0.0439029
16,0.39828023,0.27407244,"('unpopular', 'popular')",0.5027321,0.5043402,0.4505062,0.3892063,-0.0612999
17,-0.48696208,-0.45934004,"('nasty', 'nice')",-0.5097546,-0.39566973,-0.4983583,-0.4275049,0.0708534
18,0.6903088,0.71584105,"('disagreeable', 'welcoming')",0.3832911,0.376962,0.5368,0.5464015,0.0096015
19,-1.2557269,-1.3088149,"('inhospitable', 'hospitable')",-0.065596834,-0.022375029,-0.6606619,-0.6655949,-0.004933
20,-0.3283099,-0.35665965,"('rough', 'thoughtful')",0.23729053,0.22282116,-0.0455097,-0.0669192,-0.0214095
21,-0.6833151,-0.75848496,"('immoral', 'moral')",-0.04587531,-0.11304085,-0.3645952,-0.4357629,-0.0711677
22,-0.17771415,-0.16415009,"('untrustworthy', 'trustworthy')",-0.47915035,-0.5599272,-0.3284323,-0.3620387,-0.0336064
23,-1.4567367,-1.6138546,"('insincere', 'sincere')",2.5192678,2.5185986,0.5312656,0.452372,-0.0788936
24,-1.377995,-1.3781606,"('dishonest', 'honest')",-1.2773985,-1.2939814,-1.3276968,-1.336071,-0.0083742
25,0.28417337,0.2798336,"('egoistic', 'altruistic')",0.5830314,0.54749125,0.4336024,0.4136624,-0.01994
26,0.25665632,0.16316348,"('hardhearted', 'benevolent')",1.4957699,1.340017,0.8762131,0.7515903,-0.1246228
27,-0.39543572,-0.4129882,"('hardhearted', 'softhearted')",0.37395024,0.35367712,-0.0107427,-0.0296555,-0.0189128
28,-0.9413801,-1.1125913,"('disloyal', 'loyal')",0.027086094,-0.15815279,-0.457147,-0.635372,-0.178225
29,-0.31274804,-0.29683635,"('unfair', 'fair')",-1.4227518,-1.4158204,-0.8677499,-0.8563284,0.0114215
30,-0.83676344,-0.85611373,"('intolerant', 'tolerant')",0.16340551,0.1381819,-0.336679,-0.3589659,-0.0222869
31,-0.18509138,-0.08868893,"('evil', 'good')",-1.1348641,-1.0634172,-0.6599777,-0.5760531,0.0839246
32,-0.16489074,-0.3960466,"('unkind', 'kind')",1.3238715,1.1150569,0.5794904,0.3595051,-0.2199853
33,0.32835406,0.24285516,"('wrong', 'right')",0.39241034,0.37841833,0.3603822,0.3106368,-0.0497454
34,-0.5057276,-0.42648545,"('mean', 'honorable')",2.0393262,2.1864796,0.7667993,0.8799971,0.1131978
35,0.8889372,0.86748856,"('corrupt', 'incorrupt')",-0.37038705,-0.38297307,0.2592751,0.2422577,-0.0170174
36,-0.031201638,-0.110842004,"('hostile', 'amicable')",-0.41841182,-0.48110637,-0.2248067,-0.2959742,-0.0711675
37,-0.7831733,-0.8388712,"('fake', 'genuine')",-0.28172082,-0.2955076,-0.5324471,-0.5671894,-0.0347423
38,-1.4315228,-1.4554594,"('untruthful', 'truthful')",0.12305492,0.18749379,-0.6542339,-0.6339828,0.0202511
39,0.224118,0.22923869,"('exploitative', 'cooperative')",-0.047957,-0.07353005,0.0880805,0.0778543,-0.0102262
40,0.46364295,0.42511976,"('stingy', 'generous')",-0.524385,-0.5420372,-0.030371,-0.0584587,-0.0280877
41,0.062648535,0.07033532,"('unforgiving', 'forgiving')",0.8096086,0.8149536,0.4361286,0.4426445,0.0065159
42,-0.09734898,-0.08343972,"('unreliable', 'reliable')",-1.2860751,-1.2807305,-0.691712,-0.6820851,0.0096269
43,-1.1457072,-1.1662754,"('irresponsible', 'responsible')",0.15107074,0.15206891,-0.4973183,-0.5071032,-0.0097849
44,0.5784294,0.600665,"('prejudiced', 'unprejudiced')",-0.71797335,-0.7098074,-0.069772,-0.0545712,0.0152008
45,-1.1938583,-1.2287302,"('incompetent', 'competent')",-0.08212023,-0.08289415,-0.6379892,-0.6558121,-0.0178229
46,-1.001683,-1.121802,"('uncompetitive', 'competitive')",0.07159803,-0.03807085,-0.4650425,-0.5799364,-0.1148939
47,-0.065077156,-0.031932473,"('stupid', 'smart')",2.765467,2.8028274,1.3501949,1.3854475,0.0352526
48,-0.1075297,-0.14015874,"('unintelligent', 'intelligent')",0.46524954,0.37325996,0.1788599,0.1165506,-0.0623093
49,0.21747619,0.28379118,"('unable', 'able')",0.87987113,0.9298517,0.5486736,0.6068214,0.0581478
50,-0.031814784,-0.093304835,"('clumsy', 'skillful')",0.8388852,0.79078966,0.4035352,0.3487424,-0.0547928
51,-0.622159,-0.7654323,"('uneducated', 'educated')",0.25991946,0.16011557,-0.1811198,-0.3026584,-0.1215386
52,0.63728094,0.49997476,"('irrational', 'rational')",0.3801348,0.2957065,0.5087079,0.3978406,-0.1108673
53,-1.2618968,-1.3583157,"('uncreative', 'creative')",-0.28755975,-0.39260423,-0.7747283,-0.87546,-0.1007317
54,-0.5467249,-0.72795224,"('incapable', 'capable')",1.0101563,0.9148519,0.2317157,0.0934498,-0.1382659
55,-0.09667844,-0.10242604,"('incompetent', 'clever')",0.34872517,0.26114848,0.1260234,0.0793612,-0.0466622
56,-1.1721627,-1.1952623,"('impractical', 'practical')",-0.016505223,-0.013262069,-0.5943339,-0.6042622,-0.0099283
57,-1.1731524,-1.2733519,"('unimaginative', 'imaginative')",-1.2693981,-1.3615917,-1.2212753,-1.3174717,-0.0961964
58,-0.761173,-0.756402,"('undiscriminating', 'discriminating')",-0.801211,-0.7635054,-0.781192,-0.7599537,0.0212383
59,0.8361865,0.89520794,"('foolish', 'wise')",0.1611391,0.19001001,0.4986628,0.542609,0.0439462
60,-1.0646507,-0.96640193,"('inefficient', 'efficient')",-0.032909416,0.06620489,-0.54878,-0.4500985,0.0986815
61,-1.1010294,-1.1894313,"('illogical', 'logical')",-0.5399649,-0.63902354,-0.8204972,-0.9142274,-0.0937302
62,-0.83606213,-0.76538,"('incompetent', 'brilliant')",0.1926784,0.28683075,-0.3216919,-0.2392746,0.0824173
63,-0.8977373,-0.9193266,"('unperceptive', 'insightful')",0.68487847,0.7091963,-0.1064294,-0.1050651,0.0013643
64,-0.1524465,-0.107927695,"('shy', 'confident')",-2.32489,-2.3675358,-1.2386682,-1.2377318,0.0009364
65,-0.382603,-0.38372785,"('insecure', 'secure')",-0.29288262,-0.34852755,-0.3377428,-0.3661277,-0.0283849
66,-1.1019697,-1.1426432,"('inactive', 'active')",-0.65737164,-0.6602525,-0.8796707,-0.9014479,-0.0217772
67,-0.2381278,-0.14979106,"('doubtful', 'determined')",-0.22444558,-0.11883669,-0.2312867,-0.1343139,0.0969728
68,-0.68595946,-0.67665184,"('dependent', 'independent')",-0.9606196,-0.91335356,-0.8232895,-0.7950027,0.0282868
69,0.39590088,0.4783813,"('lazy', 'industrious')",0.4538287,0.57757497,0.4248648,0.5279781,0.1031133
70,-1.1805848,-1.1681473,"('lethargic', 'energetic')",-0.6091244,-0.6293516,-0.8948546,-0.8987495,-0.0038949
71,-0.26084358,-0.32133767,"('diffident', 'self-confident')",0.8366424,0.8305191,0.2878994,0.2545907,-0.0333087
72,-0.44670293,-0.41962078,"('unambitious', 'ambitious')",-0.52466685,-0.47674492,-0.4856849,-0.4481829,0.037502
73,0.70781,0.65832317,"('helpless', 'self-reliant')",-1.8100725,-1.8066678,-0.5511312,-0.5741723,-0.0230411
74,-0.7381696,-0.7824411,"('undedicated', 'dedicated')",-0.0072647333,-0.04001677,-0.3727172,-0.4112289,-0.0385117
75,0.15519682,0.16507328,"('meek', 'impulsive')",-0.5512159,-0.49293587,-0.1980095,-0.1639313,0.0340782
76,-0.7060348,-0.65421915,"('anxious', 'daring')",-0.3213681,-0.3217407,-0.5137014,-0.4879799,0.0257215
77,-0.949848,-0.9417311,"('unmotivated', 'motivated')",-0.16819827,-0.1458482,-0.5590231,-0.5437896,0.0152335
78,0.11855351,0.04416783,"('nonresilient', 'resilient')",1.6102787,1.6164978,0.8644161,0.8303328,-0.0340833
79,-0.8033773,-0.788564,"('wavering', 'unwavering')",-0.3998812,-0.34560347,-0.6016293,-0.5670837,0.0345456
80,-0.100359894,-0.061202254,"('dominated', 'dominating')",0.085554324,0.11089428,-0.0074028,0.024846,0.0322488
81,-0.55446625,-0.63925,"('submissive', 'aggressive')",0.042975478,-0.036432534,-0.2557454,-0.3378413,-0.0820959
82,-0.40583247,-0.48718834,"('poor', 'rich')",2.540529,2.5036376,1.0673482,1.0082246,-0.0591236
83,-0.42669332,-0.44893828,"('powerless', 'powerful')",-0.24855858,-0.24681425,-0.337626,-0.3478763,-0.0102503
84,-0.00256332,-0.009127891,"('inferior', 'superior')",0.014206685,-0.009017173,0.0058217,-0.0090725,-0.0148942
85,1.3511773,1.1983322,"('insignificant', 'prestigious')",1.0197415,0.95388,1.1854594,1.0761061,-0.1093533
86,-1.5516546,-1.6985774,"('uninfluential', 'influential')",-0.108580485,-0.27387482,-0.8301175,-0.9862261,-0.1561086
87,-0.17631552,-0.21940044,"('unsuccessful', 'successful')",0.7950904,0.8044341,0.3093874,0.2925168,-0.0168706
88,-0.81585354,-0.9398481,"('low', 'eminent')",0.3700378,0.23773864,-0.2229079,-0.3510547,-0.1281468
