,vertex_male,vertex_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.43261597,-0.58647466,"('unsociable', 'sociable')",0.08751076,-0.05457518,-0.75557745,-0.975719,-0.3668942,-0.5389229,-0.1720287
1,-0.18534699,-0.2649491,"('unfriendly', 'friendly')",0.86977965,0.73712564,1.9639075,1.8369161,0.8827801,0.7696975,-0.1130826
2,-0.31949615,-0.31439227,"('unlikable', 'likable')",0.57856435,0.5933374,0.6815896,0.8149737,0.3135526,0.3646396,0.051087
3,0.14216036,0.20293176,"('repellent', 'pleasant')",-1.3669353,-1.3061465,-0.1824232,-0.15362176,-0.469066,-0.4189455,0.0501205
4,-1.4521738,-1.5672851,"('disliked', 'liked')",0.3135839,0.23817334,-5.5957494,-5.6749406,-2.2447797,-2.3346841,-0.0899044
5,-0.9612058,-0.9095999,"('distant', 'outgoing')",0.345164,0.3617931,0.28052175,0.3935901,-0.11184,-0.0514056,0.0604344
6,-1.6299459,-1.5897152,"('distant', 'open')",0.34263837,0.33620024,1.1011028,1.2241576,-0.0620682,-0.0097858,0.0522824
7,0.543372,0.49717444,"('insensitive', 'sensitive')",-1.3109323,-1.3525074,-0.087012544,-0.078305736,-0.2848576,-0.3112129,-0.0263553
8,0.38448724,0.3410124,"('unaffectionate', 'affectionate')",0.3542531,0.30016732,0.7700493,0.75097173,0.5029298,0.4640505,-0.0388793
9,1.3116341,1.2767304,"('unaffectionate', 'caring')",0.376166,0.32189023,0.96300036,0.9507684,0.8836002,0.8497964,-0.0338038
10,0.7679285,0.59855056,"('unsympathetic', 'sympathetic')",-1.192632,-1.2748678,-0.99210674,-1.130516,-0.4722701,-0.6022778,-0.1300077
11,-0.38991174,-0.32304603,"('unhelpful', 'helpful')",-0.1154612,-0.13537633,0.9921679,0.9718577,0.162265,0.1711451,0.0088801
12,0.59430575,0.6108005,"('unsupportive', 'supportive')",0.6372689,0.65992236,-1.984814,-1.9947437,-0.2510798,-0.2413403,0.0097395
13,-0.90736246,-0.9190202,"('impolite', 'polite')",-1.1952969,-1.1833271,-0.7293439,-0.82895446,-0.944001,-0.9771006,-0.0330996
14,0.4659,0.40975392,"('antisocial', 'social')",-0.75059783,-0.75555336,-1.1849748,-1.3092734,-0.4898909,-0.5516909,-0.0618
15,-0.17809367,-0.26032674,"('boring', 'funny')",0.19851379,0.14128584,0.437623,0.4266291,0.152681,0.1025294,-0.0501516
16,-1.045042,-1.095576,"('unpopular', 'popular')",0.25963756,0.24593568,0.9502376,0.97906643,0.0549444,0.043142,-0.0118024
17,-0.8265669,-0.8174904,"('nasty', 'nice')",-1.0722915,-1.0113239,-0.715231,-0.59084606,-0.8713631,-0.8065534,0.0648097
18,-0.19664212,-0.27269006,"('disagreeable', 'welcoming')",0.16928707,0.151091,-0.05357644,-0.06457252,-0.0269772,-0.0620572,-0.03508
19,-0.7936734,-0.7593095,"('inhospitable', 'hospitable')",-0.23572156,-0.23303474,0.31084487,0.51510483,-0.2395167,-0.1590798,0.0804369
20,0.97056156,0.94610614,"('rough', 'thoughtful')",0.38056937,0.41861528,1.0026546,0.94690233,0.7845952,0.7705413,-0.0140539
21,0.12517409,0.051451184,"('immoral', 'moral')",-0.35824788,-0.41525203,-1.2023569,-1.2984765,-0.4784769,-0.5540924,-0.0756155
22,-1.5846485,-1.6036441,"('untrustworthy', 'trustworthy')",-0.85335326,-0.9296583,-1.1416433,-1.2517695,-1.193215,-1.2616906,-0.0684756
23,0.49675223,0.4754669,"('insincere', 'sincere')",-0.5738202,-0.6583792,4.4252543,4.330876,1.4493955,1.3826545,-0.066741
24,0.6663857,0.6469372,"('dishonest', 'honest')",-1.249966,-1.2904742,0.2736478,0.18130705,-0.1033108,-0.1540766,-0.0507658
25,1.3506961,1.3328564,"('egoistic', 'altruistic')",0.6271709,0.65951204,1.7489163,1.7127013,1.2422611,1.2350233,-0.0072378
26,1.0468953,0.9248298,"('hardhearted', 'benevolent')",1.5023483,1.5070719,1.7834029,1.6403879,1.4442155,1.3574298,-0.0867857
27,0.43749017,0.5015747,"('hardhearted', 'softhearted')",-0.2465065,-0.24767864,1.8055496,1.7120644,0.6655111,0.6553202,-0.0101909
28,0.685516,0.53336823,"('disloyal', 'loyal')",0.27912125,0.14407052,0.7790709,0.6319674,0.581236,0.4364687,-0.1447673
29,-0.66009384,-0.68466693,"('unfair', 'fair')",-0.76458627,-0.79725856,-0.41295087,-0.52179986,-0.6125437,-0.6679084,-0.0553647
30,1.3964485,1.3608601,"('intolerant', 'tolerant')",0.12319913,0.0687583,0.6886388,0.5965566,0.7360954,0.6753917,-0.0607037
31,-1.6138157,-1.4582094,"('evil', 'good')",-0.23013419,-0.1756776,-0.29496655,-0.26957157,-0.7129721,-0.6344862,0.0784859
32,0.8825265,0.8316672,"('unkind', 'kind')",0.40823644,0.36748543,0.7927245,0.5686435,0.6944958,0.5892653,-0.1052305
33,0.8683768,0.7400236,"('wrong', 'right')",1.0692358,1.0202333,0.061909374,0.027810447,0.6665073,0.5960224,-0.0704849
34,0.8864713,1.0535588,"('mean', 'honorable')",-0.50790775,-0.40610826,5.540432,5.7539334,1.9729985,2.1337946,0.1607961
35,-0.5831546,-0.5962319,"('corrupt', 'incorrupt')",-0.015644835,0.005132377,0.6768215,0.6513899,0.0260073,0.0200968,-0.0059105
36,-0.3661917,-0.35142383,"('hostile', 'amicable')",-0.561287,-0.61019176,1.0737008,0.97017044,0.0487407,0.0028516,-0.0458891
37,0.68258023,0.64211553,"('fake', 'genuine')",-0.64109117,-0.65928113,0.1827158,0.17712282,0.074735,0.0533191,-0.0214159
38,-1.071062,-1.0459646,"('untruthful', 'truthful')",-0.16492276,-0.18960664,-0.34693933,-0.32781392,-0.5276413,-0.5211284,0.0065129
39,1.5217605,1.581974,"('exploitative', 'cooperative')",-0.14005779,-0.12909026,-0.14483276,-0.1576604,0.41229,0.4317411,0.0194511
40,0.06832389,-0.068576805,"('stingy', 'generous')",0.57821614,0.52830094,-1.2454822,-1.3418304,-0.1996474,-0.2940354,-0.094388
41,0.055516604,-0.059147075,"('unforgiving', 'forgiving')",0.75723064,0.71237737,0.22272828,0.04773108,0.3451585,0.2336538,-0.1115047
42,-0.46342334,-0.50906444,"('unreliable', 'reliable')",0.108534545,0.108020246,-2.685829,-2.6292446,-1.0135725,-1.0100962,0.0034763
43,0.09388127,0.07401441,"('irresponsible', 'responsible')",-0.120008826,-0.10401152,-0.19617832,-0.20630908,-0.074102,-0.0787687,-0.0046667
44,-1.8193014,-1.7984141,"('prejudiced', 'unprejudiced')",-1.526799,-1.4747527,-1.3152142,-1.2454814,-1.5537715,-1.506216,0.0475555
45,-1.1871994,-1.2845919,"('incompetent', 'competent')",-0.49025702,-0.5687489,-0.55640763,-0.70085955,-0.7446214,-0.8514001,-0.1067787
46,0.12799844,0.07605187,"('uncompetitive', 'competitive')",-0.21434636,-0.21991906,-1.0265166,-1.1764644,-0.3709548,-0.4401105,-0.0691557
47,-0.5563568,-0.44804165,"('stupid', 'smart')",0.5607441,0.6024138,5.129276,5.2294765,1.7112211,1.7946162,0.0833951
48,1.2361013,1.1254643,"('unintelligent', 'intelligent')",0.6567099,0.66718084,0.07649613,0.002824854,0.6564358,0.59849,-0.0579458
49,0.0689062,0.09597712,"('unable', 'able')",0.12769194,0.2532593,-0.21776682,-0.041513264,-0.0070562,0.1025744,0.1096306
50,-0.35839525,-0.38355237,"('clumsy', 'skillful')",0.084103264,0.056675248,0.2868853,0.27409244,0.0041978,-0.0175949,-0.0217927
51,-0.7991416,-0.8663365,"('uneducated', 'educated')",-0.13249905,-0.21630046,-0.27794492,-0.38654217,-0.4031952,-0.4897264,-0.0865312
52,0.4503048,0.30732438,"('irrational', 'rational')",0.1878007,0.02277597,0.6297025,0.5239472,0.4226027,0.2846825,-0.1379202
53,-0.34709722,-0.41958812,"('uncreative', 'creative')",-0.1695892,-0.20751262,0.8296292,0.8228232,0.1043142,0.0652408,-0.0390734
54,0.052197672,-0.037810486,"('incapable', 'capable')",0.052143686,-0.0119857825,0.9587464,1.0836797,0.3543626,0.3446278,-0.0097348
55,0.66850686,0.54432166,"('incompetent', 'clever')",-0.1267849,-0.17914072,-0.5767807,-0.6900907,-0.0116862,-0.1083033,-0.0966171
56,0.079972126,-0.029370565,"('impractical', 'practical')",0.34755227,0.30154836,-0.92926985,-0.9712269,-0.1672485,-0.2330164,-0.0657679
57,-1.1319418,-1.2805618,"('unimaginative', 'imaginative')",-0.36240196,-0.39602882,-2.4799256,-2.6081095,-1.3247565,-1.4282335,-0.103477
58,0.051241666,-0.0099734105,"('undiscriminating', 'discriminating')",-0.420232,-0.4445716,-0.22597802,-0.26501697,-0.1983228,-0.239854,-0.0415312
59,-0.45825252,-0.40134773,"('foolish', 'wise')",0.8163579,0.81531334,0.6872676,0.7347735,0.3484577,0.382913,0.0344553
60,0.88378704,0.8868698,"('inefficient', 'efficient')",-0.43050188,-0.38622293,-1.0244092,-1.0204687,-0.1903747,-0.173274,0.0171007
61,0.041508064,-0.12087237,"('illogical', 'logical')",-0.4070946,-0.5301026,0.06850925,-0.12221168,-0.0990258,-0.2577289,-0.1587031
62,0.40223107,0.4041701,"('incompetent', 'brilliant')",-0.28085443,-0.22420955,-0.78099734,-0.67275816,-0.2198736,-0.1642659,0.0556077
63,0.14564407,0.19524913,"('unperceptive', 'insightful')",0.0947997,0.09976071,0.33280683,0.37792072,0.1910835,0.2243102,0.0332267
