,lauder_male,lauder_female,tuple,estee_male,estee_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.75501883,-0.81726986,"('unsociable', 'sociable')",-0.792359,-0.87660754,-0.062129386,-0.18647352,-0.48400056,-0.53087276,-0.5233769,-0.6028059,-0.079429
1,-0.32892212,-0.49485737,"('unfriendly', 'friendly')",-0.09390252,-0.28582323,-0.8851973,-1.0102649,1.6533251,1.4747044,0.0863258,-0.0790603,-0.1653861
2,0.67091644,0.6538293,"('unlikable', 'likable')",0.50360125,0.57985926,0.9483019,0.9539332,0.46038365,0.59742016,0.6458008,0.6962605,0.0504597
3,-1.3762479,-1.3234903,"('repellent', 'pleasant')",-2.401479,-2.287101,0.0018154271,0.010743624,-0.22285995,-0.17222261,-0.9996929,-0.9430176,0.0566753
4,0.74227285,0.72261465,"('disliked', 'liked')",0.8365755,0.82583845,-0.64213943,-0.65549165,-5.4055867,-5.423743,-1.1172194,-1.1326953,-0.0154759
5,0.9836148,0.9370889,"('distant', 'outgoing')",1.1417129,1.0933683,-1.0105361,-0.90103835,-0.26828638,-0.27306342,0.2116263,0.2140889,0.0024626
6,0.5915118,0.5178498,"('distant', 'open')",1.4701216,1.4176944,-1.0165077,-0.9392081,0.59969836,0.54353946,0.411206,0.3849689,-0.0262371
7,-0.22668442,-0.21500891,"('insensitive', 'sensitive')",-1.2469202,-1.1825918,-0.6756037,-0.73833966,0.60009396,0.6310017,-0.3872786,-0.3762347,0.0110439
8,0.16106366,0.04670396,"('unaffectionate', 'affectionate')",0.1960952,0.075892374,-1.4290378,-1.4724537,0.78085023,0.6360537,-0.0727572,-0.1784509,-0.1056937
9,-0.42922175,-0.5261824,"('unaffectionate', 'caring')",-0.4582546,-0.56396025,-0.9584756,-1.0450379,1.2824372,1.1953233,-0.1408787,-0.2349643,-0.0940856
10,-1.3597931,-1.3584462,"('unsympathetic', 'sympathetic')",-2.6561303,-2.6299167,-0.6425611,-0.7062386,-0.0017202757,0.009886514,-1.1650512,-1.1711787,-0.0061275
11,-0.7373435,-0.7674209,"('unhelpful', 'helpful')",-1.344743,-1.3724077,0.13252383,0.06376531,1.9525543,2.013256,0.0007479,-0.0157018,-0.0164497
12,0.40947884,0.41258818,"('unsupportive', 'supportive')",-0.3305403,-0.32206917,-0.59855235,-0.6034109,-1.3111844,-1.2256689,-0.4576995,-0.4346402,0.0230593
13,-0.4255787,-0.41725978,"('impolite', 'polite')",-0.5701758,-0.5278303,0.60489255,0.54270405,-0.6544438,-0.6324658,-0.2613264,-0.2587129,0.0026135
14,-1.3835326,-1.326125,"('antisocial', 'social')",-1.300727,-1.2120032,0.03388395,-0.051554933,-0.96851814,-0.9074254,-0.9047234,-0.8742772,0.0304462
15,0.37462732,0.32729393,"('boring', 'funny')",1.1947815,1.1904882,0.6599139,0.6514313,0.3652426,0.3580251,0.6486413,0.6318097,-0.0168316
16,-0.29666236,-0.35130608,"('unpopular', 'popular')",0.10157843,0.011985172,-0.5624316,-0.60381603,0.4615708,0.4003458,-0.0739862,-0.1356978,-0.0617116
17,0.92713946,0.97127694,"('nasty', 'nice')",0.24811377,0.3112288,-0.8510554,-0.78167194,-0.79418516,-0.73642313,-0.1174968,-0.0588973,0.0585995
18,-0.06712361,-0.074842915,"('disagreeable', 'welcoming')",-0.16684207,-0.16914195,-1.8658655,-1.8488553,-0.63499975,-0.6876103,-0.6837077,-0.6951126,-0.0114049
19,0.7769924,0.77003443,"('inhospitable', 'hospitable')",0.9257426,0.9160545,-0.27958906,-0.19762321,-0.061931822,-0.024249038,0.3403035,0.3660541,0.0257506
20,0.59883475,0.5978603,"('rough', 'thoughtful')",-0.17446195,-0.20114495,-0.059687182,-0.07484367,1.0488186,0.9963638,0.353376,0.3295589,-0.0238171
