,decongestant_male,decongestant_female,tuple,average_male,average_female,female-male
0,-1.8220392,-1.9564666,"('unsociable', 'sociable')",-1.8220392,-1.9564666,-0.1344274
1,-1.6987792,-1.8082414,"('unfriendly', 'friendly')",-1.6987792,-1.8082414,-0.1094622
2,0.023945626,0.0272592,"('unlikable', 'likable')",0.0239456,0.0272592,0.0033136
3,-0.47068357,-0.42320114,"('repellent', 'pleasant')",-0.4706836,-0.4232011,0.0474825
4,-1.514243,-1.5270753,"('disliked', 'liked')",-1.514243,-1.5270753,-0.0128323
5,-1.1296619,-0.9848066,"('distant', 'outgoing')",-1.1296619,-0.9848066,0.1448553
6,-1.1153562,-0.99326915,"('distant', 'open')",-1.1153562,-0.9932691,0.1220871
7,-1.2843606,-1.2305697,"('insensitive', 'sensitive')",-1.2843606,-1.2305697,0.0537909
8,-2.2236948,-2.2583652,"('unaffectionate', 'affectionate')",-2.2236948,-2.2583652,-0.0346704
9,-2.446346,-2.4782035,"('unaffectionate', 'caring')",-2.446346,-2.4782035,-0.0318575
10,-1.1862935,-1.2025486,"('unsympathetic', 'sympathetic')",-1.1862935,-1.2025486,-0.0162551
11,-0.06587877,-0.100659445,"('unhelpful', 'helpful')",-0.0658788,-0.1006594,-0.0347806
12,-1.9462508,-1.8471922,"('unsupportive', 'supportive')",-1.9462508,-1.8471922,0.0990586
13,-1.1319013,-1.2745045,"('impolite', 'polite')",-1.1319013,-1.2745045,-0.1426032
14,-0.47515374,-0.5061647,"('antisocial', 'social')",-0.4751537,-0.5061647,-0.031011
15,-0.07795265,-0.15361685,"('boring', 'funny')",-0.0779527,-0.1536168,-0.0756641
16,-0.5124396,-0.6385009,"('unpopular', 'popular')",-0.5124396,-0.6385009,-0.1260613
17,-0.28270692,-0.2211297,"('nasty', 'nice')",-0.2827069,-0.2211297,0.0615772
18,-0.6263057,-0.53130317,"('disagreeable', 'welcoming')",-0.6263057,-0.5313032,0.0950025
19,-1.6983411,-1.5906837,"('inhospitable', 'hospitable')",-1.6983411,-1.5906837,0.1076574
20,0.84899217,0.78640276,"('rough', 'thoughtful')",0.8489922,0.7864028,-0.0625894
21,-0.18020912,-0.19587621,"('immoral', 'moral')",-0.1802091,-0.1958762,-0.0156671
22,-0.34210184,-0.41696078,"('untrustworthy', 'trustworthy')",-0.3421018,-0.4169608,-0.074859
23,0.0366987,-0.04286533,"('insincere', 'sincere')",0.0366987,-0.0428653,-0.079564
