,rockwell_male,rockwell_female,tuple,automation_male,automation_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.31656078,-0.32701638,"('unsociable', 'sociable')",0.07837762,-0.0050863996,-0.39872202,-0.5682954,-0.2123017,-0.3001327,-0.087831
1,2.0597477,1.804854,"('unfriendly', 'friendly')",0.26893362,-0.052495502,2.0830603,1.8827771,1.4705804,1.2117119,-0.2588685
2,0.80098146,0.836738,"('unlikable', 'likable')",0.3690427,0.348658,0.4431083,0.4718734,0.5377108,0.5524231,0.0147123
3,-1.7681714,-1.7410885,"('repellent', 'pleasant')",-0.6713266,-0.6569327,0.47019118,0.45690003,-0.6564356,-0.6470404,0.0093952
4,-0.17226876,-0.31392577,"('disliked', 'liked')",-0.4637009,-0.5776063,-6.629229,-6.8058434,-2.4217329,-2.5657918,-0.1440589
5,0.6848843,0.57914746,"('distant', 'outgoing')",-0.51461726,-0.5656134,-0.11399673,-0.15451932,0.0187568,-0.0469951,-0.0657519
6,0.061816737,-0.039311733,"('distant', 'open')",-0.738541,-0.8181135,0.5152956,0.49757004,-0.0538095,-0.1199517,-0.0661422
7,-0.3829073,-0.37281942,"('insensitive', 'sensitive')",-1.1773992,-1.1692686,0.7802531,0.7216443,-0.2600178,-0.2734812,-0.0134634
8,0.97996587,0.8707391,"('unaffectionate', 'affectionate')",-0.08540714,-0.19184855,1.1940111,1.0263206,0.69619,0.5684037,-0.1277863
9,1.0803213,0.9780939,"('unaffectionate', 'caring')",-0.25870234,-0.415343,1.4785132,1.356276,0.7667108,0.6396757,-0.1270351
10,-1.2710841,-1.2489492,"('unsympathetic', 'sympathetic')",-1.7224513,-1.7026297,-0.26486024,-0.3003564,-1.0861319,-1.0839784,0.0021535
11,-0.66610503,-0.6243204,"('unhelpful', 'helpful')",-0.24512042,-0.22548053,1.3733743,1.4716839,0.1540496,0.2072943,0.0532447
12,0.9874264,1.0083308,"('unsupportive', 'supportive')",0.25048226,0.27154475,-1.5971059,-1.6976593,-0.1197324,-0.1392612,-0.0195288
13,-0.3320407,-0.2788244,"('impolite', 'polite')",-0.39257517,-0.36104026,-0.4004668,-0.37832138,-0.3750276,-0.3393954,0.0356322
14,-0.047245827,0.04684301,"('antisocial', 'social')",-0.056982145,-0.048164662,-0.58616036,-0.6843893,-0.2301294,-0.2285703,0.0015591
15,0.54936045,0.45842656,"('boring', 'funny')",-0.27054024,-0.36377272,0.55198956,0.5006922,0.2769366,0.1984487,-0.0784879
16,-1.3486363,-1.4196033,"('unpopular', 'popular')",-0.7044231,-0.7670452,0.40879017,0.43280149,-0.5480897,-0.5846157,-0.036526
17,-1.0178039,-1.0672349,"('nasty', 'nice')",-0.6893356,-0.67280203,-0.2957663,-0.23261108,-0.6676353,-0.6575493,0.010086
18,0.18115635,0.053143725,"('disagreeable', 'welcoming')",-0.1774509,-0.2706634,-0.19223647,-0.29635787,-0.0628437,-0.1712925,-0.1084488
19,0.17352666,0.05371001,"('inhospitable', 'hospitable')",-0.25100762,-0.30929407,0.33301854,0.3564058,0.0851792,0.0336072,-0.051572
20,0.19352868,0.14184877,"('rough', 'thoughtful')",1.1724386,1.1327606,1.0677294,0.9695086,0.8112322,0.7480393,-0.0631929
21,-0.5500713,-0.5955733,"('immoral', 'moral')",-0.29663083,-0.35169953,-0.8465783,-0.85989684,-0.5644268,-0.6023899,-0.0379631
22,-0.1626222,-0.19645885,"('untrustworthy', 'trustworthy')",-0.34518403,-0.45448583,-0.64652115,-0.74521595,-0.3847758,-0.4653869,-0.0806111
23,-0.22032832,-0.25850344,"('insincere', 'sincere')",-0.984434,-1.101078,5.833231,5.807637,1.5428228,1.4826852,-0.0601376
24,0.2128686,0.2475921,"('dishonest', 'honest')",-1.3589255,-1.3699383,0.75529194,0.62875444,-0.130255,-0.1645306,-0.0342756
25,1.5374268,1.472446,"('egoistic', 'altruistic')",1.0642756,0.97596765,1.6888719,1.608446,1.4301914,1.3522865,-0.0779049
26,2.864277,2.7600446,"('hardhearted', 'benevolent')",1.4612727,1.3504684,1.8638294,1.7375667,2.0631262,1.9493599,-0.1137663
27,-0.05726682,-0.05287079,"('hardhearted', 'softhearted')",-0.005979754,-0.020930484,1.9020162,1.6893219,0.6129232,0.5385069,-0.0744163
28,-0.10231954,-0.23633158,"('disloyal', 'loyal')",-1.1989479,-1.34901,0.93877846,0.8107071,-0.1208296,-0.2582115,-0.1373819
29,0.4608366,0.33744475,"('unfair', 'fair')",-1.0022833,-1.0866361,-0.032499846,-0.22285596,-0.1913155,-0.3240157,-0.1327002
30,-0.63051546,-0.64069784,"('intolerant', 'tolerant')",-0.89145243,-0.97369677,0.773111,0.6940292,-0.249619,-0.3067885,-0.0571695
31,0.8418824,0.72633463,"('evil', 'good')",-0.09078262,-0.23321486,-0.32017767,-0.49009708,0.1436407,0.0010076,-0.1426331
32,0.39389247,0.3387731,"('unkind', 'kind')",-0.9712204,-1.0030926,1.0432317,0.813738,0.1553013,0.0498062,-0.1054951
33,1.8319392,1.689572,"('wrong', 'right')",0.9891118,0.80580026,-0.10757689,-0.23892556,0.9044914,0.7521489,-0.1523425
34,-0.22109327,-0.15681753,"('mean', 'honorable')",0.038308963,0.10896214,5.5804224,5.8146415,1.7992128,1.922262,0.1230492
35,0.74999034,0.59093,"('corrupt', 'incorrupt')",0.77888215,0.7033504,0.2002583,0.09227294,0.5763769,0.4621844,-0.1141925
36,1.2425692,1.00809,"('hostile', 'amicable')",0.5812427,0.33906895,0.58367366,0.40035826,0.8024952,0.5825057,-0.2199895
37,-0.074654214,-0.110222116,"('fake', 'genuine')",0.11169986,0.08984277,0.4881866,0.4365755,0.1750774,0.1387321,-0.0363453
