,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,female-male
0,-1.0825791,-1.108952,"('unsociable', 'sociable')",-0.2953893,-0.33622873,-0.4008207,-0.48325402,-0.5929297,-0.6428116,-0.0498819
1,0.32017773,0.16774815,"('unfriendly', 'friendly')",1.5304478,1.4302195,1.8225343,1.7576438,1.2243866,1.1185371,-0.1058495
2,0.5927595,0.68979245,"('unlikable', 'likable')",0.24160823,0.33552906,0.72191226,0.92109025,0.51876,0.6488039,0.1300439
3,-0.14793162,-0.12467674,"('repellent', 'pleasant')",-0.38649952,-0.31761006,0.54286927,0.6278139,0.0028127,0.0618424,0.0590297
4,-0.49210906,-0.5817609,"('disliked', 'liked')",0.59559476,0.5359445,-7.3303523,-7.3596716,-2.4089556,-2.468496,-0.0595404
5,-0.38219726,-0.44376278,"('distant', 'outgoing')",0.76335996,0.78022873,-0.24396305,-0.13399519,0.0457332,0.0674903,0.0217571
6,-0.14175229,-0.18214956,"('distant', 'open')",0.51567477,0.54352874,0.23738326,0.34767163,0.2037686,0.2363503,0.0325817
7,0.9473198,1.0514504,"('insensitive', 'sensitive')",0.12649858,0.230782,0.33075094,0.39773276,0.4681898,0.5599884,0.0917986
8,0.14459057,0.151744,"('unaffectionate', 'affectionate')",0.47067764,0.42044717,0.7283261,0.72642905,0.4478648,0.4328734,-0.0149914
9,0.81188875,0.8125293,"('unaffectionate', 'caring')",0.52274823,0.49003795,1.1397035,1.155748,0.8247801,0.8194385,-0.0053416
10,0.23020488,0.3918978,"('unsympathetic', 'sympathetic')",-1.0269227,-0.9122126,-0.33167958,-0.26576158,-0.3761325,-0.2620255,0.114107
11,-0.10459179,-0.037267145,"('unhelpful', 'helpful')",-0.1524283,-0.03036253,1.54301,1.6168098,0.4286633,0.5163934,0.0877301
12,0.7690198,0.85551304,"('unsupportive', 'supportive')",0.08039011,0.26745862,-2.2041824,-2.1155372,-0.4515909,-0.3308552,0.1207357
13,-0.45711574,-0.47644117,"('impolite', 'polite')",-0.100311756,-0.014772769,-0.24914554,-0.2219249,-0.2688577,-0.2377129,0.0311448
14,-0.1612877,-0.12835546,"('antisocial', 'social')",-0.33640093,-0.32588705,-0.28416175,-0.30791813,-0.2606168,-0.2540536,0.0065632
15,0.01805067,-0.0748721,"('boring', 'funny')",0.30806303,0.18684235,0.48124492,0.5025879,0.2691195,0.2048527,-0.0642668
16,-1.1655906,-1.2665931,"('unpopular', 'popular')",-0.20299803,-0.29287636,-0.019380398,-0.016436376,-0.4626564,-0.5253019,-0.0626455
17,-0.38655254,-0.36947823,"('nasty', 'nice')",0.32391182,0.28754336,-0.044481725,0.016409919,-0.0357075,-0.0218417,0.0138658
18,0.51907265,0.56285995,"('disagreeable', 'welcoming')",0.41630435,0.5362532,-0.638315,-0.56736195,0.0990207,0.1772504,0.0782297
19,0.48287538,0.4512045,"('inhospitable', 'hospitable')",0.105582215,0.100520715,-0.07873537,0.05220982,0.1699074,0.2013117,0.0314043
20,0.24037273,0.30671474,"('rough', 'thoughtful')",-0.67803705,-0.6972753,0.44227087,0.37111422,0.0015355,-0.0064821,-0.0080176
21,0.20154795,0.24345034,"('immoral', 'moral')",-0.5299684,-0.46014425,-0.9668283,-0.85891014,-0.4317496,-0.3585347,0.0732149
22,-0.08993288,-0.06062394,"('untrustworthy', 'trustworthy')",-0.1643855,-0.12175082,-0.6750578,-0.6729228,-0.3097921,-0.2850992,0.0246929
23,0.6862695,0.7489171,"('insincere', 'sincere')",-0.34172946,-0.30406848,5.815053,5.812489,2.0531977,2.0857792,0.0325815
24,0.9871493,1.0223069,"('dishonest', 'honest')",-0.14069426,-0.06056394,0.96889883,0.95212746,0.605118,0.6379568,0.0328388
25,0.90086055,0.8014449,"('egoistic', 'altruistic')",1.5178411,1.4295981,1.7115775,1.6088513,1.3767597,1.2799648,-0.0967949
26,1.5264885,1.4016107,"('hardhearted', 'benevolent')",2.3961518,2.2173507,1.7992984,1.6868742,1.9073129,1.7686119,-0.138701
27,1.1011337,1.1078646,"('hardhearted', 'softhearted')",0.21489131,0.26941782,1.423178,1.3351173,0.9130677,0.9041332,-0.0089345
28,0.38107368,0.31357384,"('disloyal', 'loyal')",-0.38087496,-0.37158495,0.8883965,0.74614227,0.2961984,0.2293771,-0.0668213
29,-0.32891974,-0.42296943,"('unfair', 'fair')",-0.25550434,-0.2588255,-0.3916862,-0.5226613,-0.3253701,-0.4014854,-0.0761153
30,0.33375952,0.4219701,"('intolerant', 'tolerant')",-0.08727932,0.05024858,0.3352727,0.48083067,0.1939176,0.3176831,0.1237655
31,-0.18076356,-0.2257219,"('evil', 'good')",0.2413498,0.22463623,-0.4302276,-0.45077807,-0.1232138,-0.1506212,-0.0274074
32,0.6946911,0.6660025,"('unkind', 'kind')",-0.11380376,-0.12500045,1.0321658,0.9088554,0.5376844,0.4832858,-0.0543986
33,1.2704892,1.127209,"('wrong', 'right')",1.3197211,1.2716874,-0.07027332,-0.20096152,0.839979,0.7326449,-0.1073341
34,-0.12822177,-0.010012411,"('mean', 'honorable')",0.42913312,0.5353212,5.135648,5.3481913,1.8121864,1.9578333,0.1456469
35,-0.49453896,-0.64536,"('corrupt', 'incorrupt')",0.12707523,-0.071909726,-0.1994949,-0.34880197,-0.1889862,-0.3553572,-0.166371
36,-0.46980274,-0.6508847,"('hostile', 'amicable')",0.7214945,0.5310255,0.34824538,0.19703272,0.199979,0.0257245,-0.1742545
37,0.7662639,0.85696864,"('fake', 'genuine')",-0.4935952,-0.47167888,0.079995014,0.095605105,0.1175546,0.1602983,0.0427437
38,0.20916772,0.2201098,"('untruthful', 'truthful')",-0.16818717,-0.07006366,-0.19714183,-0.10575268,-0.0520538,0.0147645,0.0668183
39,1.233284,1.3417792,"('exploitative', 'cooperative')",1.2777412,1.25638,0.6908781,0.7285417,1.0673011,1.1089003,0.0415992
40,0.9518034,1.0049028,"('stingy', 'generous')",0.18974437,0.28672314,-2.198473,-2.294439,-0.3523084,-0.334271,0.0180374
41,0.34626487,0.30351284,"('unforgiving', 'forgiving')",0.37470812,0.42021608,0.36250815,0.29649663,0.3611604,0.3400752,-0.0210852
42,0.64770883,0.8172094,"('unreliable', 'reliable')",-0.7895137,-0.5891043,-3.1362357,-3.0225105,-1.0926802,-0.9314685,0.1612117
43,-0.7033907,-0.5607282,"('irresponsible', 'responsible')",-0.5789738,-0.40713334,0.20505953,0.35284987,-0.3591017,-0.2050039,0.1540978
44,-0.98012304,-0.94687045,"('prejudiced', 'unprejudiced')",-1.0227646,-0.9808545,-1.0539098,-1.0490279,-1.0189325,-0.9922509,0.0266816
45,-0.32193568,-0.33388987,"('incompetent', 'competent')",-0.9840521,-0.90462196,-0.45681095,-0.48872218,-0.5875996,-0.5757447,0.0118549
46,-0.042333674,0.05971229,"('uncompetitive', 'competitive')",-0.26762235,-0.13043246,-1.4593074,-1.4371861,-0.5897545,-0.5026354,0.0871191
47,-0.8192247,-0.7846008,"('stupid', 'smart')",0.4374231,0.44263837,5.1555805,5.303145,1.5912596,1.6537275,0.0624679
48,-0.019525383,0.0013695825,"('unintelligent', 'intelligent')",-0.45630872,-0.464386,-0.622681,-0.55699193,-0.3661717,-0.3400028,0.0261689
49,-1.0719029,-1.0194389,"('unable', 'able')",-1.072224,-0.93379986,-1.0131606,-0.8509414,-1.0524292,-0.9347267,0.1177025
50,-0.25472993,-0.27744615,"('clumsy', 'skillful')",-0.71024144,-0.7510965,-0.46503732,-0.45643702,-0.4766695,-0.4949932,-0.0183237
51,0.21882579,0.15923098,"('uneducated', 'educated')",0.13998924,0.12130507,0.22053662,0.12178608,0.1931172,0.1341074,-0.0590098
52,-0.09894285,-0.34993887,"('irrational', 'rational')",0.95127046,0.7082394,0.42377147,0.2795605,0.4253664,0.2126203,-0.2127461
53,-0.54528636,-0.535396,"('uncreative', 'creative')",0.44046235,0.3920697,0.39764914,0.40487158,0.0976084,0.0871818,-0.0104266
54,0.086174384,-0.014764033,"('incapable', 'capable')",-0.28858888,-0.32905006,0.8708318,0.84971946,0.2228058,0.1686351,-0.0541707
55,-0.10131298,0.022763757,"('incompetent', 'clever')",-1.2865137,-1.1448394,-0.22943613,-0.2073745,-0.5390876,-0.44315,0.0959376
56,0.19288906,0.26105946,"('impractical', 'practical')",-0.17813212,-0.032582343,-0.9716326,-0.88531804,-0.3189586,-0.218947,0.1000116
57,-0.36313975,-0.338858,"('unimaginative', 'imaginative')",-0.2428771,-0.16791785,-3.3214955,-3.310595,-1.3091708,-1.272457,0.0367138
58,0.5759795,0.668144,"('undiscriminating', 'discriminating')",0.2344336,0.3412613,0.08778599,0.13409017,0.2993997,0.3811651,0.0817654
59,-0.2198259,-0.32284567,"('foolish', 'wise')",0.23387305,0.1568914,0.12624587,0.18339926,0.0467643,0.005815,-0.0409493
60,-0.13746803,0.06812808,"('inefficient', 'efficient')",-0.6565763,-0.40171695,-0.74497795,-0.46223995,-0.5130074,-0.2652763,0.2477311
61,-0.20053393,-0.2790227,"('illogical', 'logical')",-0.22587815,-0.27685633,0.076148435,-0.0677448,-0.1167546,-0.2078746,-0.09112
62,0.32085112,0.48182225,"('incompetent', 'brilliant')",-0.35414279,-0.111954674,-0.62255955,-0.39498648,-0.2186171,-0.008373,0.2102441
63,1.1886013,1.2228215,"('unperceptive', 'insightful')",0.22301558,0.3065672,-0.2760006,-0.10784441,0.3785387,0.4738481,0.0953094
64,-0.8561951,-0.8663147,"('shy', 'confident')",-0.84742874,-0.75916797,-6.527739,-6.461484,-2.7437878,-2.6956555,0.0481323
65,-0.41646132,-0.3808731,"('insecure', 'secure')",-0.43058085,-0.44077498,0.034499556,0.07855618,-0.2708476,-0.2476973,0.0231503
66,0.017142802,0.0041456968,"('inactive', 'active')",-0.4203324,-0.4692772,0.73992974,0.65767956,0.1122467,0.0641827,-0.048064
67,0.4989431,0.49610278,"('doubtful', 'determined')",-0.8755345,-0.7753971,-0.4484992,-0.40740716,-0.2750302,-0.2289005,0.0461297
68,-0.14032263,-0.19785206,"('dependent', 'independent')",-1.0383954,-1.040371,-1.6014853,-1.548238,-0.9267344,-0.9288203,-0.0020859
69,0.32375365,0.24869466,"('lazy', 'industrious')",0.48629862,0.43370008,-0.845926,-0.80804926,-0.0119579,-0.0418848,-0.0299269
70,-0.38348418,-0.24259363,"('lethargic', 'energetic')",-0.56452787,-0.45532447,0.22491035,0.2542081,-0.2410339,-0.1479033,0.0931306
