,incyte_male,incyte_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6753017,-0.7770597,"('unsociable', 'sociable')",0.025223104,-0.14980634,-0.3250393,-0.463433,-0.1383937
1,-1.6370685,-1.5984454,"('unfriendly', 'friendly')",1.3426216,1.2449547,-0.1472235,-0.1767454,-0.0295219
2,-0.10580923,-0.11864321,"('unlikable', 'likable')",0.6431054,0.63119555,0.2686481,0.2562762,-0.0123719
3,-0.680406,-0.5471433,"('repellent', 'pleasant')",0.5497059,0.5857192,-0.06535,0.019288,0.084638
4,-0.35067278,-0.3291942,"('disliked', 'liked')",-6.478448,-6.6730714,-3.4145603,-3.5011327,-0.0865724
5,-1.1735762,-1.1044484,"('distant', 'outgoing')",-0.6292389,-0.6762186,-0.9014076,-0.8903335,0.0110741
6,-1.5489695,-1.4458568,"('distant', 'open')",-0.59630793,-0.6219818,-1.0726388,-1.0339193,0.0387195
7,-0.6743999,-0.6432055,"('insensitive', 'sensitive')",0.3315479,0.36207008,-0.171426,-0.1405677,0.0308583
8,-1.1260132,-1.1235027,"('unaffectionate', 'affectionate')",0.6627985,0.63932824,-0.2316073,-0.2420872,-0.0104799
9,-1.7011704,-1.7133278,"('unaffectionate', 'caring')",0.8261396,0.8414839,-0.4375154,-0.4359219,0.0015935
10,-1.5484979,-1.5296047,"('unsympathetic', 'sympathetic')",-0.70398366,-0.6955044,-1.1262407,-1.1125546,0.0136861
11,-0.43050045,-0.4578794,"('unhelpful', 'helpful')",1.2849231,1.3866235,0.4272113,0.464372,0.0371607
12,-0.85160464,-0.7210666,"('unsupportive', 'supportive')",-2.1833358,-2.220456,-1.5174702,-1.4707613,0.0467089
13,-0.6545491,-0.77261055,"('impolite', 'polite')",-1.0074178,-1.0061297,-0.8309835,-0.8893701,-0.0583866
14,0.87426025,0.84153616,"('antisocial', 'social')",0.29033077,0.18445654,0.5822955,0.5129964,-0.0692991
15,0.11521068,0.0065308595,"('boring', 'funny')",-0.009339409,-0.05053842,0.0529356,-0.0220038,-0.0749394
16,-0.46192515,-0.47849944,"('unpopular', 'popular')",0.28392452,0.2581405,-0.0890003,-0.1101795,-0.0211792
17,-0.37700695,-0.32693213,"('nasty', 'nice')",-0.4955472,-0.44452834,-0.4362771,-0.3857302,0.0505469
18,-0.04691948,-0.00044059753,"('disagreeable', 'welcoming')",-0.40228182,-0.5126909,-0.2246006,-0.2565657,-0.0319651
19,-1.9262258,-1.8670883,"('inhospitable', 'hospitable')",-0.7275824,-0.67820656,-1.3269041,-1.2726474,0.0542567
20,0.6163312,0.63203716,"('rough', 'thoughtful')",0.98140776,0.9449754,0.7988695,0.7885063,-0.0103632
21,0.008440519,-0.0449211,"('immoral', 'moral')",-0.29215223,-0.329763,-0.1418559,-0.187342,-0.0454861
22,0.1531891,0.15725368,"('untrustworthy', 'trustworthy')",-0.7524782,-0.859181,-0.2996445,-0.3509637,-0.0513192
23,-0.9179612,-0.91550434,"('insincere', 'sincere')",5.341681,5.4442067,2.2118599,2.2643511,0.0524912
24,-1.0778227,-1.1148926,"('dishonest', 'honest')",0.2628387,0.2714238,-0.407492,-0.4217344,-0.0142424
25,-0.10118851,-0.11875861,"('egoistic', 'altruistic')",1.3619851,1.3171313,0.6303983,0.5991864,-0.0312119
26,0.7340136,0.7128019,"('hardhearted', 'benevolent')",1.9317409,1.8782516,1.3328773,1.2955267,-0.0373506
27,-0.20663695,-0.21059397,"('hardhearted', 'softhearted')",1.015214,0.950467,0.4042885,0.3699365,-0.034352
