,hectare_male,hectare_female,tuple,average_male,average_female,female-male
0,0.33187833,0.037217118,"('unsociable', 'sociable')",0.3318783,0.0372171,-0.2946612
1,0.77688575,0.92254764,"('unfriendly', 'friendly')",0.7768857,0.9225476,0.1456619
2,-0.042146068,0.22160706,"('unlikable', 'likable')",-0.0421461,0.2216071,0.2637532
3,0.55783683,0.5650971,"('repellent', 'pleasant')",0.5578368,0.5650971,0.0072603
4,-6.96326,-7.0642605,"('disliked', 'liked')",-6.9632602,-7.0642605,-0.1010003
5,-0.9457249,-0.58341444,"('distant', 'outgoing')",-0.9457249,-0.5834144,0.3623105
6,-0.4892351,-0.1738761,"('distant', 'open')",-0.4892351,-0.1738761,0.315359
7,0.828547,0.68053395,"('insensitive', 'sensitive')",0.828547,0.6805339,-0.1480131
8,0.5570181,0.7062002,"('unaffectionate', 'affectionate')",0.5570181,0.7062002,0.1491821
9,1.3772143,1.4753485,"('unaffectionate', 'caring')",1.3772143,1.4753485,0.0981342
10,0.8485722,0.7984254,"('unsympathetic', 'sympathetic')",0.8485722,0.7984254,-0.0501468
11,1.7512236,1.829972,"('unhelpful', 'helpful')",1.7512236,1.829972,0.0787484
12,-1.7905368,-1.7618979,"('unsupportive', 'supportive')",-1.7905368,-1.7618979,0.0286389
13,0.41045126,0.27031925,"('impolite', 'polite')",0.4104513,0.2703193,-0.140132
14,0.159794,-0.072707,"('antisocial', 'social')",0.159794,-0.072707,-0.232501
15,0.22273402,0.21442911,"('boring', 'funny')",0.222734,0.2144291,-0.0083049
16,-0.09752274,-0.09446501,"('unpopular', 'popular')",-0.0975227,-0.094465,0.0030577
17,-0.29352367,-0.16350344,"('nasty', 'nice')",-0.2935237,-0.1635034,0.1300203
18,-1.0954447,-0.9737663,"('disagreeable', 'welcoming')",-1.0954447,-0.9737663,0.1216784
19,-0.92811817,-0.7127539,"('inhospitable', 'hospitable')",-0.9281182,-0.7127539,0.2153643
20,1.0075108,0.819526,"('rough', 'thoughtful')",1.0075108,0.819526,-0.1879848
21,-0.057721734,-0.17927358,"('immoral', 'moral')",-0.0577217,-0.1792736,-0.1215519
22,-0.36186218,-0.40301818,"('untrustworthy', 'trustworthy')",-0.3618622,-0.4030182,-0.041156
23,6.1306133,6.1901584,"('insincere', 'sincere')",6.1306133,6.1901584,0.0595451
24,1.295965,1.2964448,"('dishonest', 'honest')",1.295965,1.2964448,0.0004798
25,0.38044316,0.3598429,"('egoistic', 'altruistic')",0.3804432,0.3598429,-0.0206003
26,0.98852646,0.79956645,"('hardhearted', 'benevolent')",0.9885265,0.7995664,-0.1889601
27,1.1037234,1.069058,"('hardhearted', 'softhearted')",1.1037234,1.0690579,-0.0346655
28,1.005551,0.9758406,"('disloyal', 'loyal')",1.005551,0.9758406,-0.0297104
29,-0.74820995,-0.755262,"('unfair', 'fair')",-0.74821,-0.755262,-0.007052
30,0.8039334,0.77012736,"('intolerant', 'tolerant')",0.8039334,0.7701274,-0.033806
31,-1.8432274,-1.6313858,"('evil', 'good')",-1.8432274,-1.6313858,0.2118416
32,1.2417188,1.0427709,"('unkind', 'kind')",1.2417188,1.0427709,-0.1989479
33,-0.48294365,-0.45241466,"('wrong', 'right')",-0.4829437,-0.4524147,0.030529
34,4.533206,4.701283,"('mean', 'honorable')",4.533206,4.701283,0.168077
35,-0.9948946,-1.1019726,"('corrupt', 'incorrupt')",-0.9948946,-1.1019726,-0.107078
36,-0.9558553,-0.9755651,"('hostile', 'amicable')",-0.9558553,-0.9755651,-0.0197098
37,0.3132055,0.41280073,"('fake', 'genuine')",0.3132055,0.4128007,0.0995952
38,-0.04939066,0.040409595,"('untruthful', 'truthful')",-0.0493907,0.0404096,0.0898003
39,0.22716358,0.132491,"('exploitative', 'cooperative')",0.2271636,0.132491,-0.0946726
40,-1.840755,-1.9322767,"('stingy', 'generous')",-1.840755,-1.9322767,-0.0915217
41,0.08355133,0.02810122,"('unforgiving', 'forgiving')",0.0835513,0.0281012,-0.0554501
42,-2.3844051,-2.3059337,"('unreliable', 'reliable')",-2.3844051,-2.3059337,0.0784714
43,0.9177767,1.0464627,"('irresponsible', 'responsible')",0.9177767,1.0464627,0.128686
44,-1.1602665,-1.182273,"('prejudiced', 'unprejudiced')",-1.1602665,-1.182273,-0.0220065
45,0.36674494,0.26787406,"('incompetent', 'competent')",0.3667449,0.2678741,-0.0988708
46,-0.512313,-0.641976,"('uncompetitive', 'competitive')",-0.512313,-0.641976,-0.129663
47,5.2360377,5.408986,"('stupid', 'smart')",5.2360377,5.4089861,0.1729484
48,0.6890502,0.5428779,"('unintelligent', 'intelligent')",0.6890502,0.5428779,-0.1461723
49,0.120327696,0.19709279,"('unable', 'able')",0.1203277,0.1970928,0.0767651
50,-0.31497544,-0.23135649,"('clumsy', 'skillful')",-0.3149754,-0.2313565,0.0836189
51,0.19517252,0.034272484,"('uneducated', 'educated')",0.1951725,0.0342725,-0.1609
52,-0.6199956,-0.6694423,"('irrational', 'rational')",-0.6199956,-0.6694423,-0.0494467
53,0.18884556,0.15381293,"('uncreative', 'creative')",0.1888456,0.1538129,-0.0350327
54,0.83864284,0.97758025,"('incapable', 'capable')",0.8386428,0.9775802,0.1389374
55,0.91562545,0.7566524,"('incompetent', 'clever')",0.9156255,0.7566524,-0.1589731
56,1.2016389,1.046734,"('impractical', 'practical')",1.2016389,1.046734,-0.1549049
57,-2.3146174,-2.3471644,"('unimaginative', 'imaginative')",-2.3146174,-2.3471644,-0.032547
58,-0.119018346,-0.06893283,"('undiscriminating', 'discriminating')",-0.1190183,-0.0689328,0.0500855
59,-0.26852655,-0.09210705,"('foolish', 'wise')",-0.2685266,-0.0921071,0.1764195
60,0.8645477,0.7959553,"('inefficient', 'efficient')",0.8645477,0.7959553,-0.0685924
61,0.14465319,-0.0634637,"('illogical', 'logical')",0.1446532,-0.0634637,-0.2081169
62,0.95136523,1.0404695,"('incompetent', 'brilliant')",0.9513652,1.0404695,0.0891043
63,0.22039083,0.25932232,"('unperceptive', 'insightful')",0.2203908,0.2593223,0.0389315
64,-5.992079,-6.106612,"('shy', 'confident')",-5.9920788,-6.1066122,-0.1145334
65,0.5420024,0.53755546,"('insecure', 'secure')",0.5420024,0.5375555,-0.0044469
66,-0.091806546,-0.18513143,"('inactive', 'active')",-0.0918065,-0.1851314,-0.0933249
67,-0.20145617,-0.22180115,"('doubtful', 'determined')",-0.2014562,-0.2218011,-0.0203449
68,-0.699198,-0.6349136,"('dependent', 'independent')",-0.699198,-0.6349136,0.0642844
69,-1.4828,-1.5002197,"('lazy', 'industrious')",-1.4828,-1.5002197,-0.0174197
70,1.266632,1.1549742,"('lethargic', 'energetic')",1.266632,1.1549742,-0.1116578
71,0.6222939,0.58183247,"('diffident', 'self-confident')",0.6222939,0.5818325,-0.0404614
72,0.9204852,1.0412747,"('unambitious', 'ambitious')",0.9204852,1.0412747,0.1207895
73,-3.1596406,-3.041824,"('helpless', 'self-reliant')",-3.1596406,-3.0418241,0.1178165
74,0.1525096,0.024904585,"('undedicated', 'dedicated')",0.1525096,0.0249046,-0.127605
75,-0.65922,-0.47845,"('meek', 'impulsive')",-0.65922,-0.47845,0.18077
76,0.2586181,0.30869907,"('anxious', 'daring')",0.2586181,0.3086991,0.050081
77,-1.2052436,-1.2362602,"('unmotivated', 'motivated')",-1.2052436,-1.2362602,-0.0310166
78,-0.7117355,-0.78822225,"('nonresilient', 'resilient')",-0.7117355,-0.7882223,-0.0764868
79,-0.8434421,-0.5580187,"('wavering', 'unwavering')",-0.8434421,-0.5580187,0.2854234
80,-0.007587716,-0.27551773,"('dominated', 'dominating')",-0.0075877,-0.2755177,-0.26793
81,0.013765454,-0.056335345,"('submissive', 'aggressive')",0.0137655,-0.0563353,-0.0701008
82,6.261508,6.4988976,"('poor', 'rich')",6.261508,6.4988976,0.2373896
83,-0.1955814,-0.27378714,"('powerless', 'powerful')",-0.1955814,-0.2737871,-0.0782057
84,-0.08086495,0.026315961,"('inferior', 'superior')",-0.080865,0.026316,0.107181
85,-1.0596213,-0.9456348,"('insignificant', 'prestigious')",-1.0596213,-0.9456348,0.1139865
86,0.5824919,0.38186806,"('uninfluential', 'influential')",0.5824919,0.3818681,-0.2006238
87,0.034368828,0.03519945,"('unsuccessful', 'successful')",0.0343688,0.0351994,0.0008306
88,-0.109153084,-0.100022495,"('low', 'eminent')",-0.1091531,-0.1000225,0.0091306
