,chevron_male,chevron_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.190468,-1.3756884,"('unsociable', 'sociable')",-0.24642581,-0.40597528,-0.7184469,-0.8908318,-0.1723849
1,0.41069368,0.18540698,"('unfriendly', 'friendly')",1.8840702,1.7711093,1.1473819,0.9782581,-0.1691238
2,1.0518625,0.9991439,"('unlikable', 'likable')",0.8218436,0.8494708,0.9368531,0.9243073,-0.0125458
3,-1.4312114,-1.4288869,"('repellent', 'pleasant')",0.51743245,0.45685512,-0.4568895,-0.4860159,-0.0291264
4,0.89372677,0.792318,"('disliked', 'liked')",-6.458185,-6.510943,-2.7822292,-2.8593125,-0.0770833
5,0.847389,0.78105044,"('distant', 'outgoing')",-0.086146854,-0.09536378,0.3806211,0.3428433,-0.0377778
6,0.369617,0.27843422,"('distant', 'open')",-0.08313313,-0.136144,0.1432419,0.0711451,-0.0720968
7,-1.0698392,-1.1437768,"('insensitive', 'sensitive')",0.0012406558,-0.034475733,-0.5342993,-0.5891262,-0.0548269
8,0.40043038,0.2594536,"('unaffectionate', 'affectionate')",0.9495195,0.9203286,0.6749749,0.5898911,-0.0850838
9,0.88295364,0.69319993,"('unaffectionate', 'caring')",1.3879219,1.3809024,1.1354377,1.0370512,-0.0983865
10,-1.773544,-1.8658146,"('unsympathetic', 'sympathetic')",-0.9654534,-1.0418658,-1.3694987,-1.4538403,-0.0843416
11,-1.3975257,-1.4540766,"('unhelpful', 'helpful')",1.0695091,1.0826045,-0.1640083,-0.1857361,-0.0217278
12,0.058810238,0.037845943,"('unsupportive', 'supportive')",-2.0420518,-2.0710187,-0.9916208,-1.0165864,-0.0249656
13,-1.229355,-1.3399335,"('impolite', 'polite')",-1.1983901,-1.2299374,-1.2138726,-1.2849355,-0.0710629
14,-1.2694945,-1.4177763,"('antisocial', 'social')",-0.1468176,-0.26889387,-0.708156,-0.8433351,-0.1351791
15,0.40849143,0.28157717,"('boring', 'funny')",0.12956156,0.12165944,0.2690265,0.2016183,-0.0674082
16,0.20857635,0.1315169,"('unpopular', 'popular')",0.5748243,0.45968866,0.3917003,0.2956028,-0.0960975
17,-0.13582405,-0.07352264,"('nasty', 'nice')",-0.23101261,-0.16985682,-0.1834183,-0.1216897,0.0617286
18,-0.11717086,-0.1937727,"('disagreeable', 'welcoming')",-0.6363714,-0.74225414,-0.3767711,-0.4680134,-0.0912423
19,-0.18634027,-0.24180563,"('inhospitable', 'hospitable')",-0.32621926,-0.29268506,-0.2562798,-0.2672454,-0.0109656
20,-0.7495177,-0.74656975,"('rough', 'thoughtful')",0.7054081,0.67481947,-0.0220548,-0.0358751,-0.0138203
21,-1.0643618,-1.121311,"('immoral', 'moral')",-0.9211296,-0.9342034,-0.9927457,-1.0277572,-0.0350115
22,-1.5298948,-1.571919,"('untrustworthy', 'trustworthy')",-1.5461928,-1.6131263,-1.5380437,-1.5925226,-0.0544789
23,-1.0815136,-1.1960783,"('insincere', 'sincere')",5.5934215,5.4524817,2.2559538,2.1282017,-0.1277521
24,-0.6013002,-0.67557913,"('dishonest', 'honest')",0.20496595,0.1905112,-0.1981671,-0.242534,-0.0443669
25,0.7672383,0.7896514,"('egoistic', 'altruistic')",1.6647936,1.7450068,1.2160159,1.2673291,0.0513132
26,0.77228683,0.6984428,"('hardhearted', 'benevolent')",1.8407345,1.7868216,1.3065107,1.2426322,-0.0638785
27,-0.7124999,-0.6646932,"('hardhearted', 'softhearted')",1.0749431,1.0403644,0.1812216,0.1878356,0.006614
28,-0.4665471,-0.6475699,"('disloyal', 'loyal')",1.0403299,0.9651916,0.2868914,0.1588109,-0.1280805
29,-0.3857199,-0.48122793,"('unfair', 'fair')",-0.19067505,-0.29978868,-0.2881975,-0.3905083,-0.1023108
30,-0.73373896,-0.8407267,"('intolerant', 'tolerant')",0.22521465,0.1541875,-0.2542621,-0.3432696,-0.0890075
31,0.91557366,0.9823775,"('evil', 'good')",-0.25204313,-0.27304515,0.3317653,0.3546662,0.0229009
32,-0.55471927,-0.70398307,"('unkind', 'kind')",0.5998561,0.49026844,0.0225684,-0.1068573,-0.1294257
33,1.4125162,1.3228021,"('wrong', 'right')",-0.31677246,-0.28618264,0.5478719,0.5183097,-0.0295622
34,-0.44629753,-0.32152465,"('mean', 'honorable')",5.245792,5.2889123,2.3997471,2.4836938,0.0839467
35,1.0952096,1.0225708,"('corrupt', 'incorrupt')",0.037962474,0.03582377,0.566586,0.5291973,-0.0373887
36,1.1563025,0.9853725,"('hostile', 'amicable')",0.4995115,0.33849508,0.827907,0.6619338,-0.1659732
37,-0.21386239,-0.22867346,"('fake', 'genuine')",-0.2501039,-0.23126099,-0.2319831,-0.2299672,0.0020159
38,-0.19955963,-0.27187887,"('untruthful', 'truthful')",-0.098161004,-0.04741109,-0.1488603,-0.159645,-0.0107847
39,0.16953431,0.22112313,"('exploitative', 'cooperative')",-0.08535338,-0.0073617287,0.0420905,0.1068807,0.0647902
40,0.44504175,0.3853289,"('stingy', 'generous')",-1.4671034,-1.5820146,-0.5110308,-0.5983428,-0.087312
41,-0.19653538,-0.2802769,"('unforgiving', 'forgiving')",0.0652961,-0.095855854,-0.0656196,-0.1880664,-0.1224468
42,-0.22738254,-0.3059501,"('unreliable', 'reliable')",-3.6840456,-3.7664788,-1.955714,-2.0362144,-0.0805004
43,-1.3728989,-1.3943703,"('irresponsible', 'responsible')",-0.13999057,-0.16951644,-0.7564448,-0.7819434,-0.0254986
44,-0.49873456,-0.3776374,"('prejudiced', 'unprejudiced')",-1.8655726,-1.8282515,-1.1821536,-1.1029444,0.0792092
45,-1.4523143,-1.5186634,"('incompetent', 'competent')",-0.44857654,-0.5634407,-0.9504454,-1.0410521,-0.0906067
46,-1.4380943,-1.4730232,"('uncompetitive', 'competitive')",-1.3276703,-1.4068354,-1.3828824,-1.4399292,-0.0570468
47,-0.8774389,-0.76602316,"('stupid', 'smart')",4.890519,4.951794,2.0065401,2.0928855,0.0863454
48,-0.37483764,-0.36112526,"('unintelligent', 'intelligent')",0.7284444,0.74470717,0.1768034,0.191791,0.0149876
49,-0.6291288,-0.58289033,"('unable', 'able')",-0.26381147,-0.22343124,-0.4464701,-0.4031608,0.0433093
50,0.06249837,0.0248513,"('clumsy', 'skillful')",0.014072433,-0.10828147,0.0382854,-0.0417151,-0.0800005
51,-1.5650637,-1.7450097,"('uneducated', 'educated')",0.29155368,0.21033067,-0.636755,-0.7673395,-0.1305845
52,0.7471658,0.6335161,"('irrational', 'rational')",0.43390784,0.3883875,0.5905368,0.5109518,-0.079585
53,0.11329001,-0.10694889,"('uncreative', 'creative')",0.5341417,0.41246367,0.3237159,0.1527574,-0.1709585
54,-0.3295922,-0.39914232,"('incapable', 'capable')",0.7452911,0.8275741,0.2078495,0.2142159,0.0063664
55,-1.109473,-1.1280164,"('incompetent', 'clever')",-0.030154537,-0.057453576,-0.5698138,-0.592735,-0.0229212
56,-0.8764499,-1.0259937,"('impractical', 'practical')",-0.87813956,-0.9536272,-0.8772947,-0.9898105,-0.1125158
57,-1.2129335,-1.425194,"('unimaginative', 'imaginative')",-3.4991872,-3.5419817,-2.3560605,-2.4835877,-0.1275272
58,0.6382668,0.55395347,"('undiscriminating', 'discriminating')",0.29231492,0.18305457,0.4652908,0.368504,-0.0967868
59,0.8708083,0.82422423,"('foolish', 'wise')",0.12661417,0.1945635,0.4987112,0.5093939,0.0106827
60,-1.9430926,-1.913993,"('inefficient', 'efficient')",-0.83757657,-0.786241,-1.3903346,-1.350117,0.0402176
61,-0.21984504,-0.3687295,"('illogical', 'logical')",0.90842974,0.7609862,0.3442923,0.1961284,-0.1481639
62,-0.54646945,-0.49914876,"('incompetent', 'brilliant')",0.1425961,0.1909921,-0.2019367,-0.1540783,0.0478584
63,-0.942972,-0.98165643,"('unperceptive', 'insightful')",0.19587165,0.15003176,-0.3735502,-0.4158123,-0.0422621
64,0.2553404,0.19668457,"('shy', 'confident')",-6.5810785,-6.5763006,-3.162869,-3.1898081,-0.0269391
65,-1.3018525,-1.3777382,"('insecure', 'secure')",-0.6577745,-0.6702477,-0.9798135,-1.023993,-0.0441795
66,0.8856422,0.8286221,"('inactive', 'active')",0.8918676,0.927034,0.8887548,0.8778281,-0.0109267
67,0.35304406,0.30242217,"('doubtful', 'determined')",-0.46559793,-0.5114719,-0.0562769,-0.1045249,-0.048248
68,-1.0729969,-1.0850368,"('dependent', 'independent')",-0.88270307,-0.89435893,-0.97785,-0.9896978,-0.0118478
69,1.8932002,1.9597676,"('lazy', 'industrious')",0.00061381236,0.10186414,0.946907,1.0308158,0.0839088
70,-1.8858155,-1.888822,"('lethargic', 'energetic')",-0.748754,-0.815512,-1.3172848,-1.352167,-0.0348822
71,0.92986685,0.94180053,"('diffident', 'self-confident')",0.6362965,0.6276268,0.7830817,0.7847136,0.0016319
72,-0.06402468,-0.09247532,"('unambitious', 'ambitious')",-0.55776453,-0.55612206,-0.3108946,-0.3242987,-0.0134041
73,1.2299252,1.1658417,"('helpless', 'self-reliant')",-3.3249528,-3.2833943,-1.0475138,-1.0587764,-0.0112626
74,0.017339118,-0.104944594,"('undedicated', 'dedicated')",-0.53632575,-0.6782717,-0.2594933,-0.3916081,-0.1321148
75,0.05522573,0.04621993,"('meek', 'impulsive')",-0.5829803,-0.53301597,-0.2638773,-0.243398,0.0204793
76,-0.78598076,-0.7521784,"('anxious', 'daring')",-0.92004055,-0.91255873,-0.8530107,-0.8323686,0.0206421
77,-1.1111557,-1.1036301,"('unmotivated', 'motivated')",-1.5514768,-1.4242872,-1.3313162,-1.2639587,0.0673575
78,-0.4114347,-0.35725936,"('nonresilient', 'resilient')",0.3388815,0.29584506,-0.0362766,-0.0307072,0.0055694
79,0.68693346,0.59575343,"('wavering', 'unwavering')",-0.09020147,-0.085737295,0.298366,0.2550081,-0.0433579
80,-0.6438216,-0.5608479,"('dominated', 'dominating')",-0.815588,-0.67794883,-0.7297048,-0.6193984,0.1103064
81,-1.7702503,-1.7806166,"('submissive', 'aggressive')",-1.311477,-1.1752324,-1.5408636,-1.4779246,0.062939
82,-1.3466042,-1.4782403,"('poor', 'rich')",5.9316216,5.819993,2.2925086,2.1708765,-0.1216321
83,-0.24589872,-0.26685366,"('powerless', 'powerful')",-0.9551675,-0.9509541,-0.6005331,-0.6089039,-0.0083708
84,1.0275905,0.88939106,"('inferior', 'superior')",1.0309491,0.9558846,1.0292698,0.9226378,-0.106632
85,2.3912046,2.312116,"('insignificant', 'prestigious')",0.7758951,0.7550089,1.5835499,1.5335624,-0.0499875
86,-1.1540208,-1.296947,"('uninfluential', 'influential')",-0.38286334,-0.5051477,-0.768442,-0.9010473,-0.1326053
87,-0.032397833,-0.10725095,"('unsuccessful', 'successful')",0.90883696,1.0137309,0.4382196,0.45324,0.0150204
88,-0.23457657,-0.41045052,"('low', 'eminent')",-0.567512,-0.61074895,-0.4010443,-0.5105997,-0.1095554
