,bank_male,bank_female,tuple,of_male,of_female,america_male,america_female,corp_male,corp_female,average_male,average_female,female-male
0,0.41076607,0.45938435,"('unsociable', 'sociable')",-1.1649256,-1.1862003,-0.97001755,-1.0403225,-0.60130703,-0.7303432,-0.5813711,-0.6243705,-0.0429994
1,1.568867,1.5029347,"('unfriendly', 'friendly')",-1.0588272,-1.0519725,0.5577046,0.5403614,1.5925268,1.5790267,0.6650678,0.6425875,-0.0224803
2,1.8025649,1.8642954,"('unlikable', 'likable')",0.9156025,1.0359474,1.3224052,1.3902321,0.79474765,0.8362836,1.2088301,1.2816896,0.0728595
3,-0.46356666,-0.30199942,"('repellent', 'pleasant')",-1.125373,-0.99274725,-1.0444286,-0.93118876,0.5750358,0.61364436,-0.5145831,-0.4030728,0.1115103
4,-0.4004375,-0.52971876,"('disliked', 'liked')",0.9637273,0.9970066,0.59440464,0.58716595,-7.22248,-7.354297,-1.5161964,-1.5749608,-0.0587644
5,0.6599656,0.60016865,"('distant', 'outgoing')",-0.100519076,-0.16295308,0.71762973,0.66307336,-0.37472683,-0.36849204,0.2255874,0.1829492,-0.0426382
6,0.44369367,0.47684488,"('distant', 'open')",-0.38127604,-0.38880974,1.0968122,1.0988668,0.08704251,0.07607326,0.3115681,0.3157438,0.0041757
7,0.7069246,0.9113023,"('insensitive', 'sensitive')",-0.7908174,-0.7643166,-0.5663716,-0.54550034,0.44758654,0.44858,-0.0506695,0.0125163,0.0631858
8,0.7498157,0.6804037,"('unaffectionate', 'affectionate')",-0.28375953,-0.21867539,0.6142044,0.63713217,0.8604651,0.848439,0.4851814,0.4868249,0.0016435
9,1.635401,1.6633064,"('unaffectionate', 'caring')",-0.919164,-0.8778048,0.5697337,0.57638663,1.4286666,1.479376,0.6786593,0.7103161,0.0316568
10,-0.38030604,-0.12238224,"('unsympathetic', 'sympathetic')",-1.8878726,-1.7914144,-0.7266516,-0.6525467,-0.5875181,-0.5787325,-0.8955871,-0.7862689,0.1093182
11,0.17492002,0.2921235,"('unhelpful', 'helpful')",-1.6978182,-1.6273224,-0.3062446,-0.2813954,1.62591,1.750249,-0.0508082,0.0334137,0.0842219
12,0.9793466,1.1900852,"('unsupportive', 'supportive')",-0.1191448,0.1411567,0.47615114,0.5771368,-2.2672288,-2.247898,-0.232719,-0.0848799,0.1478391
13,0.8755014,0.9959452,"('impolite', 'polite')",-1.198375,-1.2013313,-0.45841452,-0.52453405,-1.2383598,-1.2385912,-0.504912,-0.4921278,0.0127842
14,1.2172376,1.3006921,"('antisocial', 'social')",-0.017242335,0.05652628,-0.277851,-0.34894976,-0.2714866,-0.34589404,0.1626644,0.1655936,0.0029292
15,1.1321757,1.0337355,"('boring', 'funny')",0.44092897,0.2754653,0.5081772,0.4192399,0.12348709,0.103177264,0.5511922,0.4579045,-0.0932877
16,-0.51566744,-0.52765197,"('unpopular', 'popular')",-0.6126652,-0.6048107,-0.4168968,-0.43021837,0.08390951,0.01988725,-0.36533,-0.3856985,-0.0203685
17,-0.1703031,-0.12970653,"('nasty', 'nice')",-0.27559137,-0.25140065,-0.26041895,-0.18639609,-0.39898637,-0.33232394,-0.276325,-0.2249568,0.0513682
18,-0.029225767,-0.0151627,"('disagreeable', 'welcoming')",1.0375234,1.1992767,1.484433,1.557931,-0.5342021,-0.5732283,0.4896321,0.5422041,0.052572
19,-0.12344703,-0.12567927,"('inhospitable', 'hospitable')",-0.6265637,-0.5686233,0.73345655,0.7845425,-0.32456133,-0.24831544,-0.0852789,-0.0395189,0.04576
20,-0.2854164,-0.1596854,"('rough', 'thoughtful')",-0.32018977,-0.26860756,-0.2780406,-0.26797557,0.98345095,0.9995934,0.024951,0.0758312,0.0508802
21,0.79412335,0.9504765,"('immoral', 'moral')",-0.6230499,-0.5714582,-0.044474218,-0.055426013,-0.97464955,-0.9443001,-0.2120126,-0.155177,0.0568356
22,-0.4166928,-0.32076195,"('untrustworthy', 'trustworthy')",-0.45883816,-0.30665404,-0.13748792,-0.10110238,-0.5703672,-0.66732204,-0.3958465,-0.3489601,0.0468864
