,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9850945,-1.0779061,"('unsociable', 'sociable')",0.047246024,0.011753853,-0.6324702,-0.7251449,-0.5234396,-0.5970991,-0.0736595
1,-1.1978377,-1.377276,"('unfriendly', 'friendly')",-0.3688157,-0.5845439,1.6528695,1.5135926,0.0287387,-0.1494091,-0.1781478
2,0.41525134,0.44765958,"('unlikable', 'likable')",0.4920673,0.5211211,0.62414,0.6974995,0.5104862,0.5554267,0.0449405
3,-1.0727727,-1.0482986,"('repellent', 'pleasant')",-0.061503448,-0.04240541,-0.0023406874,-0.017487055,-0.3788723,-0.369397,0.0094753
4,0.34646386,0.25235942,"('disliked', 'liked')",-0.27470672,-0.39579174,-5.2726865,-5.37131,-1.7336431,-1.8382475,-0.1046044
5,-0.6670541,-0.72543377,"('distant', 'outgoing')",-0.7847677,-0.8484143,0.036417305,0.017410591,-0.4718015,-0.5188125,-0.047011
6,-0.45081913,-0.52980953,"('distant', 'open')",-0.9717408,-1.0956992,0.5308926,0.44917768,-0.2972225,-0.3921103,-0.0948878
7,-0.97669834,-0.95904976,"('insensitive', 'sensitive')",-0.42777,-0.37576482,0.26205483,0.2583423,-0.3808045,-0.3588241,0.0219804
8,-0.15945564,-0.23413353,"('unaffectionate', 'affectionate')",0.17114231,0.11231881,0.68200356,0.5362438,0.2312301,0.138143,-0.0930871
9,-0.7735442,-0.86835974,"('unaffectionate', 'caring')",0.21417949,0.1639092,0.82104063,0.76001984,0.0872253,0.0185231,-0.0687022
10,-1.9749281,-1.9799969,"('unsympathetic', 'sympathetic')",-1.1288176,-1.0821514,-0.9154418,-0.912971,-1.3397292,-1.3250398,0.0146894
11,-1.3799804,-1.370876,"('unhelpful', 'helpful')",-0.1481985,-0.075709395,1.1526741,1.2288313,-0.1251683,-0.0725847,0.0525836
12,-0.38064975,-0.38069218,"('unsupportive', 'supportive')",-0.250381,-0.15724243,-1.9784709,-1.9635688,-0.8698339,-0.8338345,0.0359994
13,-1.458946,-1.4333357,"('impolite', 'polite')",-1.0800049,-1.0370631,-0.7619443,-0.7724954,-1.1002984,-1.0809647,0.0193337
14,-0.45724332,-0.4500891,"('antisocial', 'social')",0.5842362,0.65699154,-0.6785824,-0.69443715,-0.1838632,-0.1625116,0.0213516
