,alpha_male,alpha_female,tuple,natural_male,natural_female,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,0.034587923,0.056453653,"('unsociable', 'sociable')",-0.014629014,-0.09154655,0.21865894,0.0858842,-0.9340777,-1.069017,-0.173865,-0.2545564,-0.0806914
1,-0.9930638,-0.95741713,"('unfriendly', 'friendly')",-0.38688627,-0.45863342,0.56930804,0.30069652,2.0808213,1.9809873,0.3175448,0.2164083,-0.1011365
2,0.3302947,0.39993668,"('unlikable', 'likable')",0.3713704,0.47413117,1.0013877,1.0187888,0.48304087,0.59529585,0.5465234,0.6220381,0.0755147
3,0.67716235,0.80308586,"('repellent', 'pleasant')",-0.4889717,-0.53396523,0.890204,0.9497837,0.3246182,0.3368121,0.3507532,0.3889291,0.0381759
4,-2.0509732,-2.0747237,"('disliked', 'liked')",0.22912067,0.23282756,0.027689546,0.009395909,-6.5353637,-6.553429,-2.0823817,-2.0964823,-0.0141006
5,-1.1750013,-1.1303457,"('distant', 'outgoing')",-0.07176088,0.024521805,-0.43572098,-0.44730532,0.1495289,0.21078338,-0.3832386,-0.3355865,0.0476521
6,-1.0125967,-0.9246577,"('distant', 'open')",-0.40659553,-0.33187628,-0.8932811,-0.9458107,0.696097,0.768238,-0.4040941,-0.3585266,0.0455675
7,1.1735344,1.250032,"('insensitive', 'sensitive')",0.8463342,0.8779333,0.92041874,0.9181849,0.9670781,0.9460858,0.9768413,0.998059,0.0212177
8,-0.6087475,-0.59336036,"('unaffectionate', 'affectionate')",-0.38467613,-0.37243232,-0.7987145,-0.88895774,1.1745661,1.0986311,-0.154393,-0.1890298,-0.0346368
9,0.07496943,0.10686673,"('unaffectionate', 'caring')",0.3114081,0.30123937,0.46771613,0.3880999,1.3874435,1.3533791,0.5603843,0.5373963,-0.022988
10,1.9715953,2.063557,"('unsympathetic', 'sympathetic')",-0.56410843,-0.64728665,-0.27811337,-0.34921432,-0.55458856,-0.62074965,0.1436962,0.1115766,-0.0321196
11,0.52614063,0.67517537,"('unhelpful', 'helpful')",0.6107394,0.6822356,0.67055446,0.73254895,1.4143809,1.5275975,0.8054539,0.9043894,0.0989355
12,1.5976528,1.7725582,"('unsupportive', 'supportive')",0.76383936,0.80711627,0.9392348,0.9248019,-1.7103715,-1.7378347,0.3975888,0.4416604,0.0440716
13,-0.049112044,-0.06840086,"('impolite', 'polite')",-0.044158302,-0.039411087,0.16175933,0.15467846,-0.51793915,-0.5747211,-0.1123625,-0.1319636,-0.0196011
14,0.035893224,0.05734078,"('antisocial', 'social')",0.05323749,0.13237807,0.57955694,0.6187375,-0.88988775,-0.94210255,-0.0553,-0.0334115,0.0218885
15,-0.4861743,-0.5639906,"('boring', 'funny')",0.8298531,0.84775937,-0.5602695,-0.57989466,0.48941115,0.50612533,0.0682051,0.0524999,-0.0157052
16,-2.1067114,-2.050247,"('unpopular', 'popular')",0.5943066,0.5434043,0.31056255,0.32112265,0.35615313,0.39283097,-0.2114223,-0.1982222,0.0132001
17,-0.5758862,-0.47798708,"('nasty', 'nice')",-0.21965027,-0.1423929,-0.06929822,0.06809723,-0.39152947,-0.28592873,-0.314091,-0.2095529,0.1045381
18,-0.20996398,-0.18178084,"('disagreeable', 'welcoming')",-0.21344648,-0.18656188,-0.13188477,-0.14711092,-0.16925603,-0.1758721,-0.1811378,-0.1728314,0.0083064
19,-1.2869114,-1.2447144,"('inhospitable', 'hospitable')",-1.0968337,-0.9461414,-1.5520242,-1.5297055,0.30639848,0.40778866,-0.9073428,-0.8281931,0.0791497
20,0.5951071,0.5919791,"('rough', 'thoughtful')",-0.44224325,-0.37961307,-0.34635097,-0.26935956,0.85905606,0.8179605,0.1663922,0.1902417,0.0238495
21,1.180855,1.2263668,"('immoral', 'moral')",0.98027074,0.96223074,1.0374701,1.036483,-0.7678328,-0.7469357,0.6076908,0.6195362,0.0118454
22,-0.067614876,0.03036592,"('untrustworthy', 'trustworthy')",0.09432991,0.09443964,0.02345112,-0.032915965,-0.8725517,-0.8698268,-0.2055964,-0.1944843,0.0111121
23,0.87727815,0.953745,"('insincere', 'sincere')",0.69436604,0.6416568,1.1219095,1.003175,5.75744,5.7194905,2.1127484,2.0795169,-0.0332315
24,1.4798942,1.5483253,"('dishonest', 'honest')",-0.008853067,0.019454828,0.25593635,0.16642645,0.83759487,0.75906926,0.6411431,0.623319,-0.0178241
25,-1.3376842,-1.4243957,"('egoistic', 'altruistic')",0.50851494,0.5237881,1.3934758,1.3411198,1.9757223,1.902055,0.6350072,0.5856418,-0.0493654
26,0.1680559,0.064098775,"('hardhearted', 'benevolent')",0.9272319,0.91887057,0.66077185,0.5133024,1.55978,1.5161778,0.8289599,0.7531124,-0.0758475
27,1.3138026,1.3554732,"('hardhearted', 'softhearted')",-1.0002903,-0.87031263,-0.005395852,0.0056349337,1.9348272,1.8089967,0.5607359,0.574948,0.0142121
28,0.34052214,0.29487416,"('disloyal', 'loyal')",0.3887673,0.29988837,0.25126186,0.094062634,0.7750002,0.67482907,0.4388879,0.3409136,-0.0979743
29,-0.8383589,-0.89394754,"('unfair', 'fair')",0.22612418,0.2489767,-0.026186258,-0.027685672,-0.10228323,-0.22070849,-0.185176,-0.2233413,-0.0381653
30,0.617457,0.64424443,"('intolerant', 'tolerant')",0.3930429,0.4070393,1.4159001,1.3668209,0.872754,0.85978407,0.8247885,0.8194722,-0.0053163
31,-2.1823437,-2.177115,"('evil', 'good')",-1.6011662,-1.5531181,-1.2865494,-1.3382692,-0.51413465,-0.5425748,-1.3960485,-1.4027693,-0.0067208
32,0.619207,0.64621466,"('unkind', 'kind')",0.19338198,0.18247408,0.5847064,0.4594354,0.8587882,0.68418205,0.5640209,0.4930765,-0.0709444
33,-1.0389043,-1.1417475,"('wrong', 'right')",1.2446295,1.2304236,1.1591951,1.1409987,-0.027324922,-0.11239395,0.3343988,0.2793202,-0.0550786
34,0.63794065,0.7794138,"('mean', 'honorable')",0.43216482,0.57129806,0.570201,0.6167385,5.9288597,6.11331,1.8922915,2.02019,0.1278985
35,-1.1083299,-1.2163258,"('corrupt', 'incorrupt')",-0.6443502,-0.6471627,-1.3183502,-1.3419168,0.20977026,0.100359015,-0.715315,-0.7762616,-0.0609466
