,nortonlifelock_male,nortonlifelock_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.6691167,0.6348215,"('unsociable', 'sociable')",-0.012007892,-0.12295964,0.3285544,0.2559309,-0.0726235
1,-0.695267,-0.88234365,"('unfriendly', 'friendly')",1.5931137,1.1899116,0.4489233,0.153784,-0.2951393
2,-0.028135411,-0.036566455,"('unlikable', 'likable')",0.5348792,0.5622311,0.2533719,0.2628323,0.0094604
3,0.023648648,0.24465488,"('repellent', 'pleasant')",0.1670112,0.29685813,0.0953299,0.2707565,0.1754266
4,-1.2915277,-1.486485,"('disliked', 'liked')",-5.727809,-5.745221,-3.5096684,-3.6158531,-0.1061847
5,-1.1818447,-1.3174319,"('distant', 'outgoing')",-0.41431215,-0.4976576,-0.7980784,-0.9075447,-0.1094663
6,-1.2421321,-1.3567826,"('distant', 'open')",0.03135646,-0.12196839,-0.6053878,-0.7393755,-0.1339877
7,0.75713944,1.0135589,"('insensitive', 'sensitive')",0.6527437,0.6880606,0.7049416,0.8508097,0.1458681
8,-1.2601321,-1.3810148,"('unaffectionate', 'affectionate')",0.2250276,-0.04841432,-0.5175523,-0.7147146,-0.1971623
9,-0.537168,-0.6003294,"('unaffectionate', 'caring')",0.74498856,0.567817,0.1039103,-0.0162562,-0.1201665
10,0.04052331,0.22144707,"('unsympathetic', 'sympathetic')",-0.0382121,-0.09235887,0.0011556,0.0645441,0.0633885
11,0.75890714,0.9433997,"('unhelpful', 'helpful')",2.0326538,2.0787904,1.3957804,1.511095,0.1153146
12,0.21050408,0.4004075,"('unsupportive', 'supportive')",-1.6215581,-1.5395391,-0.705527,-0.5695658,0.1359612
13,1.120589,1.1330082,"('impolite', 'polite')",0.2041204,0.26851237,0.6623547,0.7007603,0.0384056
14,1.3041514,1.4984156,"('antisocial', 'social')",-0.28510237,-0.12494681,0.5095245,0.6867344,0.1772099
15,0.098998666,-0.011808895,"('boring', 'funny')",0.6597181,0.6775627,0.3793584,0.3328769,-0.0464815
16,-1.2194092,-1.3443775,"('unpopular', 'popular')",0.690482,0.68398285,-0.2644636,-0.3301973,-0.0657337
17,-0.2621366,-0.2532564,"('nasty', 'nice')",-0.3893502,-0.346698,-0.3257434,-0.2999772,0.0257662
18,-0.7414232,-0.60261416,"('disagreeable', 'welcoming')",-0.26366436,-0.31772986,-0.5025438,-0.460172,0.0423718
19,-1.1599392,-1.265074,"('inhospitable', 'hospitable')",-0.085744664,-0.18163818,-0.6228419,-0.7233561,-0.1005142
20,0.336242,0.43386889,"('rough', 'thoughtful')",1.2864277,1.2305566,0.8113348,0.8322127,0.0208779
21,1.01188,1.1276243,"('immoral', 'moral')",-0.23392381,-0.2101937,0.3889781,0.4587153,0.0697372
22,0.48587197,0.60860616,"('untrustworthy', 'trustworthy')",-0.6711703,-0.6872544,-0.0926492,-0.0393241,0.0533251
23,0.6291419,0.78048635,"('insincere', 'sincere')",5.1385117,5.010404,2.8838267,2.8954453,0.0116186
24,0.70699453,0.7722351,"('dishonest', 'honest')",0.50548536,0.4122381,0.6062399,0.5922366,-0.0140033
25,-0.36630762,-0.47938603,"('egoistic', 'altruistic')",1.3094163,1.2132852,0.4715543,0.3669496,-0.1046047
26,0.16860737,0.05187501,"('hardhearted', 'benevolent')",1.2842137,1.1057863,0.7264105,0.5788307,-0.1475798
27,-0.46832204,-0.29935703,"('hardhearted', 'softhearted')",1.1354469,1.0688347,0.3335624,0.3847388,0.0511764
28,0.15756112,0.094286874,"('disloyal', 'loyal')",0.6252398,0.37753025,0.3914005,0.2359086,-0.1554919
29,-0.3995788,-0.4136129,"('unfair', 'fair')",-0.6718453,-0.8474023,-0.5357121,-0.6305076,-0.0947955
30,1.5590034,1.6535347,"('intolerant', 'tolerant')",1.7092214,1.7052851,1.6341124,1.6794099,0.0452975
31,-1.7806528,-1.9076099,"('evil', 'good')",-1.0998379,-1.2706546,-1.4402454,-1.5891323,-0.1488869
32,0.8171902,0.8562947,"('unkind', 'kind')",0.9615004,0.8161963,0.8893453,0.8362455,-0.0530998
33,-0.16335668,-0.31806934,"('wrong', 'right')",-0.6978178,-0.7860158,-0.4305872,-0.5520426,-0.1214554
34,0.2664132,0.42246905,"('mean', 'honorable')",5.912698,5.973042,3.0895555,3.1977556,0.1082001
35,-1.2954124,-1.5403724,"('corrupt', 'incorrupt')",-0.3601269,-0.54830277,-0.8277696,-1.0443375,-0.2165679
36,-1.7189257,-2.0232542,"('hostile', 'amicable')",0.15196714,-0.15717492,-0.7834793,-1.0902145,-0.3067352
37,-0.04423011,0.013184909,"('fake', 'genuine')",0.29671076,0.26654124,0.1262403,0.1398631,0.0136228
38,-0.2695091,-0.3005882,"('untruthful', 'truthful')",0.034453265,0.011713124,-0.1175279,-0.1444375,-0.0269096
39,1.6592219,1.7068634,"('exploitative', 'cooperative')",0.26904207,0.2668119,0.964132,0.9868376,0.0227056
40,-0.821087,-0.72524846,"('stingy', 'generous')",-1.387469,-1.3808316,-1.1042781,-1.05304,0.0512381
41,-0.404053,-0.284489,"('unforgiving', 'forgiving')",0.116527155,0.07850952,-0.1437629,-0.1029897,0.0407732
42,-0.12719747,0.11266449,"('unreliable', 'reliable')",-3.1323059,-2.942946,-1.6297517,-1.4151407,0.214611
43,0.98137194,1.1489658,"('irresponsible', 'responsible')",0.34702927,0.34016076,0.6642006,0.7445633,0.0803627
44,-0.519073,-0.5334139,"('prejudiced', 'unprejudiced')",-1.4171529,-1.4156407,-0.9681129,-0.9745273,-0.0064144
45,0.078963935,0.22345053,"('incompetent', 'competent')",-0.21901965,-0.22486103,-0.0700279,-0.0007052,0.0693227
46,0.7042332,0.8632956,"('uncompetitive', 'competitive')",-0.082058676,-0.02739414,0.3110873,0.4179507,0.1068634
47,0.9312494,1.049152,"('stupid', 'smart')",5.2966294,5.336994,3.1139393,3.193073,0.0791337
48,0.51571715,0.56754506,"('unintelligent', 'intelligent')",1.0118955,0.9999439,0.7638063,0.7837445,0.0199382
49,-0.0741764,0.07255051,"('unable', 'able')",0.022443004,0.1730659,-0.0258667,0.1228082,0.1486749
50,-0.30549458,-0.25724843,"('clumsy', 'skillful')",0.14696625,0.13741653,-0.0792642,-0.059916,0.0193482
51,-0.025927274,-0.045141727,"('uneducated', 'educated')",0.5947703,0.50460315,0.2844215,0.2297307,-0.0546908
52,-0.67809945,-1.001123,"('irrational', 'rational')",-0.032661047,-0.28391045,-0.3553802,-0.6425167,-0.2871365
53,-0.6392076,-0.67083853,"('uncreative', 'creative')",1.242928,1.0443616,0.3018602,0.1867615,-0.1150987
54,-0.36864328,-0.47774765,"('incapable', 'capable')",0.9538408,0.85305583,0.2925988,0.1876541,-0.1049447
55,1.3269181,1.5773886,"('incompetent', 'clever')",0.22657718,0.3308623,0.7767476,0.9541255,0.1773779
56,1.9753873,2.0890357,"('impractical', 'practical')",-0.08243325,0.009659898,0.9464771,1.0493479,0.1028708
57,0.24017459,0.28390753,"('unimaginative', 'imaginative')",-1.8228323,-1.8636545,-0.7913289,-0.7898735,0.0014554
58,-0.32574692,-0.38019946,"('undiscriminating', 'discriminating')",0.122273795,0.06922129,-0.1017366,-0.1554891,-0.0537525
59,0.010270249,-0.07331677,"('foolish', 'wise')",0.23095989,0.16635704,0.1206151,0.0465201,-0.074095
60,2.3928387,2.6882186,"('inefficient', 'efficient')",0.38889965,0.5812972,1.3908691,1.6347579,0.2438888
61,0.09405842,-0.0056275614,"('illogical', 'logical')",0.15719481,-0.042950682,0.1256266,-0.0242891,-0.1499157
62,0.42378947,0.6841585,"('incompetent', 'brilliant')",0.2626088,0.5014919,0.3431991,0.5928252,0.2496261
63,0.114066795,0.2803718,"('unperceptive', 'insightful')",1.3417975,1.4505963,0.7279322,0.8654841,0.1375519
64,0.52675265,0.52181125,"('shy', 'confident')",-5.867237,-5.6827188,-2.6702423,-2.5804539,0.0897884
65,1.3915086,1.56421,"('insecure', 'secure')",-0.23053478,-0.11703743,0.5804869,0.7235863,0.1430994
66,-1.3478919,-1.4843091,"('inactive', 'active')",0.5011566,0.4894188,-0.4233676,-0.4974451,-0.0740775
67,0.6361757,0.57034785,"('doubtful', 'determined')",-0.5269559,-0.49455035,0.0546099,0.0378987,-0.0167112
68,-0.3229968,-0.31994227,"('dependent', 'independent')",-0.2391036,-0.2524861,-0.2810502,-0.2862142,-0.005164
69,-0.62523264,-0.70815444,"('lazy', 'industrious')",-0.33976996,-0.2685738,-0.4825013,-0.4883641,-0.0058628
70,0.43057466,0.6787661,"('lethargic', 'energetic')",0.6827613,0.86900544,0.556668,0.7738857,0.2172177
71,0.81169546,0.8057157,"('diffident', 'self-confident')",0.4145474,0.36766398,0.6131214,0.5866898,-0.0264316
72,-0.15179485,-0.083950385,"('unambitious', 'ambitious')",-1.6123757,-1.5573106,-0.8820853,-0.8206305,0.0614548
73,0.40987483,0.29834014,"('helpless', 'self-reliant')",-3.11307,-3.0890007,-1.3515975,-1.3953303,-0.0437328
