,snap_male,snap_female,tuple,on_male,on_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0055095,1.0365134,"('unsociable', 'sociable')",-0.35158512,-0.4854948,-0.23877648,-0.31893098,0.1383826,0.0773626,-0.06102
1,0.22429198,0.287053,"('unfriendly', 'friendly')",-1.0313787,-1.0895315,2.3313155,2.1858416,0.5080763,0.461121,-0.0469553
2,-0.19363889,-0.12587094,"('unlikable', 'likable')",-0.4417558,-0.37637222,0.1328773,0.23431517,-0.1675058,-0.0893093,0.0781965
3,-0.7887959,-0.64854145,"('repellent', 'pleasant')",-0.31265748,-0.1665721,0.06375358,0.20857142,-0.3458999,-0.2021807,0.1437192
4,-0.45897746,-0.5784467,"('disliked', 'liked')",-0.47134772,-0.5884722,-6.406521,-6.5563197,-2.4456153,-2.5744128,-0.1287975
5,0.39880323,0.50153494,"('distant', 'outgoing')",-0.5117686,-0.35420582,0.25581372,0.27465785,0.0476161,0.1406623,0.0930462
6,-0.2189368,-0.12954184,"('distant', 'open')",-0.5605429,-0.4172817,0.59878755,0.61158794,-0.0602307,0.0215881,0.0818188
7,0.24363396,0.3935815,"('insensitive', 'sensitive')",-0.79450554,-0.71060145,0.56482595,0.63252246,0.0046514,0.1051675,0.1005161
8,-0.7839729,-0.7240569,"('unaffectionate', 'affectionate')",-0.7004261,-0.6055873,1.1507732,1.066675,-0.1112086,-0.0876564,0.0235522
9,-0.1217358,-0.038366005,"('unaffectionate', 'caring')",-1.260138,-1.2117537,1.3296613,1.3394794,-0.0174042,0.0297866,0.0471908
10,-0.055668402,0.043955654,"('unsympathetic', 'sympathetic')",-0.7285701,-0.7997391,-0.95459443,-0.9393068,-0.579611,-0.5650301,0.0145809
11,0.3011476,0.43344548,"('unhelpful', 'helpful')",0.1373508,0.18927394,1.4433635,1.558347,0.6272873,0.7270222,0.0997349
12,0.4736985,0.6630678,"('unsupportive', 'supportive')",-0.4936298,-0.36888707,-1.710274,-1.6776044,-0.5767351,-0.4611412,0.1155939
13,0.5730487,0.57260597,"('impolite', 'polite')",-0.025382109,-0.12843284,-0.7341691,-0.67139,-0.0621675,-0.075739,-0.0135715
14,1.4012231,1.4536544,"('antisocial', 'social')",0.61137694,0.6468583,-0.53610206,-0.55006117,0.492166,0.5168172,0.0246512
15,0.98012686,0.9932132,"('boring', 'funny')",-0.10112238,-0.115606084,0.4774703,0.416626,0.4521583,0.431411,-0.0207473
16,-1.3019525,-1.2067204,"('unpopular', 'popular')",-0.90174544,-0.93496966,0.2201727,0.29540405,-0.6611751,-0.6154286,0.0457465
17,-1.4259013,-1.3581313,"('nasty', 'nice')",-0.821313,-0.80099165,-0.6804136,-0.6249606,-0.975876,-0.9280279,0.0478481
18,-0.44457594,-0.31791326,"('disagreeable', 'welcoming')",-0.23472144,-0.11466158,-0.15918145,-0.13409935,-0.2794929,-0.1888914,0.0906015
19,-1.2794294,-1.2230866,"('inhospitable', 'hospitable')",-1.3732991,-1.2532152,-0.08845006,0.011999562,-0.9137262,-0.821434,0.0922922
20,-0.69394904,-0.64893353,"('rough', 'thoughtful')",-0.68805104,-0.73339427,0.7965562,0.78052336,-0.195148,-0.2006015,-0.0054535
21,0.8181835,0.9737395,"('immoral', 'moral')",0.43536997,0.44723812,-1.0713047,-0.9313186,0.0607496,0.1632197,0.1024701
22,1.0079315,1.0603563,"('untrustworthy', 'trustworthy')",0.77956337,0.70963115,-0.7943665,-0.8183422,0.3310428,0.317215,-0.0138278
23,0.78145295,0.913068,"('insincere', 'sincere')",-0.2924092,-0.25000617,5.9591684,6.094795,2.149404,2.2526191,0.1032151
24,0.5942279,0.6552947,"('dishonest', 'honest')",0.33017325,0.32191175,0.71130764,0.69043976,0.5452363,0.5558821,0.0106458
25,-0.288838,-0.24795924,"('egoistic', 'altruistic')",-0.2585959,-0.25891933,1.9626385,1.880126,0.4717348,0.4577491,-0.0139857
26,-0.30866888,-0.3311198,"('hardhearted', 'benevolent')",-0.9339778,-1.0204892,1.7913259,1.6732563,0.1828931,0.1072158,-0.0756773
27,-0.48346627,-0.46917507,"('hardhearted', 'softhearted')",-0.6918169,-0.55015516,1.2336268,1.1965326,0.0194479,0.0590674,0.0396195
28,-0.3280463,-0.36898038,"('disloyal', 'loyal')",-0.39346567,-0.5001871,1.0671847,0.92760974,0.1152242,0.0194808,-0.0957434
29,0.6720664,0.6512193,"('unfair', 'fair')",-0.36163685,-0.47449768,-0.275575,-0.49667633,0.0116182,-0.1066516,-0.1182698
30,0.7158067,0.81619227,"('intolerant', 'tolerant')",-0.30621144,-0.271129,1.2088424,1.280586,0.5394792,0.6085498,0.0690706
31,-0.6937549,-0.7293865,"('evil', 'good')",-0.61383164,-0.5828757,-0.27307686,-0.43523702,-0.5268878,-0.5824998,-0.055612
32,0.5003044,0.53255665,"('unkind', 'kind')",0.16998345,0.15121968,0.8463021,0.73291624,0.50553,0.4722308,-0.0332992
33,0.009978825,0.021332566,"('wrong', 'right')",-0.18292287,-0.2058177,-0.35912922,-0.42943686,-0.1773578,-0.2046407,-0.0272829
34,-0.4370333,-0.1850905,"('mean', 'honorable')",-0.63583285,-0.44552955,5.5463758,5.9102335,1.4911699,1.7598712,0.2687013
35,-1.2644787,-1.3969433,"('corrupt', 'incorrupt')",-0.44273517,-0.5108857,-0.23324047,-0.3812968,-0.6468181,-0.763042,-0.1162239
36,-1.1828742,-1.2048637,"('hostile', 'amicable')",-1.7969493,-1.8992435,0.20126948,0.0039344914,-0.9261847,-1.0333909,-0.1072062
37,0.014202847,0.046801053,"('fake', 'genuine')",-0.06280886,-0.009924028,0.5943717,0.60274094,0.1819219,0.213206,0.0312841
38,-0.0029461859,0.102276675,"('untruthful', 'truthful')",-0.22881249,-0.17846878,0.012495805,0.10551846,-0.0730876,0.0097755,0.0828631
39,0.4355353,0.4876652,"('exploitative', 'cooperative')",-0.2155803,-0.1729833,-0.09423964,-0.11741638,0.0419051,0.0657552,0.0238501
40,-1.1967192,-1.0803642,"('stingy', 'generous')",-1.2480453,-1.2590139,-1.6958702,-1.7703741,-1.3802115,-1.3699174,0.0102941
41,0.31795865,0.3261192,"('unforgiving', 'forgiving')",-0.86948895,-0.87851703,-0.18291605,-0.20749864,-0.2448154,-0.2532988,-0.0084834
42,0.61283505,0.76557285,"('unreliable', 'reliable')",-0.25888154,-0.20363379,-3.678535,-3.5961425,-1.1081938,-1.0114012,0.0967926
