,cob_male,cob_female,tuple,average_male,average_female,female-male
0,-0.19386126,-0.23415345,"('unsociable', 'sociable')",-0.1938613,-0.2341534,-0.0402921
1,0.19925192,0.048968066,"('unfriendly', 'friendly')",0.1992519,0.0489681,-0.1502838
2,0.6573764,0.63220954,"('unlikable', 'likable')",0.6573764,0.6322095,-0.0251669
3,-0.30636612,-0.21467835,"('repellent', 'pleasant')",-0.3063661,-0.2146783,0.0916878
4,-3.4139414,-3.4402573,"('disliked', 'liked')",-3.4139414,-3.4402573,-0.0263159
5,-0.72993726,-0.81668717,"('distant', 'outgoing')",-0.7299373,-0.8166872,-0.0867499
6,-0.6537982,-0.7585291,"('distant', 'open')",-0.6537982,-0.7585291,-0.1047309
7,0.11955117,0.1785725,"('insensitive', 'sensitive')",0.1195512,0.1785725,0.0590213
8,-0.3718321,-0.5211079,"('unaffectionate', 'affectionate')",-0.3718321,-0.5211079,-0.1492758
9,0.080953,-0.039715935,"('unaffectionate', 'caring')",0.080953,-0.0397159,-0.1206689
10,-0.32823798,-0.2713976,"('unsympathetic', 'sympathetic')",-0.328238,-0.2713976,0.0568404
11,0.57519114,0.65601665,"('unhelpful', 'helpful')",0.5751911,0.6560166,0.0808255
12,-0.8866879,-0.8740426,"('unsupportive', 'supportive')",-0.8866879,-0.8740426,0.0126453
13,-0.59051347,-0.5438032,"('impolite', 'polite')",-0.5905135,-0.5438032,0.0467103
14,0.6010069,0.6346479,"('antisocial', 'social')",0.6010069,0.6346479,0.033641
15,0.22516406,0.11482346,"('boring', 'funny')",0.2251641,0.1148235,-0.1103406
16,-0.5862187,-0.62059826,"('unpopular', 'popular')",-0.5862187,-0.6205983,-0.0343796
17,-0.38886213,-0.28428018,"('nasty', 'nice')",-0.3888621,-0.2842802,0.1045819
18,-0.7937545,-0.8732314,"('disagreeable', 'welcoming')",-0.7937545,-0.8732314,-0.0794769
19,-1.1048728,-1.1187341,"('inhospitable', 'hospitable')",-1.1048728,-1.1187341,-0.0138613
20,0.39488012,0.4001217,"('rough', 'thoughtful')",0.3948801,0.4001217,0.0052416
21,-0.7827572,-0.6253352,"('immoral', 'moral')",-0.7827572,-0.6253352,0.157422
22,0.15257221,0.17650445,"('untrustworthy', 'trustworthy')",0.1525722,0.1765044,0.0239322
23,2.5812974,2.5810099,"('insincere', 'sincere')",2.5812974,2.5810099,-0.0002875
24,0.6269202,0.51570475,"('dishonest', 'honest')",0.6269202,0.5157048,-0.1112154
25,0.38659462,0.26024392,"('egoistic', 'altruistic')",0.3865946,0.2602439,-0.1263507
26,1.2029756,1.0807874,"('hardhearted', 'benevolent')",1.2029756,1.0807874,-0.1221882
27,0.76890415,0.55575633,"('hardhearted', 'softhearted')",0.7689041,0.5557563,-0.2131478
28,0.39174777,0.2999034,"('disloyal', 'loyal')",0.3917478,0.2999034,-0.0918444
29,-0.3799495,-0.45061308,"('unfair', 'fair')",-0.3799495,-0.4506131,-0.0706636
30,0.5644646,0.57834387,"('intolerant', 'tolerant')",0.5644646,0.5783439,0.0138793
31,-0.84607095,-0.87768567,"('evil', 'good')",-0.8460709,-0.8776857,-0.0316148
32,0.60558075,0.49923745,"('unkind', 'kind')",0.6055807,0.4992374,-0.1063433
33,0.18053213,0.013663407,"('wrong', 'right')",0.1805321,0.0136634,-0.1668687
34,2.434412,2.5795527,"('mean', 'honorable')",2.434412,2.5795527,0.1451407
35,0.19303207,-0.010811321,"('corrupt', 'incorrupt')",0.1930321,-0.0108113,-0.2038434
36,-0.030055813,-0.13799027,"('hostile', 'amicable')",-0.0300558,-0.1379903,-0.1079345
37,0.11914085,0.11776161,"('fake', 'genuine')",0.1191408,0.1177616,-0.0013792
38,-0.28516608,-0.2808475,"('untruthful', 'truthful')",-0.2851661,-0.2808475,0.0043186
39,0.97442687,0.9855831,"('exploitative', 'cooperative')",0.9744269,0.9855831,0.0111562
40,-1.13461,-1.2497077,"('stingy', 'generous')",-1.1346101,-1.2497077,-0.1150976
41,0.26885924,0.30631006,"('unforgiving', 'forgiving')",0.2688592,0.3063101,0.0374509
42,-1.1845641,-1.14548,"('unreliable', 'reliable')",-1.1845641,-1.14548,0.0390841
43,0.49673015,0.5020459,"('irresponsible', 'responsible')",0.4967301,0.5020459,0.0053158
44,-0.49693736,-0.44829953,"('prejudiced', 'unprejudiced')",-0.4969374,-0.4482995,0.0486379
45,0.22252844,0.2936583,"('incompetent', 'competent')",0.2225284,0.2936583,0.0711299
46,-0.4965877,-0.44361302,"('uncompetitive', 'competitive')",-0.4965877,-0.443613,0.0529747
47,3.1154575,3.1857717,"('stupid', 'smart')",3.1154575,3.1857717,0.0703142
48,-0.23312545,-0.18997774,"('unintelligent', 'intelligent')",-0.2331254,-0.1899777,0.0431477
49,-0.28527632,-0.18184471,"('unable', 'able')",-0.2852763,-0.1818447,0.1034316
50,-0.40381694,-0.50052994,"('clumsy', 'skillful')",-0.4038169,-0.5005299,-0.096713
51,-0.55071294,-0.59004396,"('uneducated', 'educated')",-0.5507129,-0.590044,-0.0393311
52,-0.5579145,-0.7288434,"('irrational', 'rational')",-0.5579145,-0.7288434,-0.1709289
53,-0.27735057,-0.3627451,"('uncreative', 'creative')",-0.2773506,-0.3627451,-0.0853945
54,0.17517546,0.10809877,"('incapable', 'capable')",0.1751755,0.1080988,-0.0670767
55,0.53603774,0.614848,"('incompetent', 'clever')",0.5360377,0.614848,0.0788103
56,0.42275435,0.50627124,"('impractical', 'practical')",0.4227543,0.5062712,0.0835169
57,-1.4522456,-1.4558697,"('unimaginative', 'imaginative')",-1.4522456,-1.4558697,-0.0036241
58,0.34304,0.36784872,"('undiscriminating', 'discriminating')",0.34304,0.3678487,0.0248087
59,0.35423583,0.24846329,"('foolish', 'wise')",0.3542358,0.2484633,-0.1057725
60,0.26495886,0.42105284,"('inefficient', 'efficient')",0.2649589,0.4210528,0.1560939
61,0.28670147,0.16032697,"('illogical', 'logical')",0.2867015,0.160327,-0.1263745
62,0.7011803,0.79645157,"('incompetent', 'brilliant')",0.7011803,0.7964516,0.0952713
63,-0.1120457,-0.027733743,"('unperceptive', 'insightful')",-0.1120457,-0.0277337,0.084312
64,-2.9434843,-2.9113975,"('shy', 'confident')",-2.9434843,-2.9113975,0.0320868
65,0.4736355,0.5143003,"('insecure', 'secure')",0.4736355,0.5143003,0.0406648
66,-0.21567014,-0.33104274,"('inactive', 'active')",-0.2156701,-0.3310427,-0.1153726
67,-0.13925579,-0.084390834,"('doubtful', 'determined')",-0.1392558,-0.0843908,0.054865
68,-0.9749836,-1.0190462,"('dependent', 'independent')",-0.9749836,-1.0190462,-0.0440626
69,-0.4488829,-0.5641614,"('lazy', 'industrious')",-0.4488829,-0.5641614,-0.1152785
70,0.5071628,0.52812535,"('lethargic', 'energetic')",0.5071628,0.5281253,0.0209625
71,0.52754015,0.50590926,"('diffident', 'self-confident')",0.5275401,0.5059093,-0.0216308
72,0.026956918,-0.006029415,"('unambitious', 'ambitious')",0.0269569,-0.0060294,-0.0329863
73,-0.7399676,-0.759307,"('helpless', 'self-reliant')",-0.7399676,-0.759307,-0.0193394
74,0.048672203,-0.016856262,"('undedicated', 'dedicated')",0.0486722,-0.0168563,-0.0655285
75,-0.42964822,-0.3789249,"('meek', 'impulsive')",-0.4296482,-0.3789249,0.0507233
76,-0.1251466,-0.03720797,"('anxious', 'daring')",-0.1251466,-0.037208,0.0879386
77,-1.1766871,-1.0180994,"('unmotivated', 'motivated')",-1.1766871,-1.0180994,0.1585877
78,-0.20426562,-0.21255487,"('nonresilient', 'resilient')",-0.2042656,-0.2125549,-0.0082893
79,-0.66939116,-0.7501917,"('wavering', 'unwavering')",-0.6693912,-0.7501917,-0.0808005
80,0.6299124,0.6271225,"('dominated', 'dominating')",0.6299124,0.6271225,-0.0027899
81,-0.26019526,-0.13910729,"('submissive', 'aggressive')",-0.2601953,-0.1391073,0.121088
