,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,female-male
0,1.2367208,0.8694684,"('unsociable', 'sociable')",-1.6886276,-1.9208069,-0.7033165,-0.79215753,-0.3850745,-0.6144987,-0.2294242
1,0.22268873,0.6176794,"('unfriendly', 'friendly')",-1.302053,-1.211232,0.5423152,0.2523489,-0.1790164,-0.1137345,0.0652819
2,0.88688767,0.9786529,"('unlikable', 'likable')",0.16416909,0.22186448,0.71325314,0.72958827,0.5881033,0.6433686,0.0552653
3,-0.16470651,-0.27226335,"('repellent', 'pleasant')",-1.4248734,-1.343157,0.42066327,0.49807072,-0.3896389,-0.3724499,0.017189
4,-1.650625,-1.4511584,"('disliked', 'liked')",0.9744471,1.0753956,-5.5782623,-5.8350563,-2.0848134,-2.0702731,0.0145403
5,-0.7807781,-0.448595,"('distant', 'outgoing')",0.7924084,0.9997652,-0.28671548,-0.33761132,-0.0916951,0.0711863,0.1628814
6,-1.260379,-0.77731204,"('distant', 'open')",0.78434706,1.0833375,-0.57033753,-0.6401088,-0.3487898,-0.1113611,0.2374287
7,0.87177515,0.7407789,"('insensitive', 'sensitive')",-1.1290947,-1.1094998,-0.21433116,-0.20302205,-0.1572169,-0.190581,-0.0333641
8,0.008895606,0.3507784,"('unaffectionate', 'affectionate')",-0.710166,-0.5620543,0.14839108,-0.015419549,-0.1842931,-0.0755651,0.108728
9,1.4916868,1.7956128,"('unaffectionate', 'caring')",-0.6683012,-0.49311477,0.87273055,0.786694,0.5653721,0.6963974,0.1310253
10,0.80177486,0.5098384,"('unsympathetic', 'sympathetic')",-2.916377,-3.0939136,-0.9513483,-1.0262824,-1.0219835,-1.2034526,-0.1814691
11,0.18444683,0.047476232,"('unhelpful', 'helpful')",-1.4031637,-1.520757,1.5457559,1.576502,0.109013,0.0344071,-0.0746059
12,1.5807517,1.76163,"('unsupportive', 'supportive')",-0.41897914,-0.30486742,-1.893859,-1.9641714,-0.2440288,-0.1691362,0.0748926
13,-0.16220024,-0.59202623,"('impolite', 'polite')",-1.7822694,-2.027967,-0.9760018,-0.9062307,-0.9734905,-1.175408,-0.2019175
