,fork_male,fork_female,tuple,average_male,average_female,female-male
0,-0.28351805,-0.37695828,"('unsociable', 'sociable')",-0.283518,-0.3769583,-0.0934403
1,1.4793363,1.4034042,"('unfriendly', 'friendly')",1.4793363,1.4034042,-0.0759321
2,0.061003357,0.10703675,"('unlikable', 'likable')",0.0610034,0.1070367,0.0460333
3,0.53147954,0.58773756,"('repellent', 'pleasant')",0.5314795,0.5877376,0.0562581
4,-7.3306546,-7.4788985,"('disliked', 'liked')",-7.3306546,-7.4788985,-0.1482439
5,-0.7481044,-0.7155061,"('distant', 'outgoing')",-0.7481044,-0.7155061,0.0325983
6,-0.10109321,-0.11092814,"('distant', 'open')",-0.1010932,-0.1109281,-0.0098349
7,0.77239144,0.84570044,"('insensitive', 'sensitive')",0.7723914,0.8457004,0.073309
8,1.0945605,1.0189859,"('unaffectionate', 'affectionate')",1.0945605,1.0189859,-0.0755746
9,1.9538261,1.9165841,"('unaffectionate', 'caring')",1.9538261,1.9165841,-0.037242
10,1.1106135,1.0501387,"('unsympathetic', 'sympathetic')",1.1106135,1.0501387,-0.0604748
11,1.5708405,1.6281556,"('unhelpful', 'helpful')",1.5708405,1.6281556,0.0573151
12,-1.5244632,-1.5908278,"('unsupportive', 'supportive')",-1.5244632,-1.5908278,-0.0663646
13,-0.21215177,-0.25515813,"('impolite', 'polite')",-0.2121518,-0.2551581,-0.0430063
14,-0.19223218,-0.19545212,"('antisocial', 'social')",-0.1922322,-0.1954521,-0.0032199
15,0.5325435,0.44399047,"('boring', 'funny')",0.5325435,0.4439905,-0.088553
16,-0.77700794,-0.72863424,"('unpopular', 'popular')",-0.7770079,-0.7286342,0.0483737
17,-0.48678017,-0.4581272,"('nasty', 'nice')",-0.4867802,-0.4581272,0.028653
18,-0.4219995,-0.49400502,"('disagreeable', 'welcoming')",-0.4219995,-0.494005,-0.0720055
19,-0.3535306,-0.3522201,"('inhospitable', 'hospitable')",-0.3535306,-0.3522201,0.0013105
20,1.0918018,1.0269189,"('rough', 'thoughtful')",1.0918018,1.0269189,-0.0648829
21,-0.16054532,-0.17853504,"('immoral', 'moral')",-0.1605453,-0.178535,-0.0179897
22,-0.68673456,-0.7740054,"('untrustworthy', 'trustworthy')",-0.6867346,-0.7740054,-0.0872708
23,6.445426,6.5257897,"('insincere', 'sincere')",6.445426,6.5257897,0.0803637
24,1.8304749,1.718673,"('dishonest', 'honest')",1.8304749,1.718673,-0.1118019
25,0.9123399,0.821572,"('egoistic', 'altruistic')",0.9123399,0.821572,-0.0907679
26,0.9891689,0.8942417,"('hardhearted', 'benevolent')",0.9891689,0.8942417,-0.0949272
27,1.8935044,1.7220678,"('hardhearted', 'softhearted')",1.8935044,1.7220678,-0.1714366
28,1.3609073,1.3142389,"('disloyal', 'loyal')",1.3609073,1.3142389,-0.0466684
29,-0.59635055,-0.6566525,"('unfair', 'fair')",-0.5963506,-0.6566525,-0.0603019
30,1.0077354,0.9412836,"('intolerant', 'tolerant')",1.0077354,0.9412836,-0.0664518
31,-1.4376503,-1.4048586,"('evil', 'good')",-1.4376503,-1.4048586,0.0327917
32,0.9760888,0.91293997,"('unkind', 'kind')",0.9760888,0.91294,-0.0631488
33,-0.34322312,-0.4347568,"('wrong', 'right')",-0.3432231,-0.4347568,-0.0915337
34,4.2719855,4.463668,"('mean', 'honorable')",4.2719855,4.4636679,0.1916824
35,-0.6207272,-0.7945966,"('corrupt', 'incorrupt')",-0.6207272,-0.7945966,-0.1738694
36,-0.56021434,-0.6704947,"('hostile', 'amicable')",-0.5602143,-0.6704947,-0.1102804
37,0.7610279,0.766443,"('fake', 'genuine')",0.7610279,0.766443,0.0054151
38,-0.36977223,-0.3960368,"('untruthful', 'truthful')",-0.3697722,-0.3960368,-0.0262646
39,0.9768399,0.9395129,"('exploitative', 'cooperative')",0.9768399,0.9395129,-0.037327
40,-1.2722306,-1.4621698,"('stingy', 'generous')",-1.2722306,-1.4621698,-0.1899392
41,0.23660553,0.07988836,"('unforgiving', 'forgiving')",0.2366055,0.0798884,-0.1567171
42,-2.5156887,-2.5779681,"('unreliable', 'reliable')",-2.5156887,-2.5779681,-0.0622794
43,0.8170059,0.82944196,"('irresponsible', 'responsible')",0.8170059,0.829442,0.0124361
44,-1.2680042,-1.2306811,"('prejudiced', 'unprejudiced')",-1.2680042,-1.2306811,0.0373231
45,0.117022954,0.085127264,"('incompetent', 'competent')",0.117023,0.0851273,-0.0318957
46,-0.8745,-0.90573347,"('uncompetitive', 'competitive')",-0.8745,-0.9057335,-0.0312335
47,4.8143253,4.9708767,"('stupid', 'smart')",4.8143253,4.9708767,0.1565514
48,0.84738004,0.73439294,"('unintelligent', 'intelligent')",0.84738,0.7343929,-0.1129871
49,0.489779,0.49689275,"('unable', 'able')",0.489779,0.4968928,0.0071138
50,-0.5208603,-0.55965257,"('clumsy', 'skillful')",-0.5208603,-0.5596526,-0.0387923
51,0.48040962,0.48104122,"('uneducated', 'educated')",0.4804096,0.4810412,0.0006316
52,-0.43956545,-0.49328578,"('irrational', 'rational')",-0.4395654,-0.4932858,-0.0537204
53,0.26785067,0.20569544,"('uncreative', 'creative')",0.2678507,0.2056954,-0.0621553
54,1.0919191,1.2094297,"('incapable', 'capable')",1.0919191,1.2094297,0.1175106
55,0.8299859,0.8107843,"('incompetent', 'clever')",0.8299859,0.8107843,-0.0192016
56,0.79066294,0.71442807,"('impractical', 'practical')",0.7906629,0.7144281,-0.0762348
57,-2.7746415,-2.7647417,"('unimaginative', 'imaginative')",-2.7746415,-2.7647417,0.0098998
58,-0.03983295,-0.034494985,"('undiscriminating', 'discriminating')",-0.0398329,-0.034495,0.0053379
59,-0.04855917,-0.06443447,"('foolish', 'wise')",-0.0485592,-0.0644345,-0.0158753
60,0.59274393,0.5945261,"('inefficient', 'efficient')",0.5927439,0.5945261,0.0017822
61,0.52456933,0.3060475,"('illogical', 'logical')",0.5245693,0.3060475,-0.2185218
62,0.6457234,0.7197928,"('incompetent', 'brilliant')",0.6457234,0.7197928,0.0740694
63,-0.07850526,-0.06544582,"('unperceptive', 'insightful')",-0.0785053,-0.0654458,0.0130595
64,-6.296265,-6.341576,"('shy', 'confident')",-6.2962651,-6.3415761,-0.045311
65,-0.15313485,-0.11695597,"('insecure', 'secure')",-0.1531349,-0.116956,0.0361789
66,-0.36550614,-0.36936975,"('inactive', 'active')",-0.3655061,-0.3693697,-0.0038636
67,-0.32719034,-0.2677756,"('doubtful', 'determined')",-0.3271903,-0.2677756,0.0594147
68,-0.8578046,-0.8521827,"('dependent', 'independent')",-0.8578046,-0.8521827,0.0056219
69,-1.8842746,-1.9025766,"('lazy', 'industrious')",-1.8842746,-1.9025766,-0.018302
70,0.726091,0.7573076,"('lethargic', 'energetic')",0.726091,0.7573076,0.0312166
71,0.6355032,0.72286505,"('diffident', 'self-confident')",0.6355032,0.722865,0.0873618
72,0.5053346,0.59002507,"('unambitious', 'ambitious')",0.5053346,0.5900251,0.0846905
73,-2.8758419,-2.8601768,"('helpless', 'self-reliant')",-2.8758419,-2.8601768,0.0156651
74,0.38218197,0.2610837,"('undedicated', 'dedicated')",0.382182,0.2610837,-0.1210983
75,-1.4802732,-1.3025783,"('meek', 'impulsive')",-1.4802732,-1.3025783,0.1776949
76,0.65169746,0.69570434,"('anxious', 'daring')",0.6516975,0.6957043,0.0440068
77,-0.96165055,-0.8660963,"('unmotivated', 'motivated')",-0.9616506,-0.8660963,0.0955543
78,-0.4988003,-0.55402815,"('nonresilient', 'resilient')",-0.4988003,-0.5540282,-0.0552279
79,-0.16116725,-0.14875059,"('wavering', 'unwavering')",-0.1611672,-0.1487506,0.0124166
80,0.06414656,0.020290278,"('dominated', 'dominating')",0.0641466,0.0202903,-0.0438563
81,-0.07172387,0.0051422566,"('submissive', 'aggressive')",-0.0717239,0.0051423,0.0768662
82,5.6336956,5.895842,"('poor', 'rich')",5.6336956,5.8958421,0.2621465
83,-0.22665921,-0.21912293,"('powerless', 'powerful')",-0.2266592,-0.2191229,0.0075363
84,0.6902463,0.675373,"('inferior', 'superior')",0.6902463,0.675373,-0.0148733
85,-0.31692716,-0.41637248,"('insignificant', 'prestigious')",-0.3169272,-0.4163725,-0.0994453
86,0.38165596,0.27883473,"('uninfluential', 'influential')",0.381656,0.2788347,-0.1028213
87,-0.4382325,-0.30335304,"('unsuccessful', 'successful')",-0.4382325,-0.303353,0.1348795
88,0.3920857,0.402772,"('low', 'eminent')",0.3920857,0.402772,0.0106863
