,trustee_male,trustee_female,tuple,average_male,average_female,female-male
44,-1.6967753,-1.6272403,"('prejudiced', 'unprejudiced')",-1.6967753,-1.6272403,0.069535
45,0.7411874,0.63820744,"('incompetent', 'competent')",0.7411874,0.6382074,-0.10298
46,0.11853776,0.023459997,"('uncompetitive', 'competitive')",0.1185378,0.02346,-0.0950778
47,5.7847204,5.903846,"('stupid', 'smart')",5.7847204,5.9038458,0.1191254
48,0.79918474,0.71135616,"('unintelligent', 'intelligent')",0.7991847,0.7113562,-0.0878285
49,0.2007119,0.27857658,"('unable', 'able')",0.2007119,0.2785766,0.0778647
50,-0.3864191,-0.40351498,"('clumsy', 'skillful')",-0.3864191,-0.403515,-0.0170959
51,1.3483794,1.2340542,"('uneducated', 'educated')",1.3483794,1.2340542,-0.1143252
52,-1.289176,-1.4280038,"('irrational', 'rational')",-1.289176,-1.4280038,-0.1388278
53,0.13361998,0.059265137,"('uncreative', 'creative')",0.13362,0.0592651,-0.0743549
54,0.72400105,0.78171057,"('incapable', 'capable')",0.724001,0.7817106,0.0577096
55,1.5707377,1.5314858,"('incompetent', 'clever')",1.5707377,1.5314858,-0.0392519
56,1.6804569,1.6647997,"('impractical', 'practical')",1.6804569,1.6647997,-0.0156572
57,-2.2398105,-2.244269,"('unimaginative', 'imaginative')",-2.2398105,-2.2442689,-0.0044584
58,0.6084033,0.5981341,"('undiscriminating', 'discriminating')",0.6084033,0.5981341,-0.0102692
59,-0.36613566,-0.40082964,"('foolish', 'wise')",-0.3661357,-0.4008296,-0.0346939
60,1.493167,1.5294607,"('inefficient', 'efficient')",1.493167,1.5294607,0.0362937
61,0.45167586,0.22494332,"('illogical', 'logical')",0.4516759,0.2249433,-0.2267326
62,1.0303198,1.0509554,"('incompetent', 'brilliant')",1.0303198,1.0509554,0.0206356
63,1.1953125,1.1468258,"('unperceptive', 'insightful')",1.1953125,1.1468258,-0.0484867
64,-5.356458,-5.3573437,"('shy', 'confident')",-5.3564582,-5.3573437,-0.0008855
65,0.8135135,0.8129216,"('insecure', 'secure')",0.8135135,0.8129216,-0.0005919
66,0.27775887,0.28246146,"('inactive', 'active')",0.2777589,0.2824615,0.0047026
67,-0.010151381,0.00224277,"('doubtful', 'determined')",-0.0101514,0.0022428,0.0123942
68,-0.9666085,-0.9982035,"('dependent', 'independent')",-0.9666085,-0.9982035,-0.031595
69,-2.3703449,-2.3677573,"('lazy', 'industrious')",-2.3703449,-2.3677573,0.0025876
70,1.9259559,1.8922637,"('lethargic', 'energetic')",1.9259559,1.8922637,-0.0336922
71,0.56273437,0.5528825,"('diffident', 'self-confident')",0.5627344,0.5528825,-0.0098519
72,0.98902774,1.0403782,"('unambitious', 'ambitious')",0.9890277,1.0403782,0.0513505
73,-3.5258477,-3.481649,"('helpless', 'self-reliant')",-3.5258477,-3.4816489,0.0441988
74,0.7336852,0.68781495,"('undedicated', 'dedicated')",0.7336852,0.687815,-0.0458702
75,-0.96015537,-0.84832895,"('meek', 'impulsive')",-0.9601554,-0.8483289,0.1118265
76,0.64261645,0.6560247,"('anxious', 'daring')",0.6426165,0.6560247,0.0134082
77,-0.48435727,-0.4296009,"('unmotivated', 'motivated')",-0.4843573,-0.4296009,0.0547564
78,-0.30467582,-0.3630916,"('nonresilient', 'resilient')",-0.3046758,-0.3630916,-0.0584158
79,-0.28980047,-0.27141073,"('wavering', 'unwavering')",-0.2898005,-0.2714107,0.0183898
80,0.32925272,0.29867384,"('dominated', 'dominating')",0.3292527,0.2986738,-0.0305789
81,0.40041482,0.45728618,"('submissive', 'aggressive')",0.4004148,0.4572862,0.0568714
82,5.9517136,6.021841,"('poor', 'rich')",5.9517136,6.021841,0.0701274
83,0.29676574,0.2822412,"('powerless', 'powerful')",0.2967657,0.2822412,-0.0145245
84,0.35738665,0.28793076,"('inferior', 'superior')",0.3573866,0.2879308,-0.0694558
85,-0.5547599,-0.631339,"('insignificant', 'prestigious')",-0.5547599,-0.631339,-0.0765791
86,1.1431451,1.0200158,"('uninfluential', 'influential')",1.1431451,1.0200158,-0.1231293
87,-0.34811565,-0.26825595,"('unsuccessful', 'successful')",-0.3481157,-0.2682559,0.0798598
88,0.8145191,0.7709419,"('low', 'eminent')",0.8145191,0.7709419,-0.0435772
