,lsi_male,lsi_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.52709013,-0.60429305,"('unsociable', 'sociable')",0.087256916,-0.059836056,-0.2199166,-0.3320645,-0.1121479
1,-1.6100397,-1.7582043,"('unfriendly', 'friendly')",1.1605375,0.9569115,-0.2247511,-0.4006464,-0.1758953
2,1.1996386,1.2022426,"('unlikable', 'likable')",0.86925966,0.88002515,1.0344491,1.0411339,0.0066848
3,0.22006181,0.405614,"('repellent', 'pleasant')",0.89349777,0.97912896,0.5567798,0.6923715,0.1355917
4,-0.22993508,-0.20293203,"('disliked', 'liked')",-6.1060243,-6.220548,-3.1679797,-3.21174,-0.0437603
5,-1.1428857,-1.1968827,"('distant', 'outgoing')",-0.7866293,-0.8438536,-0.9647575,-1.0203681,-0.0556106
6,-1.26757,-1.3133084,"('distant', 'open')",-0.81753206,-0.90964264,-1.042551,-1.1114755,-0.0689245
7,-0.2872426,-0.21416402,"('insensitive', 'sensitive')",0.36300534,0.39725512,0.0378814,0.0915456,0.0536642
8,-0.92365056,-1.0578909,"('unaffectionate', 'affectionate')",0.29581296,0.19209492,-0.3139188,-0.432898,-0.1189792
9,-0.96818656,-1.089161,"('unaffectionate', 'caring')",0.6930667,0.61504936,-0.1375599,-0.2370558,-0.0994959
10,-0.6937663,-0.57817525,"('unsympathetic', 'sympathetic')",-0.6325804,-0.6364659,-0.6631733,-0.6073205,0.0558528
11,-0.2955333,-0.29082692,"('unhelpful', 'helpful')",1.3243821,1.348946,0.5144244,0.5290595,0.0146351
12,-0.18646106,-0.033018716,"('unsupportive', 'supportive')",-2.126526,-2.164172,-1.1564935,-1.0985954,0.0578981
13,-0.42107403,-0.41148177,"('impolite', 'polite')",-0.97480404,-0.92579824,-0.697939,-0.66864,0.029299
14,0.9141225,1.0104691,"('antisocial', 'social')",0.38746464,0.3437689,0.6507936,0.677119,0.0263254
15,0.025120877,-0.102889135,"('boring', 'funny')",0.32533365,0.30857813,0.1752273,0.1028445,-0.0723828
16,-0.27447307,-0.35215002,"('unpopular', 'popular')",0.6791464,0.5887572,0.2023367,0.1183036,-0.0840331
17,0.065999195,0.14404486,"('nasty', 'nice')",-0.5232555,-0.48397866,-0.2286282,-0.1699669,0.0586613
18,-0.79836315,-0.7986994,"('disagreeable', 'welcoming')",-0.55934685,-0.7167824,-0.678855,-0.7577409,-0.0788859
19,-1.1119285,-1.0946127,"('inhospitable', 'hospitable')",-0.7775445,-0.774825,-0.9447365,-0.9347188,0.0100177
20,0.9448164,0.8790435,"('rough', 'thoughtful')",0.9569879,0.92782897,0.9509022,0.9034362,-0.047466
21,0.38600537,0.47687685,"('immoral', 'moral')",-0.15946516,-0.09625116,0.1132701,0.1903128,0.0770427
22,0.021469163,0.07329953,"('untrustworthy', 'trustworthy')",-0.80294365,-0.8986193,-0.3907372,-0.4126599,-0.0219227
23,-0.5139632,-0.52305734,"('insincere', 'sincere')",5.293028,5.253856,2.3895323,2.3653994,-0.0241329
24,-0.3418699,-0.35599476,"('dishonest', 'honest')",0.45463246,0.42301136,0.0563813,0.0335083,-0.022873
25,-0.45450556,-0.61321574,"('egoistic', 'altruistic')",1.0628724,0.98617893,0.3041834,0.1864816,-0.1177018
26,0.11807993,0.041951306,"('hardhearted', 'benevolent')",1.8842762,1.7817491,1.001178,0.9118502,-0.0893278
27,-0.29464325,-0.33772728,"('hardhearted', 'softhearted')",0.8325811,0.74397767,0.2689689,0.2031252,-0.0658437
28,-1.1100923,-1.2581502,"('disloyal', 'loyal')",1.0733672,0.9383361,-0.0183625,-0.1599071,-0.1415446
29,-0.29327366,-0.3540803,"('unfair', 'fair')",-0.4799766,-0.6224515,-0.3866251,-0.4882659,-0.1016408
30,0.59795785,0.617794,"('intolerant', 'tolerant')",1.0240215,1.0063097,0.8109897,0.8120519,0.0010622
31,-1.0508223,-0.96781135,"('evil', 'good')",-0.5907915,-0.7214259,-0.8208069,-0.8446186,-0.0238117
32,0.086212486,0.027381672,"('unkind', 'kind')",0.61670285,0.43076673,0.3514577,0.2290742,-0.1223835
33,-0.22189969,-0.3432695,"('wrong', 'right')",-0.8775149,-0.93786573,-0.5497073,-0.6405676,-0.0908603
34,-0.42848507,-0.24733402,"('mean', 'honorable')",5.1503963,5.3174615,2.3609557,2.5350637,0.174108
35,-0.45990863,-0.6904198,"('corrupt', 'incorrupt')",-0.359257,-0.46326193,-0.4095828,-0.5768409,-0.1672581
36,-0.9966313,-1.1211722,"('hostile', 'amicable')",-0.08317591,-0.28678554,-0.5399036,-0.7039789,-0.1640753
37,-0.12686881,-0.10355983,"('fake', 'genuine')",-0.25190264,-0.25408542,-0.1893857,-0.1788226,0.0105631
38,-1.2969617,-1.287708,"('untruthful', 'truthful')",-0.47413406,-0.45080492,-0.8855479,-0.8692565,0.0162914
39,0.8945312,0.8666062,"('exploitative', 'cooperative')",0.26809728,0.27990308,0.5813142,0.5732546,-0.0080596
40,-0.034831733,0.03198596,"('stingy', 'generous')",-1.6818203,-1.8417925,-0.858326,-0.9049032,-0.0465772
41,-0.3242089,-0.21010713,"('unforgiving', 'forgiving')",0.08960269,-0.037365906,-0.1173031,-0.1237365,-0.0064334
42,0.5703596,0.7513534,"('unreliable', 'reliable')",-3.2114842,-3.1984677,-1.3205624,-1.2235572,0.0970052
43,-0.26993197,-0.14610545,"('irresponsible', 'responsible')",0.4034186,0.474004,0.0667433,0.1639493,0.097206
44,0.2610732,0.2576083,"('prejudiced', 'unprejudiced')",-1.2663493,-1.2654179,-0.502638,-0.5039048,-0.0012668
45,-0.024268612,0.21886495,"('incompetent', 'competent')",0.11434111,0.10147533,0.0450362,0.1601701,0.1151339
46,-0.2569701,-0.08954036,"('uncompetitive', 'competitive')",-0.6997568,-0.6335927,-0.4783635,-0.3615665,0.116797
47,0.3992389,0.45567253,"('stupid', 'smart')",5.029337,5.1733255,2.714288,2.8144991,0.1002111
48,-0.2407818,-0.22054124,"('unintelligent', 'intelligent')",0.5933744,0.60713816,0.1762963,0.1932985,0.0170022
49,-0.13789368,-0.010027885,"('unable', 'able')",-0.3982309,-0.34548575,-0.2680623,-0.1777568,0.0903055
50,-0.040146634,-0.11135771,"('clumsy', 'skillful')",-0.20210536,-0.33198148,-0.121126,-0.2216696,-0.1005436
51,-0.3438666,-0.3902126,"('uneducated', 'educated')",0.10973193,0.01129958,-0.1170673,-0.1894565,-0.0723892
52,-0.100867316,-0.41788545,"('irrational', 'rational')",0.018971475,-0.14815909,-0.0409479,-0.2830223,-0.2420744
53,-0.6489403,-0.7550968,"('uncreative', 'creative')",0.50291395,0.39006978,-0.0730132,-0.1825135,-0.1095003
54,-0.6285559,-0.8025243,"('incapable', 'capable')",0.66002023,0.6525931,0.0157322,-0.0749656,-0.0906978
55,0.55073476,0.7093706,"('incompetent', 'clever')",0.46661305,0.48126298,0.5086739,0.5953168,0.0866429
56,0.81697506,0.9213312,"('impractical', 'practical')",-0.5254931,-0.5015956,0.145741,0.2098678,0.0641268
57,-0.16331437,-0.119349025,"('unimaginative', 'imaginative')",-2.8286643,-2.837552,-1.4959893,-1.4784505,0.0175388
58,-0.31020004,-0.3115587,"('undiscriminating', 'discriminating')",0.52306396,0.44359255,0.106432,0.0660169,-0.0404151
59,0.44988042,0.34553945,"('foolish', 'wise')",0.13664956,0.09834322,0.293265,0.2219413,-0.0713237
60,0.82537633,0.98067474,"('inefficient', 'efficient')",-0.24380821,-0.10150467,0.2907841,0.439585,0.1488009
61,0.15765724,-0.05154651,"('illogical', 'logical')",0.7111697,0.5898905,0.4344135,0.269172,-0.1652415
62,0.94319695,1.130454,"('incompetent', 'brilliant')",0.4745509,0.62217456,0.7088739,0.8763143,0.1674404
63,-0.34200168,-0.18711346,"('unperceptive', 'insightful')",0.3783643,0.45966995,0.0181813,0.1362782,0.1180969
64,0.063808426,0.108196914,"('shy', 'confident')",-6.1576476,-6.19451,-3.0469196,-3.0431566,0.003763
65,0.4448548,0.4293367,"('insecure', 'secure')",-0.28740445,-0.19820407,0.0787252,0.1155663,0.0368411
66,-0.6782314,-0.7594255,"('inactive', 'active')",0.1226046,0.14490645,-0.2778134,-0.3072595,-0.0294461
67,0.81437886,0.8087914,"('doubtful', 'determined')",-0.34408748,-0.34620637,0.2351457,0.2312925,-0.0038532
68,-0.2627167,-0.33960345,"('dependent', 'independent')",-0.89029205,-0.9253336,-0.5765043,-0.6324685,-0.0559642
69,0.24855049,0.1447354,"('lazy', 'industrious')",-0.44976136,-0.47392446,-0.1006054,-0.1645945,-0.0639891
70,-0.056075573,0.10099551,"('lethargic', 'energetic')",0.18291563,0.26192865,0.06342,0.1814621,0.1180421
71,-0.57083696,-0.59290737,"('diffident', 'self-confident')",0.35606715,0.28417158,-0.1073849,-0.1543679,-0.046983
72,0.11551905,0.19376218,"('unambitious', 'ambitious')",-0.758141,-0.742562,-0.321311,-0.2743999,0.0469111
73,0.60099274,0.51092273,"('helpless', 'self-reliant')",-3.0131004,-3.0410566,-1.2060539,-1.265067,-0.0590131
74,0.21419187,0.2582232,"('undedicated', 'dedicated')",-0.05208771,-0.14021164,0.0810521,0.0590058,-0.0220463
75,-0.24828468,-0.21665877,"('meek', 'impulsive')",-0.5747314,-0.4836659,-0.4115081,-0.3501623,0.0613458
76,0.6397699,0.8085116,"('anxious', 'daring')",-0.41036305,-0.2918996,0.1147034,0.258306,0.1436026
77,-0.16571584,-0.103923,"('unmotivated', 'motivated')",-1.0245849,-0.870369,-0.5951504,-0.487146,0.1080044
78,-0.7968765,-0.6885314,"('nonresilient', 'resilient')",-0.082563154,-0.11247248,-0.4397198,-0.4005019,0.0392179
79,-1.1973501,-1.2862456,"('wavering', 'unwavering')",-0.8123204,-0.8526132,-1.0048352,-1.0694294,-0.0645942
80,0.7157,0.7638723,"('dominated', 'dominating')",-0.77717817,-0.6160553,-0.0307391,0.0739085,0.1046476
81,0.42770374,0.4666761,"('submissive', 'aggressive')",-0.8348836,-0.625424,-0.2035899,-0.079374,0.1242159
82,-0.47198835,-0.4494734,"('poor', 'rich')",6.0228753,6.0163293,2.7754436,2.783428,0.0079844
83,-0.046487566,-0.047718547,"('powerless', 'powerful')",-0.99826944,-0.98754764,-0.5223785,-0.5176331,0.0047454
84,0.23946366,0.09434107,"('inferior', 'superior')",1.0260758,0.98169374,0.6327698,0.5380174,-0.0947524
85,-0.073223434,-0.18506469,"('insignificant', 'prestigious')",0.29168415,0.17806935,0.1092304,-0.0034977,-0.1127281
86,-1.2123748,-1.2173643,"('uninfluential', 'influential')",-0.5059643,-0.5955577,-0.8591695,-0.906461,-0.0472915
87,0.30785918,0.24833629,"('unsuccessful', 'successful')",1.1530194,1.2424803,0.7304393,0.7454083,0.014969
88,-0.31191412,-0.5333252,"('low', 'eminent')",-0.16995837,-0.27071884,-0.2409362,-0.402022,-0.1610858
