,astrolabe_male,astrolabe_female,tuple,average_male,average_female,female-male
0,-0.08491218,-0.3543587,"('unsociable', 'sociable')",-0.0849122,-0.3543587,-0.2694465
1,-0.084250525,-0.44214097,"('unfriendly', 'friendly')",-0.0842505,-0.442141,-0.3578905
2,-0.009310994,0.00033779815,"('unlikable', 'likable')",-0.009311,0.0003378,0.0096488
3,-0.9848445,-0.82620734,"('repellent', 'pleasant')",-0.9848445,-0.8262073,0.1586372
4,-1.4688251,-1.6679844,"('disliked', 'liked')",-1.4688251,-1.6679844,-0.1991593
5,-1.691656,-1.7953386,"('distant', 'outgoing')",-1.691656,-1.7953386,-0.1036826
6,-1.6548702,-1.7690675,"('distant', 'open')",-1.6548702,-1.7690675,-0.1141973
7,-0.13861716,-0.07665848,"('insensitive', 'sensitive')",-0.1386172,-0.0766585,0.0619587
8,-0.022747003,-0.21183571,"('unaffectionate', 'affectionate')",-0.022747,-0.2118357,-0.1890887
9,-0.4825595,-0.61350596,"('unaffectionate', 'caring')",-0.4825595,-0.613506,-0.1309465
10,-1.7288456,-1.70769,"('unsympathetic', 'sympathetic')",-1.7288456,-1.70769,0.0211556
11,-0.29404312,-0.13027215,"('unhelpful', 'helpful')",-0.2940431,-0.1302722,0.1637709
12,-1.4823701,-1.5382961,"('unsupportive', 'supportive')",-1.4823701,-1.5382961,-0.055926
13,-0.6586439,-0.6646877,"('impolite', 'polite')",-0.6586439,-0.6646877,-0.0060438
14,-0.18510109,-0.16317654,"('antisocial', 'social')",-0.1851011,-0.1631765,0.0219246
15,0.81297266,0.687737,"('boring', 'funny')",0.8129727,0.687737,-0.1252357
16,0.3134584,0.20903903,"('unpopular', 'popular')",0.3134584,0.209039,-0.1044194
17,-0.5358144,-0.4711638,"('nasty', 'nice')",-0.5358144,-0.4711638,0.0646506
18,-0.3018658,-0.3377105,"('disagreeable', 'welcoming')",-0.3018658,-0.3377105,-0.0358447
19,-1.6329411,-1.7285919,"('inhospitable', 'hospitable')",-1.6329411,-1.7285919,-0.0956508
20,0.61259425,0.6912631,"('rough', 'thoughtful')",0.6125942,0.6912631,0.0786689
21,-0.4940139,-0.3902959,"('immoral', 'moral')",-0.4940139,-0.3902959,0.103718
22,-0.30353367,-0.2620172,"('untrustworthy', 'trustworthy')",-0.3035337,-0.2620172,0.0415165
23,1.0106013,1.1343062,"('insincere', 'sincere')",1.0106013,1.1343062,0.1237049
24,-0.6522756,-0.67084175,"('dishonest', 'honest')",-0.6522756,-0.6708418,-0.0185662
25,0.55723166,0.46673304,"('egoistic', 'altruistic')",0.5572317,0.466733,-0.0904987
26,1.2578241,0.88280106,"('hardhearted', 'benevolent')",1.2578241,0.8828011,-0.375023
27,0.1938405,0.12820634,"('hardhearted', 'softhearted')",0.1938405,0.1282063,-0.0656342
28,-0.57170856,-0.66072357,"('disloyal', 'loyal')",-0.5717086,-0.6607236,-0.089015
29,-0.3094393,-0.38855222,"('unfair', 'fair')",-0.3094393,-0.3885522,-0.0791129
30,-0.5624883,-0.5229855,"('intolerant', 'tolerant')",-0.5624883,-0.5229855,0.0395028
31,-0.7564716,-0.8934392,"('evil', 'good')",-0.7564716,-0.8934392,-0.1369676
32,0.025285382,-0.08445421,"('unkind', 'kind')",0.0252854,-0.0844542,-0.1097396
33,-0.44215435,-0.53121215,"('wrong', 'right')",-0.4421543,-0.5312122,-0.0890579
34,0.7815696,1.0120833,"('mean', 'honorable')",0.7815696,1.0120833,0.2305137
35,0.28875268,0.17169806,"('corrupt', 'incorrupt')",0.2887527,0.1716981,-0.1170546
36,0.5386282,0.23316428,"('hostile', 'amicable')",0.5386282,0.2331643,-0.3054639
37,-1.1342471,-1.0638659,"('fake', 'genuine')",-1.1342471,-1.0638659,0.0703812
38,-0.20762405,-0.23704234,"('untruthful', 'truthful')",-0.207624,-0.2370423,-0.0294183
39,0.25303337,0.45434195,"('exploitative', 'cooperative')",0.2530334,0.4543419,0.2013085
40,-1.0470016,-1.1681457,"('stingy', 'generous')",-1.0470016,-1.1681457,-0.1211441
41,-0.23906909,-0.3792474,"('unforgiving', 'forgiving')",-0.2390691,-0.3792474,-0.1401783
42,-1.514561,-1.4364439,"('unreliable', 'reliable')",-1.5145611,-1.4364439,0.0781172
43,-1.0387366,-0.9326726,"('irresponsible', 'responsible')",-1.0387366,-0.9326726,0.106064
44,-0.5016639,-0.23945235,"('prejudiced', 'unprejudiced')",-0.5016639,-0.2394523,0.2622116
45,-1.4009376,-1.3784499,"('incompetent', 'competent')",-1.4009376,-1.3784499,0.0224877
46,-1.3347647,-1.2584804,"('uncompetitive', 'competitive')",-1.3347647,-1.2584804,0.0762843
47,1.5608764,1.5675831,"('stupid', 'smart')",1.5608764,1.5675831,0.0067067
48,0.9975739,0.9747984,"('unintelligent', 'intelligent')",0.9975739,0.9747984,-0.0227755
49,-0.5216788,-0.30609748,"('unable', 'able')",-0.5216788,-0.3060975,0.2155813
50,-0.02368917,0.053998724,"('clumsy', 'skillful')",-0.0236892,0.0539987,0.0776879
51,0.04522258,-0.103428595,"('uneducated', 'educated')",0.0452226,-0.1034286,-0.1486512
52,-0.5123849,-0.6367331,"('irrational', 'rational')",-0.5123849,-0.6367331,-0.1243482
53,-0.066650584,-0.3852193,"('uncreative', 'creative')",-0.0666506,-0.3852193,-0.3185687
54,0.19590518,0.041368686,"('incapable', 'capable')",0.1959052,0.0413687,-0.1545365
55,-0.28684768,-0.16849877,"('incompetent', 'clever')",-0.2868477,-0.1684988,0.1183489
56,0.10601822,0.10892117,"('impractical', 'practical')",0.1060182,0.1089212,0.002903
57,-1.1894255,-1.3804653,"('unimaginative', 'imaginative')",-1.1894255,-1.3804653,-0.1910398
58,0.5421244,0.44644406,"('undiscriminating', 'discriminating')",0.5421244,0.4464441,-0.0956803
59,-0.10412514,-0.09193973,"('foolish', 'wise')",-0.1041251,-0.0919397,0.0121854
60,-0.31642914,-0.015069007,"('inefficient', 'efficient')",-0.3164291,-0.015069,0.3013601
61,0.0043958677,-0.09171696,"('illogical', 'logical')",0.0043959,-0.091717,-0.0961129
62,-0.38392037,-0.1267552,"('incompetent', 'brilliant')",-0.3839204,-0.1267552,0.2571652
63,-0.03172249,0.05478281,"('unperceptive', 'insightful')",-0.0317225,0.0547828,0.0865053
64,-2.1341739,-2.0652945,"('shy', 'confident')",-2.1341739,-2.0652945,0.0688794
65,-0.15405396,0.014997745,"('insecure', 'secure')",-0.154054,0.0149977,0.1690517
66,-0.9317256,-1.045179,"('inactive', 'active')",-0.9317256,-1.045179,-0.1134534
