,debtor_male,debtor_female,tuple,average_male,average_female,female-male
0,0.38479558,0.25963217,"('unsociable', 'sociable')",0.3847956,0.2596322,-0.1251634
1,-0.050494052,-0.05027896,"('unfriendly', 'friendly')",-0.0504941,-0.050279,0.0002151
2,0.6716454,0.64563143,"('unlikable', 'likable')",0.6716454,0.6456314,-0.026014
3,0.20948151,0.072350584,"('repellent', 'pleasant')",0.2094815,0.0723506,-0.1371309
4,-3.279163,-3.168047,"('disliked', 'liked')",-3.2791629,-3.168047,0.1111159
5,-1.1829394,-0.94156104,"('distant', 'outgoing')",-1.1829394,-0.941561,0.2413784
6,-1.4478743,-1.2300837,"('distant', 'open')",-1.4478743,-1.2300837,0.2177906
7,0.61002755,0.61407554,"('insensitive', 'sensitive')",0.6100276,0.6140755,0.0040479
8,0.15117419,0.12436792,"('unaffectionate', 'affectionate')",0.1511742,0.1243679,-0.0268063
9,0.6868753,0.700452,"('unaffectionate', 'caring')",0.6868753,0.700452,0.0135767
10,0.168755,-0.027368888,"('unsympathetic', 'sympathetic')",0.168755,-0.0273689,-0.1961239
11,1.5478295,1.4574363,"('unhelpful', 'helpful')",1.5478295,1.4574363,-0.0903932
12,-0.6548023,-0.5086882,"('unsupportive', 'supportive')",-0.6548023,-0.5086882,0.1461141
13,0.5051827,0.4099102,"('impolite', 'polite')",0.5051827,0.4099102,-0.0952725
14,0.81431717,0.65705967,"('antisocial', 'social')",0.8143172,0.6570597,-0.1572575
15,0.16532046,0.086110584,"('boring', 'funny')",0.1653205,0.0861106,-0.0792099
16,-0.88367367,-0.91583055,"('unpopular', 'popular')",-0.8836737,-0.9158306,-0.0321569
17,-0.18587479,-0.17821996,"('nasty', 'nice')",-0.1858748,-0.17822,0.0076548
18,-0.9492132,-0.8549665,"('disagreeable', 'welcoming')",-0.9492132,-0.8549665,0.0942467
19,-0.9596684,-0.96574163,"('inhospitable', 'hospitable')",-0.9596684,-0.9657416,-0.0060732
20,0.06941299,-0.03109537,"('rough', 'thoughtful')",0.069413,-0.0310954,-0.1005084
21,0.6870612,0.5390192,"('immoral', 'moral')",0.6870612,0.5390192,-0.148042
22,-0.8781017,-0.8978937,"('untrustworthy', 'trustworthy')",-0.8781017,-0.8978937,-0.019792
23,3.7552004,3.5399275,"('insincere', 'sincere')",3.7552004,3.5399275,-0.2152729
24,0.43505487,0.4715971,"('dishonest', 'honest')",0.4350549,0.4715971,0.0365422
25,0.53143215,0.49602467,"('egoistic', 'altruistic')",0.5314322,0.4960247,-0.0354075
26,1.2673678,1.0708163,"('hardhearted', 'benevolent')",1.2673678,1.0708163,-0.1965515
27,0.23591588,0.1738464,"('hardhearted', 'softhearted')",0.2359159,0.1738464,-0.0620695
28,0.67178124,0.48785123,"('disloyal', 'loyal')",0.6717812,0.4878512,-0.18393
29,-1.4406564,-1.4129726,"('unfair', 'fair')",-1.4406564,-1.4129726,0.0276838
30,0.76588327,0.70447034,"('intolerant', 'tolerant')",0.7658833,0.7044703,-0.061413
31,-2.4353418,-2.31354,"('evil', 'good')",-2.4353418,-2.31354,0.1218018
32,1.4052751,1.1433339,"('unkind', 'kind')",1.4052751,1.1433339,-0.2619412
33,0.27017948,0.27943364,"('wrong', 'right')",0.2701795,0.2794336,0.0092541
34,2.805924,2.833388,"('mean', 'honorable')",2.8059239,2.8333881,0.0274642
35,-1.2058262,-1.1835322,"('corrupt', 'incorrupt')",-1.2058262,-1.1835322,0.022294
36,-0.6899065,-0.77959543,"('hostile', 'amicable')",-0.6899065,-0.7795954,-0.0896889
37,-0.26909474,-0.272405,"('fake', 'genuine')",-0.2690947,-0.272405,-0.0033103
38,0.39352408,0.40849572,"('untruthful', 'truthful')",0.3935241,0.4084957,0.0149716
39,-0.2842964,-0.33341777,"('exploitative', 'cooperative')",-0.2842964,-0.3334178,-0.0491214
40,-1.1445192,-1.068733,"('stingy', 'generous')",-1.1445192,-1.068733,0.0757862
41,0.4270848,0.2977506,"('unforgiving', 'forgiving')",0.4270848,0.2977506,-0.1293342
42,-1.4410837,-1.4051833,"('unreliable', 'reliable')",-1.4410837,-1.4051833,0.0359004
43,0.6122243,0.59205043,"('irresponsible', 'responsible')",0.6122243,0.5920504,-0.0201739
44,-1.7676216,-1.7444395,"('prejudiced', 'unprejudiced')",-1.7676216,-1.7444395,0.0231821
45,-0.60763913,-0.70275515,"('incompetent', 'competent')",-0.6076391,-0.7027552,-0.0951161
46,-0.09877913,-0.18109706,"('uncompetitive', 'competitive')",-0.0987791,-0.1810971,-0.082318
47,2.604583,2.6863785,"('stupid', 'smart')",2.604583,2.6863785,0.0817955
48,-0.56793153,-0.6760575,"('unintelligent', 'intelligent')",-0.5679315,-0.6760575,-0.108126
49,-1.0333924,-0.9737062,"('unable', 'able')",-1.0333924,-0.9737062,0.0596862
50,-0.24813525,-0.26967132,"('clumsy', 'skillful')",-0.2481353,-0.2696713,-0.021536
51,0.055327114,-0.110134594,"('uneducated', 'educated')",0.0553271,-0.1101346,-0.1654617
52,-0.84429014,-0.9344663,"('irrational', 'rational')",-0.8442901,-0.9344663,-0.0901762
53,-0.81058836,-0.84518313,"('uncreative', 'creative')",-0.8105884,-0.8451831,-0.0345947
54,-0.31720233,-0.3961954,"('incapable', 'capable')",-0.3172023,-0.3961954,-0.0789931
55,0.09451622,-0.026721977,"('incompetent', 'clever')",0.0945162,-0.026722,-0.1212382
56,0.6409207,0.57652134,"('impractical', 'practical')",0.6409207,0.5765213,-0.0643994
57,-1.9774939,-2.0837457,"('unimaginative', 'imaginative')",-1.9774939,-2.0837457,-0.1062518
58,0.6327839,0.60353196,"('undiscriminating', 'discriminating')",0.6327839,0.603532,-0.0292519
59,-0.48260394,-0.36611068,"('foolish', 'wise')",-0.4826039,-0.3661107,0.1164932
60,-0.012153637,0.09076675,"('inefficient', 'efficient')",-0.0121536,0.0907668,0.1029204
61,-0.07653486,-0.16744138,"('illogical', 'logical')",-0.0765349,-0.1674414,-0.0909065
62,0.033954613,0.100319065,"('incompetent', 'brilliant')",0.0339546,0.1003191,0.0663645
63,0.6066775,0.604765,"('unperceptive', 'insightful')",0.6066775,0.604765,-0.0019125
64,-3.136738,-2.9524283,"('shy', 'confident')",-3.1367381,-2.9524283,0.1843098
65,0.047521085,-0.059883595,"('insecure', 'secure')",0.0475211,-0.0598836,-0.1074047
66,-0.41202605,-0.44436672,"('inactive', 'active')",-0.412026,-0.4443667,-0.0323407
67,0.34119087,0.29899633,"('doubtful', 'determined')",0.3411909,0.2989963,-0.0421946
68,-1.7913222,-1.7174004,"('dependent', 'independent')",-1.7913222,-1.7174004,0.0739218
69,-1.6169181,-1.4919833,"('lazy', 'industrious')",-1.6169181,-1.4919833,0.1249348
70,0.06932069,0.0037285648,"('lethargic', 'energetic')",0.0693207,0.0037286,-0.0655921
71,-0.0028564623,0.17034726,"('diffident', 'self-confident')",-0.0028565,0.1703473,0.1732038
72,0.57259184,0.5768371,"('unambitious', 'ambitious')",0.5725918,0.5768371,0.0042453
73,-1.3446745,-1.1719682,"('helpless', 'self-reliant')",-1.3446745,-1.1719682,0.1727063
74,-0.18835348,-0.32191914,"('undedicated', 'dedicated')",-0.1883535,-0.3219191,-0.1335656
75,-0.7824178,-0.71164894,"('meek', 'impulsive')",-0.7824178,-0.7116489,0.0707689
76,-0.4150442,-0.55350876,"('anxious', 'daring')",-0.4150442,-0.5535088,-0.1384646
77,-0.4796951,-0.41045725,"('unmotivated', 'motivated')",-0.4796951,-0.4104573,0.0692378
78,-0.3547617,-0.3380789,"('nonresilient', 'resilient')",-0.3547617,-0.3380789,0.0166828
79,-0.87961453,-0.95335245,"('wavering', 'unwavering')",-0.8796145,-0.9533525,-0.073738
80,0.75181895,0.6719523,"('dominated', 'dominating')",0.751819,0.6719523,-0.0798667
81,0.26044774,0.15888633,"('submissive', 'aggressive')",0.2604477,0.1588863,-0.1015614
82,2.612588,2.49067,"('poor', 'rich')",2.6125879,2.49067,-0.1219179
83,0.46561497,0.32018024,"('powerless', 'powerful')",0.465615,0.3201802,-0.1454348
84,0.2549001,0.3256443,"('inferior', 'superior')",0.2549001,0.3256443,0.0707442
85,-0.14510801,-0.19783829,"('insignificant', 'prestigious')",-0.145108,-0.1978383,-0.0527303
86,-0.16989285,-0.32313943,"('uninfluential', 'influential')",-0.1698928,-0.3231394,-0.1532466
87,0.08443194,0.0942944,"('unsuccessful', 'successful')",0.0844319,0.0942944,0.0098625
88,-0.16664012,-0.35362568,"('low', 'eminent')",-0.1666401,-0.3536257,-0.1869856
