,fry_male,fry_female,tuple,average_male,average_female,female-male
0,0.5269523,0.46765506,"('unsociable', 'sociable')",0.5269523,0.4676551,-0.0592972
1,1.0373665,0.89562416,"('unfriendly', 'friendly')",1.0373665,0.8956242,-0.1417423
2,-0.067650594,0.060434584,"('unlikable', 'likable')",-0.0676506,0.0604346,0.1280852
3,0.77640164,0.96753365,"('repellent', 'pleasant')",0.7764016,0.9675336,0.191132
4,-6.9167194,-7.119574,"('disliked', 'liked')",-6.9167194,-7.1195741,-0.2028547
5,-0.66253936,-0.68706757,"('distant', 'outgoing')",-0.6625394,-0.6870676,-0.0245282
6,-0.15007389,-0.30341107,"('distant', 'open')",-0.1500739,-0.3034111,-0.1533372
7,1.5784382,1.5708075,"('insensitive', 'sensitive')",1.5784382,1.5708075,-0.0076307
8,0.7861879,0.6768074,"('unaffectionate', 'affectionate')",0.7861879,0.6768074,-0.1093805
9,1.1705333,1.1333877,"('unaffectionate', 'caring')",1.1705333,1.1333877,-0.0371456
10,1.2228589,1.352886,"('unsympathetic', 'sympathetic')",1.2228589,1.352886,0.1300271
11,1.6099455,1.6776323,"('unhelpful', 'helpful')",1.6099455,1.6776323,0.0676868
12,-1.3497995,-1.353328,"('unsupportive', 'supportive')",-1.3497995,-1.353328,-0.0035285
13,0.092722215,0.27130818,"('impolite', 'polite')",0.0927222,0.2713082,0.178586
14,0.4855096,0.5880289,"('antisocial', 'social')",0.4855096,0.5880289,0.1025193
15,0.5347781,0.42078865,"('boring', 'funny')",0.5347781,0.4207886,-0.1139895
16,-0.9758432,-1.035393,"('unpopular', 'popular')",-0.9758432,-1.035393,-0.0595498
17,0.12740315,0.14364038,"('nasty', 'nice')",0.1274032,0.1436404,0.0162372
18,-0.44957012,-0.3918068,"('disagreeable', 'welcoming')",-0.4495701,-0.3918068,0.0577633
19,-0.77459157,-0.8136594,"('inhospitable', 'hospitable')",-0.7745916,-0.8136594,-0.0390678
20,0.5657299,0.46326575,"('rough', 'thoughtful')",0.5657299,0.4632657,-0.1024642
21,-0.068155184,0.24190366,"('immoral', 'moral')",-0.0681552,0.2419037,0.3100589
22,0.14267182,0.15516065,"('untrustworthy', 'trustworthy')",0.1426718,0.1551607,0.0124889
23,5.9132533,6.052925,"('insincere', 'sincere')",5.9132533,6.0529251,0.1396718
24,1.3057998,1.3480322,"('dishonest', 'honest')",1.3057998,1.3480322,0.0422324
