,dam_male,dam_female,tuple,average_male,average_female,female-male
0,1.4410564,1.171975,"('unsociable', 'sociable')",1.4410564,1.171975,-0.2690814
1,1.3454969,1.081211,"('unfriendly', 'friendly')",1.3454969,1.081211,-0.2642859
2,0.6472478,0.70741314,"('unlikable', 'likable')",0.6472478,0.7074131,0.0601653
3,0.008662485,0.29483354,"('repellent', 'pleasant')",0.0086625,0.2948335,0.286171
4,-5.220762,-6.001196,"('disliked', 'liked')",-5.2207618,-6.0011959,-0.7804341
5,-0.45028824,-0.61832255,"('distant', 'outgoing')",-0.4502882,-0.6183226,-0.1680344
6,-0.46851456,-0.56362367,"('distant', 'open')",-0.4685146,-0.5636237,-0.0951091
7,0.78693646,0.8797285,"('insensitive', 'sensitive')",0.7869365,0.8797285,0.092792
8,0.5837974,0.49952066,"('unaffectionate', 'affectionate')",0.5837974,0.4995207,-0.0842767
9,1.3980714,1.4445724,"('unaffectionate', 'caring')",1.3980714,1.4445724,0.046501
10,0.33071014,0.6132202,"('unsympathetic', 'sympathetic')",0.3307101,0.6132202,0.2825101
11,2.7652328,2.6775725,"('unhelpful', 'helpful')",2.7652328,2.6775725,-0.0876603
12,-0.95199233,-1.2443503,"('unsupportive', 'supportive')",-0.9519923,-1.2443503,-0.292358
13,0.30974174,0.38988948,"('impolite', 'polite')",0.3097417,0.3898895,0.0801478
14,0.6954016,0.6620076,"('antisocial', 'social')",0.6954016,0.6620076,-0.033394
15,1.238058,1.0478481,"('boring', 'funny')",1.238058,1.0478481,-0.1902099
16,0.6215089,0.2616584,"('unpopular', 'popular')",0.6215089,0.2616584,-0.3598505
17,-0.702111,-0.65749955,"('nasty', 'nice')",-0.702111,-0.6574996,0.0446114
18,-1.3804746,-1.3053834,"('disagreeable', 'welcoming')",-1.3804746,-1.3053834,0.0750912
19,-0.8695843,-0.92580384,"('inhospitable', 'hospitable')",-0.8695843,-0.9258038,-0.0562195
20,-0.4761774,-0.25688106,"('rough', 'thoughtful')",-0.4761774,-0.2568811,0.2192963
21,-0.17014192,0.11113805,"('immoral', 'moral')",-0.1701419,0.1111381,0.28128
22,-0.45976156,-0.3378039,"('untrustworthy', 'trustworthy')",-0.4597616,-0.3378039,0.1219577
23,5.034033,5.460736,"('insincere', 'sincere')",5.0340328,5.4607358,0.426703
24,0.6615767,0.9837835,"('dishonest', 'honest')",0.6615767,0.9837835,0.3222068
25,0.6591534,0.3787446,"('egoistic', 'altruistic')",0.6591534,0.3787446,-0.2804088
26,1.3731946,0.9990357,"('hardhearted', 'benevolent')",1.3731946,0.9990357,-0.3741589
27,0.09322123,0.18156402,"('hardhearted', 'softhearted')",0.0932212,0.181564,0.0883428
28,0.7570179,0.7023013,"('disloyal', 'loyal')",0.7570179,0.7023013,-0.0547166
29,-0.6705864,-0.73326063,"('unfair', 'fair')",-0.6705864,-0.7332606,-0.0626742
30,1.3632447,1.3242499,"('intolerant', 'tolerant')",1.3632447,1.3242499,-0.0389948
31,-1.6937952,-2.070394,"('evil', 'good')",-1.6937952,-2.070394,-0.3765988
32,0.95922375,0.9369404,"('unkind', 'kind')",0.9592237,0.9369404,-0.0222833
33,0.065179266,-0.10999951,"('wrong', 'right')",0.0651793,-0.1099995,-0.1751788
34,3.68716,4.0620995,"('mean', 'honorable')",3.68716,4.0620995,0.3749395
35,-1.4896529,-1.6610616,"('corrupt', 'incorrupt')",-1.4896529,-1.6610616,-0.1714087
36,-0.97422224,-1.2324148,"('hostile', 'amicable')",-0.9742222,-1.2324148,-0.2581926
37,-0.4347113,-0.3206508,"('fake', 'genuine')",-0.4347113,-0.3206508,0.1140605
38,0.94720423,0.7466799,"('untruthful', 'truthful')",0.9472042,0.7466799,-0.2005243
39,-0.20670462,0.083442345,"('exploitative', 'cooperative')",-0.2067046,0.0834423,0.2901469
40,-2.2184923,-2.4824486,"('stingy', 'generous')",-2.2184923,-2.4824486,-0.2639563
41,0.8097892,0.70068073,"('unforgiving', 'forgiving')",0.8097892,0.7006807,-0.1091085
42,-2.1284137,-2.2534754,"('unreliable', 'reliable')",-2.1284137,-2.2534754,-0.1250617
43,1.134571,1.2580492,"('irresponsible', 'responsible')",1.134571,1.2580492,0.1234782
44,-1.6682388,-1.4051846,"('prejudiced', 'unprejudiced')",-1.6682388,-1.4051846,0.2630542
45,0.42117167,0.35973105,"('incompetent', 'competent')",0.4211717,0.359731,-0.0614407
46,-0.31339818,-0.29760545,"('uncompetitive', 'competitive')",-0.3133982,-0.2976055,0.0157927
47,4.208786,4.7267838,"('stupid', 'smart')",4.208786,4.7267838,0.5179978
48,0.7314778,0.7060359,"('unintelligent', 'intelligent')",0.7314778,0.7060359,-0.0254419
49,-0.46339384,-0.33006957,"('unable', 'able')",-0.4633938,-0.3300696,0.1333242
50,-1.3711115,-1.3144535,"('clumsy', 'skillful')",-1.3711115,-1.3144535,0.056658
51,0.3495333,0.33595264,"('uneducated', 'educated')",0.3495333,0.3359526,-0.0135807
52,-0.24313775,-0.50243556,"('irrational', 'rational')",-0.2431377,-0.5024356,-0.2592979
53,0.3138066,0.04206033,"('uncreative', 'creative')",0.3138066,0.0420603,-0.2717463
54,0.52133185,0.56488246,"('incapable', 'capable')",0.5213318,0.5648825,0.0435507
55,0.9914225,1.1417646,"('incompetent', 'clever')",0.9914225,1.1417646,0.1503421
56,2.2398026,2.149922,"('impractical', 'practical')",2.2398026,2.1499219,-0.0898807
57,-1.7900523,-2.0983934,"('unimaginative', 'imaginative')",-1.7900523,-2.0983934,-0.3083411
58,-0.11135747,-0.20290604,"('undiscriminating', 'discriminating')",-0.1113575,-0.202906,-0.0915485
59,0.17760926,0.04018126,"('foolish', 'wise')",0.1776093,0.0401813,-0.137428
60,0.48528796,0.83242744,"('inefficient', 'efficient')",0.485288,0.8324274,0.3471394
61,0.6383596,0.53820205,"('illogical', 'logical')",0.6383596,0.538202,-0.1001576
62,1.4132754,1.5086962,"('incompetent', 'brilliant')",1.4132754,1.5086962,0.0954208
63,0.7010531,0.6001137,"('unperceptive', 'insightful')",0.7010531,0.6001137,-0.1009394
64,-4.3325768,-4.714507,"('shy', 'confident')",-4.3325768,-4.7145071,-0.3819303
65,-0.24530415,0.1473531,"('insecure', 'secure')",-0.2453042,0.1473531,0.3926573
66,-0.35777012,-0.5423593,"('inactive', 'active')",-0.3577701,-0.5423593,-0.1845892
67,0.5494643,0.35290918,"('doubtful', 'determined')",0.5494643,0.3529092,-0.1965551
68,-1.3161299,-1.1629701,"('dependent', 'independent')",-1.3161299,-1.1629701,0.1531598
69,-1.2111824,-1.4552271,"('lazy', 'industrious')",-1.2111824,-1.4552271,-0.2440447
70,0.7242309,0.8712562,"('lethargic', 'energetic')",0.7242309,0.8712562,0.1470253
71,0.6781889,0.4193135,"('diffident', 'self-confident')",0.6781889,0.4193135,-0.2588754
72,0.22668785,0.32544458,"('unambitious', 'ambitious')",0.2266878,0.3254446,0.0987568
73,-3.367259,-3.3585343,"('helpless', 'self-reliant')",-3.367259,-3.3585343,0.0087247
74,0.336534,0.25659811,"('undedicated', 'dedicated')",0.336534,0.2565981,-0.0799359
75,-0.9987769,-1.1230229,"('meek', 'impulsive')",-0.9987769,-1.1230229,-0.124246
76,-0.56412053,-0.27176008,"('anxious', 'daring')",-0.5641205,-0.2717601,0.2923604
77,-0.78306895,-0.82278454,"('unmotivated', 'motivated')",-0.783069,-0.8227845,-0.0397155
78,-0.29277852,-0.5638781,"('nonresilient', 'resilient')",-0.2927785,-0.5638781,-0.2710996
79,-0.52673995,-0.68748575,"('wavering', 'unwavering')",-0.52674,-0.6874858,-0.1607458
80,-0.3191019,-0.27448937,"('dominated', 'dominating')",-0.3191019,-0.2744894,0.0446125
81,0.12910922,0.30181527,"('submissive', 'aggressive')",0.1291092,0.3018153,0.1727061
82,5.245657,5.7176075,"('poor', 'rich')",5.245657,5.7176075,0.4719505
83,0.20434865,-0.16393751,"('powerless', 'powerful')",0.2043487,-0.1639375,-0.3682862
84,0.28820586,0.13378674,"('inferior', 'superior')",0.2882059,0.1337867,-0.1544192
85,-0.27124384,-0.7292484,"('insignificant', 'prestigious')",-0.2712438,-0.7292484,-0.4580046
86,1.0923517,0.75671715,"('uninfluential', 'influential')",1.0923517,0.7567171,-0.3356346
87,0.36536774,0.3683664,"('unsuccessful', 'successful')",0.3653677,0.3683664,0.0029987
88,1.1830784,0.85716385,"('low', 'eminent')",1.1830784,0.8571638,-0.3259146
