,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.5920096,0.28019655,"('unsociable', 'sociable')",-0.2298615,-0.36801183,0.1810741,-0.0439076,-0.2249817
1,0.61221355,0.6870825,"('unfriendly', 'friendly')",1.1553538,1.2092954,0.8837837,0.948189,0.0644053
2,0.53757715,0.47408444,"('unlikable', 'likable')",0.46911678,0.4310074,0.503347,0.4525459,-0.0508011
3,0.13019785,0.09758051,"('repellent', 'pleasant')",1.0567237,0.8948269,0.5934608,0.4962037,-0.0972571
4,-0.8506692,-0.6945736,"('disliked', 'liked')",-6.885204,-6.858236,-3.8679366,-3.7764046,0.091532
5,-1.0886244,-1.0073056,"('distant', 'outgoing')",-0.26668036,-0.03664984,-0.6776524,-0.5219777,0.1556747
6,-1.5349462,-1.3270069,"('distant', 'open')",-0.47216138,-0.21060035,-1.0035537,-0.7688037,0.23475
7,0.5343666,0.4309166,"('insensitive', 'sensitive')",0.17250672,0.16566461,0.3534366,0.2982906,-0.055146
8,0.8803419,0.9463617,"('unaffectionate', 'affectionate')",0.5301838,0.5868622,0.7052628,0.7666119,0.0613491
9,1.4582361,1.4234842,"('unaffectionate', 'caring')",1.3073534,1.4179598,1.3827947,1.420722,0.0379273
10,0.66811955,0.2548099,"('unsympathetic', 'sympathetic')",-0.38510838,-0.6060112,0.1415056,-0.1756007,-0.3171063
11,1.1167095,0.95350015,"('unhelpful', 'helpful')",2.294321,2.2166052,1.7055153,1.5850527,-0.1204626
12,1.6447253,1.4999357,"('unsupportive', 'supportive')",-2.0400085,-1.9580595,-0.1976416,-0.2290619,-0.0314203
13,-0.24000339,-0.38122642,"('impolite', 'polite')",-0.9913383,-1.100264,-0.6156709,-0.7407452,-0.1250743
14,0.511283,0.2772697,"('antisocial', 'social')",-0.38796848,-0.5909383,0.0616572,-0.1568343,-0.2184915
15,0.13893375,0.07761872,"('boring', 'funny')",-0.3479113,-0.28817064,-0.1044888,-0.105276,-0.0007872
16,-1.8169653,-1.6356304,"('unpopular', 'popular')",0.56113005,0.633195,-0.6279176,-0.5012177,0.1266999
17,-1.3226298,-1.2756946,"('nasty', 'nice')",-0.6927989,-0.58077216,-1.0077144,-0.9282334,0.079481
18,-0.14027688,-0.21389197,"('disagreeable', 'welcoming')",-0.681327,-0.7623459,-0.4108019,-0.4881189,-0.077317
19,-0.6771088,-0.5956429,"('inhospitable', 'hospitable')",-0.4166598,-0.28672308,-0.5468843,-0.441183,0.1057013
20,0.064607196,-0.13190833,"('rough', 'thoughtful')",0.7578183,0.67768276,0.4112127,0.2728872,-0.1383255
21,0.99503857,0.67769223,"('immoral', 'moral')",-0.35266155,-0.5373908,0.3211885,0.0701507,-0.2510378
22,0.54713994,0.31537956,"('untrustworthy', 'trustworthy')",-0.9472564,-0.98835355,-0.2000582,-0.336487,-0.1364288
23,1.6649456,1.2981558,"('insincere', 'sincere')",6.2073793,6.1562977,3.9361625,3.7272267,-0.2089358
24,1.1923374,0.97953725,"('dishonest', 'honest')",0.7137016,0.7189164,0.9530195,0.8492268,-0.1037927
25,0.032016784,0.102290295,"('egoistic', 'altruistic')",0.7118934,0.78231573,0.3719551,0.442303,0.0703479
26,0.6970296,0.59815824,"('hardhearted', 'benevolent')",1.0638773,0.94957566,0.8804535,0.773867,-0.1065865
27,-0.106476225,-0.2021843,"('hardhearted', 'softhearted')",0.72270405,0.6264366,0.3081139,0.2121261,-0.0959878
28,1.9239261,1.6624595,"('disloyal', 'loyal')",1.7947166,1.669682,1.8593214,1.6660707,-0.1932507
29,-0.55294013,-0.5892099,"('unfair', 'fair')",-0.58240163,-0.71257734,-0.5676709,-0.6508936,-0.0832227
30,1.2600319,1.1423931,"('intolerant', 'tolerant')",0.6373827,0.5352588,0.9487073,0.8388259,-0.1098814
31,-1.6344978,-1.4157394,"('evil', 'good')",-1.1985168,-1.0359251,-1.4165072,-1.2258322,0.190675
32,0.80968976,0.53288025,"('unkind', 'kind')",0.47122088,0.11711737,0.6404553,0.3249988,-0.3154565
33,-0.43618682,-0.436834,"('wrong', 'right')",-0.7418173,-0.5733603,-0.5890021,-0.5050972,0.0839049
34,0.15092778,0.2889813,"('mean', 'honorable')",5.9603205,6.105837,3.055624,3.1974092,0.1417852
35,-0.23515001,-0.08989918,"('corrupt', 'incorrupt')",-0.4968667,-0.24219954,-0.3660083,-0.1660494,0.1999589
36,-1.0824977,-0.9547735,"('hostile', 'amicable')",0.0146821365,0.1505166,-0.5339078,-0.4021285,0.1317793
37,0.21195985,0.14474009,"('fake', 'genuine')",0.16567546,0.16279113,0.1888177,0.1537656,-0.0350521
38,0.5804355,0.60647297,"('untruthful', 'truthful')",0.463527,0.6581005,0.5219812,0.6322867,0.1103055
39,0.54184353,0.542459,"('exploitative', 'cooperative')",-0.23395593,-0.1770444,0.1539438,0.1827073,0.0287635
