,fleetcor_male,fleetcor_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.52748483,0.6449866,"('unsociable', 'sociable')",-0.009504296,-0.21009827,-0.8207768,-0.9849773,-0.1009321,-0.183363,-0.0824309
1,-1.55383,-1.8477044,"('unfriendly', 'friendly')",0.28212392,0.07787454,1.9254875,1.764065,0.2179271,-0.0019216,-0.2198487
2,0.75310344,0.80349463,"('unlikable', 'likable')",0.5339895,0.62850285,0.48321953,0.66267645,0.5901041,0.6982247,0.1081206
3,0.40236968,0.6177751,"('repellent', 'pleasant')",0.2835892,0.26558515,-0.012564622,-0.04191897,0.2244648,0.2804804,0.0560156
4,-1.1627632,-1.3591831,"('disliked', 'liked')",-0.70373684,-0.6889526,-5.8203034,-5.879791,-2.5622679,-2.6426422,-0.0803743
5,-2.3997855,-2.6491861,"('distant', 'outgoing')",-0.7449973,-0.6552518,-0.10128186,0.015864693,-1.0820216,-1.0961911,-0.0141695
6,-2.8231606,-3.0929148,"('distant', 'open')",-1.1576893,-1.1008171,0.58071834,0.6450827,-1.1333772,-1.182883,-0.0495058
7,1.285358,1.4617035,"('insensitive', 'sensitive')",0.820115,0.77729297,0.56356776,0.48342368,0.8896802,0.9074734,0.0177932
8,-1.1120085,-1.2895513,"('unaffectionate', 'affectionate')",-0.2201761,-0.2738638,1.0458794,0.95335513,-0.0954351,-0.2033533,-0.1079182
9,-0.83617395,-0.97561866,"('unaffectionate', 'caring')",0.16225903,0.029221006,1.3088884,1.2290477,0.2116578,0.0942167,-0.1174411
10,0.945511,1.1366755,"('unsympathetic', 'sympathetic')",-0.30893216,-0.5229461,-0.93201584,-1.0751888,-0.098479,-0.1538198,-0.0553408
11,0.64767694,0.74597937,"('unhelpful', 'helpful')",1.0018843,0.9749852,1.2944727,1.3959836,0.9813447,1.0389827,0.057638
12,0.8013149,0.9015355,"('unsupportive', 'supportive')",0.75109327,0.78044325,-1.8404465,-1.8396235,-0.0960128,-0.0525482,0.0434646
13,1.5856507,1.7801532,"('impolite', 'polite')",0.055444516,0.055483356,-0.7770724,-0.7612866,0.2880076,0.3581166,0.070109
14,1.7415907,1.9846803,"('antisocial', 'social')",1.1132791,1.1266513,-0.71582556,-0.7872049,0.7130148,0.7747088,0.061694
15,0.71592844,0.5359401,"('boring', 'funny')",0.39914587,0.38814974,0.6792673,0.7122568,0.5981139,0.5454489,-0.052665
16,-1.5544086,-1.5971329,"('unpopular', 'popular')",-0.61651725,-0.52657616,0.3669477,0.44510928,-0.6013261,-0.5595333,0.0417928
17,-0.6676358,-0.6422073,"('nasty', 'nice')",-0.867087,-0.7295051,-0.57558095,-0.50379723,-0.7034346,-0.6251699,0.0782647
18,-0.22235844,-0.15423724,"('disagreeable', 'welcoming')",0.04245265,0.1777477,-0.23771922,-0.17712033,-0.1392083,-0.0512033,0.088005
19,-1.734647,-1.8544,"('inhospitable', 'hospitable')",-0.6551344,-0.6697812,0.011292454,0.20369126,-0.7928297,-0.7734967,0.019333
20,0.28958565,0.338276,"('rough', 'thoughtful')",0.7824994,0.84250057,0.8535246,0.7352325,0.6418699,0.6386697,-0.0032002
