,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.08771308,0.027978227,"('unsociable', 'sociable')",-0.33748743,-0.4449678,-0.1248872,-0.2084948,-0.0836076
1,-0.89356875,-0.94867533,"('unfriendly', 'friendly')",1.707707,1.6302953,0.4070691,0.34081,-0.0662591
2,0.6354055,0.57141244,"('unlikable', 'likable')",0.7638796,0.822845,0.6996425,0.6971287,-0.0025138
3,-0.0023265053,0.10365859,"('repellent', 'pleasant')",0.25842154,0.29917994,0.1280475,0.2014193,0.0733718
4,-0.41066298,-0.45956203,"('disliked', 'liked')",-6.5264463,-6.545216,-3.4685547,-3.502389,-0.0338343
5,-1.2457558,-1.319062,"('distant', 'outgoing')",-0.023876086,0.0078293905,-0.6348159,-0.6556163,-0.0208004
6,-1.8533936,-1.8536799,"('distant', 'open')",0.22884496,0.25093186,-0.8122743,-0.801374,0.0109003
7,-0.15194815,0.047241237,"('insensitive', 'sensitive')",0.37978944,0.54649514,0.1139206,0.2968682,0.1829476
8,-0.7773725,-0.84170634,"('unaffectionate', 'affectionate')",0.8540699,0.8137988,0.0383487,-0.0139538,-0.0523025
9,-0.6566834,-0.63372123,"('unaffectionate', 'caring')",1.2469268,1.3293377,0.2951217,0.3478082,0.0526865
10,-0.28930002,-0.19860476,"('unsympathetic', 'sympathetic')",-0.39457792,-0.33384466,-0.341939,-0.2662247,0.0757143
11,1.1155871,1.2246488,"('unhelpful', 'helpful')",1.9962606,2.1885388,1.5559239,1.7065938,0.1506699
12,0.25682,0.35932836,"('unsupportive', 'supportive')",-1.8402295,-1.762969,-0.7917048,-0.7018203,0.0898845
13,0.69158894,0.6074944,"('impolite', 'polite')",-0.34384447,-0.28859627,0.1738722,0.1594491,-0.0144231
14,1.1061893,1.1483883,"('antisocial', 'social')",-0.3235928,-0.35842115,0.3912982,0.3949836,0.0036854
15,0.032921612,-0.11213593,"('boring', 'funny')",0.5023787,0.46353006,0.2676502,0.1756971,-0.0919531
16,-1.1885598,-1.1538079,"('unpopular', 'popular')",0.55674183,0.5128319,-0.315909,-0.320488,-0.004579
17,0.013712127,0.042446952,"('nasty', 'nice')",-0.14892319,-0.10067227,-0.0676055,-0.0291127,0.0384928
18,-0.0058013313,0.052296236,"('disagreeable', 'welcoming')",-0.27699262,-0.3106186,-0.141397,-0.1291612,0.0122358
19,-0.81236255,-0.84054095,"('inhospitable', 'hospitable')",-0.20649567,-0.16629085,-0.5094291,-0.5034159,0.0060132
20,-0.25582924,-0.20186302,"('rough', 'thoughtful')",1.2116306,1.1945691,0.4779007,0.496353,0.0184523
21,0.70241356,0.6257892,"('immoral', 'moral')",-0.32859334,-0.30076012,0.1869101,0.1625146,-0.0243955
22,-0.029601693,-0.043503486,"('untrustworthy', 'trustworthy')",-0.7851049,-0.7343805,-0.4073533,-0.388942,0.0184113
23,0.12249195,0.19173902,"('insincere', 'sincere')",5.934645,6.023224,3.0285685,3.1074815,0.078913
24,0.30052784,0.27668303,"('dishonest', 'honest')",0.96501267,1.0277783,0.6327702,0.6522306,0.0194604
25,0.054921128,-0.053232137,"('egoistic', 'altruistic')",1.4392277,1.3083508,0.7470744,0.6275593,-0.1195151
26,-0.051768698,-0.13564685,"('hardhearted', 'benevolent')",1.7072811,1.5361762,0.8277562,0.7002647,-0.1274915
27,-0.37537998,-0.26762086,"('hardhearted', 'softhearted')",1.3832036,1.3504597,0.5039119,0.5414194,0.0375075
28,-0.2470237,-0.24167919,"('disloyal', 'loyal')",0.97477156,0.95583665,0.3638739,0.3570787,-0.0067952
29,-0.3285157,-0.28247407,"('unfair', 'fair')",-0.3634295,-0.48927468,-0.3459726,-0.3858744,-0.0399018
30,1.4021034,1.3833637,"('intolerant', 'tolerant')",1.5166205,1.5057124,1.459362,1.4445381,-0.0148239
31,-1.7185535,-1.7087985,"('evil', 'good')",-0.9883438,-1.1169529,-1.3534486,-1.4128757,-0.0594271
32,0.71292704,0.60111153,"('unkind', 'kind')",0.9947291,0.90199494,0.8538281,0.7515532,-0.1022749
33,0.14497674,0.08374478,"('wrong', 'right')",-0.5040037,-0.55692255,-0.1795135,-0.2365889,-0.0570754
34,0.07091543,0.17838965,"('mean', 'honorable')",5.9942055,6.171429,3.0325603,3.1749094,0.1423491
35,-0.86706144,-0.89993554,"('corrupt', 'incorrupt')",-0.25621918,-0.41376752,-0.5616403,-0.6568515,-0.0952112
36,-1.27517,-1.2941122,"('hostile', 'amicable')",0.114565395,-0.10062959,-0.5803023,-0.6973709,-0.1170686
37,0.3277074,0.4444944,"('fake', 'genuine')",0.15619081,0.18777832,0.2419491,0.3161364,0.0741873
38,-0.03510671,-0.029634489,"('untruthful', 'truthful')",0.15828183,0.2781871,0.0615876,0.1242763,0.0626887
39,1.2332118,1.249395,"('exploitative', 'cooperative')",0.28129384,0.3054592,0.7572528,0.7774271,0.0201743
40,-0.05567555,0.08049083,"('stingy', 'generous')",-1.7586132,-1.801124,-0.9071444,-0.8603166,0.0468278
41,0.12226719,0.2487772,"('unforgiving', 'forgiving')",0.18470672,0.1231256,0.153487,0.1859514,0.0324644
42,0.72042036,0.8022288,"('unreliable', 'reliable')",-3.1552505,-3.0056381,-1.2174151,-1.1017046,0.1157105
43,0.25152957,0.31921202,"('irresponsible', 'responsible')",0.559473,0.6127903,0.4055013,0.4660012,0.0604999
