,west_male,west_female,tuple,pharmaceutical_male,pharmaceutical_female,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.2784429,-0.38654613,"('unsociable', 'sociable')",0.45623857,0.37761894,0.79112196,0.70019394,-0.12617473,-0.33798048,0.2106857,0.0883216,-0.1223641
1,-1.3705084,-1.3256764,"('unfriendly', 'friendly')",1.1556941,1.1623342,0.015027344,-0.07739516,1.8873125,1.8201921,0.4218814,0.3948637,-0.0270177
2,1.2862988,1.3328717,"('unlikable', 'likable')",1.0609429,1.0810064,1.4604326,1.5084591,0.95627385,1.1112827,1.1909871,1.258405,0.0674179
3,0.68767416,0.83985955,"('repellent', 'pleasant')",-1.8269633,-1.7327121,0.27130356,0.42032284,0.08215953,0.10120066,-0.1964565,-0.0928323,0.1036242
4,-0.8351734,-0.87522995,"('disliked', 'liked')",0.43252555,0.4077623,0.38205394,0.38856208,-5.443644,-5.3412004,-1.3660595,-1.3550265,0.011033
5,-1.4860126,-1.4494122,"('distant', 'outgoing')",0.7871308,0.8442796,-0.26070487,-0.22973472,0.026618414,0.13231644,-0.2332421,-0.1756377,0.0576044
6,-1.6559215,-1.5520267,"('distant', 'open')",0.9368776,1.0206604,-0.58895546,-0.53514624,0.7062625,0.80919015,-0.1504342,-0.0643306,0.0861036
7,1.6849939,1.7536943,"('insensitive', 'sensitive')",-0.7000244,-0.64949095,-0.2075641,-0.17449114,0.5904818,0.5297772,0.3419718,0.3648723,0.0229005
8,-0.9824921,-0.9100653,"('unaffectionate', 'affectionate')",0.5934526,0.5752696,-0.4497493,-0.40159613,0.6034811,0.59638953,-0.0588269,-0.0350006,0.0238263
9,0.005203938,0.069570474,"('unaffectionate', 'caring')",0.8243811,0.83313847,0.6448456,0.67776,1.2462522,1.2791369,0.6801707,0.7149014,0.0347307
10,1.3878295,1.4878585,"('unsympathetic', 'sympathetic')",-0.75319546,-0.7145946,-0.5207785,-0.37226206,-0.15058339,-0.21987128,-0.0091819,0.0452826,0.0544645
11,1.0053496,1.0383741,"('unhelpful', 'helpful')",0.36257964,0.38420105,1.420305,1.4746062,1.9084299,1.9311507,1.174166,1.207083,0.032917
12,0.9940544,1.1049955,"('unsupportive', 'supportive')",1.2422453,1.363547,1.3109295,1.5021704,-1.5129519,-1.4531695,0.5085694,0.6293859,0.1208165
13,1.038161,0.9771208,"('impolite', 'polite')",-0.14105946,-0.14499414,0.50375426,0.43466282,-0.038750783,-0.1894476,0.3405263,0.2693354,-0.0711909
14,0.33833936,0.24996543,"('antisocial', 'social')",0.15178668,0.15471525,0.6058318,0.5395937,-0.8501804,-0.9518939,0.0614444,-0.0019049,-0.0633493
15,0.7881882,0.6727191,"('boring', 'funny')",1.3450503,1.2496498,-0.1385547,-0.24680446,0.5421224,0.5198776,0.6342016,0.5488605,-0.0853411
16,-0.9773693,-0.97360945,"('unpopular', 'popular')",-0.5537052,-0.51472515,0.1252093,0.17987262,0.60644007,0.6381677,-0.1998563,-0.1675736,0.0322827
17,0.008352855,0.063605234,"('nasty', 'nice')",-0.6800939,-0.6022685,0.33248287,0.42505118,-0.3616814,-0.30055845,-0.1752349,-0.1035426,0.0716923
18,-0.12744966,-0.030364562,"('disagreeable', 'welcoming')",-0.068064176,-0.014506247,0.6311841,0.66776437,-0.01088471,0.03377111,0.1061964,0.1641662,0.0579698
19,0.44929495,0.60970074,"('inhospitable', 'hospitable')",-0.051425453,-0.0059506483,-0.08413026,-0.011885036,0.22687033,0.36501533,0.1351524,0.2392201,0.1040677
20,-0.26795033,-0.17914812,"('rough', 'thoughtful')",-0.19385773,-0.13527504,-0.39627206,-0.3437493,0.8108593,0.791063,-0.0118052,0.0332226,0.0450278
21,1.2681012,1.3304121,"('immoral', 'moral')",-0.086173736,-0.07930452,0.26325718,0.33054549,-0.5766221,-0.6080349,0.2171406,0.2434046,0.026264
22,1.061602,1.0836917,"('untrustworthy', 'trustworthy')",-0.66444534,-0.6868894,0.71304667,0.71310997,-0.53277993,-0.5683522,0.1443558,0.13539,-0.0089658
