,tyler_male,tyler_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.90374845,0.67354053,"('unsociable', 'sociable')",-0.15408392,-0.29572004,-0.42783526,-0.6331427,0.1072764,-0.0851074,-0.1923838
1,0.6245925,0.53712386,"('unfriendly', 'friendly')",0.46273768,0.32216057,1.5510683,1.4363552,0.8794661,0.7652132,-0.1142529
2,1.2229966,1.2256246,"('unlikable', 'likable')",0.27259213,0.37412012,0.61638224,0.7602317,0.7039903,0.7866588,0.0826685
3,-0.03694711,0.04143194,"('repellent', 'pleasant')",0.21933171,0.37306753,-0.1369391,-0.07255001,0.0151485,0.1139832,0.0988347
4,-0.41429433,-0.40771747,"('disliked', 'liked')",-0.7170291,-0.7296423,-5.399747,-5.5416036,-2.1770234,-2.2263211,-0.0492977
5,-0.62648034,-0.48544812,"('distant', 'outgoing')",-0.2912167,-0.1999035,0.016867157,0.11751761,-0.3002766,-0.189278,0.1109986
6,-0.13503684,0.004634157,"('distant', 'open')",-0.6886576,-0.6107308,0.50114286,0.5612613,-0.1075172,-0.0149451,0.0925721
7,0.9961661,0.8716104,"('insensitive', 'sensitive')",0.41234913,0.5084231,0.21821797,0.24856804,0.5422444,0.5428672,0.0006228
8,0.11234382,0.18127227,"('unaffectionate', 'affectionate')",0.31319544,0.2991372,0.6055656,0.6006265,0.3437016,0.3603453,0.0166437
9,1.4576886,1.4678931,"('unaffectionate', 'caring')",0.47332868,0.5038432,1.0765456,1.107286,1.002521,1.0263408,0.0238198
10,0.32619667,0.11727145,"('unsympathetic', 'sympathetic')",-0.30273083,-0.2672985,-0.60503614,-0.67935973,-0.1938568,-0.2764623,-0.0826055
11,0.27117994,0.2620294,"('unhelpful', 'helpful')",1.2882507,1.3674912,1.8182507,1.8696893,1.1258938,1.1664033,0.0405095
12,1.2854968,1.370397,"('unsupportive', 'supportive')",0.66359425,0.87281275,-1.5919604,-1.5549035,0.1190435,0.2294354,0.1103919
13,0.7791666,0.63741165,"('impolite', 'polite')",-0.32422674,-0.32882574,-0.5043266,-0.56540906,-0.0164622,-0.0856077,-0.0691455
14,-0.34327224,-0.422915,"('antisocial', 'social')",0.6351553,0.68472576,-0.986966,-0.96894354,-0.2316943,-0.2357109,-0.0040166
15,-0.5831166,-0.6100924,"('boring', 'funny')",-0.2412035,-0.28435814,0.4699249,0.44396088,-0.1181317,-0.1501632,-0.0320315
16,-0.745855,-0.6853713,"('unpopular', 'popular')",-0.2497367,-0.24965344,0.5895744,0.55669093,-0.1353391,-0.1261113,0.0092278
17,-0.7431468,-0.68219143,"('nasty', 'nice')",-0.8287164,-0.76483774,-0.6648096,-0.5478767,-0.7455576,-0.6649686,0.080589
18,-0.04541722,-0.07611566,"('disagreeable', 'welcoming')",-0.011822924,0.056043677,-0.4264151,-0.42431495,-0.1612184,-0.148129,0.0130894
19,0.69458467,0.7988014,"('inhospitable', 'hospitable')",-0.7108821,-0.6927957,-0.20023233,-0.07305522,-0.0721766,0.0109835,0.0831601
20,0.319724,0.31949106,"('rough', 'thoughtful')",0.77428764,0.8963619,0.8762124,0.8762225,0.6567414,0.6973584,0.040617
21,0.13703777,-0.037400085,"('immoral', 'moral')",0.5616215,0.5131551,-0.85381126,-0.8977061,-0.0517173,-0.1406504,-0.0889331
22,0.38575473,0.3128967,"('untrustworthy', 'trustworthy')",0.010231697,-0.014994636,-1.0341139,-1.0779548,-0.2127091,-0.2600176,-0.0473085
23,1.4932395,1.3080344,"('insincere', 'sincere')",0.041510202,0.028835697,4.657185,4.6863985,2.0639782,2.0077562,-0.056222
24,1.3130385,1.2609237,"('dishonest', 'honest')",-1.2661074,-1.2166876,0.37229383,0.3800569,0.1397416,0.141431,0.0016894
25,0.13517848,0.1118719,"('egoistic', 'altruistic')",0.49533063,0.43974015,1.5576782,1.5105407,0.7293958,0.6873843,-0.0420115
26,0.233715,0.1012142,"('hardhearted', 'benevolent')",0.74288267,0.7663507,1.6374111,1.5481163,0.8713363,0.8052271,-0.0661092
27,0.82045877,0.95480776,"('hardhearted', 'softhearted')",0.16698143,0.2742517,1.2931353,1.2820225,0.7601918,0.8370273,0.0768355
28,1.289112,1.0959097,"('disloyal', 'loyal')",0.12736352,0.031922594,0.794995,0.67478436,0.7371569,0.6008722,-0.1362847
