,fedora_male,fedora_female,tuple,average_male,average_female,female-male
39,0.22193158,0.30199468,"('exploitative', 'cooperative')",0.2219316,0.3019947,0.0800631
40,-1.1575655,-1.2423934,"('stingy', 'generous')",-1.1575655,-1.2423934,-0.0848279
41,0.6673755,0.5981399,"('unforgiving', 'forgiving')",0.6673755,0.5981399,-0.0692356
42,-1.2837586,-1.2600447,"('unreliable', 'reliable')",-1.2837586,-1.2600447,0.0237139
43,0.3336697,0.11622841,"('irresponsible', 'responsible')",0.3336697,0.1162284,-0.2174413
44,-0.9767851,-0.94214976,"('prejudiced', 'unprejudiced')",-0.9767851,-0.9421498,0.0346353
45,-0.101189345,-0.15503989,"('incompetent', 'competent')",-0.1011893,-0.1550399,-0.0538506
46,-0.061548274,-0.16190898,"('uncompetitive', 'competitive')",-0.0615483,-0.161909,-0.1003607
47,2.4615626,2.7322803,"('stupid', 'smart')",2.4615626,2.7322803,0.2707177
48,0.33278492,0.3603621,"('unintelligent', 'intelligent')",0.3327849,0.3603621,0.0275772
49,0.13422616,0.2745503,"('unable', 'able')",0.1342262,0.2745503,0.1403241
50,-0.31945187,-0.22095734,"('clumsy', 'skillful')",-0.3194519,-0.2209573,0.0984946
51,0.047429126,0.09561862,"('uneducated', 'educated')",0.0474291,0.0956186,0.0481895
52,-1.298653,-1.3914531,"('irrational', 'rational')",-1.298653,-1.3914531,-0.0928001
53,-1.0613878,-1.1468936,"('uncreative', 'creative')",-1.0613878,-1.1468936,-0.0855058
54,-0.07811299,-0.24486691,"('incapable', 'capable')",-0.078113,-0.2448669,-0.1667539
55,0.730048,0.8382005,"('incompetent', 'clever')",0.730048,0.8382005,0.1081525
56,1.0733523,1.0554432,"('impractical', 'practical')",1.0733523,1.0554432,-0.0179091
57,-1.806131,-1.9942043,"('unimaginative', 'imaginative')",-1.806131,-1.9942043,-0.1880733
58,0.16941519,-0.027797807,"('undiscriminating', 'discriminating')",0.1694152,-0.0277978,-0.197213
59,-0.2706508,-0.22079602,"('foolish', 'wise')",-0.2706508,-0.220796,0.0498548
60,0.98294514,1.0713327,"('inefficient', 'efficient')",0.9829451,1.0713327,0.0883876
61,-0.51791984,-0.6344805,"('illogical', 'logical')",-0.5179198,-0.6344805,-0.1165607
62,0.92131466,0.9777824,"('incompetent', 'brilliant')",0.9213147,0.9777824,0.0564677
63,0.47045815,0.35393092,"('unperceptive', 'insightful')",0.4704581,0.3539309,-0.1165272
64,-2.6354365,-2.5896475,"('shy', 'confident')",-2.6354365,-2.5896475,0.045789
65,0.6306413,0.86074317,"('insecure', 'secure')",0.6306413,0.8607432,0.2301019
66,-1.1523203,-1.3161362,"('inactive', 'active')",-1.1523203,-1.3161362,-0.1638159
67,0.60356224,0.60789627,"('doubtful', 'determined')",0.6035622,0.6078963,0.0043341
68,-0.536725,-0.47114736,"('dependent', 'independent')",-0.536725,-0.4711474,0.0655776
69,-0.97333866,-1.0173215,"('lazy', 'industrious')",-0.9733387,-1.0173215,-0.0439828
70,0.30786195,0.3330432,"('lethargic', 'energetic')",0.307862,0.3330432,0.0251812
71,-0.11417583,-0.18548848,"('diffident', 'self-confident')",-0.1141758,-0.1854885,-0.0713127
72,0.32812735,0.26769096,"('unambitious', 'ambitious')",0.3281274,0.267691,-0.0604364
73,-1.3642415,-1.4320453,"('helpless', 'self-reliant')",-1.3642415,-1.4320453,-0.0678038
74,0.21890676,0.023566218,"('undedicated', 'dedicated')",0.2189068,0.0235662,-0.1953406
75,-0.09366514,-0.11329769,"('meek', 'impulsive')",-0.0936651,-0.1132977,-0.0196326
76,0.6663883,0.66199416,"('anxious', 'daring')",0.6663883,0.6619942,-0.0043941
77,-0.9291734,-0.8855191,"('unmotivated', 'motivated')",-0.9291734,-0.8855191,0.0436543
78,-0.10062248,-0.11055049,"('nonresilient', 'resilient')",-0.1006225,-0.1105505,-0.009928
79,-0.60664564,-0.74307686,"('wavering', 'unwavering')",-0.6066456,-0.7430769,-0.1364313
80,0.19408782,0.23991215,"('dominated', 'dominating')",0.1940878,0.2399122,0.0458244
81,0.42790574,0.56728953,"('submissive', 'aggressive')",0.4279057,0.5672895,0.1393838
82,2.78509,2.8664443,"('poor', 'rich')",2.78509,2.8664443,0.0813543
83,-0.013813801,-0.12184568,"('powerless', 'powerful')",-0.0138138,-0.1218457,-0.1080319
84,0.48501042,0.37149727,"('inferior', 'superior')",0.4850104,0.3714973,-0.1135131
85,-0.88526106,-1.3791893,"('insignificant', 'prestigious')",-0.8852611,-1.3791893,-0.4939282
86,-0.21987721,-0.48150346,"('uninfluential', 'influential')",-0.2198772,-0.4815035,-0.2616263
87,0.16874385,0.13159598,"('unsuccessful', 'successful')",0.1687438,0.131596,-0.0371478
88,-0.18117312,-0.4556465,"('low', 'eminent')",-0.1811731,-0.4556465,-0.2744734
