,fedora_male,fedora_female,tuple,average_male,average_female,female-male
0,0.063754976,-0.009180131,"('unsociable', 'sociable')",0.063755,-0.0091801,-0.0729351
1,-0.5472304,-0.8936275,"('unfriendly', 'friendly')",-0.5472304,-0.8936275,-0.3463971
2,0.62472856,0.6513027,"('unlikable', 'likable')",0.6247286,0.6513027,0.0265741
3,-0.10348288,0.045459017,"('repellent', 'pleasant')",-0.1034829,0.045459,0.1489419
4,-3.109853,-3.240624,"('disliked', 'liked')",-3.109853,-3.240624,-0.130771
5,-1.0569328,-1.278388,"('distant', 'outgoing')",-1.0569328,-1.278388,-0.2214552
6,-1.5286459,-1.8022171,"('distant', 'open')",-1.5286459,-1.8022171,-0.2735712
7,-0.0926893,0.027394045,"('insensitive', 'sensitive')",-0.0926893,0.027394,0.1200833
8,-0.5074008,-0.74370307,"('unaffectionate', 'affectionate')",-0.5074008,-0.7437031,-0.2363023
9,-0.3755253,-0.5063412,"('unaffectionate', 'caring')",-0.3755253,-0.5063412,-0.1308159
10,-0.33183688,-0.38280168,"('unsympathetic', 'sympathetic')",-0.3318369,-0.3828017,-0.0509648
11,1.1499758,1.1539398,"('unhelpful', 'helpful')",1.1499758,1.1539398,0.003964
12,-0.81592065,-0.94011664,"('unsupportive', 'supportive')",-0.8159207,-0.9401166,-0.1241959
13,-0.11686208,-0.17734444,"('impolite', 'polite')",-0.1168621,-0.1773444,-0.0604823
14,0.63711387,0.7916189,"('antisocial', 'social')",0.6371139,0.7916189,0.154505
15,0.3032538,0.12848921,"('boring', 'funny')",0.3032538,0.1284892,-0.1747646
16,-0.55318505,-0.5956642,"('unpopular', 'popular')",-0.553185,-0.5956642,-0.0424792
17,-0.7592389,-0.6356877,"('nasty', 'nice')",-0.7592389,-0.6356877,0.1235512
18,-0.68935394,-0.6180752,"('disagreeable', 'welcoming')",-0.6893539,-0.6180752,0.0712787
19,-1.2105267,-1.2853117,"('inhospitable', 'hospitable')",-1.2105267,-1.2853117,-0.074785
20,0.12055004,0.1909524,"('rough', 'thoughtful')",0.12055,0.1909524,0.0704024
21,0.1628758,0.27267188,"('immoral', 'moral')",0.1628758,0.2726719,0.1097961
22,0.09442729,0.17337391,"('untrustworthy', 'trustworthy')",0.0944273,0.1733739,0.0789466
23,3.1619837,3.174711,"('insincere', 'sincere')",3.1619837,3.174711,0.0127273
24,0.11494023,0.0028454028,"('dishonest', 'honest')",0.1149402,0.0028454,-0.1120948
25,-0.34580022,-0.5368569,"('egoistic', 'altruistic')",-0.3458002,-0.5368569,-0.1910567
26,0.23943451,-0.04875229,"('hardhearted', 'benevolent')",0.2394345,-0.0487523,-0.2881868
27,0.016791563,-0.038359046,"('hardhearted', 'softhearted')",0.0167916,-0.038359,-0.0551506
28,-0.04558321,-0.14341821,"('disloyal', 'loyal')",-0.0455832,-0.1434182,-0.097835
29,-0.6867133,-0.6307673,"('unfair', 'fair')",-0.6867133,-0.6307673,0.055946
30,0.9111449,0.8345106,"('intolerant', 'tolerant')",0.9111449,0.8345106,-0.0766343
31,-1.9711814,-2.0082157,"('evil', 'good')",-1.9711814,-2.0082157,-0.0370343
32,0.65236676,0.59165025,"('unkind', 'kind')",0.6523668,0.5916502,-0.0607166
33,0.0022548102,-0.24539027,"('wrong', 'right')",0.0022548,-0.2453903,-0.2476451
34,2.0453286,2.1252444,"('mean', 'honorable')",2.0453286,2.1252444,0.0799158
35,-0.99563056,-1.0325199,"('corrupt', 'incorrupt')",-0.9956306,-1.0325199,-0.0368893
36,-1.3463496,-1.4468819,"('hostile', 'amicable')",-1.3463496,-1.4468819,-0.1005323
37,-0.31856525,-0.36545265,"('fake', 'genuine')",-0.3185652,-0.3654526,-0.0468874
38,-0.008010406,-0.11862912,"('untruthful', 'truthful')",-0.0080104,-0.1186291,-0.1106187
