,affiliated_male,affiliated_female,tuple,computer_male,computer_female,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,0.52585393,0.33924952,"('unsociable', 'sociable')",0.021944348,-0.06742124,0.5570228,0.48902136,-0.029862598,-0.17094061,0.2687396,0.1474773,-0.1212623
1,-0.8997598,-0.9912061,"('unfriendly', 'friendly')",1.340454,1.27845,0.0642627,-0.084645435,1.7838789,1.6401888,0.5722089,0.4606968,-0.1115121
2,1.4203632,1.5064899,"('unlikable', 'likable')",0.37734497,0.44327617,1.0569041,1.1067047,0.8764841,0.9592283,0.9327741,1.0039248,0.0711507
3,-0.6312298,-0.5740485,"('repellent', 'pleasant')",-0.6580433,-0.61477184,-0.12923819,-0.00058277603,-0.25018123,-0.21467215,-0.4171731,-0.3510188,0.0661543
4,-0.027989954,-0.0012917332,"('disliked', 'liked')",-0.09739089,-0.08431552,0.31240276,0.30247223,-5.038325,-5.1328645,-1.2128258,-1.2289999,-0.0161741
5,-0.61343354,-0.58610064,"('distant', 'outgoing')",1.0446875,1.142374,-0.5227127,-0.5275774,0.030814871,-0.013880044,-0.015161,0.003704,0.018865
6,-0.35283375,-0.33362716,"('distant', 'open')",1.0261918,1.105687,-0.8423849,-0.843947,0.75144184,0.65491164,0.1456038,0.1457561,0.0001523
7,1.8560605,1.8511841,"('insensitive', 'sensitive')",-0.13671963,-0.18301821,-0.38517705,-0.31906235,0.2552145,0.27552646,0.3973446,0.4061575,0.0088129
8,-0.9922709,-0.99845695,"('unaffectionate', 'affectionate')",0.022416841,0.0197612,-0.3941146,-0.40083238,0.6037328,0.5242452,-0.1900589,-0.2138207,-0.0237618
9,-0.05343432,-0.044919774,"('unaffectionate', 'caring')",0.60837907,0.6104969,0.040935174,0.06432023,1.1657008,1.1383196,0.4403952,0.4420542,0.001659
10,0.51089525,0.5153683,"('unsympathetic', 'sympathetic')",-1.1634963,-1.2005808,-1.1268446,-0.97333455,-0.3269676,-0.27187508,-0.5266033,-0.4826056,0.0439977
11,1.6363233,1.6324195,"('unhelpful', 'helpful')",0.84174746,0.8202665,1.5625417,1.6272957,2.3519316,2.4235005,1.5981359,1.6258706,0.0277347
12,1.6104534,1.6916919,"('unsupportive', 'supportive')",0.066073515,0.15532374,0.12019909,0.2965275,-1.7398753,-1.7395176,0.0142127,0.1010064,0.0867937
13,0.49996048,0.48543313,"('impolite', 'polite')",-0.44992355,-0.45748785,-0.4685052,-0.42141077,-0.73367035,-0.7472539,-0.2880346,-0.2851799,0.0028547
14,1.6622205,1.633039,"('antisocial', 'social')",0.39675775,0.35588855,0.98320293,1.0270741,-0.76762044,-0.7378979,0.5686402,0.569526,0.0008858
15,1.2351999,1.2547194,"('boring', 'funny')",0.5349997,0.5150542,0.1431396,0.049660522,1.031158,1.00516,0.7361243,0.7061485,-0.0299758
16,-0.7992774,-0.85118836,"('unpopular', 'popular')",-0.36772674,-0.3647568,0.21300131,0.20605455,0.62079525,0.5714382,-0.0833019,-0.1096131,-0.0263112
17,0.29856336,0.27765992,"('nasty', 'nice')",0.120948546,0.18142009,0.92011213,0.9463718,0.08102085,0.11637223,0.3551612,0.380456,0.0252948
18,-0.19044667,-0.17159191,"('disagreeable', 'welcoming')",-0.25471434,-0.2091747,0.18371445,0.24116088,-0.5547187,-0.5862647,-0.2040413,-0.1814676,0.0225737
19,0.7000006,0.7540189,"('inhospitable', 'hospitable')",0.593157,0.6176214,-0.24278529,-0.16335304,0.4889332,0.50338876,0.3848264,0.427919,0.0430926
20,0.14869845,0.11415839,"('rough', 'thoughtful')",0.44813162,0.45924544,-0.09582378,-0.10144573,0.26706403,0.25117373,0.1920176,0.180783,-0.0112346
21,0.3575547,0.42764786,"('immoral', 'moral')",0.3892139,0.3848735,0.11414672,0.24127287,-0.77790076,-0.6917641,0.0207536,0.0905075,0.0697539
22,0.60423404,0.5925076,"('untrustworthy', 'trustworthy')",-0.022803284,-0.09258386,0.2158086,0.25341117,-0.9721403,-0.90381587,-0.0437253,-0.0376202,0.0061051
23,1.0163223,0.99164,"('insincere', 'sincere')",-0.13961068,-0.16364506,0.31460792,0.30362105,5.0967293,5.1071854,1.5720122,1.5597004,-0.0123118
24,1.6472338,1.6796465,"('dishonest', 'honest')",-0.14306742,-0.14182112,-0.41456002,-0.37954596,0.7678366,0.796446,0.4643607,0.4886814,0.0243207
25,-1.2453874,-1.2756659,"('egoistic', 'altruistic')",0.4510151,0.43434134,1.3319783,1.2297351,1.571073,1.4830922,0.5271698,0.4678757,-0.0592941
26,1.0694294,1.0027823,"('hardhearted', 'benevolent')",1.3279418,1.2838863,1.4855351,1.428397,1.7722772,1.7535105,1.4137959,1.3671441,-0.0466518
27,-0.0560792,-0.05817389,"('hardhearted', 'softhearted')",-0.5907369,-0.56212014,0.049509887,0.09342314,1.1750467,1.054331,0.1444351,0.131865,-0.0125701
28,0.67669904,0.5667501,"('disloyal', 'loyal')",-0.03159207,-0.18210474,-0.081123635,-0.16759357,1.2062013,1.1335664,0.4425462,0.3376545,-0.1048917
29,-0.6112877,-0.6969848,"('unfair', 'fair')",-0.009398943,-0.023804372,-0.68271583,-0.80377704,-0.90275204,-0.994636,-0.5515386,-0.6298006,-0.078262
30,1.0475249,1.0756445,"('intolerant', 'tolerant')",1.113792,1.0755049,0.64779127,0.66042066,1.1963829,1.1899745,1.0013728,1.0003861,-0.0009867
31,-2.1417353,-2.1738355,"('evil', 'good')",0.1468042,0.18525872,-0.88227105,-0.9553067,-0.9510625,-1.0413129,-0.9570661,-0.9962991,-0.039233
32,0.9944109,0.9861588,"('unkind', 'kind')",0.030990213,-0.010307435,0.17316976,0.20057222,1.1338029,1.1231387,0.5830934,0.5748906,-0.0082028
33,0.18799753,0.1744528,"('wrong', 'right')",1.2842164,1.3370571,0.49286175,0.47758162,-0.3039767,-0.4010001,0.4152747,0.3970228,-0.0182519
34,0.9847851,1.1029462,"('mean', 'honorable')",0.24873555,0.35686654,0.33167046,0.4399233,5.5230737,5.6820664,1.7720661,1.8954506,0.1233845
35,-0.25856453,-0.333207,"('corrupt', 'incorrupt')",0.5879217,0.569067,0.04272411,-0.10426168,0.6222717,0.43678576,0.2485882,0.142096,-0.1064922
36,-0.52548236,-0.6153773,"('hostile', 'amicable')",0.16908428,0.13445565,-0.44583255,-0.62937045,0.66416985,0.5223708,-0.0345152,-0.1469803,-0.1124651
37,0.5437385,0.5838853,"('fake', 'genuine')",-0.72867435,-0.7407971,-0.20335338,-0.17811915,0.07398166,0.080721244,-0.0785769,-0.0635774,0.0149995
38,0.43347967,0.48067516,"('untruthful', 'truthful')",0.44382167,0.46554586,-0.07036541,-0.04237312,0.20149231,0.25757962,0.2521071,0.2903569,0.0382498
39,2.5053947,2.5218635,"('exploitative', 'cooperative')",1.2269608,1.2080717,0.9149833,0.92473775,0.107689455,0.14829025,1.1887571,1.2007408,0.0119837
40,0.035537105,-0.021163546,"('stingy', 'generous')",-0.28669432,-0.28918973,-0.0049495045,0.017843805,-1.7537962,-1.8920518,-0.5024757,-0.5461403,-0.0436646
41,1.1003486,1.0429592,"('unforgiving', 'forgiving')",-0.033705,-0.09001932,0.6640495,0.6406111,0.5427072,0.4361869,0.5683501,0.5074345,-0.0609156
42,1.4218049,1.4138412,"('unreliable', 'reliable')",-0.50459385,-0.4613434,0.10818821,0.2265652,-2.588346,-2.5626087,-0.3907367,-0.3458864,0.0448503
43,1.208061,1.2221304,"('irresponsible', 'responsible')",-0.71663946,-0.67506474,-1.1446246,-1.0586203,0.18207563,0.24228519,-0.1177819,-0.0673174,0.0504645
44,-0.37901527,-0.3507539,"('prejudiced', 'unprejudiced')",-1.173619,-1.100708,0.25120288,0.30352232,-1.5594146,-1.4892222,-0.7152115,-0.6592904,0.0559211
45,0.9293727,0.89205885,"('incompetent', 'competent')",-0.61166143,-0.64931905,0.573118,0.6589896,-0.44238567,-0.48615578,0.1121109,0.1038934,-0.0082175
46,0.34140313,0.3514193,"('uncompetitive', 'competitive')",-1.0818119,-1.1224848,0.21352938,0.33015373,-0.53384924,-0.557994,-0.2651822,-0.2497264,0.0154558
47,-0.054436877,0.025120523,"('stupid', 'smart')",0.50690293,0.5301503,1.1556166,1.2335086,5.1125183,5.249495,1.6801503,1.7595686,0.0794183
48,0.45844096,0.4255305,"('unintelligent', 'intelligent')",0.24465792,0.22345914,-1.0310023,-1.0534623,-0.018763492,-0.06481136,-0.0866667,-0.117321,-0.0306543
49,-0.3112195,-0.25643858,"('unable', 'able')",-0.31259346,-0.20747326,-0.16388237,-0.04064889,-0.2894217,-0.23170042,-0.2692793,-0.1840653,0.085214
50,0.3786796,0.3503557,"('clumsy', 'skillful')",-0.23644389,-0.24051781,0.28994733,0.31794536,-0.22095561,-0.3030309,0.0528069,0.0311881,-0.0216188
51,3.3103952,3.2819705,"('uneducated', 'educated')",-0.6431161,-0.7460813,0.19291525,0.13549519,0.41757,0.33917361,0.8194411,0.7526395,-0.0668016
52,-0.11415517,-0.2067757,"('irrational', 'rational')",1.2683172,1.2272243,0.8679628,0.67689234,0.31137437,0.16074345,0.5833748,0.4645211,-0.1188537
53,-1.4864968,-1.5230339,"('uncreative', 'creative')",1.2629576,1.2479895,-0.40107995,-0.44788048,0.7040449,0.6241603,0.0198564,-0.0246911,-0.0445475
54,0.6331496,0.6654961,"('incapable', 'capable')",0.31987643,0.29684806,0.014908729,0.040690605,1.2902619,1.3748801,0.5645491,0.5944787,0.0299296
55,0.36388808,0.37178987,"('incompetent', 'clever')",-0.9356805,-0.9621076,-0.52270037,-0.39434206,-0.49473605,-0.47545838,-0.3973072,-0.3650295,0.0322777
56,1.5947503,1.5548697,"('impractical', 'practical')",0.8282409,0.8557868,0.480743,0.56387913,0.27085778,0.2997911,0.793648,0.8185816,0.0249336
57,0.44364005,0.45932594,"('unimaginative', 'imaginative')",0.5509081,0.49290735,-0.9574346,-0.93355143,-1.8844506,-1.9013213,-0.4618343,-0.4706599,-0.0088256
58,0.52011186,0.51741666,"('undiscriminating', 'discriminating')",0.71367794,0.6827311,0.33913696,0.33353335,0.18984985,0.1582809,0.4406942,0.4229905,-0.0177037
59,0.3978696,0.38326606,"('foolish', 'wise')",1.6027532,1.6196622,0.11891006,0.06747603,0.43260756,0.38630253,0.6380351,0.6141767,-0.0238584
60,0.7255936,0.7226217,"('inefficient', 'efficient')",-0.018293677,0.020010695,0.58613443,0.7118519,-0.7684061,-0.6445452,0.1312571,0.2024848,0.0712277
61,-0.038831964,-0.13430953,"('illogical', 'logical')",1.829508,1.8210479,0.47585082,0.38279268,0.014443526,-0.13605572,0.5702426,0.4833688,-0.0868738
62,0.011968069,0.10314431,"('incompetent', 'brilliant')",-0.35692212,-0.2643612,0.16179445,0.32963824,-0.34449777,-0.24354735,-0.1319143,-0.0187815,0.1131328
