,four_male,four_female,tuple,corners_male,corners_female,property_male,property_female,trust_male,trust_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.17051873,-0.30394152,"('unsociable', 'sociable')",0.01822105,-0.12918629,-0.4141919,-0.57219505,0.8269891,0.7565342,-0.46305916,-0.5820297,-0.0405119,-0.1661637,-0.1256518
1,-1.6947899,-1.761172,"('unfriendly', 'friendly')",-0.4068995,-0.38264638,0.21229112,0.14689822,0.2461801,0.14117628,2.0092125,1.952074,0.0731989,0.019266,-0.0539329
2,-0.31634533,-0.20515633,"('unlikable', 'likable')",0.42207563,0.63233507,0.6830314,0.84224135,1.7590637,1.8879714,0.38895595,0.4945356,0.5873563,0.7303854,0.1430291
3,0.6260965,0.6769682,"('repellent', 'pleasant')",0.0016276557,0.18087052,-0.688612,-0.5170157,0.58592933,0.7716359,0.3691652,0.38902277,0.1788414,0.3002964,0.121455
4,-0.22108443,-0.24318968,"('disliked', 'liked')",0.1314358,0.16437346,0.92560935,0.8087149,-0.47794735,-0.5595373,-7.334842,-7.381157,-1.3953657,-1.4421591,-0.0467934
5,-1.3235154,-1.2749075,"('distant', 'outgoing')",0.004435718,0.07529969,0.31320173,0.35494772,-0.6244019,-0.6780693,-0.0011295155,0.07738179,-0.3262819,-0.2890695,0.0372124
6,-2.0289152,-1.9444824,"('distant', 'open')",-0.21436891,-0.03995898,0.3174596,0.37544388,-0.6707303,-0.7342428,0.78336275,0.8347055,-0.3626384,-0.301707,0.0609314
7,1.4929732,1.4530683,"('insensitive', 'sensitive')",1.1918932,1.2384561,0.72923046,0.750741,1.8227013,1.9215689,0.8471327,0.82291615,1.2167862,1.2373501,0.0205639
8,-0.6555566,-0.65804803,"('unaffectionate', 'affectionate')",-0.28616852,-0.20478413,1.001474,1.0080949,0.002910249,0.0067458414,1.0953885,1.0417887,0.2316095,0.2387594,0.0071499
9,-0.059968427,-0.10108038,"('unaffectionate', 'caring')",0.2963274,0.3581685,0.92717826,0.9069021,0.6896774,0.71818674,1.431289,1.4694074,0.6569007,0.6703169,0.0134162
10,1.7454264,1.6951445,"('unsympathetic', 'sympathetic')",0.8259391,0.87907743,-0.7125106,-0.60349774,0.652819,0.7834315,-0.13479443,-0.18074343,0.4753759,0.5146825,0.0393066
11,1.0037806,1.020639,"('unhelpful', 'helpful')",1.1234595,1.1853331,-0.0900687,-0.016462214,0.98708665,1.0806249,1.7494677,1.8626921,0.9547452,1.0265654,0.0718202
12,0.22568846,0.29944414,"('unsupportive', 'supportive')",1.776091,1.903237,1.1915334,1.4130366,1.0494,1.3370047,-2.1124985,-2.0736706,0.4260429,0.5758104,0.1497675
13,0.60164607,0.5635302,"('impolite', 'polite')",0.71000755,0.6364087,-0.03690072,-0.081473105,1.3086337,1.243186,-0.56006026,-0.5931986,0.4046652,0.3536907,-0.0509745
14,1.1885682,1.1061265,"('antisocial', 'social')",0.5573795,0.48047987,0.49043646,0.53930354,1.8476405,1.8449258,-0.7284608,-0.8013698,0.6711127,0.6338932,-0.0372195
15,-1.5785232,-1.6240684,"('boring', 'funny')",0.3481274,0.19404936,0.39058903,0.27019012,0.29857597,0.11825782,0.36862168,0.32361543,-0.0345218,-0.1435911,-0.1090693
16,-0.9286377,-0.9481826,"('unpopular', 'popular')",0.10208607,0.15543196,-0.28640255,-0.2413601,-0.8011998,-0.7148673,0.40825006,0.4401525,-0.3011808,-0.2617651,0.0394157
17,-0.4369016,-0.3440525,"('nasty', 'nice')",-0.07572235,-0.06689549,0.36985838,0.47781223,0.9107605,0.93735963,-0.2137468,-0.14907494,0.1108496,0.1710298,0.0601802
