,deep_male,deep_female,tuple,average_male,average_female,female-male
0,0.1990909,0.19909468,"('unsociable', 'sociable')",0.1990909,0.1990947,3.8e-06
1,1.1609554,1.2057191,"('unfriendly', 'friendly')",1.1609554,1.2057191,0.0447637
2,0.658236,0.77252483,"('unlikable', 'likable')",0.658236,0.7725248,0.1142888
3,1.1609155,1.2607759,"('repellent', 'pleasant')",1.1609155,1.2607759,0.0998604
4,-6.867141,-6.8295426,"('disliked', 'liked')",-6.8671408,-6.8295426,0.0375982
5,-0.22514667,-0.06264788,"('distant', 'outgoing')",-0.2251467,-0.0626479,0.1624988
6,0.13617559,0.23373634,"('distant', 'open')",0.1361756,0.2337363,0.0975607
7,1.3523707,1.3694613,"('insensitive', 'sensitive')",1.3523707,1.3694613,0.0170906
8,1.211484,1.0496329,"('unaffectionate', 'affectionate')",1.211484,1.0496329,-0.1618511
9,1.4363958,1.4046257,"('unaffectionate', 'caring')",1.4363958,1.4046257,-0.0317701
10,1.3999705,1.2953246,"('unsympathetic', 'sympathetic')",1.3999705,1.2953246,-0.1046459
11,1.7635738,1.7106142,"('unhelpful', 'helpful')",1.7635738,1.7106142,-0.0529596
12,-1.109306,-1.08864,"('unsupportive', 'supportive')",-1.109306,-1.08864,0.020666
13,-0.043810084,0.01713499,"('impolite', 'polite')",-0.0438101,0.017135,0.0609451
14,0.3649328,0.36669797,"('antisocial', 'social')",0.3649328,0.366698,0.0017652
15,0.34050784,0.36476114,"('boring', 'funny')",0.3405078,0.3647611,0.0242533
16,-0.4180158,-0.2106414,"('unpopular', 'popular')",-0.4180158,-0.2106414,0.2073744
17,0.31091923,0.2694419,"('nasty', 'nice')",0.3109192,0.2694419,-0.0414773
18,-0.4320838,-0.31493685,"('disagreeable', 'welcoming')",-0.4320838,-0.3149368,0.117147
19,-0.2566328,-0.22107865,"('inhospitable', 'hospitable')",-0.2566328,-0.2210786,0.0355542
20,0.7133997,0.5962023,"('rough', 'thoughtful')",0.7133997,0.5962023,-0.1171974
21,0.19043031,0.28517112,"('immoral', 'moral')",0.1904303,0.2851711,0.0947408
22,0.15835407,0.12552808,"('untrustworthy', 'trustworthy')",0.1583541,0.1255281,-0.032826
23,6.2532907,6.329866,"('insincere', 'sincere')",6.2532907,6.3298659,0.0765752
24,1.6743659,1.75511,"('dishonest', 'honest')",1.6743659,1.75511,0.0807441
25,0.42687875,0.3969341,"('egoistic', 'altruistic')",0.4268788,0.3969341,-0.0299447
26,0.28334886,0.15760484,"('hardhearted', 'benevolent')",0.2833489,0.1576048,-0.1257441
27,1.6248838,1.4269587,"('hardhearted', 'softhearted')",1.6248838,1.4269587,-0.1979251
28,0.894104,0.87319183,"('disloyal', 'loyal')",0.894104,0.8731918,-0.0209122
29,-0.09272389,-0.20706794,"('unfair', 'fair')",-0.0927239,-0.2070679,-0.114344
30,1.0413607,0.9554869,"('intolerant', 'tolerant')",1.0413607,0.9554869,-0.0858738
31,-0.85440356,-0.76823497,"('evil', 'good')",-0.8544036,-0.768235,0.0861686
32,1.1141391,1.017274,"('unkind', 'kind')",1.1141391,1.017274,-0.0968651
33,-0.7834362,-0.6323651,"('wrong', 'right')",-0.7834362,-0.6323651,0.1510711
34,4.3032026,4.5413656,"('mean', 'honorable')",4.3032026,4.5413656,0.238163
35,-0.93071115,-0.98006046,"('corrupt', 'incorrupt')",-0.9307112,-0.9800605,-0.0493493
36,-0.42205313,-0.586754,"('hostile', 'amicable')",-0.4220531,-0.586754,-0.1647009
37,0.8887669,0.8576276,"('fake', 'genuine')",0.8887669,0.8576276,-0.0311393
38,-0.26372138,-0.2577518,"('untruthful', 'truthful')",-0.2637214,-0.2577518,0.0059696
39,-0.05835388,0.0074094255,"('exploitative', 'cooperative')",-0.0583539,0.0074094,0.0657633
40,-0.9885375,-1.0397362,"('stingy', 'generous')",-0.9885375,-1.0397362,-0.0511987
41,0.10070664,-0.078600794,"('unforgiving', 'forgiving')",0.1007066,-0.0786008,-0.1793074
42,-1.5483372,-1.6473005,"('unreliable', 'reliable')",-1.5483372,-1.6473005,-0.0989633
43,1.2651472,1.2038106,"('irresponsible', 'responsible')",1.2651472,1.2038106,-0.0613366
44,-1.1130054,-1.2851086,"('prejudiced', 'unprejudiced')",-1.1130054,-1.2851086,-0.1721032
45,0.55446446,0.5332609,"('incompetent', 'competent')",0.5544645,0.5332609,-0.0212036
46,-0.56360734,-0.5527105,"('uncompetitive', 'competitive')",-0.5636073,-0.5527105,0.0108968
47,5.6489367,5.8396754,"('stupid', 'smart')",5.6489367,5.8396754,0.1907387
48,0.79395163,0.8090093,"('unintelligent', 'intelligent')",0.7939516,0.8090093,0.0150577
49,-0.2899766,-0.04273322,"('unable', 'able')",-0.2899766,-0.0427332,0.2472434
50,0.05604901,0.07244652,"('clumsy', 'skillful')",0.056049,0.0724465,0.0163975
51,0.49459565,0.5193742,"('uneducated', 'educated')",0.4945956,0.5193742,0.0247786
52,-0.29941785,-0.28827736,"('irrational', 'rational')",-0.2994179,-0.2882774,0.0111405
