,saw_male,saw_female,tuple,average_male,average_female,female-male
0,0.30072778,0.3308874,"('unsociable', 'sociable')",0.3007278,0.3308874,0.0301596
1,1.4811127,1.310937,"('unfriendly', 'friendly')",1.4811127,1.310937,-0.1701757
2,0.035144,0.20476323,"('unlikable', 'likable')",0.035144,0.2047632,0.1696192
3,0.69655305,1.0127084,"('repellent', 'pleasant')",0.6965531,1.0127084,0.3161553
4,-6.837604,-6.9021354,"('disliked', 'liked')",-6.837604,-6.9021354,-0.0645314
5,-0.6952504,-0.4977215,"('distant', 'outgoing')",-0.6952504,-0.4977215,0.1975289
6,-0.46581087,-0.26051438,"('distant', 'open')",-0.4658109,-0.2605144,0.2052965
7,1.6484369,1.7109795,"('insensitive', 'sensitive')",1.6484369,1.7109795,0.0625426
8,1.0102406,0.89010006,"('unaffectionate', 'affectionate')",1.0102406,0.8901001,-0.1201405
9,1.6430349,1.705924,"('unaffectionate', 'caring')",1.6430349,1.705924,0.0628891
10,1.3109943,1.4056753,"('unsympathetic', 'sympathetic')",1.3109943,1.4056753,0.094681
11,2.0725262,2.2209823,"('unhelpful', 'helpful')",2.0725262,2.2209823,0.1484561
12,-0.9468443,-0.8791074,"('unsupportive', 'supportive')",-0.9468443,-0.8791074,0.0677369
13,0.47930878,0.47635496,"('impolite', 'polite')",0.4793088,0.476355,-0.0029538
14,0.5104392,0.41995582,"('antisocial', 'social')",0.5104392,0.4199558,-0.0904834
15,0.617472,0.46381885,"('boring', 'funny')",0.617472,0.4638188,-0.1536532
16,-0.5218182,-0.43556675,"('unpopular', 'popular')",-0.5218182,-0.4355668,0.0862514
17,-0.34658504,-0.265225,"('nasty', 'nice')",-0.346585,-0.265225,0.08136
18,-0.26398098,-0.23903157,"('disagreeable', 'welcoming')",-0.263981,-0.2390316,0.0249494
19,-0.8045241,-0.64412165,"('inhospitable', 'hospitable')",-0.8045241,-0.6441216,0.1604025
20,0.8784832,0.6411864,"('rough', 'thoughtful')",0.8784832,0.6411864,-0.2372968
21,0.165079,0.43516287,"('immoral', 'moral')",0.165079,0.4351629,0.2700839
22,-0.44879404,-0.18463902,"('untrustworthy', 'trustworthy')",-0.448794,-0.184639,0.264155
23,6.7005067,6.8998337,"('insincere', 'sincere')",6.7005067,6.8998337,0.199327
24,1.960451,2.0868611,"('dishonest', 'honest')",1.960451,2.0868611,0.1264101
25,1.0091474,0.906498,"('egoistic', 'altruistic')",1.0091474,0.906498,-0.1026494
26,1.2324253,0.6497357,"('hardhearted', 'benevolent')",1.2324253,0.6497357,-0.5826896
27,1.8643332,1.6826923,"('hardhearted', 'softhearted')",1.8643332,1.6826923,-0.1816409
28,1.3376528,1.2094401,"('disloyal', 'loyal')",1.3376528,1.2094401,-0.1282127
29,-0.74962777,-0.7522993,"('unfair', 'fair')",-0.7496278,-0.7522993,-0.0026715
30,1.0684065,1.0889387,"('intolerant', 'tolerant')",1.0684065,1.0889387,0.0205322
31,-1.5848552,-1.6306205,"('evil', 'good')",-1.5848552,-1.6306205,-0.0457653
32,1.8076146,1.6154773,"('unkind', 'kind')",1.8076146,1.6154773,-0.1921373
33,-0.26002648,-0.2456606,"('wrong', 'right')",-0.2600265,-0.2456606,0.0143659
34,4.068815,4.518036,"('mean', 'honorable')",4.0688152,4.5180359,0.4492207
35,-1.3934137,-1.5093691,"('corrupt', 'incorrupt')",-1.3934137,-1.5093691,-0.1159554
36,-1.3302355,-1.4864794,"('hostile', 'amicable')",-1.3302355,-1.4864794,-0.1562439
37,1.3623831,1.3200415,"('fake', 'genuine')",1.3623831,1.3200415,-0.0423416
38,0.32445568,0.42511696,"('untruthful', 'truthful')",0.3244557,0.425117,0.1006613
39,0.4385938,0.40408418,"('exploitative', 'cooperative')",0.4385938,0.4040842,-0.0345096
40,-0.926252,-1.0122595,"('stingy', 'generous')",-0.926252,-1.0122595,-0.0860075
41,0.8013745,0.41319737,"('unforgiving', 'forgiving')",0.8013745,0.4131974,-0.3881771
42,-2.3216968,-2.19833,"('unreliable', 'reliable')",-2.3216968,-2.1983299,0.1233669
43,1.3209003,1.3910537,"('irresponsible', 'responsible')",1.3209003,1.3910537,0.0701534
44,-1.761436,-1.7806363,"('prejudiced', 'unprejudiced')",-1.761436,-1.7806363,-0.0192003
45,0.5239727,0.59237903,"('incompetent', 'competent')",0.5239727,0.592379,0.0684063
46,-0.21464403,-0.21710363,"('uncompetitive', 'competitive')",-0.214644,-0.2171036,-0.0024596
47,4.8174314,5.0533423,"('stupid', 'smart')",4.8174314,5.0533423,0.2359109
48,1.0349262,0.91157967,"('unintelligent', 'intelligent')",1.0349262,0.9115797,-0.1233465
49,0.06898917,0.2925377,"('unable', 'able')",0.0689892,0.2925377,0.2235485
50,-0.2888882,-0.17396885,"('clumsy', 'skillful')",-0.2888882,-0.1739689,0.1149193
51,1.1629648,1.1837505,"('uneducated', 'educated')",1.1629648,1.1837505,0.0207857
52,-0.57889766,-0.57891136,"('irrational', 'rational')",-0.5788977,-0.5789114,-1.37e-05
53,-0.07837395,-0.1925052,"('uncreative', 'creative')",-0.078374,-0.1925052,-0.1141312
