,vertex_male,vertex_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.577988,-0.68325645,"('unsociable', 'sociable')",0.06163565,-0.053987067,-0.69948506,-0.8615346,-0.4052792,-0.532926,-0.1276468
1,-0.243297,-0.30770132,"('unfriendly', 'friendly')",0.5871505,0.443349,2.0086975,1.8558848,0.7841837,0.6638441,-0.1203396
2,-0.4447118,-0.43860424,"('unlikable', 'likable')",0.5057264,0.52063,0.5539828,0.66600764,0.2049991,0.2493445,0.0443454
3,0.14844157,0.22068317,"('repellent', 'pleasant')",-1.3163328,-1.2456002,-0.30343646,-0.28626814,-0.4904426,-0.4370617,0.0533809
4,-1.3994366,-1.507944,"('disliked', 'liked')",0.25928134,0.18637699,-5.592875,-5.6641874,-2.2443434,-2.3285848,-0.0842414
5,-0.9704396,-0.95023,"('distant', 'outgoing')",0.16713409,0.14327379,0.15036175,0.19570464,-0.2176479,-0.2037505,0.0138974
6,-1.6693789,-1.6628785,"('distant', 'open')",0.098738454,0.04818003,0.97499,1.0051839,-0.1985501,-0.2031715,-0.0046214
7,0.4492082,0.41615078,"('insensitive', 'sensitive')",-1.3172071,-1.3530414,-0.023963122,-0.037812892,-0.2973207,-0.3249012,-0.0275805
8,0.3718217,0.33020177,"('unaffectionate', 'affectionate')",0.27075726,0.1936143,0.7930183,0.7133269,0.4785324,0.412381,-0.0661514
9,1.2752917,1.244634,"('unaffectionate', 'caring')",0.15087141,0.07735633,0.93969667,0.88856006,0.7886199,0.7368501,-0.0517698
10,0.608232,0.50209457,"('unsympathetic', 'sympathetic')",-1.3315495,-1.387804,-1.0495931,-1.1461984,-0.5909702,-0.6773026,-0.0863324
11,-0.48733723,-0.38479975,"('unhelpful', 'helpful')",-0.272544,-0.28469843,0.99175495,0.9904509,0.0772912,0.1069842,0.029693
12,0.47264928,0.5296816,"('unsupportive', 'supportive')",0.36868078,0.39378408,-1.9627719,-1.965912,-0.3738139,-0.3474821,0.0263318
13,-1.0098413,-0.9999852,"('impolite', 'polite')",-1.1506271,-1.1165315,-0.66818506,-0.7207311,-0.9428845,-0.9457492,-0.0028647
14,0.38895914,0.3677647,"('antisocial', 'social')",-0.5431697,-0.5057929,-1.0897151,-1.1596142,-0.4146419,-0.4325475,-0.0179056
15,-0.14426874,-0.22847036,"('boring', 'funny')",0.14455956,0.084862806,0.5136138,0.48990238,0.1713015,0.1154316,-0.0558699
16,-0.92106414,-0.97196585,"('unpopular', 'popular')",0.18853408,0.18270366,0.86415404,0.8739869,0.0438747,0.0282416,-0.0156331
17,-0.7431812,-0.72852206,"('nasty', 'nice')",-0.9694789,-0.92107415,-0.63680047,-0.5421065,-0.7831535,-0.7305676,0.0525859
18,-0.3112128,-0.37830943,"('disagreeable', 'welcoming')",0.24893314,0.21484289,-0.027590152,-0.08999123,-0.0299566,-0.0844859,-0.0545293
19,-0.8160975,-0.8030483,"('inhospitable', 'hospitable')",-0.34984475,-0.3814311,0.30540612,0.4091112,-0.2868454,-0.2584561,0.0283893
20,0.9438988,0.91156054,"('rough', 'thoughtful')",0.40464386,0.4549937,0.9807029,0.9283058,0.7764152,0.7649534,-0.0114618
21,0.0258839,0.0048445556,"('immoral', 'moral')",-0.37424573,-0.39023697,-1.260926,-1.3020978,-0.5364293,-0.5624967,-0.0260674
22,-1.716882,-1.7188144,"('untrustworthy', 'trustworthy')",-0.89631313,-0.93664867,-1.1993046,-1.2815686,-1.2708333,-1.3123439,-0.0415106
23,0.40773207,0.40287852,"('insincere', 'sincere')",-0.6767197,-0.7524539,4.5261946,4.4247174,1.419069,1.3583806,-0.0606884
24,0.4295014,0.40845686,"('dishonest', 'honest')",-1.2954727,-1.3417006,0.30371574,0.19767027,-0.1874185,-0.2451911,-0.0577726
25,1.3049228,1.2787837,"('egoistic', 'altruistic')",0.6227615,0.62102705,1.8965107,1.8436381,1.2747316,1.2478162,-0.0269154
26,1.1104152,1.0086168,"('hardhearted', 'benevolent')",1.3696746,1.3780475,1.7508526,1.6659988,1.4103141,1.3508878,-0.0594263
27,0.41502184,0.47171786,"('hardhearted', 'softhearted')",-0.3314174,-0.3499544,1.7710427,1.6242285,0.6182157,0.5819973,-0.0362184
28,0.5725755,0.4527778,"('disloyal', 'loyal')",0.23482871,0.110373326,0.86746806,0.7433198,0.5582908,0.4354903,-0.1228005
29,-0.7463832,-0.7782956,"('unfair', 'fair')",-0.84051603,-0.87478477,-0.5090556,-0.6345327,-0.6986516,-0.7625376,-0.063886
30,1.2364577,1.2045345,"('intolerant', 'tolerant')",0.25728744,0.22233582,0.7585221,0.69048965,0.7507557,0.7057867,-0.044969
31,-1.5121641,-1.3760781,"('evil', 'good')",-0.24207975,-0.20462655,-0.28615767,-0.3109696,-0.6801338,-0.6305581,0.0495757
32,0.8733296,0.8281867,"('unkind', 'kind')",0.27362695,0.2173666,0.6690587,0.50604355,0.6053384,0.517199,-0.0881394
33,0.7161421,0.5900465,"('wrong', 'right')",0.83699507,0.7855069,-0.022144742,-0.059061393,0.5103308,0.4388307,-0.0715001
34,0.8421809,0.98111355,"('mean', 'honorable')",-0.45971215,-0.3807486,5.636409,5.7540965,2.0062925,2.1181539,0.1118614
35,-0.4321626,-0.4877365,"('corrupt', 'incorrupt')",-0.034897096,-0.050516695,0.75329316,0.6765348,0.0954112,0.0460939,-0.0493173
36,-0.24881554,-0.28049603,"('hostile', 'amicable')",-0.6024168,-0.6774229,1.1319966,0.97685194,0.0935881,0.006311,-0.0872771
37,0.4617848,0.4250948,"('fake', 'genuine')",-0.6316464,-0.6450985,0.15000167,0.115796156,-0.00662,-0.0347358,-0.0281158
38,-1.1728321,-1.1321604,"('untruthful', 'truthful')",-0.37485322,-0.4014063,-0.37890998,-0.3765573,-0.6421984,-0.636708,0.0054904
39,1.5290422,1.5723417,"('exploitative', 'cooperative')",-0.04381732,-0.020097595,0.030722812,0.03775529,0.5053159,0.5299998,0.0246839
40,-0.08238709,-0.19396408,"('stingy', 'generous')",0.5927541,0.5378081,-1.1118611,-1.2369375,-0.200498,-0.2976978,-0.0971998
41,-0.0011637509,-0.05918977,"('unforgiving', 'forgiving')",0.70276546,0.66429603,0.20861936,0.060710404,0.303407,0.2219389,-0.0814681
42,-0.58752126,-0.6465704,"('unreliable', 'reliable')",-0.018798444,-0.029747806,-2.9717646,-2.9463882,-1.1926947,-1.2075688,-0.0148741
43,-0.12924354,-0.1297815,"('irresponsible', 'responsible')",-0.23289457,-0.2203399,-0.20802557,-0.22138163,-0.1900546,-0.190501,-0.0004464
44,-1.6834179,-1.6925483,"('prejudiced', 'unprejudiced')",-1.2604543,-1.2097768,-1.2985499,-1.2623746,-1.4141407,-1.3882332,0.0259075
45,-1.3718696,-1.3962328,"('incompetent', 'competent')",-0.6431131,-0.68504465,-0.75543594,-0.84654313,-0.9234729,-0.9759401,-0.0524672
46,-0.119613886,-0.14506473,"('uncompetitive', 'competitive')",-0.29115605,-0.26923093,-1.0845613,-1.1801182,-0.4984438,-0.5314713,-0.0330275
47,-0.53777367,-0.41733417,"('stupid', 'smart')",0.53406745,0.58414596,5.1384325,5.2251053,1.7115755,1.7973057,0.0857302
48,1.2078967,1.1319095,"('unintelligent', 'intelligent')",0.6500625,0.6701987,0.14187585,0.10344351,0.6666117,0.6351839,-0.0314278
49,0.044821166,0.06802432,"('unable', 'able')",0.08909473,0.19582596,-0.27162737,-0.1293696,-0.0459038,0.0448269,0.0907307
50,-0.38574085,-0.4199188,"('clumsy', 'skillful')",0.012817327,-0.021150345,0.12875013,0.083847284,-0.0813911,-0.119074,-0.0376829
51,-0.9171219,-0.94285893,"('uneducated', 'educated')",-0.12644224,-0.19040844,-0.14608097,-0.24259178,-0.3965484,-0.4586197,-0.0620713
52,0.3941653,0.25913227,"('irrational', 'rational')",0.086971775,-0.056926437,0.6425613,0.54132783,0.3745662,0.2478446,-0.1267216
53,-0.49231243,-0.55572176,"('uncreative', 'creative')",-0.35572547,-0.4268145,0.74481004,0.69074965,-0.0344093,-0.0972622,-0.0628529
54,0.021445706,-0.060287625,"('incapable', 'capable')",-0.050144017,-0.12149064,0.9251943,1.0183313,0.298832,0.278851,-0.019981
55,0.39291677,0.332078,"('incompetent', 'clever')",-0.1437188,-0.16368593,-0.55184966,-0.61658376,-0.1008839,-0.1493972,-0.0485133
