,brookfield_male,brookfield_female,tuple,property_male,property_female,reit_male,reit_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.36717188,-0.48722324,"('unsociable', 'sociable')",0.68298924,0.47283375,0.41869572,0.23172559,0.0027090237,-0.18531801,0.1843055,0.0080045,-0.176301
1,-1.0743302,-1.0410045,"('unfriendly', 'friendly')",-1.3764743,-1.3385094,-0.49181178,-0.32942858,1.7824448,1.6187918,-0.2900428,-0.2725377,0.0175051
2,0.1686782,0.25701293,"('unlikable', 'likable')",0.7326204,0.86798626,1.1560124,1.3147475,0.7241186,0.8891686,0.6953574,0.8322288,0.1368714
3,-0.01724891,0.10995848,"('repellent', 'pleasant')",-0.194896,-0.13996248,0.52503455,0.6001462,0.4244182,0.50074476,0.184327,0.2677217,0.0833947
4,0.15395068,0.16088015,"('disliked', 'liked')",-0.74136424,-0.6893679,-0.40996322,-0.3527933,-6.7123227,-6.6573563,-1.9274249,-1.8846593,0.0427656
5,-0.57882535,-0.43834817,"('distant', 'outgoing')",-1.1632293,-0.9933015,-1.021651,-0.77758753,-0.5386383,-0.42091396,-0.825586,-0.6575378,0.1680482
6,-0.6016795,-0.39991543,"('distant', 'open')",-1.2961127,-1.1286249,-1.2093254,-0.92923766,-0.00433504,0.13560043,-0.7778631,-0.5805444,0.1973187
7,0.23177955,0.2293406,"('insensitive', 'sensitive')",0.8502627,0.8762056,1.077781,1.1760448,1.1230075,1.0226302,0.8207077,0.8260553,0.0053476
8,-0.8205977,-0.8053252,"('unaffectionate', 'affectionate')",-0.31057224,-0.30652457,-0.7342111,-0.58714914,0.6759847,0.62962884,-0.2973491,-0.2673425,0.0300066
9,-0.8046857,-0.81810844,"('unaffectionate', 'caring')",0.10124141,0.08667557,-0.5551533,-0.4173735,1.179137,1.1886739,-0.0198652,0.0099669,0.0298321
10,-0.30555752,-0.38257188,"('unsympathetic', 'sympathetic')",0.46124938,0.39227694,0.12027664,0.10278153,0.4021712,0.28446245,0.1695349,0.0992373,-0.0702976
11,-0.021287534,-0.12633558,"('unhelpful', 'helpful')",0.22604099,0.16613998,-0.43850634,-0.4526512,2.246658,2.276021,0.5032263,0.4657936,-0.0374327
12,0.35945392,0.4067819,"('unsupportive', 'supportive')",1.2094725,1.2958277,-0.39765602,-0.15968806,-1.7112588,-1.6300125,-0.1349971,-0.0217727,0.1132244
13,0.74316275,0.5936976,"('impolite', 'polite')",1.0584923,0.89808846,0.69490325,0.5299918,0.11278348,-0.010034665,0.6523354,0.5029358,-0.1493996
14,0.17750472,0.15853144,"('antisocial', 'social')",1.608994,1.5486637,0.52506244,0.4818682,-0.31169766,-0.3610075,0.4999658,0.457014,-0.0429518
15,-0.34697518,-0.42597377,"('boring', 'funny')",-0.18456787,-0.19477636,0.9901103,0.9564392,0.29726288,0.29668626,0.1889575,0.1580938,-0.0308637
16,-0.5101452,-0.5224399,"('unpopular', 'popular')",-0.9604525,-0.8881152,-0.052266143,0.0038417354,0.46773028,0.5656189,-0.2637834,-0.2102736,0.0535098
17,0.15566231,0.21508285,"('nasty', 'nice')",0.14885792,0.24990596,0.9939216,1.1418033,-0.6826094,-0.5812468,0.1539581,0.2563863,0.1024282
